aqi,dt,co,no,no2,o3,so2,pm2_5,pm10,nh3
5,1701637200,4859.92,84.04,52.09,0.0,81.06,274.84,317.79,61.81
5,1701640800,4859.92,78.68,47.3,0.0,51.98,298.44,332.55,31.92
5,1701644400,4699.71,73.31,40.1,0.0,42.92,301.83,331.32,23.05
5,1701648000,4913.33,76.89,33.93,0.06,49.59,307.55,339.9,27.11
5,1701651600,5340.58,91.2,37.7,0.32,63.9,310.78,347.95,28.88
5,1701655200,5661.01,101.03,44.55,0.59,73.43,301.9,344.72,27.36
5,1701658800,5126.95,86.72,57.58,1.32,76.29,257.49,301.27,27.36
4,1701662400,1161.58,9.05,45.93,26.82,44.82,52.41,63.61,8.04
2,1701666000,674.25,4.08,31.53,50.78,34.33,23.27,29.43,5.83
2,1701669600,634.19,4.08,29.82,70.1,36.72,22.02,27.51,5.7
3,1701673200,847.82,6.54,50.72,72.96,60.56,34.24,41.53,8.74
4,1701676800,1401.9,12.18,104.19,43.99,109.67,64.78,75.92,14.57
5,1701680400,1789.09,17.88,128.87,17.34,121.12,87.73,101.67,15.58
5,1701684000,1815.8,21.9,98.71,4.56,84.88,76.1,91.76,13.17
4,1701687600,1842.5,28.16,69.23,0.06,64.85,59.92,77.43,12.67
4,1701691200,1815.8,32.19,56.21,0.0,60.56,55.67,76.0,13.43
4,1701694800,1922.61,32.63,49.35,0.0,57.22,61.25,85.89,14.44
4,1701698400,2056.12,32.63,44.55,0.0,52.93,71.27,100.54,15.45
5,1701702000,2109.53,33.53,40.1,0.0,50.54,79.33,111.99,16.21
5,1701705600,2109.53,34.87,36.33,0.0,47.21,80.43,113.98,15.58
4,1701709200,1976.01,34.87,34.96,0.0,42.92,72.3,104.38,13.05
4,1701712800,1869.2,35.32,35.64,0.0,41.01,67.51,98.47,12.29
4,1701716400,1869.2,38.89,35.99,0.0,41.01,72.76,103.8,12.67
5,1701720000,1976.01,45.6,34.62,0.0,39.58,86.68,118.7,12.92
5,1701723600,2029.42,45.15,32.9,0.0,33.38,95.99,124.94,12.67
5,1701727200,1922.61,38.0,30.5,0.0,26.7,93.28,115.65,11.53
5,1701730800,1708.98,28.39,26.05,0.0,22.17,79.32,96.53,10.51
4,1701734400,1695.63,23.25,22.28,0.25,22.17,70.64,86.9,11.53
4,1701738000,1655.58,25.7,26.05,0.71,32.42,63.12,77.71,10.64
4,1701741600,1949.31,40.23,32.9,0.53,51.98,72.36,87.98,12.67
5,1701745200,2296.45,61.69,43.87,0.29,82.97,88.17,106.29,15.96
3,1701748800,1228.33,15.42,59.63,5.41,62.94,46.07,55.74,8.49
3,1701752400,961.3,2.93,60.32,12.16,58.65,33.56,41.49,7.03
3,1701756000,907.9,1.9,58.26,16.09,55.79,31.92,40.69,6.52
3,1701759600,907.9,5.92,54.84,21.1,52.93,32.7,43.13,6.52
3,1701763200,988.01,8.94,61.01,19.67,55.79,39.0,51.75,7.47
3,1701766800,961.3,6.54,62.38,22.53,51.5,39.02,51.52,7.92
3,1701770400,1014.71,3.74,65.12,15.38,53.41,33.21,44.13,9.63
3,1701774000,1108.17,4.86,61.69,2.5,54.84,28.92,40.1,11.4
3,1701777600,1094.82,6.54,51.41,1.21,48.64,28.41,41.61,11.27
3,1701781200,1108.17,5.76,45.24,1.56,42.92,31.17,47.33,11.02
3,1701784800,1174.93,8.05,42.16,0.75,43.39,35.63,54.73,11.78
3,1701788400,1268.39,12.96,40.1,0.17,46.73,40.97,62.53,12.41
3,1701792000,1361.85,19.67,38.73,0.02,49.11,45.14,68.55,12.41
3,1701795600,1361.85,24.81,37.36,0.0,48.64,44.04,67.21,11.02
3,1701799200,1308.44,28.39,36.33,0.0,48.64,43.55,66.52,10.89
4,1701802800,1415.25,36.21,35.3,0.0,49.59,53.16,76.99,12.54
4,1701806400,1708.98,49.17,34.96,0.0,50.07,73.88,100.75,14.44
5,1701810000,2002.72,57.22,37.01,0.0,47.21,94.79,124.77,15.33
5,1701813600,2189.64,60.8,39.76,0.0,44.35,111.21,143.69,15.58
5,1701817200,2349.85,61.69,39.41,0.0,43.39,120.54,154.92,16.09
5,1701820800,2777.1,66.16,36.67,0.28,48.16,135.46,174.19,19.51
5,1701824400,3417.97,83.15,38.39,2.39,63.9,151.47,194.69,21.28
5,1701828000,3791.81,89.41,51.41,4.38,76.29,159.79,204.27,21.53
5,1701831600,3524.78,77.78,66.49,4.16,84.88,152.16,193.58,22.04
4,1701835200,1522.06,17.88,67.17,4.43,60.56,71.26,90.03,10.26
4,1701838800,1161.58,4.53,65.8,7.06,54.36,52.13,64.06,8.49
4,1701842400,1201.63,3.32,71.29,4.96,61.99,53.14,63.94,8.74
4,1701846000,1268.39,4.58,76.77,1.74,67.71,57.49,68.47,8.99
4,1701849600,1335.14,7.49,84.31,0.62,71.53,62.76,74.36,9.75
4,1701853200,1228.33,4.97,81.57,1.77,62.94,57.43,68.49,9.63
3,1701856800,1228.33,8.27,70.6,1.13,60.08,46.16,58.45,11.53
3,1701860400,1401.9,19.67,58.26,0.04,62.94,42.59,58.37,13.93
3,1701864000,1495.36,26.15,47.98,0.01,60.56,44.86,64.66,14.57
4,1701867600,1575.47,26.6,43.53,0.01,57.7,50.32,74.09,14.44
4,1701871200,1655.58,26.82,41.47,0.0,55.31,56.3,83.92,14.69
4,1701874800,1762.39,29.95,40.78,0.0,56.27,63.56,94.28,15.45
4,1701878400,1949.31,36.66,41.47,0.0,56.74,73.2,106.34,15.58
5,1701882000,2243.04,47.39,44.55,0.0,57.22,85.21,119.88,14.06
5,1701885600,2510.07,55.43,50.04,0.0,55.79,97.14,133.2,12.79
5,1701889200,2483.37,54.54,54.84,0.0,47.21,104.32,138.89,10.89
5,1701892800,2243.04,46.49,54.84,0.0,37.67,102.27,130.77,8.49
5,1701896400,1815.8,31.29,51.41,0.0,28.85,89.28,108.36,6.65
4,1701900000,1388.55,18.55,49.35,0.0,25.99,73.01,85.95,5.51
4,1701903600,1321.79,16.32,48.67,0.0,25.99,71.74,83.29,5.89
5,1701907200,1441.96,19.0,43.87,0.44,28.37,76.45,89.1,7.54
5,1701910800,1655.58,26.15,41.13,1.61,36.72,80.16,94.12,9.37
5,1701914400,1789.09,31.74,45.93,2.21,49.59,82.62,97.66,11.4
5,1701918000,1789.09,34.87,58.26,2.91,70.57,86.2,102.32,14.06
3,1701921600,1001.36,9.61,47.98,18.95,46.73,40.87,48.72,8.04
3,1701925200,867.84,10.17,42.84,38.62,49.59,32.34,38.3,7.22
3,1701928800,947.95,10.17,47.98,67.23,56.27,42.13,48.56,7.28
4,1701932400,988.01,6.98,50.72,101.57,57.22,58.48,66.01,7.35
5,1701936000,1081.47,4.47,58.26,118.73,62.94,77.26,86.46,8.61
5,1701939600,1148.22,2.32,63.06,117.3,63.9,83.6,94.24,9.75
5,1701943200,1415.25,0.67,76.77,80.82,69.62,80.21,93.85,13.3
4,1701946800,1735.69,0.06,84.31,33.26,68.66,69.33,87.49,17.23
4,1701950400,1735.69,1.59,74.71,8.31,57.22,57.36,78.96,17.48
4,1701954000,1588.82,5.81,58.26,1.59,47.68,51.31,75.37,15.58
4,1701957600,1482.01,11.4,45.93,0.26,44.35,50.66,77.36,14.06
4,1701961200,1468.66,17.88,38.39,0.04,45.3,53.34,82.46,13.55
4,1701964800,1642.23,26.15,33.93,0.01,44.35,61.44,93.43,13.81
4,1701968400,1842.5,34.42,31.53,0.0,41.01,67.09,100.46,13.55
4,1701972000,1895.9,38.44,31.19,0.0,40.53,69.48,103.25,15.07
5,1701975600,1976.01,44.7,30.16,0.0,44.35,79.15,114.38,19.0
5,1701979200,2269.74,57.22,30.5,0.0,54.84,100.82,138.17,27.36
5,1701982800,2563.48,69.74,33.59,0.0,67.71,126.36,163.25,38.0
5,1701986400,2777.1,76.0,38.73,0.0,76.29,145.17,181.3,44.58
5,1701990000,2910.61,78.68,38.04,0.0,67.71,155.55,191.6,39.01
5,1701993600,3257.75,81.36,33.24,0.02,58.17,164.08,202.69,30.65
5,1701997200,3017.43,78.68,36.33,0.19,66.76,139.63,177.88,20.77
5,1702000800,3231.05,97.45,41.13,0.4,90.6,143.71,184.52,21.28
5,1702004400,3578.19,125.17,47.98,0.5,129.7,163.19,207.14,25.59
5,1702008000,2002.72,64.37,65.12,8.14,111.58,100.62,127.13,14.82
5,1702011600,1615.52,32.19,87.74,13.23,105.86,84.92,105.12,12.03
5,1702015200,1575.47,20.79,100.08,18.24,105.86,85.63,104.81,10.77
5,1702018800,1415.25,7.26,104.19,18.95,90.6,79.6,98.27,9.25
4,1702022400,1268.39,3.52,91.85,26.82,77.25,72.15,90.4,8.74
4,1702026000,1134.87,1.54,76.09,40.05,63.9,64.5,81.81,8.74
4,1702029600,1201.63,0.79,70.6,42.56,61.99,60.92,77.53,10.89
4,1702033200,1375.2,0.06,70.6,30.04,60.56,57.52,74.52,14.06
4,1702036800,1348.5,0.09,61.01,22.53,50.54,50.16,67.38,14.57
3,1702040400,1295.09,0.11,52.09,21.99,42.44,48.59,66.77,12.54
4,1702044000,1255.04,0.08,48.67,23.6,39.58,54.33,74.16,10.26
4,1702047600,1241.68,0.06,46.61,24.68,39.1,61.56,83.36,8.87
4,1702051200,1388.55,0.21,47.3,19.13,36.72,69.95,93.92,8.74
4,1702054800,1562.12,1.02,50.72,9.21,34.81,74.67,100.0,8.36
4,1702058400,1535.42,1.72,48.67,4.56,32.42,73.78,99.11,9.25
5,1702062000,1628.88,6.59,48.67,0.73,33.86,83.41,110.51,12.29
5,1702065600,1922.61,18.33,47.98,0.0,35.76,102.96,133.18,14.57
5,1702069200,2162.93,28.39,47.98,0.0,35.76,122.47,153.79,15.71
5,1702072800,2269.74,33.08,46.61,0.0,33.86,131.85,161.31,15.45
5,1702076400,2296.45,35.76,41.47,0.0,32.9,135.46,163.75,14.69
5,1702080000,2696.99,43.81,35.99,0.3,37.19,148.73,182.69,16.47
5,1702083600,2510.07,42.02,37.01,3.62,43.39,128.7,162.09,13.3
5,1702087200,2510.07,40.23,45.93,8.23,52.93,119.35,151.35,14.44
5,1702090800,2536.77,35.76,64.43,12.52,70.57,120.16,153.11,17.99
4,1702094400,1281.74,5.64,58.95,42.56,56.74,71.52,87.53,8.61
4,1702098000,1054.76,2.74,51.41,53.64,53.41,59.05,70.02,6.97
4,1702101600,1054.76,2.63,51.41,61.51,56.27,59.52,69.86,6.9
4,1702105200,1054.76,2.04,52.78,66.52,57.7,60.6,71.35,6.97
4,1702108800,1041.41,1.41,53.47,65.8,57.22,59.23,70.53,7.35
4,1702112400,1001.36,0.79,51.41,65.09,52.93,57.38,69.08,7.54
4,1702116000,1134.87,0.54,58.26,50.78,55.31,59.83,73.19,9.88
4,1702119600,1281.74,0.03,59.63,32.19,52.45,59.77,74.89,12.29
4,1702123200,1214.98,0.03,47.3,26.11,39.58,51.83,67.71,12.16
3,1702126800,1094.82,0.03,38.04,27.89,30.99,46.71,63.11,10.51
3,1702130400,1041.41,0.02,34.96,29.33,28.85,46.94,64.1,9.37
3,1702134000,1028.06,0.03,34.27,27.54,29.33,48.7,66.71,8.74
3,1702137600,988.01,0.06,33.59,23.96,28.37,46.4,64.24,7.92
3,1702141200,854.49,0.07,30.5,22.17,25.03,38.25,54.31,6.65
3,1702144800,720.98,0.08,27.42,21.46,22.89,31.44,45.26,6.14
3,1702148400,647.54,0.1,26.73,19.85,23.13,28.41,40.74,6.14
3,1702152000,620.84,0.16,27.76,17.7,24.8,27.43,39.28,5.95
3,1702155600,607.49,0.23,28.79,15.56,26.46,27.44,39.48,5.7
3,1702159200,614.17,0.5,30.16,11.8,28.37,28.31,40.62,5.7
3,1702162800,707.63,3.02,34.27,3.53,34.81,32.82,46.07,6.71
3,1702166400,1068.12,17.88,33.93,0.91,48.64,47.01,63.54,10.01
4,1702170000,1642.23,40.23,34.27,4.52,63.9,65.78,86.72,13.68
5,1702173600,2002.72,50.96,42.84,6.53,77.25,77.35,102.01,16.97
5,1702177200,2002.72,49.17,56.21,4.96,89.65,79.68,105.8,18.75
3,1702180800,934.6,4.47,52.09,20.74,49.11,39.73,50.41,7.73
3,1702184400,720.98,0.54,36.67,37.55,34.81,28.33,34.62,5.32
2,1702188000,674.25,0.34,30.16,44.7,30.28,23.73,28.71,4.75
2,1702191600,674.25,1.58,26.39,52.21,29.09,22.01,26.49,4.69
2,1702195200,747.68,3.05,29.13,62.94,34.81,24.98,29.91,5.45
3,1702198800,834.47,3.13,34.62,73.67,41.01,29.93,35.93,6.33
3,1702202400,1121.52,2.12,57.58,62.23,56.74,40.43,49.94,9.63
3,1702206000,1281.74,0.09,69.23,36.48,57.7,43.2,55.42,11.78
3,1702209600,1041.41,0.05,47.3,24.32,38.62,31.21,43.78,10.89
2,1702213200,794.41,0.06,32.22,23.6,26.46,22.85,35.6,9.12
2,1702216800,687.6,0.03,28.79,27.18,24.56,21.31,33.68,7.66
2,1702220400,654.22,0.03,28.1,27.89,24.56,21.22,33.21,6.78
2,1702224000,627.52,0.04,27.42,26.46,24.08,19.48,30.79,5.83
2,1702227600,560.76,0.04,26.05,26.11,22.41,16.34,26.56,4.69
2,1702231200,534.06,0.11,29.13,22.35,26.23,16.09,25.71,4.69
2,1702234800,560.76,0.32,33.59,15.38,31.95,18.49,28.53,5.26
2,1702238400,607.49,1.13,36.67,8.05,36.24,21.93,33.06,5.83
2,1702242000,647.54,3.8,37.01,2.5,39.58,24.86,37.07,6.33
3,1702245600,694.27,10.73,34.96,0.32,43.87,27.89,41.06,6.9
3,1702249200,821.11,23.02,34.27,0.01,53.88,34.66,49.37,8.11
4,1702252800,1201.63,38.0,36.33,0.65,66.76,50.5,69.45,11.4
4,1702256400,1682.28,51.41,37.01,4.29,75.34,64.09,87.05,14.57
4,1702260000,1869.2,53.2,41.81,7.15,81.06,66.71,91.35,16.72
4,1702263600,1682.28,43.36,52.78,9.57,88.69,61.42,85.0,17.48
3,1702267200,841.14,7.82,41.13,35.41,48.64,31.2,41.68,8.23
2,1702270800,654.22,2.96,29.13,60.08,36.72,24.78,31.49,5.95
2,1702274400,614.17,2.57,23.99,81.54,34.33,24.38,30.11,5.38
3,1702278000,614.17,3.38,20.91,121.59,35.76,30.48,35.83,5.26
3,1702281600,674.25,3.13,26.39,138.76,43.87,37.99,43.88,5.95
3,1702285200,720.98,2.91,33.24,128.75,47.21,37.47,44.71,6.78
3,1702288800,921.25,2.71,56.89,82.25,58.65,35.02,45.86,9.88
3,1702292400,1054.76,0.25,66.49,31.83,58.65,30.59,44.31,11.91
3,1702296000,947.95,0.43,49.35,14.84,43.87,25.68,39.72,11.27
2,1702299600,821.11,0.51,39.41,13.77,34.33,23.67,38.04,10.01
2,1702303200,741.0,0.39,36.33,15.02,32.42,22.48,36.83,9.12
2,1702306800,707.63,0.54,34.96,13.23,31.95,21.53,35.64,8.61
2,1702310400,781.06,1.47,35.99,7.6,32.42,23.49,38.48,8.99
2,1702314000,821.11,3.55,35.64,2.68,31.95,23.83,39.01,8.23
2,1702317600,794.41,6.71,33.24,0.79,32.9,23.72,38.29,7.98
3,1702321200,934.6,15.2,30.85,0.07,35.29,32.78,48.71,9.75
4,1702324800,1281.74,29.5,29.47,0.0,40.53,51.97,71.64,12.92
4,1702328400,1628.88,45.6,30.5,0.0,49.11,74.87,98.75,16.97
5,1702332000,1895.9,56.77,34.96,0.0,55.79,93.81,121.45,19.25
5,1702335600,1976.01,59.01,38.04,0.0,51.98,100.28,129.82,14.82
5,1702339200,2136.23,54.99,37.01,0.16,50.54,97.07,126.72,13.43
3,1702342800,1361.85,32.19,31.87,4.07,48.64,48.51,66.43,10.13
3,1702346400,1295.09,29.06,33.59,15.56,55.31,42.0,58.56,12.54
3,1702350000,1188.28,21.01,45.93,45.42,66.76,44.69,61.11,13.3
3,1702353600,634.19,5.81,22.96,90.84,35.76,26.58,34.18,6.33
3,1702357200,494.0,3.44,16.45,105.86,28.61,19.95,24.68,4.56
3,1702360800,460.62,3.24,15.42,104.43,27.18,15.76,19.61,4.05
2,1702364400,467.3,3.46,16.96,98.71,28.61,14.07,17.69,4.18
2,1702368000,480.65,3.58,19.88,89.41,30.99,12.93,16.74,4.5
2,1702371600,494.0,3.13,22.62,75.82,30.99,10.97,15.2,4.75
2,1702375200,854.49,4.69,48.67,42.56,51.98,17.17,24.96,8.99
3,1702378800,1335.14,6.2,71.97,4.92,68.66,27.71,41.12,14.19
3,1702382400,1455.31,14.75,56.21,0.12,61.99,34.21,51.7,16.97
3,1702386000,1388.55,15.2,43.87,0.1,50.07,37.17,57.07,17.73
3,1702389600,1321.79,14.53,40.44,0.11,47.21,38.99,60.62,17.48
3,1702393200,1335.14,16.76,39.07,0.05,49.59,42.24,65.07,17.48
4,1702396800,1562.12,23.02,37.7,0.01,50.07,51.33,76.7,18.24
4,1702400400,1815.8,30.4,37.7,0.0,46.25,57.83,84.94,16.09
4,1702404000,1842.5,34.42,38.73,0.0,43.39,58.93,86.52,14.06
4,1702407600,1922.61,38.89,39.07,0.0,41.96,68.91,99.73,14.57
5,1702411200,2136.23,47.39,38.39,0.0,41.01,87.54,123.47,15.83
5,1702414800,2349.85,55.43,36.33,0.0,41.01,106.57,147.4,17.99
5,1702418400,2483.37,59.9,32.9,0.0,41.01,119.85,163.2,19.25
5,1702422000,2670.29,63.48,29.82,0.0,40.53,129.96,173.06,17.73
5,1702425600,3177.64,70.63,27.42,0.41,43.87,147.49,191.79,19.0
5,1702429200,3150.94,67.06,30.5,4.16,50.54,129.18,165.85,18.49
5,1702432800,3177.64,57.22,54.15,16.81,62.94,123.33,157.18,22.29
5,1702436400,2803.8,32.63,85.68,58.65,78.2,130.85,162.01,23.56
3,1702440000,821.11,7.26,33.59,87.98,42.44,38.0,46.46,7.47
3,1702443600,614.17,4.02,23.65,103.0,36.24,31.94,37.3,5.32
3,1702447200,580.79,2.68,20.56,120.16,33.38,34.68,39.94,4.81
3,1702450800,547.41,2.24,20.91,113.01,30.99,27.8,32.67,4.75
2,1702454400,594.14,2.29,28.79,92.98,36.72,23.17,28.18,5.57
2,1702458000,667.57,1.69,39.76,69.38,43.87,20.86,26.3,6.52
3,1702461600,1268.39,2.88,78.83,28.61,70.57,32.63,43.03,12.79
4,1702465200,2136.23,16.76,108.3,0.87,97.27,54.27,72.39,21.28
4,1702468800,2483.37,34.87,94.59,0.0,95.37,68.56,92.78,26.09
5,1702472400,2777.1,44.7,67.17,0.0,75.34,83.53,115.95,28.88
5,1702476000,3204.35,53.2,50.04,0.0,62.94,105.92,147.5,29.39
5,1702479600,3578.19,62.58,41.81,0.0,62.94,129.59,180.1,29.39
5,1702483200,3738.4,68.84,37.36,0.0,61.99,139.27,193.34,26.85
5,1702486800,3257.75,63.48,35.64,0.0,52.45,115.47,165.79,19.76
5,1702490400,2536.77,50.51,34.96,0.0,43.87,85.19,128.64,14.95
4,1702494000,2109.53,44.7,33.93,0.0,41.01,73.76,113.47,13.05
5,1702497600,2189.64,50.51,34.27,0.0,41.48,85.8,127.39,12.29
5,1702501200,2323.15,53.64,34.96,0.0,39.1,100.89,145.26,11.53
5,1702504800,2216.34,49.62,32.9,0.0,35.29,100.17,140.85,10.77
5,1702508400,1976.01,45.15,28.79,0.0,36.24,88.29,121.71,11.15
5,1702512000,2162.93,51.86,25.7,0.36,44.82,90.34,121.29,14.82
5,1702515600,2857.21,68.84,30.5,3.71,61.04,103.63,135.48,20.01
5,1702519200,3524.78,66.16,61.69,16.09,76.29,119.2,153.87,26.85
5,1702522800,3471.37,33.53,102.82,68.66,88.69,139.25,175.47,28.63
3,1702526400,794.41,7.04,31.87,76.53,43.87,27.0,35.59,6.97
2,1702530000,500.68,3.97,19.36,70.1,29.8,13.77,18.61,4.43
2,1702533600,460.62,3.58,17.31,61.51,25.27,9.45,13.25,3.93
2,1702537200,460.62,3.41,19.19,50.78,24.56,7.56,11.2,4.12
2,1702540800,487.33,3.38,23.65,41.13,27.42,7.43,11.64,4.75
2,1702544400,520.71,2.4,27.08,34.33,28.37,7.36,12.03,5.07
2,1702548000,781.06,4.25,45.24,14.48,44.82,12.11,19.42,8.11
2,1702551600,1041.41,9.72,50.72,1.01,54.84,17.98,28.54,11.15
2,1702555200,1094.82,13.86,42.84,0.14,51.98,22.52,35.77,12.92
3,1702558800,1308.44,16.54,39.07,0.08,46.73,33.26,51.28,17.23
3,1702562400,1655.58,21.9,37.01,0.01,47.21,48.65,71.93,22.04
4,1702566000,1922.61,29.06,35.64,0.0,51.98,62.98,90.33,24.32
4,1702569600,2029.42,34.87,34.62,0.0,54.84,68.98,97.4,23.31
4,1702573200,1789.09,33.08,34.96,0.0,50.07,56.79,82.2,17.73
3,1702576800,1401.9,25.93,34.27,0.0,42.92,42.84,63.9,13.43
3,1702580400,1174.93,23.69,33.24,0.0,41.48,38.34,56.62,11.65
3,1702584000,1161.58,28.16,33.59,0.0,44.35,42.99,60.81,11.15
3,1702587600,1201.63,32.19,34.62,0.0,44.82,49.42,68.42,10.89
4,1702591200,1228.33,32.19,34.27,0.0,42.44,52.9,73.34,10.64
4,1702594800,1295.09,35.32,32.56,0.0,43.87,56.27,77.69,10.89
4,1702598400,1668.93,46.04,30.16,0.57,50.54,68.9,93.66,13.68
5,1702602000,2243.04,60.8,29.13,1.83,60.08,79.74,107.33,17.23
5,1702605600,2670.29,72.42,33.59,2.39,73.43,84.34,113.58,22.55
5,1702609200,2616.88,74.21,43.18,1.99,93.46,81.28,110.84,24.83
2,1702612800,867.84,10.84,41.81,13.41,48.16,22.61,31.85,8.36
2,1702616400,594.14,3.58,30.16,33.97,34.33,13.16,18.78,5.64
2,1702620000,540.73,2.88,24.33,50.07,30.52,11.25,16.15,4.94
