aqi,dt,co,no,no2,o3,so2,pm2_5,pm10,nh3
2,1702623600,527.38,3.27,22.96,60.8,30.99,10.87,15.3,4.81
2,1702627200,574.11,4.02,26.73,66.52,37.19,12.79,17.56,5.38
2,1702630800,607.49,4.02,30.16,67.23,39.58,13.3,18.94,5.95
2,1702634400,854.49,4.3,52.09,41.84,54.84,17.38,26.26,9.12
2,1702638000,1081.47,2.29,65.12,8.94,61.04,20.97,33.28,11.78
2,1702641600,1001.36,4.58,47.98,2.26,47.21,20.57,34.02,11.65
2,1702645200,881.2,3.19,39.76,3.71,37.19,20.45,34.86,11.15
2,1702648800,867.84,2.37,39.07,4.74,36.72,22.1,37.68,11.15
3,1702652400,894.55,3.63,39.41,2.91,39.58,25.1,41.84,11.4
3,1702656000,961.3,7.71,38.04,0.77,41.96,28.1,46.14,11.27
3,1702659600,961.3,11.96,34.96,0.18,40.05,27.24,45.45,9.75
2,1702663200,834.47,10.51,32.22,0.22,33.86,23.61,40.66,7.85
2,1702666800,787.73,10.28,29.82,0.16,29.8,24.24,40.38,7.47
3,1702670400,881.2,14.75,28.45,0.04,30.52,30.64,47.5,8.61
3,1702674000,1014.71,20.79,28.45,0.0,33.86,39.39,58.07,10.64
3,1702677600,1161.58,27.72,30.5,0.0,38.62,48.93,69.92,12.92
4,1702681200,1295.09,35.32,33.24,0.0,43.39,57.61,80.93,12.92
4,1702684800,1602.17,44.26,36.33,0.68,50.54,70.61,97.79,13.68
5,1702688400,1869.2,49.62,38.73,1.31,56.27,77.74,107.05,14.06
5,1702692000,2136.23,54.99,39.76,4.96,60.08,85.31,117.45,16.47
5,1702695600,2269.74,49.62,52.09,15.02,64.85,92.49,125.71,18.75
3,1702699200,934.6,9.39,33.59,60.08,34.33,42.75,55.51,6.84
3,1702702800,687.6,2.99,24.33,81.54,26.94,30.16,37.24,4.88
3,1702706400,654.22,1.54,23.65,82.25,27.18,25.32,30.93,4.81
2,1702710000,587.46,1.38,23.31,77.25,27.89,19.46,24.06,4.69
2,1702713600,607.49,1.63,27.08,73.67,32.9,18.16,22.78,5.26
2,1702717200,620.84,1.62,30.5,69.38,34.81,16.92,22.01,5.76
2,1702720800,881.2,1.52,54.84,47.21,51.5,22.53,31.11,9.37
3,1702724400,1121.52,0.44,69.92,16.99,59.6,27.18,39.59,12.54
3,1702728000,1041.41,1.42,54.15,6.62,47.21,26.13,40.5,12.67
3,1702731600,947.95,1.56,41.81,6.08,36.24,26.43,42.29,12.29
3,1702735200,934.6,1.54,38.04,5.99,34.33,28.13,45.18,12.16
3,1702738800,961.3,2.24,37.7,4.2,35.76,30.52,48.28,12.03
3,1702742400,1094.82,5.14,36.67,1.4,35.76,35.01,53.81,12.16
3,1702746000,1228.33,10.73,34.96,0.16,33.38,38.17,57.62,10.89
3,1702749600,1281.74,16.09,34.27,0.02,33.38,40.48,60.59,10.39
3,1702753200,1308.44,21.23,35.64,0.0,34.33,46.05,67.57,10.64
4,1702756800,1308.44,23.69,37.36,0.0,33.86,51.84,74.84,9.75
4,1702760400,1268.39,22.58,37.01,0.0,29.8,55.18,78.96,8.61
4,1702764000,1241.68,19.0,34.27,0.0,24.8,54.9,77.33,7.73
4,1702767600,1241.68,18.55,30.5,0.0,24.32,53.81,73.66,8.49
4,1702771200,1415.25,25.26,26.73,0.76,30.52,56.99,75.7,11.53
4,1702774800,1655.58,37.1,26.73,5.32,44.82,58.74,76.75,14.57
4,1702778400,1949.31,43.36,41.13,13.05,63.9,66.77,86.51,18.24
5,1702782000,2136.23,38.0,73.34,31.11,90.6,84.1,106.11,20.77
3,1702785600,1028.06,10.62,47.98,76.53,60.56,44.67,54.47,9.25
3,1702789200,714.3,3.86,28.1,115.87,42.92,37.41,44.07,5.95
3,1702792800,547.41,2.04,16.79,123.02,29.8,27.76,32.96,4.43
2,1702796400,467.3,2.07,14.22,98.71,23.37,16.41,20.08,3.77
2,1702800000,480.65,2.6,17.14,83.68,24.56,13.14,16.48,4.05
2,1702803600,507.35,2.51,20.39,72.96,25.51,11.52,14.96,4.37
2,1702807200,574.11,1.61,25.7,58.65,26.23,10.68,14.55,4.81
2,1702810800,607.49,0.11,29.82,45.42,26.7,10.68,14.78,5.19
2,1702814400,567.44,0.0,28.1,40.05,26.23,10.38,14.24,5.19
3,1702818000,1308.44,1.9,55.52,12.7,41.96,33.47,44.5,15.58
5,1702821600,2483.37,19.45,74.03,0.01,60.08,76.91,100.29,28.12
5,1702825200,3177.64,36.21,73.34,0.0,61.99,109.69,143.89,30.91
5,1702828800,3284.45,43.36,64.43,0.0,52.45,118.4,159.03,25.84
5,1702832400,3070.83,46.04,54.15,0.0,42.44,110.12,151.23,19.76
5,1702836000,2910.61,50.07,47.3,0.0,41.48,105.57,145.68,18.24
5,1702839600,2910.61,58.11,42.84,0.0,44.35,115.65,156.82,20.27
5,1702843200,3124.24,68.84,39.76,0.0,46.25,136.76,180.14,24.07
5,1702846800,3311.16,74.21,36.33,0.0,48.16,157.05,201.62,29.89
5,1702850400,3471.37,77.78,33.24,0.0,50.07,172.42,216.25,33.44
5,1702854000,3524.78,76.0,29.47,0.0,45.3,176.18,217.39,27.87
5,1702857600,3738.4,75.1,26.73,0.18,45.3,176.71,217.24,25.33
5,1702861200,3524.78,73.31,29.13,1.97,52.93,145.71,181.13,22.29
5,1702864800,3578.19,77.78,40.78,4.29,68.66,134.87,170.4,24.57
5,1702868400,3311.16,74.21,60.32,5.81,90.6,124.5,158.84,27.87
3,1702872000,1188.28,17.43,55.52,20.21,64.85,44.68,57.77,11.02
3,1702875600,814.44,6.43,43.18,46.49,50.54,32.29,41.44,7.41
3,1702879200,680.92,3.52,31.87,82.97,41.01,31.14,38.97,5.89
3,1702882800,614.17,2.35,25.02,104.43,33.38,27.69,33.71,4.94
3,1702886400,654.22,2.6,28.79,97.27,36.72,25.26,30.65,5.26
3,1702890000,754.36,2.74,37.01,82.25,42.92,25.2,31.09,6.14
3,1702893600,1522.06,3.16,77.46,47.21,64.85,44.07,56.5,13.05
4,1702897200,2590.18,6.15,119.27,5.9,83.92,72.45,92.77,20.77
5,1702900800,3311.16,27.94,119.27,0.01,93.46,98.33,123.73,25.33
5,1702904400,4219.06,54.09,108.3,0.0,93.46,140.1,175.73,30.15
5,1702908000,5233.76,78.68,95.96,0.0,89.65,195.63,245.19,32.93
5,1702911600,6034.85,100.14,86.37,0.0,86.78,251.72,313.82,33.44
5,1702915200,6622.31,119.81,80.2,0.0,81.06,294.92,364.45,29.89
5,1702918800,6408.69,125.17,76.09,0.0,67.71,293.62,358.48,20.27
5,1702922400,5554.2,109.08,71.29,0.0,51.98,260.78,315.82,14.44
5,1702926000,4058.84,69.74,61.69,0.0,32.9,191.35,231.4,11.27
5,1702929600,2830.51,39.79,49.35,0.0,23.84,127.07,153.99,9.63
5,1702933200,1949.31,26.6,37.7,0.0,22.89,83.49,102.02,8.99
4,1702936800,1308.44,22.35,28.79,0.0,26.23,54.11,67.94,8.87
3,1702940400,1014.71,22.13,23.99,0.01,29.56,39.81,51.77,9.63
3,1702944000,1108.17,26.15,21.93,0.56,34.81,39.35,53.01,12.41
3,1702947600,1535.42,40.68,23.65,4.6,49.59,48.23,65.46,16.21
4,1702951200,1895.9,48.73,34.62,11.8,64.85,57.56,77.89,20.27
4,1702954800,1922.61,38.89,56.21,31.83,78.2,65.1,86.87,21.28
3,1702958400,794.41,8.49,33.24,67.95,43.39,27.6,35.9,7.6
2,1702962000,614.17,4.3,26.05,79.39,35.76,21.06,26.9,5.64
2,1702965600,594.14,3.27,26.05,81.54,35.76,19.69,25.3,5.45
2,1702969200,587.46,2.6,27.42,74.39,34.33,16.72,21.68,5.32
2,1702972800,587.46,2.04,29.82,62.23,33.38,13.84,18.2,5.26
2,1702976400,587.46,0.98,31.19,50.07,30.99,11.43,15.32,5.0
2,1702980000,1108.17,3.38,61.69,16.09,53.41,22.36,30.26,10.64
3,1702983600,2082.82,28.39,82.25,0.11,88.69,47.31,62.11,19.25
5,1702987200,2883.91,55.43,85.0,0.0,107.77,76.92,98.36,26.09
5,1702990800,4219.06,78.68,83.63,0.0,99.18,135.69,170.87,35.97
5,1702994400,5821.23,108.18,79.51,0.0,91.55,212.12,265.0,41.04
5,1702998000,6782.53,126.96,78.14,0.0,85.83,273.6,339.05,39.01
5,1703001600,6568.91,125.17,71.97,0.0,72.48,279.04,346.33,33.44
5,1703005200,5500.79,109.08,62.38,0.0,55.79,230.42,285.57,27.61
5,1703008800,4058.84,84.04,52.78,0.0,45.78,166.7,205.99,25.59
5,1703012400,2216.34,43.81,41.81,0.0,36.72,85.9,107.06,20.52
3,1703016000,1228.33,21.23,34.62,0.02,29.33,45.42,58.01,17.99
3,1703019600,774.38,10.28,31.19,0.29,25.99,25.84,34.43,15.96
2,1703023200,607.49,6.59,29.82,0.75,26.23,17.01,24.04,13.93
2,1703026800,627.52,7.38,29.47,0.64,28.85,15.62,22.69,13.43
2,1703030400,827.79,12.74,28.79,1.86,34.33,20.43,29.63,14.57
3,1703034000,1121.52,22.8,27.76,10.28,43.87,25.8,36.97,14.95
3,1703037600,1295.09,28.39,32.56,19.31,54.84,30.14,42.95,15.2
3,1703041200,1281.74,27.05,43.87,36.12,69.62,35.91,50.08,15.2
3,1703044800,881.2,10.73,40.1,70.81,56.74,28.91,38.58,9.63
3,1703048400,781.06,5.81,37.01,98.71,54.36,31.73,40.35,8.04
3,1703052000,767.71,3.44,35.64,120.16,54.36,36.49,45.61,7.6
3,1703055600,687.6,1.38,33.59,104.43,45.3,27.71,34.76,6.27
2,1703059200,634.19,1.4,31.87,81.54,37.67,18.27,23.15,5.26
2,1703062800,627.52,1.12,30.85,65.09,32.42,14.13,17.8,4.56
2,1703066400,1054.76,1.31,52.78,31.11,43.87,21.76,27.41,7.66
3,1703070000,1895.9,11.85,76.77,1.56,61.99,40.33,50.57,12.92
4,1703073600,2643.59,37.1,78.14,0.0,79.15,66.29,81.76,16.47
5,1703077200,3124.24,55.88,80.2,0.0,90.6,93.08,114.85,19.25
5,1703080800,2643.59,44.26,74.71,0.0,77.25,84.62,108.28,18.49
3,1703084400,1535.42,13.3,56.89,1.15,44.82,49.68,66.74,14.44
2,1703088000,774.38,0.06,32.9,31.47,24.08,21.91,29.79,8.36
2,1703091600,627.52,0.0,23.31,52.21,18.36,15.02,20.06,5.64
2,1703095200,580.79,0.0,20.05,57.22,16.21,12.9,17.04,4.88
2,1703098800,547.41,0.0,17.82,57.94,14.54,11.17,14.83,4.62
1,1703102400,520.71,0.0,17.14,56.51,14.42,9.94,13.32,4.56
1,1703106000,507.35,0.0,17.48,52.93,14.78,8.84,12.03,4.5
1,1703109600,514.03,0.0,18.34,47.21,15.5,8.01,11.14,4.56
1,1703113200,534.06,0.01,20.56,38.98,16.93,8.16,11.6,5.13
2,1703116800,640.87,0.26,24.33,29.33,19.07,10.68,15.47,6.46
2,1703120400,794.41,4.08,26.39,25.75,23.84,13.59,19.61,7.47
2,1703124000,867.84,8.72,26.05,33.97,29.8,16.44,23.05,7.85
2,1703127600,854.49,8.61,27.08,56.51,34.81,22.94,29.91,7.73
3,1703131200,741.0,3.86,25.02,84.4,31.47,31.49,37.5,6.02
3,1703134800,694.27,2.6,22.62,104.43,29.56,38.35,43.76,5.13
3,1703138400,660.9,1.96,18.85,125.89,26.23,43.57,48.46,4.43
3,1703142000,607.49,1.52,15.94,125.89,21.22,39.06,43.06,3.77
3,1703145600,560.76,1.27,14.91,110.15,17.64,28.63,31.96,3.39
2,1703149200,534.06,0.86,14.57,92.98,14.78,20.7,23.53,3.1
2,1703152800,547.41,0.36,16.28,77.96,14.07,16.8,19.41,3.13
2,1703156400,574.11,0.02,18.16,65.09,14.78,14.23,16.85,3.45
2,1703160000,580.79,0.0,17.65,57.94,14.9,13.36,16.25,3.86
2,1703163600,620.84,0.0,17.99,52.93,15.74,16.16,19.58,4.37
2,1703167200,654.22,0.0,17.48,49.35,15.26,18.15,21.79,4.43
2,1703170800,667.57,0.0,17.14,47.21,14.31,17.67,21.31,4.5
2,1703174400,654.22,0.0,17.14,45.42,13.47,14.89,18.15,4.24
2,1703178000,607.49,0.0,16.45,44.35,12.76,11.11,13.65,3.7
1,1703181600,580.79,0.0,16.28,41.84,12.87,9.28,11.7,3.64
1,1703185200,580.79,0.01,16.96,36.48,12.64,8.32,10.92,3.7
1,1703188800,600.81,0.03,19.54,28.61,13.23,7.83,10.57,3.93
1,1703192400,614.17,0.08,21.93,22.17,14.19,7.25,10.04,4.24
1,1703196000,620.84,0.14,23.31,19.31,15.26,6.71,9.47,4.43
1,1703199600,620.84,0.16,23.65,18.78,16.21,6.59,9.46,4.69
1,1703203200,687.6,0.78,24.33,19.13,17.88,8.49,12.34,5.64
2,1703206800,787.73,5.76,21.25,30.04,20.98,10.92,15.65,6.33
2,1703210400,781.06,6.87,19.54,46.49,21.7,12.72,17.53,6.02
2,1703214000,700.95,4.81,16.79,70.81,20.27,16.97,21.37,5.19
2,1703217600,614.17,1.24,15.42,75.82,15.74,18.01,21.35,3.67
2,1703221200,620.84,1.41,16.11,79.39,17.4,18.94,22.3,3.55
2,1703224800,640.87,1.36,17.14,84.4,18.36,20.64,24.19,3.51
2,1703228400,660.9,0.71,19.88,80.82,18.84,21.3,24.8,3.55
2,1703232000,694.27,0.42,22.96,77.96,20.27,23.33,26.77,3.74
2,1703235600,727.65,0.2,25.36,73.67,20.98,24.72,28.33,3.96
2,1703239200,821.11,0.06,30.16,62.23,22.89,24.77,28.71,4.43
2,1703242800,894.55,0.0,34.62,48.64,25.27,23.58,27.86,5.13
2,1703246400,907.9,0.0,36.67,38.62,27.18,22.71,27.25,5.89
2,1703250000,921.25,0.01,37.7,30.4,29.33,22.39,27.99,6.9
2,1703253600,794.41,0.02,29.82,29.33,24.32,17.24,22.45,6.27
2,1703257200,694.27,0.01,22.62,32.54,18.6,13.28,17.52,5.51
2,1703260800,640.87,0.01,19.88,36.12,15.5,11.22,14.66,4.88
1,1703264400,594.14,0.0,19.19,37.91,15.02,9.54,12.28,4.31
1,1703268000,540.73,0.0,15.77,41.84,12.64,8.39,10.7,3.96
1,1703271600,514.03,0.0,14.22,42.92,11.44,7.65,9.85,3.96
1,1703275200,507.35,0.0,14.05,42.56,11.44,7.13,9.32,4.05
1,1703278800,494.0,0.0,14.39,41.84,11.8,6.59,8.75,4.12
1,1703282400,487.33,0.0,14.91,41.84,12.4,6.15,8.29,4.18
1,1703286000,500.68,0.0,16.28,39.7,13.23,6.61,9.07,4.69
1,1703289600,574.11,0.04,19.02,35.76,14.42,9.1,12.61,5.89
2,1703293200,687.6,0.66,22.96,31.11,17.4,11.72,16.3,6.78
2,1703296800,714.3,2.32,22.62,34.33,19.31,12.6,17.63,6.78
2,1703300400,667.57,3.46,19.36,46.49,19.55,13.13,18.11,6.4
2,1703304000,607.49,2.85,16.96,64.37,18.36,14.34,18.76,5.51
2,1703307600,587.46,2.37,17.14,76.53,20.74,16.86,20.89,5.19
2,1703311200,554.08,1.68,15.08,88.69,19.79,18.36,21.87,4.31
2,1703314800,507.35,1.02,12.85,88.69,15.5,16.76,19.56,3.23
2,1703318400,500.68,0.85,13.19,82.97,14.31,14.92,17.36,3.01
2,1703322000,487.33,0.61,13.02,75.82,12.76,12.26,14.35,2.88
2,1703325600,520.71,0.26,15.42,66.52,13.11,11.4,13.53,3.2
2,1703329200,554.08,0.01,17.14,58.65,13.47,11.51,13.88,3.67
2,1703332800,560.76,0.0,16.45,54.36,13.23,11.08,13.76,4.18
2,1703336400,560.76,0.0,16.28,51.5,13.59,10.62,13.67,4.69
2,1703340000,547.41,0.0,16.28,48.64,13.71,10.44,13.62,4.81
2,1703343600,547.41,0.0,16.62,45.78,13.71,11.07,14.34,5.0
2,1703347200,547.41,0.0,17.65,42.92,14.07,11.09,14.19,4.94
1,1703350800,520.71,0.0,17.99,40.41,14.19,9.89,12.49,4.56
1,1703354400,494.0,0.0,17.99,38.62,14.54,9.42,11.89,4.69
1,1703358000,473.98,0.0,17.65,37.19,14.54,8.82,11.28,4.88
1,1703361600,467.3,0.01,17.99,36.48,15.02,8.46,11.01,5.13
1,1703365200,460.62,0.01,18.51,35.05,15.74,8.07,10.72,5.32
1,1703368800,460.62,0.01,18.85,33.97,16.21,7.62,10.26,5.32
1,1703372400,480.65,0.02,19.88,31.83,16.93,7.6,10.4,5.45
1,1703376000,567.44,0.17,22.96,27.54,18.84,9.42,13.1,6.33
2,1703379600,700.95,2.54,25.02,26.11,22.41,11.75,16.42,7.16
2,1703383200,754.36,5.76,24.33,32.9,25.99,13.9,19.07,7.41
2,1703386800,734.33,6.26,23.65,50.78,29.33,18.9,24.34,7.35
3,1703390400,674.25,3.91,23.65,72.96,29.8,26.31,31.33,6.4
3,1703394000,667.57,2.74,25.7,85.12,33.38,32.67,37.69,6.21
3,1703397600,674.25,1.65,27.42,90.12,35.29,35.55,40.95,6.08
3,1703401200,620.84,0.66,25.7,80.82,30.52,28.99,33.74,5.19
2,1703404800,580.79,0.42,23.99,68.66,26.7,21.4,25.34,4.5
2,1703408400,567.44,0.2,22.62,60.08,23.84,16.17,19.65,4.12
2,1703412000,614.17,0.08,22.96,52.21,21.22,13.41,16.92,4.12
2,1703415600,660.9,0.0,24.33,46.49,20.5,12.97,16.7,4.43
2,1703419200,634.19,0.0,22.62,46.49,19.55,13.02,16.66,4.69
2,1703422800,754.36,0.0,31.53,36.12,26.7,17.76,23.4,7.16
2,1703426400,827.79,0.02,37.01,27.18,30.52,21.05,28.26,8.87
2,1703430000,767.71,0.03,32.9,25.75,27.66,19.53,26.3,8.61
2,1703433600,694.27,0.04,29.13,25.03,24.56,16.39,21.98,7.85
2,1703437200,614.17,0.04,26.39,24.68,21.7,12.74,17.03,6.71
2,1703440800,580.79,0.1,27.08,21.64,22.89,11.7,15.42,6.59
2,1703444400,540.73,0.12,26.39,20.56,22.41,10.95,14.42,6.33
2,1703448000,527.38,0.1,25.36,21.82,21.7,10.25,13.55,6.08
2,1703451600,520.71,0.08,24.68,23.25,21.22,10.17,13.47,5.89
2,1703455200,520.71,0.08,24.33,23.96,20.98,10.55,13.94,5.64
2,1703458800,534.06,0.11,25.02,22.35,21.46,11.27,14.93,5.64
2,1703462400,620.84,0.66,26.73,20.03,22.89,13.73,18.47,6.52
2,1703466000,727.65,4.41,23.99,28.25,24.32,15.64,21.17,6.9
2,1703469600,747.68,7.04,22.62,43.99,27.42,18.37,24.34,6.97
2,1703473200,707.63,6.48,22.28,67.95,29.8,24.61,30.8,6.84
3,1703476800,627.52,3.55,21.76,85.12,27.89,28.46,33.83,5.7
3,1703480400,607.49,2.46,22.96,90.12,29.33,30.64,35.66,5.32
3,1703484000,607.49,1.73,23.65,95.84,30.28,32.4,37.26,5.19
3,1703487600,600.81,1.3,24.68,91.55,30.04,30.73,35.46,5.07
3,1703491200,620.84,1.31,27.76,85.83,32.9,29.34,34.29,5.38
3,1703494800,667.57,1.15,31.19,81.54,35.29,29.56,35.04,5.76
3,1703498400,720.98,0.45,34.62,72.24,34.81,28.79,34.86,6.14
3,1703502000,720.98,0.01,34.27,61.51,31.95,25.85,31.69,6.27
2,1703505600,674.25,0.0,30.5,57.94,28.13,23.44,28.78,6.33
3,1703509200,827.79,0.0,40.78,44.35,35.29,28.02,35.64,9.25
3,1703512800,867.84,0.01,44.55,33.26,37.67,28.72,37.32,10.64
2,1703516400,761.03,0.01,37.01,34.69,31.95,24.17,31.63,9.75
2,1703520000,754.36,0.01,34.27,34.33,28.37,22.99,30.22,10.01
2,1703523600,754.36,0.03,35.64,29.33,28.13,22.45,29.37,10.39
2,1703527200,714.3,0.06,35.99,24.68,28.13,22.44,28.96,10.77
2,1703530800,660.9,0.13,35.64,20.03,27.42,22.72,29.24,11.4
2,1703534400,634.19,0.28,35.64,15.56,26.94,22.92,29.42,11.91
2,1703538000,620.84,0.6,36.33,11.0,27.42,22.85,29.38,12.16
2,1703541600,634.19,1.41,37.36,6.62,29.09,23.02,29.65,12.03
2,1703545200,687.6,4.08,37.7,2.26,31.47,24.59,31.92,12.54
3,1703548800,947.95,12.41,35.64,1.48,37.19,32.89,43.26,15.33
3,1703552400,1455.31,29.5,33.59,10.37,50.07,46.99,61.71,19.25
4,1703556000,1762.39,35.32,43.18,20.92,62.94,57.14,75.07,21.28
4,1703559600,1735.69,28.39,56.89,43.63,73.43,65.11,84.15,20.27
3,1703563200,974.66,11.06,40.78,90.12,56.27,47.34,57.99,10.77
4,1703566800,814.44,5.92,33.24,134.47,50.54,53.32,61.89,8.49
4,1703570400,774.38,3.86,29.47,173.09,50.07,63.7,71.87,7.85
4,1703574000,694.27,2.1,27.08,163.08,41.48,54.63,61.47,6.78
3,1703577600,647.54,1.52,31.87,117.3,39.1,36.74,42.69,6.65
3,1703581200,674.25,0.89,38.73,82.97,41.48,27.15,32.97,7.16
3,1703584800,1188.28,1.27,70.6,41.13,65.8,36.54,45.7,12.67
4,1703588400,2216.34,7.6,126.12,3.4,110.63,71.1,87.44,22.55
5,1703592000,2857.21,12.18,148.06,0.26,122.07,113.02,139.19,29.64
5,1703595600,3471.37,15.87,124.75,0.18,90.6,155.94,195.79,36.98
5,1703599200,4432.68,34.42,102.82,0.0,77.25,206.16,260.29,45.6
5,1703602800,5714.42,60.8,97.33,0.0,79.15,274.56,343.12,45.09
5,1703606400,6942.75,87.62,98.71,0.0,79.15,337.32,417.99,38.0
5,1703610000,6942.75,94.77,97.33,0.0,64.85,332.78,408.49,25.08
5,1703613600,5821.23,79.57,90.48,0.0,48.16,276.09,338.24,17.48
5,1703617200,3578.19,42.47,70.6,0.0,31.95,163.48,201.3,13.43
5,1703620800,2162.93,23.92,51.41,0.01,24.08,96.7,119.91,13.3
4,1703624400,1495.36,18.1,38.73,0.02,23.6,65.3,81.53,14.69
4,1703628000,1201.63,18.33,31.53,0.02,26.46,51.0,64.43,16.21
3,1703631600,1108.17,19.89,27.08,0.01,28.61,44.62,57.52,16.97
4,1703635200,1388.55,25.93,25.02,0.41,32.9,50.16,66.16,20.27
4,1703638800,2162.93,45.15,26.39,3.89,46.25,70.57,93.32,25.84
5,1703642400,3231.05,63.48,45.24,10.64,67.71,107.78,139.19,33.94
5,1703646000,4325.87,54.54,104.19,40.05,95.37,181.4,220.81,40.53
5,1703649600,1762.39,29.06,87.74,65.09,122.07,109.91,127.75,14.44
5,1703653200,1468.66,13.3,89.11,118.73,119.21,141.84,158.97,8.74
5,1703656800,1482.01,7.26,90.48,167.37,123.98,176.01,193.68,7.73
5,1703660400,1268.39,2.35,73.34,173.09,98.23,144.33,159.58,8.61
5,1703664000,1134.87,1.03,65.12,153.06,81.06,107.52,120.36,9.63
5,1703667600,1214.98,0.57,70.6,137.33,84.88,99.51,111.87,10.13
5,1703671200,1415.25,0.17,76.77,121.59,94.41,103.99,117.39,10.77
5,1703674800,1388.55,0.01,69.92,107.29,87.74,99.55,113.34,10.26
5,1703678400,1228.33,0.0,58.95,95.84,72.48,85.0,98.46,9.75
5,1703682000,2830.51,0.04,111.04,44.35,92.51,163.27,195.7,25.59
5,1703685600,4913.33,7.49,167.25,2.35,109.67,272.51,329.89,45.09
5,1703689200,5928.04,24.81,171.36,0.0,104.9,330.45,404.67,49.14
5,1703692800,6195.07,39.34,157.65,0.0,91.55,342.37,424.95,40.53
5,1703696400,5874.63,50.51,135.72,0.0,74.39,315.15,397.64,29.39
5,1703700000,5233.76,56.77,111.04,0.0,61.99,273.59,353.16,22.04
5,1703703600,4646.3,59.9,93.22,0.0,54.36,245.5,318.37,17.48
5,1703707200,4112.24,59.9,78.83,0.0,49.11,221.93,286.26,15.07
5,1703710800,3417.97,56.33,64.43,0.0,43.87,189.55,242.96,13.3
5,1703714400,2670.29,50.07,49.35,0.0,40.53,148.81,189.93,12.16
5,1703718000,2243.04,50.07,38.73,0.0,41.96,122.73,156.25,12.79
5,1703721600,2536.77,62.58,33.24,0.12,51.5,127.54,161.89,17.73
5,1703725200,3471.37,85.83,35.64,1.65,67.71,149.71,189.58,23.56
5,1703728800,4379.27,94.77,58.95,5.81,82.97,172.54,217.99,29.13
5,1703732400,4859.92,71.53,113.79,19.13,99.18,200.65,249.91,34.96
4,1703736000,1255.04,12.52,67.17,74.39,81.06,64.4,76.93,8.49
3,1703739600,734.33,4.47,32.56,103.0,46.25,34.23,40.6,5.32
3,1703743200,574.11,2.77,20.22,107.29,31.95,22.9,27.56,4.37
2,1703746800,514.03,2.37,18.34,97.27,27.66,15.96,19.47,4.05
2,1703750400,534.06,2.21,23.31,81.54,30.99,13.84,17.12,4.43
2,1703754000,560.76,1.34,28.1,67.23,31.95,12.42,15.77,4.81
2,1703757600,640.87,0.72,33.93,53.64,33.38,12.55,16.78,5.51
2,1703761200,747.68,0.09,41.47,41.13,37.67,14.75,20.49,6.59
2,1703764800,794.41,0.01,45.93,32.54,41.01,17.64,24.74,7.47
4,1703768400,1976.01,9.72,73.34,4.43,56.27,54.41,74.73,19.0
5,1703772000,3471.37,41.13,78.14,0.0,69.62,113.1,151.14,28.88
5,1703775600,4486.08,67.95,74.03,0.0,76.29,166.27,216.85,31.66
5,1703779200,5340.58,93.88,70.6,0.0,78.2,214.81,274.7,30.65
5,1703782800,5874.63,114.44,65.8,0.0,71.53,241.52,306.05,25.08
5,1703786400,5821.23,123.38,59.63,0.0,62.94,242.78,308.21,21.03
5,1703790000,5287.17,116.23,52.78,0.0,51.02,227.32,288.97,17.73
5,1703793600,4859.92,113.55,46.61,0.0,44.82,217.16,274.6,16.21
5,1703797200,4646.3,116.23,41.81,0.0,44.35,219.53,275.08,16.09
5,1703800800,4432.68,118.02,38.04,0.0,45.78,215.78,268.06,15.96
5,1703804400,3952.03,108.18,32.22,0.0,42.92,191.81,238.0,14.95
5,1703808000,3685.0,93.88,26.39,0.11,42.44,169.05,210.56,16.72
5,1703811600,2536.77,65.27,26.39,2.53,50.07,98.4,124.57,14.69
5,1703815200,2510.07,61.69,42.5,8.49,68.66,89.81,115.6,18.24
5,1703818800,2723.69,54.99,81.57,22.35,99.18,109.5,138.3,23.05
3,1703822400,1028.06,11.4,53.47,50.78,61.04,40.26,50.14,8.61
3,1703826000,741.0,5.76,41.13,55.79,51.02,26.26,32.49,6.02
2,1703829600,680.92,4.3,37.36,54.36,47.68,21.67,27.35,5.26
2,1703833200,647.54,3.27,35.99,54.36,44.35,18.95,24.7,5.26
2,1703836800,694.27,2.82,40.44,57.22,48.16,21.4,27.98,6.14
2,1703840400,754.36,1.87,43.87,62.23,50.54,24.47,32.05,7.03
3,1703844000,1295.09,2.68,74.03,38.98,69.62,38.98,50.21,12.41
4,1703847600,2109.53,9.39,106.93,3.67,88.69,61.11,77.77,19.76
5,1703851200,2483.37,26.15,98.71,0.01,84.88,75.22,97.44,24.83
5,1703854800,2376.56,32.63,74.03,0.0,70.57,77.08,104.47,25.33
4,1703858400,2136.23,34.42,55.52,0.0,62.94,72.08,103.01,23.05
4,1703862000,1895.9,33.97,44.55,0.0,58.17,66.82,99.51,19.76
4,1703865600,1789.09,33.08,37.36,0.0,52.45,62.97,96.37,16.97
4,1703869200,1762.39,33.97,35.3,0.0,46.25,59.72,92.69,13.81
4,1703872800,1642.23,31.29,35.3,0.0,40.05,55.69,87.21,11.78
4,1703876400,1682.28,34.42,35.99,0.0,38.15,61.65,93.34,12.54
5,1703880000,2002.72,46.94,38.73,0.0,40.53,81.94,117.24,15.58
5,1703883600,2456.67,60.8,43.87,0.0,42.44,111.96,152.01,19.25
5,1703887200,2937.32,69.74,49.35,0.0,41.96,142.62,186.48,20.01
5,1703890800,3257.75,70.63,51.41,0.0,41.01,159.88,204.37,18.49
5,1703894400,3524.78,72.42,49.35,0.2,44.82,171.18,215.41,19.25
