aqi,dt,co,no,no2,o3,so2,pm2_5,pm10,nh3
5,1700190000,3471.37,93.88,64.43,7.15,103.0,141.15,171.51,20.27
4,1700193600,1375.2,21.9,61.69,18.6,69.62,51.57,64.48,9.5
3,1700197200,961.3,11.85,46.61,44.7,56.74,32.6,41.44,7.66
3,1700200800,894.55,9.16,41.47,80.82,55.31,34.49,42.64,7.41
4,1700204400,1054.76,8.94,55.52,107.29,71.53,52.97,62.75,9.88
5,1700208000,1415.25,10.51,85.68,95.84,100.14,84.36,97.04,12.03
5,1700211600,1762.39,9.61,111.04,65.09,116.35,103.46,117.77,12.54
5,1700215200,2750.4,12.41,131.61,17.52,112.53,129.2,148.15,15.45
5,1700218800,4112.24,39.79,127.49,0.09,97.27,167.6,194.7,17.99
5,1700222400,4592.9,57.22,112.41,0.0,75.34,194.28,228.37,19.0
5,1700226000,4646.3,60.8,97.33,0.0,61.99,206.73,247.34,19.25
5,1700229600,4112.24,51.41,73.34,0.0,49.59,173.66,213.39,17.48
5,1700233200,2777.1,25.26,53.47,0.07,36.24,107.34,134.84,16.09
3,1700236800,1028.06,0.27,35.99,21.1,24.08,30.54,39.33,8.61
2,1700240400,720.98,0.01,26.05,32.19,19.79,15.35,20.42,6.46
2,1700244000,607.49,0.0,19.36,38.62,15.14,11.31,15.26,5.57
2,1700247600,547.41,0.0,16.11,42.56,12.87,10.27,13.92,5.32
2,1700251200,527.38,0.0,15.77,45.06,12.99,10.6,14.2,5.26
2,1700254800,514.03,0.0,16.28,46.49,13.59,11.11,14.69,5.13
2,1700258400,500.68,0.0,16.79,47.92,14.19,11.52,15.13,4.94
2,1700262000,507.35,0.0,17.99,46.49,15.14,12.27,16.14,4.94
2,1700265600,574.11,0.94,19.54,45.78,16.69,14.86,19.8,5.57
2,1700269200,654.22,3.86,18.34,52.93,18.6,17.64,23.37,5.83
2,1700272800,667.57,4.97,17.82,66.52,20.5,20.86,27.06,5.89
3,1700276400,627.52,4.19,16.96,88.69,21.93,25.58,31.97,5.76
3,1700280000,567.44,3.05,14.91,113.01,21.22,29.45,35.48,5.13
3,1700283600,540.73,2.51,14.05,130.18,21.7,31.86,37.64,4.75
3,1700287200,534.06,2.12,13.37,138.76,21.93,32.95,38.77,4.62
3,1700290800,514.03,1.55,14.05,125.89,19.55,28.59,34.34,4.37
3,1700294400,500.68,1.34,16.11,101.57,18.12,23.05,28.96,4.37
2,1700298000,507.35,0.82,17.48,87.26,16.93,21.39,27.85,4.37
3,1700301600,794.41,0.41,30.16,60.8,21.46,27.18,36.38,7.66
3,1700305200,1188.28,0.03,42.16,31.47,23.37,36.31,49.33,12.67
3,1700308800,1335.14,0.14,42.84,19.13,21.93,43.13,59.09,15.83
4,1700312400,1388.55,0.42,42.5,13.05,22.41,50.08,68.9,16.97
4,1700316000,1361.85,0.8,41.81,8.76,23.13,53.69,74.95,16.47
4,1700319600,1228.33,0.85,39.41,8.49,23.37,51.96,72.7,14.57
3,1700323200,921.25,0.12,33.59,19.67,22.17,40.72,56.69,10.77
3,1700326800,720.98,0.03,28.79,27.18,19.31,32.16,44.7,8.99
3,1700330400,600.81,0.01,25.36,31.83,17.4,27.3,37.96,8.61
2,1700334000,527.38,0.01,22.28,33.97,15.14,24.54,34.45,8.49
2,1700337600,507.35,0.01,21.42,33.62,14.78,23.79,33.82,8.36
2,1700341200,500.68,0.02,22.28,31.83,15.5,24.35,34.96,8.23
3,1700344800,507.35,0.03,23.99,29.68,17.17,25.49,36.98,7.98
3,1700348400,534.06,0.06,26.73,26.11,19.31,26.55,39.18,7.98
3,1700352000,680.92,1.84,30.5,20.74,23.13,30.58,45.21,9.25
3,1700355600,934.6,9.28,31.53,22.35,30.52,35.49,51.84,10.64
3,1700359200,1041.41,14.08,31.87,30.76,36.72,37.76,54.75,11.4
3,1700362800,961.3,12.52,33.93,52.93,41.96,39.66,56.52,11.27
3,1700366400,700.95,6.31,27.08,95.84,35.76,37.27,51.33,7.79
3,1700370000,620.84,3.91,22.62,131.61,32.9,43.96,57.8,6.84
4,1700373600,600.81,2.82,19.88,151.63,30.52,48.9,62.82,6.27
4,1700377200,547.41,2.15,16.96,141.62,24.32,39.75,51.45,5.45
3,1700380800,574.11,2.18,21.59,115.87,25.75,32.92,43.79,6.08
3,1700384400,647.54,1.72,29.82,90.84,30.28,30.45,41.51,7.09
4,1700388000,1682.28,2.43,65.12,35.05,41.48,51.53,68.85,16.47
5,1700391600,3391.27,26.6,84.31,0.35,55.31,95.43,123.45,29.64
5,1700395200,4646.3,58.11,79.51,0.0,63.9,146.56,185.32,42.05
5,1700398800,5661.01,77.78,83.63,0.0,72.48,208.11,259.93,52.18
5,1700402400,6141.66,88.51,81.57,0.0,75.34,256.57,319.6,56.24
5,1700406000,6034.85,87.62,74.71,0.0,75.34,272.1,341.45,63.84
5,1700409600,5287.17,75.1,63.75,0.0,62.94,242.08,305.62,57.25
5,1700413200,3952.03,55.88,49.35,0.0,38.15,174.05,220.56,29.13
5,1700416800,2536.77,35.32,39.07,0.0,26.7,108.53,137.99,15.33
4,1700420400,1214.98,11.73,32.9,0.37,19.55,51.31,65.9,10.13
3,1700424000,747.68,3.69,29.13,2.17,17.64,31.38,40.52,8.99
3,1700427600,634.19,2.43,27.76,3.44,18.6,26.01,33.65,8.87
2,1700431200,614.17,4.02,28.79,1.94,23.13,24.61,31.85,8.61
3,1700434800,647.54,6.82,27.76,0.8,25.75,25.18,32.83,8.87
3,1700438400,854.49,13.08,25.02,2.84,29.56,30.79,40.84,10.89
3,1700442000,1188.28,23.92,23.99,9.92,37.67,37.68,50.94,13.05
3,1700445600,1308.44,25.7,28.79,20.03,42.92,39.78,54.75,14.19
3,1700449200,1148.22,17.88,34.62,45.06,44.82,39.47,54.04,13.55
3,1700452800,727.65,4.69,32.56,67.23,35.29,29.49,39.41,8.49
3,1700456400,667.57,3.49,34.62,63.66,37.19,27.07,36.23,8.11
3,1700460000,714.3,3.8,40.44,61.51,43.87,28.25,38.0,8.74
2,1700463600,654.22,2.01,36.33,60.08,37.19,23.81,32.07,7.16
2,1700467200,634.19,1.09,36.33,52.93,34.81,19.84,27.05,6.65
2,1700470800,660.9,0.66,38.73,45.78,35.76,18.63,25.73,6.97
3,1700474400,1789.09,9.5,63.75,10.01,46.73,41.53,56.22,17.23
5,1700478000,3631.59,50.96,63.06,0.02,59.13,86.34,114.94,30.4
5,1700481600,4913.33,82.25,57.58,0.0,64.85,135.42,177.39,36.48
5,1700485200,6141.66,108.18,57.58,0.0,73.43,201.35,258.26,38.5
5,1700488800,7263.18,132.32,58.95,0.0,81.06,272.94,341.03,36.98
5,1700492400,7797.24,144.84,61.01,0.0,82.02,326.51,402.9,33.94
5,1700496000,7476.81,135.9,63.75,0.0,70.57,336.57,418.42,27.11
5,1700499600,6942.75,125.17,61.01,0.0,54.36,318.84,398.78,19.76
5,1700503200,6088.26,107.29,54.84,0.0,41.01,280.4,351.0,16.21
5,1700506800,4539.49,73.31,45.24,0.0,28.37,203.76,256.98,14.44
5,1700510400,3150.94,46.94,35.99,0.0,23.84,135.25,171.86,12.79
5,1700514000,2189.64,33.97,30.16,0.0,23.6,91.94,117.2,11.65
4,1700517600,1441.96,25.48,27.08,0.0,25.75,59.58,76.56,10.89
3,1700521200,1201.63,25.48,24.68,0.0,29.09,48.96,63.9,11.78
4,1700524800,1548.77,33.53,24.33,0.09,36.72,58.69,77.52,16.21
5,1700528400,2429.96,55.43,26.05,0.4,50.54,82.02,108.52,21.53
5,1700532000,3124.24,73.31,29.47,0.78,61.04,99.44,132.7,25.59
5,1700535600,3311.16,78.68,33.59,1.34,68.66,104.06,140.62,28.37
4,1700539200,1148.22,26.6,46.61,5.19,62.94,50.64,64.99,9.75
3,1700542800,907.9,12.85,50.72,8.31,53.88,43.23,53.52,7.47
3,1700546400,934.6,11.96,53.47,7.24,55.79,42.69,52.11,7.35
3,1700550000,847.82,5.59,53.47,13.41,49.11,37.5,45.31,6.84
3,1700553600,787.73,1.65,54.15,16.63,45.3,33.72,40.69,6.97
3,1700557200,807.76,0.78,54.84,15.74,45.3,33.79,40.73,7.35
4,1700560800,1548.77,11.96,71.29,2.24,60.56,51.65,63.42,14.44
5,1700564400,2990.72,50.96,81.57,0.01,86.78,94.39,115.36,25.08
5,1700568000,4219.06,84.04,93.22,0.0,103.0,149.98,181.38,28.88
5,1700571600,4806.52,93.88,101.45,0.0,100.14,198.33,238.59,25.33
5,1700575200,4699.71,85.83,91.85,0.0,81.06,216.84,263.23,21.53
5,1700578800,4325.87,72.42,75.4,0.0,62.94,215.73,266.36,19.76
5,1700582400,3738.4,55.88,59.63,0.0,46.25,190.61,239.86,18.24
5,1700586000,3097.53,43.36,48.67,0.0,34.33,157.9,200.15,15.33
5,1700589600,2723.69,36.21,42.84,0.0,29.09,139.27,171.28,13.81
5,1700593200,2670.29,35.32,38.04,0.0,25.51,138.98,163.5,16.09
5,1700596800,2857.21,41.57,33.59,0.0,25.03,153.0,174.4,19.76
5,1700600400,3124.24,50.51,30.16,0.0,27.42,169.7,190.11,23.31
5,1700604000,3417.97,63.48,27.42,0.0,32.9,187.24,209.02,24.83
5,1700607600,3631.59,74.21,24.33,0.0,39.58,196.43,221.03,26.6
5,1700611200,4165.65,86.72,22.28,0.13,52.45,212.04,244.82,34.45
5,1700614800,5340.58,116.23,25.02,0.4,70.57,240.08,284.56,39.52
5,1700618400,6141.66,137.69,34.27,1.34,81.06,258.94,310.03,33.94
5,1700622000,5714.42,125.17,61.69,4.47,96.32,246.87,296.4,30.91
5,1700625600,1922.61,34.42,84.31,19.13,102.04,99.1,120.23,12.92
5,1700629200,1642.23,18.1,97.33,22.89,103.95,89.37,107.56,11.65
5,1700632800,1815.8,12.63,115.16,19.31,115.39,99.93,118.63,12.03
5,1700636400,1789.09,13.19,109.67,41.13,114.44,101.1,118.87,11.53
5,1700640000,1682.28,5.59,122.01,35.05,116.35,100.77,117.85,11.15
5,1700643600,1682.28,2.99,128.87,26.82,120.16,103.17,120.21,11.53
5,1700647200,2403.26,11.18,148.06,5.99,135.42,127.27,149.3,17.73
5,1700650800,3471.37,33.53,150.8,0.06,133.51,165.09,196.18,25.59
5,1700654400,3631.59,37.55,124.75,0.0,97.27,171.16,209.79,26.6
5,1700658000,3204.35,29.95,86.37,0.0,62.94,148.16,189.05,22.55
5,1700661600,3097.53,33.53,61.01,0.0,52.45,137.67,180.98,21.79
5,1700665200,3257.75,43.81,46.61,0.0,53.88,145.56,193.08,23.81
5,1700668800,3471.37,54.99,38.73,0.0,53.88,153.95,204.94,24.32
5,1700672400,3524.78,64.37,33.93,0.0,49.11,152.86,203.29,22.04
5,1700676000,3471.37,68.84,31.87,0.0,46.73,151.96,201.93,22.8
5,1700679600,3337.86,68.84,30.16,0.0,44.82,153.86,202.44,24.32
5,1700683200,3257.75,71.53,28.45,0.0,44.82,161.42,207.63,25.08
5,1700686800,3364.56,78.68,27.08,0.0,47.68,177.63,220.06,26.09
5,1700690400,3631.59,92.98,26.73,0.0,53.41,202.7,242.75,27.61
5,1700694000,4058.84,109.08,26.05,0.0,58.65,232.97,272.15,28.88
5,1700697600,5073.55,132.32,25.36,0.03,69.62,283.85,329.7,35.46
5,1700701200,6835.94,173.45,31.19,0.17,86.78,349.69,408.05,39.01
5,1700704800,7797.24,194.91,40.1,0.39,96.32,380.18,445.58,33.94
5,1700708400,6675.72,175.24,50.04,0.86,107.77,339.17,399.98,29.64
5,1700712000,2349.85,63.48,71.29,4.11,103.95,151.97,181.0,13.05
5,1700715600,1602.17,23.25,77.46,8.76,79.15,109.74,131.12,11.27
5,1700719200,1482.01,13.97,82.25,10.28,75.34,102.04,121.8,11.65
5,1700722800,1361.85,4.25,76.77,6.97,61.99,91.9,109.13,11.15
5,1700726400,1281.74,2.18,69.23,6.62,57.22,84.44,99.37,11.53
5,1700730000,1295.09,2.57,67.17,4.38,56.27,83.12,97.09,12.29
5,1700733600,1815.8,17.88,69.23,0.25,64.85,97.17,112.9,16.47
5,1700737200,2723.69,44.26,68.55,0.0,71.53,125.29,145.06,20.27
5,1700740800,3311.16,60.8,64.43,0.0,70.57,151.47,175.38,20.77
5,1700744400,4539.49,85.83,64.43,0.0,72.48,209.42,244.17,23.31
5,1700748000,6248.47,125.17,66.49,0.0,80.11,295.53,343.29,26.09
5,1700751600,7690.43,164.51,68.55,0.0,87.74,380.24,437.75,29.13
5,1700755200,8331.3,189.54,72.66,0.0,87.74,426.1,490.61,29.64
5,1700758800,8010.86,194.91,74.71,0.0,79.15,417.5,477.41,24.83
5,1700762400,7263.18,184.18,75.4,0.0,70.57,391.6,441.26,22.55
5,1700766000,6301.88,164.51,71.97,0.0,57.22,368.63,409.87,19.76
5,1700769600,5500.79,137.69,67.17,0.0,45.78,347.46,380.27,15.83
5,1700773200,4646.3,105.5,62.38,0.0,38.15,312.42,339.59,12.79
5,1700776800,3231.05,65.27,56.21,0.0,37.19,224.8,246.78,9.37
5,1700780400,2243.04,49.62,41.81,0.0,40.05,150.45,169.73,10.01
5,1700784000,2109.53,53.64,33.24,0.16,49.59,119.84,141.06,14.31
5,1700787600,2750.4,75.1,33.93,0.54,67.71,123.02,148.05,19.0
5,1700791200,3364.56,96.56,41.47,1.26,86.78,132.84,161.05,22.04
5,1700794800,3417.97,103.71,55.52,2.7,108.72,137.12,166.79,23.56
5,1700798400,2643.59,81.36,78.14,6.08,129.7,123.15,148.95,19.25
5,1700802000,2243.04,60.8,100.08,11.44,137.33,124.16,148.74,16.97
5,1700805600,2002.72,37.55,113.79,22.53,131.61,126.11,149.15,14.44
5,1700809200,1361.85,9.72,85.0,51.5,81.06,87.86,103.88,9.63
4,1700812800,1054.76,3.74,63.75,63.66,55.79,57.54,69.66,8.99
3,1700816400,961.3,2.26,56.21,57.94,47.68,41.05,51.2,8.87
3,1700820000,1148.22,1.49,63.75,31.47,46.73,34.96,45.33,10.13
3,1700823600,1495.36,4.36,67.86,4.25,43.39,37.08,49.91,12.03
3,1700827200,1668.93,9.95,56.89,0.42,37.19,41.89,57.24,12.92
3,1700830800,1789.09,12.52,52.78,0.17,35.76,49.91,66.64,12.54
3,1700834400,1682.28,10.73,50.04,0.27,33.38,49.71,65.32,10.89
3,1700838000,1401.9,6.98,45.93,0.85,30.52,43.18,56.77,9.37
3,1700841600,1134.87,4.41,41.81,1.83,27.89,34.23,44.65,7.73
3,1700845200,921.25,3.1,39.41,2.86,25.75,25.91,33.19,6.08
2,1700848800,727.65,0.98,34.62,7.69,22.17,19.6,24.53,5.13
2,1700852400,600.81,0.27,29.47,13.77,18.84,16.45,20.47,4.94
2,1700856000,567.44,0.27,28.45,13.95,17.88,16.16,20.32,5.32
2,1700859600,580.79,0.55,29.82,10.1,18.12,17.31,21.87,5.76
2,1700863200,620.84,1.61,31.19,4.92,20.03,19.16,24.26,6.08
2,1700866800,680.92,4.58,30.5,1.31,21.7,21.06,26.83,6.71
3,1700870400,894.55,11.18,28.1,0.86,24.8,27.33,35.46,8.74
3,1700874000,1321.79,23.92,27.08,3.53,33.86,37.48,49.49,11.65
3,1700877600,1628.88,33.53,32.56,6.44,47.68,45.7,60.83,14.44
3,1700881200,1655.58,33.97,43.53,12.52,62.94,49.34,65.46,16.21
3,1700884800,1161.58,19.45,49.35,33.97,65.8,38.92,50.78,12.16
3,1700888400,1054.76,13.86,54.84,63.66,73.43,44.37,55.18,11.27
4,1700892000,1148.22,12.07,65.8,101.57,92.51,69.94,80.92,11.15
4,1700895600,1001.36,2.24,67.17,94.41,74.39,62.2,70.87,9.5
3,1700899200,841.14,0.39,59.63,72.24,56.27,44.85,51.7,8.11
3,1700902800,794.41,0.12,54.84,60.8,49.59,37.9,44.16,7.98
3,1700906400,1308.44,0.25,76.09,29.68,58.17,48.65,58.01,13.17
4,1700910000,2056.12,8.16,91.85,1.63,61.99,68.76,82.51,17.99
5,1700913600,2323.15,19.67,75.4,0.02,52.93,80.8,97.21,17.73
5,1700917200,2456.67,27.27,62.38,0.0,47.68,92.69,110.93,17.23
5,1700920800,2376.56,29.5,52.09,0.0,41.01,95.88,114.54,15.45
5,1700924400,2162.93,26.38,42.84,0.0,33.38,90.32,107.97,13.55
5,1700928000,2056.12,24.81,35.64,0.0,27.89,85.96,103.8,13.55
5,1700931600,2082.82,28.61,31.19,0.0,25.75,85.24,101.46,14.19
5,1700935200,2162.93,34.42,29.13,0.0,28.85,91.38,106.69,17.48
5,1700938800,2136.23,35.76,27.08,0.0,30.28,94.95,109.73,21.28
5,1700942400,1976.01,32.19,25.02,0.0,26.7,90.93,104.28,18.24
5,1700946000,1842.5,28.61,23.65,0.0,24.32,85.41,97.09,14.57
5,1700949600,1762.39,27.72,22.28,0.0,24.08,80.4,91.22,11.91
5,1700953200,1695.63,28.61,20.05,0.0,25.27,75.45,86.85,11.65
5,1700956800,1842.5,33.53,18.85,0.15,30.99,76.59,91.21,14.44
5,1700960400,2323.15,50.07,21.25,0.49,45.3,87.8,107.24,17.23
5,1700964000,2803.8,67.95,27.76,0.66,61.99,100.74,124.57,18.49
5,1700967600,2830.51,70.63,40.1,2.28,77.25,102.47,127.94,19.76
3,1700971200,961.3,6.76,48.67,21.99,49.11,32.67,41.2,6.9
2,1700974800,634.19,0.47,33.93,39.34,34.33,17.2,22.71,4.94
2,1700978400,567.44,0.19,28.1,45.06,30.04,13.63,18.64,4.62
2,1700982000,554.08,0.08,28.45,43.99,29.8,12.01,16.25,4.62
2,1700985600,594.14,0.06,33.93,38.98,33.86,13.09,17.43,5.19
2,1700989200,634.19,0.09,37.7,35.76,35.76,14.33,19.12,5.76
3,1700992800,1148.22,2.63,59.63,12.7,45.78,25.96,34.7,10.64
3,1700996400,2029.42,22.13,70.6,0.08,60.56,49.84,63.81,15.45
5,1701000000,2803.8,48.28,74.03,0.0,73.43,80.52,99.27,16.97
5,1701003600,3898.62,72.42,78.14,0.0,74.39,130.03,159.73,21.03
5,1701007200,4966.74,92.09,78.14,0.0,73.43,186.17,229.16,28.88
5,1701010800,5447.39,101.03,75.4,0.0,78.2,224.98,275.9,42.56
5,1701014400,5287.17,96.56,69.92,0.0,74.39,229.41,274.28,48.64
5,1701018000,4486.08,79.57,58.95,0.0,47.68,190.93,223.69,29.64
5,1701021600,3631.59,60.8,48.67,0.0,32.9,146.29,169.05,16.97
5,1701025200,2243.04,30.4,38.04,0.0,22.89,85.07,97.97,9.88
4,1701028800,1789.09,22.58,29.47,0.0,21.46,65.5,76.19,10.51
4,1701032400,1668.93,24.59,24.68,0.0,24.56,64.01,75.51,12.54
4,1701036000,1708.98,31.74,22.28,0.0,30.52,69.13,82.58,14.31
4,1701039600,1762.39,39.34,20.56,0.0,37.19,73.24,89.0,15.2
5,1701043200,2109.53,50.51,20.91,0.2,48.16,85.41,107.21,18.49
5,1701046800,2857.21,78.68,26.73,0.88,74.39,111.5,138.89,22.29
5,1701050400,3631.59,109.97,38.04,1.4,102.04,141.08,173.84,24.83
5,1701054000,3631.59,116.23,53.47,2.68,125.89,145.17,179.38,26.09
4,1701057600,1562.12,37.1,63.75,19.31,91.55,64.72,80.41,12.29
3,1701061200,1054.76,11.96,58.26,49.35,70.57,45.21,56.21,9.37
3,1701064800,921.25,6.26,52.78,75.82,64.85,41.96,51.8,8.74
3,1701068400,794.41,3.63,47.3,87.98,55.31,35.98,44.4,7.98
3,1701072000,707.63,2.37,44.55,80.11,48.16,27.67,34.68,7.47
2,1701075600,674.25,1.65,42.5,66.52,43.87,21.25,27.48,7.22
3,1701079200,1815.8,6.59,71.97,19.49,53.41,42.41,55.68,17.23
5,1701082800,3471.37,41.57,75.4,0.07,63.9,81.4,106.59,30.15
5,1701086400,4432.68,68.84,65.8,0.0,65.8,118.52,155.38,40.53
5,1701090000,5073.55,84.94,61.69,0.0,69.62,160.69,207.82,48.64
5,1701093600,4806.52,78.68,55.52,0.0,64.85,165.33,212.53,47.12
5,1701097200,3524.78,53.64,47.3,0.0,51.98,125.98,162.07,37.49
3,1701100800,1295.09,8.27,45.24,1.22,35.29,39.87,53.82,16.09
2,1701104400,827.79,1.75,40.44,5.72,29.8,23.09,32.61,11.91
2,1701108000,654.22,0.64,37.01,10.46,27.89,17.99,26.36,11.02
2,1701111600,594.14,0.38,34.62,13.05,25.99,17.17,25.81,11.78
2,1701115200,607.49,0.5,34.27,11.62,25.03,19.29,29.01,13.05
2,1701118800,640.87,1.17,34.96,7.24,25.99,22.18,33.18,13.68
2,1701122400,687.6,3.58,34.27,2.46,27.89,24.91,37.05,13.55
3,1701126000,781.06,9.72,31.53,0.35,30.99,28.82,42.48,14.06
3,1701129600,1174.93,21.9,29.47,0.35,38.62,42.32,60.58,17.48
4,1701133200,1895.9,42.02,31.19,1.99,53.41,62.87,87.23,22.04
5,1701136800,2510.07,59.9,38.39,4.96,70.57,80.42,109.98,26.35
5,1701140400,2696.99,64.37,58.26,14.66,97.27,95.35,128.14,28.63
4,1701144000,1575.47,23.92,85.0,39.34,107.77,73.68,95.97,16.21
5,1701147600,1428.6,11.29,87.05,76.53,111.58,84.62,105.82,13.81
5,1701151200,1295.09,4.86,67.86,141.62,97.27,93.59,115.08,12.03
4,1701154800,947.95,2.01,40.78,158.79,63.9,71.25,88.0,8.74
4,1701158400,801.09,1.66,35.3,140.19,50.07,53.51,66.42,7.66
3,1701162000,741.0,1.31,34.27,120.16,42.44,42.86,53.81,7.22
4,1701165600,2002.72,2.93,75.4,49.35,51.98,64.84,83.2,17.73
5,1701169200,4165.65,31.29,105.56,0.46,70.57,119.9,152.35,32.93
5,1701172800,5393.98,65.27,97.33,0.0,73.43,175.18,221.3,43.06
5,1701176400,6195.07,86.72,90.48,0.0,75.34,234.14,294.39,44.08
5,1701180000,7370.0,116.23,87.05,0.0,82.02,306.54,378.69,40.53
5,1701183600,8438.11,139.47,86.37,0.0,83.92,359.78,439.2,33.94
5,1701187200,7370.0,118.02,81.57,0.0,69.62,302.53,370.37,23.81
5,1701190800,5287.17,84.04,67.17,0.0,51.02,204.31,255.18,15.58
5,1701194400,3284.45,55.88,49.35,0.0,38.62,125.54,161.38,11.65
4,1701198000,1895.9,35.76,37.01,0.0,32.42,74.43,97.88,9.63
4,1701201600,1201.63,25.48,30.5,0.0,30.99,50.27,66.6,8.87
3,1701205200,921.25,20.79,28.45,0.01,31.47,39.98,53.12,8.61
3,1701208800,827.79,18.78,27.76,0.02,32.42,36.03,47.85,8.49
3,1701212400,894.55,21.46,27.42,0.01,35.76,38.51,50.68,9.37
4,1701216000,1335.14,33.08,27.42,0.55,44.82,54.72,71.23,13.43
5,1701219600,2189.64,54.99,30.5,4.74,60.08,80.4,103.63,18.49
5,1701223200,2830.51,63.48,48.67,13.05,76.29,101.53,129.72,22.55
5,1701226800,2883.91,48.28,83.63,38.27,97.27,124.34,154.87,24.07
4,1701230400,1388.55,13.41,72.66,65.8,84.88,70.28,85.52,12.41
4,1701234000,1028.06,6.26,54.15,82.97,69.62,51.86,63.21,9.5
3,1701237600,794.41,3.63,36.67,100.14,51.5,39.56,48.81,7.35
2,1701241200,627.52,2.35,27.76,92.98,36.72,24.26,30.08,5.76
2,1701244800,640.87,2.24,33.24,74.39,39.58,19.68,24.46,6.02
2,1701248400,694.27,1.49,41.81,57.94,44.82,19.08,23.93,6.84
3,1701252000,1869.2,9.61,76.77,13.95,65.8,43.98,55.33,16.72
5,1701255600,4112.24,57.22,87.74,0.05,89.65,101.82,125.05,29.39
5,1701259200,5767.82,101.92,83.63,0.0,100.14,168.69,204.71,35.97
5,1701262800,7049.56,132.32,79.51,0.0,105.86,237.52,285.18,42.05
5,1701266400,7583.62,148.42,72.66,0.0,99.18,281.73,337.29,40.02
5,1701270000,7263.18,141.26,63.75,0.0,82.97,287.83,347.58,35.46
5,1701273600,6141.66,118.02,56.21,0.0,64.85,249.95,307.84,29.89
5,1701277200,5020.14,98.35,50.72,0.0,50.54,201.98,252.41,22.04
5,1701280800,4379.27,86.72,47.98,0.0,44.82,175.48,218.92,18.75
5,1701284400,3738.4,69.74,44.55,0.0,38.62,150.69,187.62,17.23
5,1701288000,3337.86,59.9,39.41,0.0,34.81,137.68,170.42,17.48
5,1701291600,3204.35,58.11,33.93,0.0,35.76,135.38,165.33,18.24
5,1701295200,3097.53,60.8,29.82,0.0,39.1,133.54,158.12,18.49
5,1701298800,2937.32,62.58,26.05,0.0,40.53,125.96,149.38,16.97
5,1701302400,3070.83,68.84,23.99,0.31,48.64,128.44,156.76,17.99
5,1701306000,2723.69,72.42,29.13,0.76,68.66,105.04,130.85,16.47
5,1701309600,2883.91,84.04,35.64,1.31,89.65,105.55,134.43,19.0
5,1701313200,3044.13,92.09,49.35,2.5,110.63,113.25,146.63,23.31
4,1701316800,1388.55,25.26,66.49,4.43,83.92,51.02,65.88,11.65
3,1701320400,1054.76,9.61,68.55,2.15,74.39,34.9,45.46,9.5
3,1701324000,921.25,6.26,60.32,2.57,63.9,26.94,36.21,8.49
2,1701327600,934.6,10.62,56.21,1.24,68.66,24.21,32.36,8.61
3,1701331200,1174.93,28.39,54.15,0.6,84.88,30.98,39.69,10.26
3,1701334800,1401.9,41.57,55.52,0.39,93.46,37.79,47.18,10.51
4,1701338400,2429.96,69.74,60.32,0.12,98.23,64.57,80.26,14.44
5,1701342000,4112.24,112.65,65.8,0.0,107.77,114.04,141.14,20.52
5,1701345600,5393.98,143.05,67.86,0.0,112.53,171.36,211.04,27.87
5,1701349200,6462.1,160.93,67.86,0.0,110.63,234.43,289.02,37.49
5,1701352800,7370.0,171.66,64.43,0.0,103.95,293.55,362.57,43.57
5,1701356400,7476.81,168.09,58.26,0.0,94.41,319.48,396.88,46.1
5,1701360000,6782.53,151.99,50.04,0.0,78.2,298.78,365.93,41.54
