,timestamp,Temprature (Kelvin),Feels like (Kelvin),Pressure (mb),Humidity (%),Temperature Amplitude,Wind speed (m/s),Wind degree,Wind gust (m/s),Clouds all (%),Rain 1h (mm),Weather Description,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
665,1703782800,302.16,306.67,1011.0,74.0,0.0,3.09,200.0,0.0,40.0,0.0,scattered clouds,2.0,640.87,0.72,33.93,53.64,33.38,12.55,16.78,5.51
666,1703786400,303.16,308.21,1012.0,70.0,0.0,2.06,180.0,0.0,40.0,0.0,scattered clouds,2.0,747.68,0.09,41.47,41.13,37.67,14.75,20.49,6.59
667,1703790000,302.16,306.67,1012.0,74.0,0.0,2.57,210.0,0.0,40.0,0.0,scattered clouds,2.0,794.41,0.01,45.93,32.54,41.01,17.64,24.74,7.47
668,1703793600,298.25,299.09,1013.0,87.0,0.0,1.51,93.0,2.74,11.0,0.0,few clouds,4.0,1976.01,9.72,73.34,4.43,56.27,54.41,74.73,19.0
669,1703797200,301.16,305.75,1013.0,83.0,0.0,3.09,20.0,0.0,40.0,0.0,scattered clouds,5.0,3471.37,41.13,78.14,0.0,69.62,113.1,151.14,28.88
670,1703800800,298.33,299.15,1013.0,86.0,0.0,0.61,44.0,1.07,11.0,0.0,few clouds,5.0,4486.08,67.95,74.03,0.0,76.29,166.27,216.85,31.66
671,1703804400,298.28,299.12,1013.0,87.0,0.0,0.36,281.0,0.64,16.0,0.0,few clouds,5.0,5340.58,93.88,70.6,0.0,78.2,214.81,274.7,30.65
672,1703808000,298.14,298.97,1013.0,87.0,0.0,0.97,318.0,1.57,15.0,0.0,few clouds,5.0,921.25,114.44,65.8,0.0,71.53,241.52,306.05,25.08
673,1703811600,300.16,303.81,1013.0,89.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,5.0,921.25,123.38,59.63,0.0,62.94,242.78,308.21,21.03
674,1703815200,297.69,298.5,1011.0,88.0,0.0,0.97,322.0,1.58,7.0,0.0,clear sky,5.0,5287.17,116.23,52.78,0.0,51.02,227.32,288.97,17.73
675,1703818800,297.46,298.24,1011.0,88.0,0.0,0.56,309.0,1.0,8.0,0.0,clear sky,5.0,4859.92,113.55,46.61,0.0,44.82,217.16,274.6,16.21
676,1703822400,299.16,299.16,1012.0,94.0,0.0,1.03,320.0,0.0,40.0,0.0,scattered clouds,5.0,4646.3,116.23,41.81,0.0,44.35,219.53,275.08,16.09
677,1703826000,299.16,299.16,1012.0,94.0,0.0,0.0,0.0,0.0,40.0,0.0,scattered clouds,5.0,4432.68,118.02,38.04,0.0,45.78,215.78,268.06,15.96
678,1703829600,296.92,297.7,1012.0,90.0,0.0,0.37,354.0,0.95,7.0,0.0,clear sky,5.0,3952.03,108.18,32.22,0.0,42.92,191.81,238.0,14.95
679,1703833200,297.84,298.64,1012.0,87.0,0.0,1.2,36.0,1.77,7.0,0.0,clear sky,5.0,3685.0,93.88,26.39,0.11,42.44,169.05,210.56,16.72
680,1703836800,299.75,299.75,1013.0,79.0,0.0,1.08,50.0,1.24,11.0,0.0,few clouds,5.0,2536.77,65.27,26.39,2.53,50.07,98.4,124.57,14.69
681,1703840400,301.85,305.23,1014.0,70.0,0.0,0.42,50.0,0.64,26.0,0.0,scattered clouds,5.0,2510.07,61.69,42.5,8.49,68.66,89.81,115.6,18.24
682,1703844000,304.16,311.16,1014.0,74.0,0.0,2.06,0.0,0.0,20.0,0.0,few clouds,5.0,2723.69,54.99,81.57,22.35,99.18,109.5,138.3,23.05
683,1703847600,305.16,312.16,1013.0,66.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,3.0,1028.06,11.4,53.47,50.78,61.04,40.26,50.14,8.61
684,1703851200,306.16,310.99,1012.0,55.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,3.0,741.0,5.76,41.13,55.79,51.02,26.26,32.49,6.02
685,1703854800,307.42,310.49,1010.0,45.0,0.0,2.02,13.0,3.17,56.0,0.0,broken clouds,2.0,680.92,4.3,37.36,54.36,47.68,21.67,27.35,5.26
686,1703858400,308.16,312.35,1011.0,46.0,0.0,1.03,0.0,0.0,75.0,0.0,broken clouds,2.0,647.54,3.27,35.99,54.36,44.35,18.95,24.7,5.26
687,1703862000,308.16,312.35,1010.0,46.0,0.0,2.06,320.0,0.0,75.0,0.0,broken clouds,2.0,694.27,2.82,40.44,57.22,48.16,21.4,27.98,6.14
688,1703865600,306.16,311.99,1009.0,58.0,0.0,3.6,0.0,0.0,40.0,0.0,scattered clouds,2.0,754.36,1.87,43.87,62.23,50.54,24.47,32.05,7.03
689,1703869200,305.16,310.87,1010.0,62.0,0.0,4.63,200.0,0.0,40.0,0.0,scattered clouds,3.0,1295.09,2.68,74.03,38.98,69.62,38.98,50.21,12.41
690,1703872800,304.16,309.61,1010.0,66.0,0.0,4.63,200.0,0.0,40.0,0.0,scattered clouds,4.0,2109.53,9.39,106.93,3.67,88.69,61.11,77.77,19.76
691,1703876400,302.16,307.7,1011.0,79.0,0.0,2.57,290.0,0.0,40.0,1.21,moderate rain,5.0,2483.37,26.15,98.71,0.01,84.88,75.22,97.44,24.83
692,1703880000,303.16,309.22,1011.0,74.0,0.0,2.57,210.0,0.0,40.0,0.0,scattered clouds,5.0,2376.56,32.63,74.03,0.0,70.57,77.08,104.47,25.33
693,1703883600,303.16,309.22,1012.0,74.0,0.0,2.06,170.0,0.0,40.0,0.0,scattered clouds,4.0,2136.23,34.42,55.52,0.0,62.94,72.08,103.01,23.05
694,1703887200,302.16,307.7,1012.0,79.0,0.0,2.57,120.0,0.0,20.0,0.0,few clouds,4.0,1895.9,33.97,44.55,0.0,58.17,66.82,99.51,19.76
695,1703890800,302.16,307.7,1012.0,79.0,0.0,0.51,0.0,0.0,20.0,0.0,few clouds,4.0,1789.09,33.08,37.36,0.0,52.45,62.97,96.37,16.97
696,1703894400,301.16,306.75,1012.0,89.0,0.0,0.51,0.0,0.0,20.0,0.0,few clouds,4.0,1762.39,33.97,35.3,0.0,46.25,59.72,92.69,13.81
697,1703898000,301.16,305.75,1011.0,83.0,0.0,2.06,80.0,0.0,20.0,0.0,few clouds,4.0,1642.23,31.29,35.3,0.0,40.05,55.69,87.21,11.78
698,1703901600,300.16,303.2,1011.0,83.0,0.0,2.06,90.0,0.0,20.0,0.0,few clouds,4.0,1682.28,34.42,35.99,0.0,38.15,61.65,93.34,12.54
699,1703905200,299.16,299.16,1011.0,89.0,0.0,2.06,80.0,0.0,20.0,0.0,few clouds,5.0,2002.72,46.94,38.73,0.0,40.53,81.94,117.24,15.58
700,1703908800,299.16,299.16,1010.0,89.0,0.0,2.06,70.0,0.0,20.0,0.0,few clouds,5.0,2456.67,60.8,43.87,0.0,42.44,111.96,152.01,19.25
701,1703912400,299.16,299.16,1011.0,94.0,0.0,1.54,110.0,0.0,20.0,0.0,few clouds,5.0,2937.32,69.74,49.35,0.0,41.96,142.62,186.48,20.01
702,1703916000,299.16,299.16,1011.0,94.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,5.0,3257.75,70.63,51.41,0.0,41.01,159.88,204.37,18.49
703,1703919600,299.16,299.16,1011.0,94.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,5.0,3524.78,72.42,49.35,0.2,44.82,171.18,215.41,19.25
704,1703923200,300.16,304.35,1012.0,94.0,0.0,0.0,0.0,0.0,99.0,0.0,overcast clouds,5.0,3685.0,83.15,50.72,0.99,63.9,167.11,208.32,19.25
705,1703926800,302.16,308.82,1013.0,84.0,0.0,1.03,0.0,0.0,84.0,0.0,broken clouds,5.0,3952.03,98.35,56.89,2.24,86.78,173.18,214.66,21.28
706,1703930400,303.16,309.22,1013.0,74.0,0.0,2.06,0.0,0.0,20.0,0.0,few clouds,5.0,4325.87,110.86,74.03,3.31,113.49,190.33,234.56,25.84
707,1703934000,304.16,309.61,1012.0,66.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,4.0,1495.36,26.15,61.01,18.6,67.71,66.58,80.92,8.99
708,1703937600,306.16,310.99,1012.0,55.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,3.0,961.3,11.18,45.93,43.63,50.54,40.48,48.43,5.89
709,1703941200,307.16,311.23,1011.0,49.0,0.0,3.09,130.0,0.0,75.0,0.0,broken clouds,3.0,867.84,7.49,39.41,75.1,47.21,40.59,47.9,5.26
710,1703944800,308.16,311.33,1010.0,43.0,0.0,2.57,0.0,0.0,40.0,0.0,scattered clouds,3.0,821.11,4.02,34.96,111.58,45.78,47.86,54.96,5.13
711,1703948400,307.16,310.28,1009.0,46.0,0.0,3.09,180.0,0.0,75.0,0.0,broken clouds,4.0,867.84,2.32,39.76,128.75,51.98,57.44,65.08,5.89
712,1703952000,306.16,310.99,1009.0,55.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,4.0,907.9,1.17,45.93,124.45,58.17,58.15,66.56,6.84
713,1703955600,305.16,308.81,1009.0,55.0,0.0,4.12,200.0,0.0,40.0,0.0,scattered clouds,4.0,1255.04,0.52,68.55,88.69,72.48,61.34,72.33,11.27
714,1703959200,303.16,308.21,1010.0,70.0,0.0,2.57,270.0,0.0,40.0,0.0,scattered clouds,4.0,1708.98,0.04,89.11,41.84,78.2,64.63,79.15,16.72
715,1703962800,303.16,308.21,1010.0,70.0,0.0,3.09,180.0,0.0,40.0,0.0,scattered clouds,4.0,1735.69,0.32,81.57,15.38,62.94,57.73,75.3,19.76
716,1703966400,302.16,306.67,1011.0,74.0,0.0,1.54,160.0,0.0,40.0,0.0,scattered clouds,3.0,1535.42,1.49,62.38,6.35,45.3,49.56,70.34,19.51
717,1703970000,303.16,306.41,1012.0,62.0,0.0,2.06,140.0,0.0,40.0,0.0,scattered clouds,3.0,1415.25,3.91,50.72,2.08,38.62,47.58,71.09,18.75
718,1703973600,302.16,305.01,1012.0,65.0,0.0,2.57,140.0,0.0,40.0,0.0,scattered clouds,3.0,1388.55,8.61,41.81,0.39,37.67,49.3,75.38,18.49
719,1703977200,301.16,304.39,1012.0,74.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,4.0,1615.52,17.66,35.64,0.04,36.72,59.38,88.6,19.0
720,1703980800,301.16,304.39,1012.0,74.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,4.0,1895.9,27.72,33.24,0.0,33.86,69.87,100.88,17.99
721,1703984400,300.16,303.2,1012.0,83.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,5.0,2056.12,34.42,34.27,0.0,32.42,79.46,111.47,18.24
722,1703988000,300.16,303.81,1011.0,89.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,5.0,1949.31,31.29,35.3,0.0,27.18,80.82,109.55,17.48
723,1703991600,300.16,304.35,1011.0,94.0,0.0,1.54,0.0,0.0,20.0,0.0,few clouds,4.0,1695.63,24.59,33.59,0.0,20.98,72.76,94.76,13.3
724,1703995200,299.16,299.16,1011.0,100.0,0.0,0.51,0.0,0.0,20.0,0.0,few clouds,4.0,1428.6,18.33,30.16,0.01,17.64,62.37,78.5,10.26
725,1703998800,299.16,299.16,1011.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,few clouds,4.0,1148.22,12.63,28.1,0.05,19.79,53.09,65.25,8.23
726,1704002400,299.16,299.16,1012.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,few clouds,4.0,1201.63,10.51,28.79,0.12,21.22,59.31,70.72,8.36
727,1704006000,299.16,299.16,1012.0,100.0,0.0,1.03,0.0,0.0,40.0,0.0,mist,4.0,1441.96,11.51,30.85,0.36,23.84,72.1,84.08,10.13
728,1704009600,300.16,304.35,1013.0,94.0,0.0,2.06,20.0,0.0,40.0,0.0,mist,5.0,1815.8,19.22,34.27,2.46,31.95,84.79,98.03,12.16
729,1704013200,301.16,306.75,1014.0,89.0,0.0,2.06,360.0,0.0,20.0,0.0,few clouds,5.0,2002.72,23.25,40.1,6.53,39.1,89.37,103.76,14.06
730,1704016800,303.16,310.16,1014.0,79.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,5.0,1949.31,19.45,47.3,14.31,43.39,85.54,99.84,15.33
731,1704020400,305.16,312.16,1013.0,66.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,3.0,907.9,4.36,27.42,44.35,25.75,32.54,38.14,6.78
732,1704024000,305.16,310.87,1012.0,62.0,0.0,1.54,10.0,0.0,40.0,0.0,scattered clouds,2.0,694.27,2.77,21.59,60.8,23.84,22.24,26.21,5.51
733,1704027600,305.16,309.65,1011.0,58.0,0.0,2.06,300.0,0.0,75.0,0.0,broken clouds,2.0,660.9,2.37,21.08,77.25,25.99,22.75,26.48,5.32
734,1704031200,306.16,310.99,1010.0,55.0,0.0,2.57,330.0,0.0,75.0,0.0,broken clouds,2.0,620.84,1.72,19.88,87.98,25.75,23.09,26.58,4.94
735,1704034800,306.16,310.99,1010.0,55.0,0.0,2.57,280.0,0.0,75.0,0.0,broken clouds,2.0,607.49,1.2,22.96,82.97,28.61,22.13,25.64,5.0
736,1704038400,306.16,310.99,1009.0,55.0,0.0,2.06,290.0,0.0,40.0,0.0,scattered clouds,2.0,634.19,0.61,28.1,75.82,32.9,22.49,26.38,5.38
737,1704042000,306.16,310.99,1009.0,55.0,0.0,3.09,230.0,0.0,40.0,0.15,light intensity shower rain,3.0,894.55,0.45,51.41,57.94,51.5,33.18,39.46,8.49
738,1704045600,300.16,304.35,1010.0,94.0,0.0,5.66,190.0,0.0,40.0,0.0,scattered clouds,4.0,1255.04,0.07,74.03,37.91,63.9,51.56,62.0,12.54
739,1704049200,301.16,306.75,1010.0,89.0,0.0,2.06,160.0,0.0,40.0,0.0,scattered clouds,4.0,1201.63,0.0,57.58,32.54,45.3,52.17,65.53,13.3
740,1704052800,301.16,306.75,1011.0,89.0,0.0,2.57,180.0,0.0,40.0,0.0,scattered clouds,3.0,907.9,0.02,35.99,29.33,28.37,33.31,47.1,11.15
741,1704056400,300.16,303.81,1011.0,89.0,0.0,3.6,180.0,0.0,40.0,0.0,scattered clouds,2.0,754.36,0.02,31.19,28.25,25.75,24.0,38.06,9.25
742,1704060000,300.16,303.81,1012.0,89.0,0.0,2.57,170.0,0.0,40.0,0.0,scattered clouds,2.0,714.3,0.02,30.5,29.33,25.99,24.34,39.56,8.23
743,1704063600,300.16,303.81,1012.0,89.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,3.0,801.09,0.05,31.87,25.03,25.27,28.29,45.15,8.36
744,1704067200,299.16,299.16,1012.0,94.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,3.0,881.2,0.18,33.93,16.99,24.32,30.67,48.56,8.04
745,1704070800,299.16,299.16,1012.0,94.0,0.0,0.51,0.0,0.0,20.0,0.0,few clouds,3.0,961.3,1.51,38.73,6.71,28.85,34.19,53.02,8.87
746,1704074400,298.16,299.33,1011.0,100.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,3.0,1081.47,8.94,40.78,0.39,36.72,42.79,63.43,10.13
747,1704078000,298.16,299.33,1011.0,100.0,0.0,0.51,300.0,0.0,40.0,0.0,scattered clouds,4.0,1321.79,23.47,42.84,0.0,44.82,59.08,82.27,10.64
748,1704081600,298.16,299.33,1010.0,100.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,5.0,1535.42,32.19,50.72,0.0,44.82,75.64,100.5,10.13
749,1704085200,298.16,299.33,1011.0,100.0,0.0,1.54,30.0,0.0,20.0,0.0,few clouds,5.0,1602.17,30.85,55.52,0.0,37.19,81.63,105.64,9.12
750,1704088800,298.16,299.33,1011.0,100.0,0.0,1.03,10.0,0.0,40.0,0.0,scattered clouds,5.0,1602.17,29.06,50.72,0.0,31.95,81.71,106.57,9.25
751,1704092400,298.16,299.33,1011.0,100.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,5.0,1842.5,31.74,42.84,0.26,32.42,89.15,118.81,11.78
752,1704096000,299.16,299.16,1012.0,100.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,5.0,1895.9,38.0,37.01,4.16,42.92,85.42,116.37,12.54
753,1704099600,300.16,303.81,1013.0,89.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,5.0,1869.2,37.55,40.1,11.98,52.45,76.71,104.36,15.2
754,1704103200,302.16,306.67,1013.0,74.0,0.0,0.51,0.0,0.0,20.0,0.0,few clouds,4.0,1708.98,28.39,54.84,32.54,62.94,71.88,96.07,17.48
755,1704106800,304.16,309.61,1013.0,66.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,3.0,821.11,4.69,40.44,50.07,39.1,35.62,45.81,7.92
756,1704110400,304.16,308.53,1012.0,62.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,3.0,694.27,1.41,41.13,43.63,39.58,28.83,36.27,6.71
757,1704114000,305.16,309.65,1011.0,58.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,3.0,761.03,1.08,51.41,33.62,51.98,29.46,36.76,7.6
758,1704117600,305.16,309.65,1010.0,58.0,0.0,2.57,300.0,0.0,75.0,0.0,broken clouds,3.0,834.47,0.47,61.01,24.32,61.04,30.38,37.8,8.23
759,1704121200,305.16,308.81,1010.0,55.0,0.0,2.57,250.0,0.0,75.0,0.0,broken clouds,3.0,881.2,0.35,67.86,16.99,66.76,30.79,38.51,8.74
760,1704124800,305.16,309.65,1009.0,58.0,0.0,3.6,250.0,0.0,75.0,0.0,broken clouds,3.0,907.9,0.29,69.92,14.66,67.71,29.64,37.79,8.87
761,1704128400,304.16,308.53,1010.0,62.0,0.0,2.57,270.0,0.0,40.0,0.0,scattered clouds,3.0,1148.22,4.58,80.2,4.02,76.29,33.13,43.96,11.91
762,1704132000,303.16,307.28,1010.0,66.0,0.0,2.06,260.0,0.0,40.0,0.0,scattered clouds,3.0,1482.01,15.87,78.14,0.09,79.15,41.23,57.06,16.72
763,1704135600,302.16,306.67,1011.0,74.0,0.0,4.12,200.0,0.0,20.0,0.0,few clouds,3.0,1535.42,18.78,61.69,0.03,64.85,45.85,65.73,19.25
764,1704139200,301.16,304.97,1011.0,78.0,0.0,3.09,180.0,0.0,20.0,0.0,few clouds,3.0,1482.01,16.99,47.98,0.05,51.02,47.13,70.44,19.76
765,1704142800,301.16,304.97,1012.0,78.0,0.0,2.57,190.0,0.0,20.0,0.0,few clouds,3.0,1428.6,16.99,41.13,0.05,46.73,48.12,73.86,19.0
766,1704146400,301.16,305.75,1012.0,83.0,0.0,2.06,190.0,0.0,40.0,0.0,scattered clouds,4.0,1428.6,19.0,37.7,0.03,46.73,50.95,78.5,18.24
767,1704150000,301.16,305.75,1012.0,83.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,4.0,1468.66,21.68,34.96,0.01,44.82,54.01,82.94,16.97
768,1704153600,301.16,305.75,1012.0,83.0,0.0,0.0,0.0,0.0,40.0,0.0,scattered clouds,4.0,1508.71,23.47,33.93,0.01,40.05,53.72,82.82,14.31
769,1704157200,300.16,303.81,1012.0,89.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,4.0,1482.01,24.36,34.27,0.0,37.67,52.73,81.61,12.92
770,1704160800,299.16,299.16,1011.0,94.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,4.0,1588.82,29.95,33.59,0.0,38.15,61.91,91.59,14.82
771,1704164400,298.16,299.33,1011.0,100.0,0.0,0.51,280.0,0.0,40.0,0.0,scattered clouds,5.0,1842.5,39.79,31.87,0.0,42.92,80.41,112.43,22.04
772,1704168000,298.16,299.33,1010.0,100.0,0.0,1.03,300.0,0.0,40.0,0.0,scattered clouds,5.0,2109.53,49.17,31.53,0.0,53.41,100.16,134.59,33.44
773,1704171600,299.16,299.16,1010.0,94.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,5.0,2349.85,58.11,31.87,0.0,63.9,118.97,155.59,8.61
774,1704175200,298.16,299.33,1011.0,100.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,5.0,2563.48,64.37,30.5,0.0,57.7,131.81,169.29,36.98
775,1704178800,298.16,299.33,1011.0,100.0,0.0,1.54,340.0,0.0,40.0,0.0,scattered clouds,5.0,3044.13,71.53,28.1,0.08,50.54,148.56,189.34,27.61
776,1704182400,299.16,299.16,1012.0,94.0,0.0,1.54,0.0,0.0,20.0,0.0,few clouds,5.0,3231.05,72.42,30.16,0.99,49.59,140.78,181.07,18.75
777,1704186000,301.16,305.75,1012.0,83.0,0.0,1.54,0.0,0.0,20.0,0.0,few clouds,5.0,3738.4,80.47,36.33,2.06,55.79,150.63,196.24,21.53
778,1704189600,303.16,309.22,1013.0,74.0,0.0,1.03,0.0,0.0,20.0,0.0,few clouds,5.0,3845.21,76.0,48.67,2.21,61.99,150.86,199.59,26.85
779,1704193200,304.16,310.78,1012.0,70.0,0.0,2.06,0.0,0.0,20.0,0.0,few clouds,3.0,1028.06,11.73,41.47,22.17,38.15,41.18,55.74,7.66
780,1704196800,304.16,309.61,1012.0,66.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,3.0,754.36,5.87,31.19,58.65,31.95,30.44,39.13,5.89
781,1704200400,306.16,310.99,1010.0,55.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,3.0,774.38,3.97,28.1,114.44,34.81,43.47,51.43,5.83
782,1704204000,306.16,310.05,1009.0,52.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,4.0,774.38,2.35,24.68,6.62,37.67,61.69,69.27,5.7
783,1704207600,307.16,312.26,1009.0,52.0,0.0,2.57,250.0,0.0,40.0,0.0,scattered clouds,5.0,794.41,1.82,28.1,6.62,44.35,71.84,79.43,5.95
784,1704211200,305.16,309.65,1009.0,58.0,0.0,2.57,270.0,0.0,40.0,0.0,scattered clouds,5.0,841.14,1.3,34.27,6.62,51.02,76.2,84.42,6.4
785,1704214800,305.16,309.65,1009.0,58.0,0.0,2.06,250.0,0.0,20.0,0.0,few clouds,5.0,1121.52,0.66,61.01,6.62,70.57,84.95,96.44,9.63
786,1704218400,304.16,311.16,1010.0,74.0,0.0,5.14,190.0,0.0,40.0,0.0,scattered clouds,5.0,1415.25,0.04,80.88,98.71,79.15,79.97,95.79,13.55
787,1704222000,301.16,305.75,1011.0,83.0,0.0,2.57,70.0,0.0,75.0,0.0,broken clouds,4.0,1281.74,0.01,65.12,41.84,57.22,50.06,66.85,14.31
788,1704225600,301.16,306.75,1011.0,89.0,0.0,3.09,170.0,0.0,40.0,0.0,scattered clouds,3.0,1041.41,0.27,48.67,17.52,39.58,31.19,47.33,12.92
789,1704229200,301.16,304.97,1012.0,78.0,0.0,3.09,160.0,0.0,40.0,0.0,scattered clouds,3.0,974.66,0.29,43.87,16.45,37.19,32.72,49.57,11.53
790,1704232800,301.16,305.75,1012.0,83.0,0.0,2.06,130.0,0.0,40.0,0.0,scattered clouds,3.0,1028.06,0.1,43.18,22.35,38.15,43.3,61.8,11.02
791,1704236400,300.16,304.35,1012.0,94.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,4.0,1108.17,0.05,43.53,25.75,38.15,52.74,72.39,10.39
792,1704240000,300.16,304.35,1012.0,94.0,0.0,1.03,100.0,0.0,40.0,0.0,scattered clouds,4.0,1134.87,0.05,43.87,25.39,37.19,55.46,75.13,9.12
793,1704243600,300.16,303.81,1012.0,89.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,4.0,1108.17,0.08,45.24,21.99,37.19,55.6,75.01,8.61
794,1704247200,299.16,299.16,1011.0,94.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,4.0,1228.33,0.81,52.09,10.64,37.67,63.48,84.48,9.5
795,1704250800,299.16,299.16,1010.0,94.0,0.0,1.03,20.0,0.0,40.0,0.0,scattered clouds,5.0,1535.42,9.05,58.95,0.5,41.48,83.18,107.93,11.27
796,1704254400,299.16,299.16,1010.0,94.0,0.0,1.03,340.0,0.0,40.0,0.0,scattered clouds,5.0,1869.2,23.47,63.06,0.0,45.3,107.05,136.59,12.92
797,1704258000,299.16,299.16,1011.0,94.0,0.0,1.54,360.0,0.0,40.0,0.0,scattered clouds,5.0,2109.53,31.74,66.49,0.0,43.39,123.36,156.93,13.3
798,1704261600,299.16,299.16,1011.0,94.0,0.0,1.03,0.0,0.0,40.0,0.0,mist,5.0,2216.34,34.87,63.06,0.0,39.1,128.28,163.33,12.16
799,1704265200,298.16,299.33,1012.0,100.0,0.0,1.54,0.0,0.0,40.0,0.0,mist,5.0,2403.26,37.55,55.52,0.34,37.67,131.58,169.06,12.92
800,1704268800,299.16,299.16,1012.0,100.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,5.0,2243.04,40.68,50.04,1.54,49.59,115.66,151.85,12.29
801,1704272400,301.16,306.75,1013.0,89.0,0.0,2.06,320.0,0.0,20.0,0.0,few clouds,5.0,2243.04,42.47,47.3,4.87,58.65,101.06,132.68,15.2
802,1704276000,303.16,309.22,1013.0,74.0,0.0,1.54,330.0,0.0,0.0,0.0,clear sky,5.0,2029.42,31.74,59.63,15.56,68.66,87.96,114.54,17.23
803,1704279600,304.16,309.61,1012.0,66.0,0.0,1.03,0.0,0.0,0.0,0.0,clear sky,3.0,907.9,5.53,35.64,69.38,37.19,44.2,55.23,7.09
804,1704283200,305.16,309.65,1011.0,58.0,0.0,0.51,0.0,0.0,20.0,0.0,few clouds,3.0,714.3,3.24,25.7,103.0,32.9,36.5,43.74,5.51
805,1704286800,306.16,310.99,1010.0,55.0,0.0,0.51,0.0,0.0,40.0,0.0,scattered clouds,3.0,714.3,2.65,23.31,131.61,35.76,40.39,46.81,5.51
806,1704290400,306.16,310.99,1009.0,55.0,0.0,2.06,160.0,0.0,40.0,0.0,scattered clouds,4.0,714.3,2.21,23.31,6.62,37.67,44.23,50.09,5.51
807,1704294000,306.16,310.99,1009.0,55.0,0.0,3.09,220.0,0.0,40.0,0.0,scattered clouds,4.0,734.33,2.04,27.42,6.62,42.44,45.39,51.1,5.89
808,1704297600,306.16,311.99,1009.0,58.0,0.0,3.09,210.0,0.0,40.0,0.0,scattered clouds,4.0,787.73,1.56,33.59,143.05,47.21,46.84,53.06,6.46
809,1704301200,305.16,310.87,1009.0,62.0,0.0,3.09,220.0,0.0,20.0,0.0,few clouds,4.0,1121.52,1.1,63.06,115.87,70.57,59.44,68.82,10.26
810,1704304800,303.16,309.22,1010.0,74.0,0.0,4.12,170.0,0.0,20.0,0.0,few clouds,5.0,1562.12,0.1,93.22,73.67,88.69,78.06,93.37,15.33
811,1704308400,302.16,307.7,1011.0,79.0,0.0,3.09,150.0,0.0,20.0,0.0,few clouds,4.0,1441.96,0.01,73.34,39.34,62.94,62.9,81.16,15.71
812,1704312000,301.16,304.97,1011.0,78.0,0.0,4.63,180.0,0.0,40.0,0.0,scattered clouds,3.0,1134.87,0.15,49.35,20.74,40.53,39.75,57.69,13.81
813,1704315600,301.16,304.97,1011.0,78.0,0.0,3.6,170.0,0.0,40.0,0.0,scattered clouds,3.0,1068.12,0.37,46.61,15.02,39.58,36.51,56.56,12.79
814,1704319200,301.16,304.39,1011.0,74.0,0.0,1.54,0.0,0.0,40.0,0.0,scattered clouds,3.0,1108.17,0.71,50.04,11.27,43.39,40.02,63.29,12.67
815,1704322800,300.16,303.2,1011.0,83.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,4.0,1762.39,8.83,56.89,1.68,46.25,65.32,95.61,16.72
816,1704326400,300.16,303.2,1011.0,83.0,0.0,1.03,0.0,0.0,40.0,0.0,scattered clouds,5.0,2456.67,26.6,56.21,0.01,45.3,91.3,127.08,17.48
