aqi,dt,co,no,no2,o3,so2,pm2_5,pm10,nh3
3,1706954400,720.98,1.44,31.53,110.15,32.42,20.39,28.45,8.04
2,1706958000,781.06,0.35,39.07,52.21,34.33,17.22,26.24,9.12
2,1706961600,761.03,0.02,35.99,30.04,30.99,17.13,26.9,9.37
2,1706965200,727.65,0.02,32.56,30.04,27.18,17.78,28.15,9.25
2,1706968800,674.25,0.01,30.85,35.05,25.03,17.86,28.65,8.49
2,1706972400,640.87,0.0,29.13,38.62,23.6,17.98,28.84,7.66
2,1706976000,587.46,0.0,26.05,41.48,20.74,15.68,25.71,6.27
2,1706979600,507.35,0.0,23.65,43.27,18.36,12.31,20.96,4.81
2,1706983200,453.95,0.0,21.93,44.7,17.4,11.19,19.13,4.18
2,1706986800,453.95,0.0,22.96,43.27,19.07,12.26,20.46,4.31
2,1706990400,487.33,0.01,26.05,37.91,22.65,14.72,24.04,4.88
2,1706994000,527.38,0.02,28.79,32.19,25.99,16.97,27.38,5.45
2,1706997600,587.46,0.08,33.24,23.96,30.28,19.9,31.47,6.21
3,1707001200,714.3,0.75,40.1,11.27,36.72,25.45,38.79,7.66
3,1707004800,1068.12,9.5,43.18,1.43,46.25,39.01,56.27,11.02
4,1707008400,1615.52,30.85,37.7,6.71,59.13,55.44,77.46,14.69
4,1707012000,1922.61,37.1,47.3,19.49,71.53,65.08,90.43,17.99
4,1707015600,1789.09,22.13,64.43,65.09,78.2,68.8,94.04,18.75
3,1707019200,974.66,6.03,39.07,135.9,54.84,46.19,62.18,9.88
5,1707022800,807.76,2.35,28.79,181.67,49.59,48.51,62.19,8.11
5,1707026400,754.36,1.26,26.05,191.69,46.73,45.82,58.22,7.47
4,1707030000,707.63,1.03,26.05,171.66,42.44,38.3,49.24,7.03
4,1707033600,680.92,1.1,26.73,151.63,38.62,31.73,41.49,6.78
3,1707037200,634.19,0.98,26.73,127.32,32.9,24.16,33.01,6.33
2,1707040800,734.33,1.41,38.04,82.97,37.19,19.68,28.61,7.85
2,1707044400,847.82,0.47,43.87,43.63,38.15,19.31,29.46,9.75
2,1707048000,847.82,0.01,39.07,31.47,33.38,21.98,33.7,10.51
2,1707051600,794.41,0.01,34.27,32.9,28.61,23.97,37.08,9.5
2,1707055200,734.33,0.01,33.59,34.33,27.42,24.66,38.67,8.11
3,1707058800,707.63,0.01,33.93,34.69,27.42,25.59,40.13,7.35
2,1707062400,680.92,0.01,33.24,35.05,26.7,24.96,39.32,6.46
2,1707066000,600.81,0.01,30.5,36.84,24.32,21.98,34.93,5.26
2,1707069600,574.11,0.02,32.9,32.9,27.89,21.44,33.25,5.19
2,1707073200,580.79,0.05,35.99,26.46,31.95,22.6,34.12,5.64
2,1707076800,620.84,0.21,39.41,18.24,36.24,24.8,36.98,6.46
3,1707080400,680.92,0.99,43.87,9.3,41.48,27.77,41.03,7.54
3,1707084000,741.0,4.53,46.61,2.24,48.64,30.63,44.8,8.49
3,1707087600,827.79,14.98,45.24,0.13,61.04,34.84,50.15,9.25
3,1707091200,1121.52,34.42,44.55,0.07,82.02,46.53,64.64,11.91
4,1707094800,1522.06,53.2,47.3,1.33,102.04,56.93,77.71,14.31
4,1707098400,1762.39,60.8,52.78,2.91,111.58,59.97,82.8,15.96
4,1707102000,1695.63,53.64,60.32,3.22,111.58,55.31,78.61,15.96
3,1707105600,1054.76,15.87,61.69,13.05,72.48,33.2,50.01,11.15
3,1707109200,854.49,5.92,58.26,21.1,63.9,26.8,40.73,9.75
2,1707112800,807.76,3.8,54.84,29.68,61.04,24.5,36.95,8.99
2,1707116400,794.41,3.97,52.78,39.7,60.08,23.94,34.67,8.61
2,1707120000,807.76,4.3,51.41,54.36,58.65,24.54,34.19,8.61
2,1707123600,774.38,3.07,45.93,73.67,51.02,22.69,31.56,8.11
2,1707127200,894.55,2.49,54.84,65.8,54.84,24.14,33.83,9.63
3,1707130800,1028.06,0.67,61.01,37.91,55.79,26.45,38.07,11.27
3,1707134400,974.66,0.13,52.78,21.82,46.25,26.6,39.37,11.4
3,1707138000,881.2,0.38,45.93,15.56,39.58,26.93,41.44,11.27
3,1707141600,834.47,0.58,44.55,13.05,38.15,28.11,43.69,10.51
3,1707145200,827.79,0.69,44.55,11.98,38.62,29.89,46.2,9.75
3,1707148800,801.09,0.66,43.53,11.98,37.19,29.2,45.86,8.36
3,1707152400,694.27,0.5,40.78,13.41,34.33,25.35,40.73,6.46
2,1707156000,607.49,0.47,38.39,13.41,32.9,23.01,36.89,5.83
2,1707159600,567.44,0.76,37.7,10.46,34.33,21.98,34.59,5.76
2,1707163200,540.73,1.29,37.01,7.6,35.29,20.48,32.12,5.7
2,1707166800,520.71,1.77,35.99,6.08,35.29,18.66,29.69,5.45
2,1707170400,507.35,2.4,35.99,4.83,36.24,17.56,28.18,5.32
2,1707174000,554.08,5.03,37.36,2.1,41.01,18.94,29.81,5.83
3,1707177600,774.38,13.86,36.67,0.77,49.59,25.81,38.81,7.85
3,1707181200,1068.12,25.7,33.93,7.69,55.79,31.19,46.7,9.88
3,1707184800,1108.17,26.6,37.36,18.78,59.13,30.42,46.61,11.02
3,1707188400,1001.36,18.1,43.18,41.48,60.56,28.44,43.26,10.13
2,1707192000,614.17,5.14,26.73,81.54,35.29,18.34,27.04,6.21
3,1707195600,574.11,3.19,23.99,104.43,34.33,18.87,25.94,5.7
3,1707199200,594.14,2.63,25.02,117.3,37.19,20.85,27.73,5.89
3,1707202800,634.19,2.68,27.42,125.89,41.01,23.38,30.38,6.33
3,1707206400,640.87,2.74,29.47,124.45,41.01,23.03,30.66,6.59
3,1707210000,600.81,2.32,29.13,114.44,33.86,19.1,27.12,6.21
2,1707213600,654.22,2.18,34.62,89.41,33.86,17.13,25.78,6.71
2,1707217200,727.65,0.82,40.44,47.21,34.81,16.4,25.5,7.47
2,1707220800,734.33,0.12,39.76,22.89,32.9,17.39,27.33,8.23
2,1707224400,720.98,0.24,38.73,18.42,30.99,19.23,30.39,8.23
2,1707228000,694.27,0.22,39.07,18.95,31.47,20.56,32.56,7.85
2,1707231600,700.95,0.22,40.1,18.95,33.38,22.54,35.28,7.79
2,1707235200,687.6,0.24,40.1,18.06,33.86,22.56,35.4,7.22
2,1707238800,594.14,0.21,37.01,18.78,30.52,18.28,29.72,5.76
2,1707242400,514.03,0.17,33.93,19.67,28.13,15.33,24.98,5.13
2,1707246000,473.98,0.21,33.24,18.24,28.13,14.59,23.16,5.0
2,1707249600,467.3,0.35,33.93,15.56,29.8,14.87,23.26,5.0
2,1707253200,467.3,0.57,34.27,12.7,31.47,15.46,24.22,4.94
2,1707256800,473.98,0.94,34.96,9.92,33.38,16.25,25.41,5.0
2,1707260400,514.03,1.54,36.33,7.33,36.24,18.04,27.78,5.51
2,1707264000,687.6,3.63,40.1,4.47,41.01,23.88,35.57,7.16
3,1707267600,894.55,10.28,38.73,11.8,43.39,27.97,41.09,8.36
3,1707271200,921.25,12.96,40.1,22.53,46.25,28.21,41.47,9.12
3,1707274800,847.82,10.28,43.53,31.83,48.64,27.03,39.69,8.99
2,1707278400,660.9,6.03,34.96,49.35,39.1,19.92,28.45,6.78
2,1707282000,620.84,5.36,31.87,70.81,38.15,18.9,25.85,6.21
3,1707285600,627.52,4.3,30.5,103.0,39.1,21.11,27.9,6.14
3,1707289200,654.22,3.13,29.82,138.76,41.01,26.48,33.51,6.33
4,1707292800,680.92,2.43,30.5,151.63,42.92,29.22,36.71,6.59
4,1707296400,680.92,1.96,31.87,141.62,40.53,26.24,34.13,6.46
3,1707300000,694.27,1.34,35.3,114.44,37.19,21.88,30.62,6.52
2,1707303600,720.98,0.22,39.07,80.82,35.76,19.66,29.56,6.9
2,1707307200,714.3,0.0,39.76,57.94,34.33,19.87,30.38,7.47
2,1707310800,841.14,0.16,52.09,26.82,41.48,24.98,38.58,10.01
3,1707314400,907.9,1.68,53.47,7.33,43.39,28.77,44.84,10.89
3,1707318000,934.6,3.91,47.98,2.77,41.96,31.1,48.34,10.51
3,1707321600,894.55,4.41,43.87,2.26,39.1,29.94,47.13,9.12
2,1707325200,754.36,2.77,40.44,3.98,34.81,23.69,38.65,6.97
2,1707328800,640.87,1.61,38.04,6.35,32.9,20.15,32.85,6.02
2,1707332400,587.46,1.52,37.01,6.44,33.86,19.39,31.0,5.89
2,1707336000,560.76,1.63,36.33,6.17,34.33,18.86,29.99,5.89
2,1707339600,534.06,1.52,35.3,6.79,34.33,17.85,28.89,5.7
2,1707343200,514.03,1.37,34.96,7.78,34.33,16.76,27.23,5.51
2,1707346800,534.06,1.93,36.33,6.26,36.72,17.09,-9999.0,5.7
2,1707350400,707.63,5.2,38.39,3.35,41.48,21.36,33.42,7.16
2,1707354000,894.55,12.52,35.99,11.8,42.44,23.23,36.58,8.11
2,1707357600,907.9,15.2,37.36,23.6,44.82,22.73,36.47,8.74
2,1707361200,814.44,11.62,40.1,37.55,45.78,21.64,35.35,8.74
2,1707364800,647.54,6.37,33.59,60.08,37.19,17.2,27.18,6.71
2,1707368400,587.46,4.3,28.45,84.4,33.86,16.08,23.89,5.7
3,1707372000,560.76,2.91,23.99,110.15,30.04,16.23,23.49,5.0
3,1707375600,560.76,2.1,22.28,120.16,28.13,16.74,23.63,4.81
3,1707379200,580.79,1.9,26.39,108.72,30.52,16.42,23.47,5.13
2,1707382800,580.79,1.49,30.16,85.83,30.28,14.47,21.72,5.19
2,1707386400,720.98,1.56,42.5,55.79,39.1,16.35,25.34,6.84
2,1707390000,907.9,0.69,53.47,27.18,45.78,20.59,32.55,9.12
2,1707393600,947.95,0.58,52.09,13.77,43.87,23.93,37.99,10.51
3,1707397200,947.95,1.38,49.35,8.4,41.48,26.17,41.74,11.15
3,1707400800,947.95,2.57,48.67,4.83,42.44,28.24,45.3,11.27
3,1707404400,974.66,4.75,47.98,2.19,45.78,31.09,49.11,11.4
3,1707408000,1001.36,8.16,45.93,0.72,47.21,32.51,51.3,10.64
3,1707411600,921.25,10.17,41.81,0.34,44.35,29.15,47.08,8.61
3,1707415200,821.11,10.62,38.73,0.28,41.96,26.61,43.21,7.6
3,1707418800,754.36,11.73,36.33,0.19,42.44,26.4,41.53,7.28
3,1707422400,694.27,11.18,34.62,0.25,41.48,25.18,38.98,6.97
2,1707426000,627.52,8.72,33.59,0.55,39.1,22.61,35.04,6.4
2,1707429600,580.79,5.87,33.59,1.42,37.19,19.77,30.9,5.89
2,1707433200,600.81,6.2,34.96,1.36,40.05,19.83,30.42,6.08
3,1707436800,801.09,11.4,36.33,1.24,46.73,25.24,37.19,7.73
3,1707440400,1014.71,18.55,33.93,12.52,47.68,27.12,40.02,8.74
3,1707444000,1001.36,18.55,33.93,30.76,48.16,25.07,37.66,9.37
2,1707447600,847.82,11.18,33.93,68.66,46.73,23.96,35.45,8.74
2,1707451200,567.44,2.54,23.99,76.53,30.28,13.75,20.05,5.38
2,1707454800,514.03,2.32,21.93,64.37,28.37,9.72,14.23,4.75
2,1707458400,527.38,2.37,22.96,60.08,29.56,8.93,13.09,4.81
2,1707462000,560.76,3.05,25.36,61.51,33.38,9.82,14.14,5.32
2,1707465600,600.81,3.74,27.42,69.38,36.24,11.38,16.09,5.76
2,1707469200,607.49,3.58,27.42,72.96,34.81,11.6,16.49,5.83
2,1707472800,807.76,4.58,43.18,50.78,45.78,15.11,21.53,8.04
2,1707476400,1014.71,2.49,56.89,16.81,52.93,19.48,29.17,10.39
2,1707480000,988.01,2.51,50.04,4.96,47.21,21.95,34.74,11.27
2,1707483600,881.2,2.54,41.47,4.83,39.58,21.44,36.15,11.4
2,1707487200,801.09,2.26,38.39,5.23,37.19,20.32,35.14,11.15
2,1707490800,787.73,2.43,38.04,4.83,37.67,20.85,35.05,11.27
2,1707494400,787.73,2.82,38.04,4.07,37.19,21.2,35.41,10.64
2,1707498000,754.36,3.58,38.04,2.79,37.19,20.09,33.59,9.12
2,1707501600,667.57,2.51,35.64,3.58,33.86,18.95,31.16,7.85
2,1707505200,674.25,3.3,35.64,2.28,33.38,21.74,33.6,8.11
3,1707508800,794.41,9.39,35.99,0.22,36.72,28.92,41.93,9.12
3,1707512400,907.9,16.76,35.64,0.02,39.1,36.18,51.31,10.13
3,1707516000,1001.36,20.34,34.96,0.0,37.19,41.84,59.22,11.02
3,1707519600,1174.93,25.93,33.24,0.0,37.67,49.06,68.85,11.78
4,1707523200,1708.98,40.23,31.87,0.2,44.82,69.66,94.4,14.82
5,1707526800,2563.48,59.9,33.59,3.67,55.79,95.14,125.76,18.75
5,1707530400,3337.86,60.8,60.32,16.99,67.71,120.26,155.32,24.57
5,1707534000,3898.62,27.94,119.27,105.86,83.92,182.75,222.74,29.13
4,1707537600,1134.87,8.05,46.61,140.19,63.9,63.67,75.52,9.25
5,1707541200,827.79,2.54,23.31,205.99,48.16,64.64,71.51,6.21
5,1707544800,774.38,1.33,15.94,243.19,44.35,72.86,78.85,5.45
5,1707548400,727.65,0.46,19.19,211.72,41.01,60.35,65.66,5.32
4,1707552000,727.65,0.21,26.73,161.65,41.96,45.26,50.49,5.89
4,1707555600,781.06,0.15,31.53,143.05,45.78,40.85,46.8,6.84
4,1707559200,1148.22,0.32,55.52,151.63,74.39,61.01,70.73,11.65
5,1707562800,1495.36,0.08,68.55,148.77,89.65,76.32,91.04,16.47
3,1707566400,1281.74,0.0,50.72,83.68,55.79,48.24,64.17,15.2
3,1707570000,1081.47,0.0,40.44,41.48,34.81,30.3,45.98,13.3
3,1707573600,1094.82,0.04,45.24,25.39,39.58,30.47,46.66,14.57
3,1707577200,1295.09,0.43,58.26,12.7,51.98,40.63,59.71,17.99
4,1707580800,1562.12,0.83,65.12,8.14,55.31,56.44,79.43,21.28
3,1707584400,1415.25,1.17,56.21,5.99,44.35,48.52,68.08,19.25
3,1707588000,1094.82,1.3,46.61,5.45,36.24,33.5,47.98,16.09
3,1707591600,947.95,1.66,42.16,4.25,32.9,28.46,40.32,15.07
3,1707595200,974.66,2.99,41.13,2.19,31.47,30.39,42.03,15.58
3,1707598800,1014.71,5.14,40.44,0.94,31.47,33.84,46.13,16.09
3,1707602400,1081.47,8.05,39.41,0.35,32.42,36.96,50.29,16.72
3,1707606000,1201.63,12.85,38.39,0.09,33.86,41.43,55.7,16.47
4,1707609600,1655.58,23.69,37.01,0.54,39.1,56.77,74.69,18.75
5,1707613200,2403.26,38.44,40.78,7.87,48.16,76.99,99.64,22.8
5,1707616800,2990.72,33.08,66.49,35.76,57.22,98.76,125.04,27.87
5,1707620400,3150.94,12.96,83.63,150.2,65.8,138.87,166.88,27.61
5,1707624000,1214.98,4.08,32.56,183.11,49.59,66.21,75.02,8.61
5,1707627600,961.3,1.63,17.14,223.16,36.72,67.7,73.71,5.7
5,1707631200,881.2,1.12,12.68,226.02,29.56,63.21,68.51,4.69
5,1707634800,807.76,1.09,11.82,203.13,23.84,51.66,55.97,4.12
5,1707638400,781.06,1.24,14.74,183.11,24.8,44.34,48.23,4.24
4,1707642000,801.09,1.09,19.36,161.65,27.42,39.14,42.95,4.62
4,1707645600,1268.39,1.1,52.09,127.32,53.88,50.87,58.04,10.26
5,1707649200,2029.42,0.29,95.96,91.55,89.65,77.0,90.09,18.49
5,1707652800,2269.74,0.0,105.56,59.37,90.6,87.96,106.3,23.31
5,1707656400,2189.64,0.0,86.37,43.27,68.66,87.57,110.01,24.32
5,1707660000,2349.85,0.02,86.37,27.18,66.76,96.25,122.89,26.85
5,1707663600,2616.88,0.82,94.59,9.12,69.62,106.13,136.77,31.16
5,1707667200,2349.85,1.7,82.25,4.6,58.17,92.56,120.38,27.87
4,1707670800,1815.8,1.06,63.75,6.53,43.39,66.97,87.86,21.03
4,1707674400,1428.6,1.05,52.78,7.24,38.62,50.76,66.82,17.48
3,1707678000,1228.33,1.55,49.35,5.19,39.1,44.52,57.98,16.97
3,1707681600,1108.17,2.57,47.3,3.22,39.58,41.57,53.5,16.47
3,1707685200,1041.41,3.86,45.24,1.99,39.58,38.84,49.69,15.83
3,1707688800,1014.71,5.36,43.18,1.26,40.05,35.57,45.78,14.95
3,1707692400,1081.47,9.16,42.84,0.44,42.92,35.64,46.01,15.07
3,1707696000,1428.6,19.22,43.18,0.88,51.02,46.29,59.98,18.24
4,1707699600,2029.42,34.42,45.93,10.01,62.94,61.85,80.4,22.04
5,1707703200,2403.26,35.32,64.43,31.47,78.2,75.24,97.33,23.81
5,1707706800,2403.26,22.35,87.05,90.84,97.27,99.55,123.31,22.55
4,1707710400,1174.93,6.54,40.78,153.06,60.56,52.7,62.59,9.63
5,1707714000,934.6,2.93,25.02,205.99,50.07,55.38,62.8,6.97
5,1707717600,854.49,1.82,19.36,237.46,44.82,57.2,64.38,6.14
5,1707721200,787.73,1.7,18.68,228.88,40.53,48.41,54.7,5.57
5,1707724800,807.76,2.01,23.31,220.3,45.78,46.68,52.85,6.08
5,1707728400,854.49,1.98,29.13,211.72,51.02,46.52,53.34,6.84
4,1707732000,1321.79,2.65,62.38,175.95,75.34,55.92,66.59,12.41
4,1707735600,1922.61,0.81,95.96,104.43,95.37,66.21,82.98,19.51
4,1707739200,2056.12,0.0,89.11,49.35,83.92,66.61,89.99,23.31
4,1707742800,1842.5,0.01,71.29,30.76,64.85,62.02,90.24,23.31
4,1707746400,1615.52,0.03,60.32,26.82,56.27,57.09,86.45,22.04
4,1707750000,1508.71,0.04,56.21,25.75,54.84,54.4,84.01,21.79
4,1707753600,1895.9,1.03,62.38,12.7,53.88,69.54,102.61,27.36
5,1707757200,2429.96,9.28,69.23,0.78,53.88,88.77,125.45,31.41
5,1707760800,2723.69,22.35,71.29,0.01,54.84,103.59,143.25,32.93
5,1707764400,2910.61,30.85,75.4,0.0,53.41,121.31,164.88,32.93
5,1707768000,2964.02,34.87,75.4,0.0,48.16,134.24,177.94,29.64
5,1707771600,2803.8,35.32,67.17,0.0,43.39,131.19,170.97,24.83
5,1707775200,2403.26,33.97,54.84,0.0,40.53,113.7,146.39,21.28
5,1707778800,2109.53,34.87,44.55,0.0,41.01,97.25,124.53,21.03
5,1707782400,2243.04,42.47,38.04,0.25,47.68,96.68,124.35,25.08
5,1707786000,2910.61,59.01,41.81,4.16,62.94,109.11,140.8,31.16
5,1707789600,3952.03,65.27,79.51,18.95,89.65,145.46,184.74,38.0
5,1707793200,4806.52,37.55,152.17,90.84,127.79,220.93,267.55,39.52
5,1707796800,1482.01,9.5,62.38,150.2,88.69,79.61,97.24,12.41
5,1707800400,947.95,3.05,30.16,197.41,54.84,56.87,68.59,7.79
5,1707804000,727.65,1.9,20.22,188.83,38.15,36.15,44.4,5.95
4,1707807600,640.87,1.79,20.39,147.34,31.47,21.02,26.76,5.45
3,1707811200,620.84,1.96,22.96,118.73,30.28,15.2,20.19,5.51
3,1707814800,607.49,1.82,22.96,103.0,26.94,12.19,17.05,5.26
2,1707818400,707.63,1.9,30.85,85.12,31.47,13.23,19.88,6.21
2,1707822000,834.47,0.61,39.76,66.52,36.24,15.92,25.45,7.66
2,1707825600,881.2,0.0,40.1,54.36,37.19,18.55,30.45,9.12
2,1707829200,867.84,0.0,38.39,50.78,36.24,20.68,34.51,10.13
2,1707832800,834.47,0.0,37.7,50.07,36.72,21.39,35.92,10.64
2,1707836400,827.79,0.0,38.39,48.64,38.15,22.95,38.14,11.27
2,1707840000,814.44,0.0,38.73,47.21,38.62,22.63,37.73,11.02
2,1707843600,727.65,0.0,37.01,46.49,36.24,18.99,32.27,9.63
2,1707847200,634.19,0.0,34.27,46.49,34.81,16.39,27.33,8.87
2,1707850800,620.84,0.0,35.64,41.84,37.19,16.86,26.82,9.63
2,1707854400,674.25,0.02,42.16,31.11,43.87,20.09,30.7,11.53
2,1707858000,741.0,0.21,48.67,18.6,51.02,23.88,35.71,13.3
3,1707861600,787.73,1.15,52.09,8.76,54.36,26.24,39.32,14.44
3,1707865200,881.2,6.26,52.78,1.61,60.08,29.95,44.22,15.45
3,1707868800,1228.33,21.23,51.41,0.68,72.48,41.74,59.38,19.0
4,1707872400,1762.39,38.89,52.09,8.76,82.97,54.39,76.4,22.55
4,1707876000,2056.12,40.68,63.06,23.96,90.6,59.37,84.83,23.56
4,1707879600,1895.9,27.05,78.14,64.37,100.14,61.46,87.86,22.29
3,1707883200,854.49,5.03,35.3,107.29,49.11,27.61,38.76,8.87
3,1707886800,614.17,2.32,21.93,111.58,33.86,17.67,24.25,5.89
2,1707890400,554.08,1.87,20.73,92.98,29.56,12.26,17.44,5.19
2,1707894000,554.08,1.66,23.31,76.53,29.56,10.37,15.02,5.19
2,1707897600,587.46,1.42,27.76,67.95,32.9,10.87,15.72,5.76
2,1707901200,614.17,0.85,30.5,62.23,33.86,11.36,16.84,6.14
2,1707904800,774.38,0.8,43.87,47.92,44.82,15.06,22.84,7.98
2,1707908400,907.9,0.25,50.72,35.41,48.64,18.73,29.16,9.37
2,1707912000,854.49,0.0,41.81,34.69,38.62,19.56,31.72,9.37
2,1707915600,774.38,0.0,35.3,39.34,31.95,19.67,33.49,9.12
2,1707919200,734.33,0.0,33.93,39.7,31.47,19.57,33.73,9.25
2,1707922800,741.0,0.0,34.96,37.19,33.38,20.48,34.94,9.88
2,1707926400,754.36,0.01,36.67,32.9,35.29,20.8,35.32,10.26
2,1707930000,714.3,0.03,37.36,28.97,35.29,18.76,32.17,9.75
2,1707933600,660.9,0.04,36.33,26.82,35.76,17.65,29.74,9.75
2,1707937200,680.92,0.11,38.39,21.1,37.67,19.91,31.83,11.53
2,1707940800,754.36,0.4,40.78,13.41,40.05,24.42,37.37,14.19
3,1707944400,821.11,1.34,41.81,6.79,41.96,28.32,42.36,15.83
3,1707948000,881.2,4.3,41.81,2.08,44.35,31.22,46.25,16.47
3,1707951600,974.66,11.29,41.47,0.28,51.02,34.44,50.04,17.23
3,1707955200,1308.44,24.36,43.53,0.71,64.85,44.57,62.83,20.27
3,1707958800,1628.88,35.32,44.55,9.39,74.39,48.21,68.39,20.77
3,1707962400,1735.69,34.42,52.78,25.39,79.15,47.47,68.85,20.27
3,1707966000,1455.31,20.56,58.95,66.52,79.15,44.32,63.94,17.23
3,1707969600,754.36,4.92,28.45,121.59,43.39,25.84,35.42,7.92
3,1707973200,620.84,2.4,21.25,138.76,36.24,22.99,29.79,6.02
3,1707976800,594.14,1.76,21.59,130.18,34.81,19.16,25.15,5.57
3,1707980400,607.49,1.76,24.68,118.73,35.76,17.05,22.54,5.7
3,1707984000,627.52,1.96,27.42,113.01,38.15,16.55,22.03,6.02
3,1707987600,627.52,1.82,28.1,104.43,35.76,14.5,20.08,5.95
2,1707991200,720.98,2.07,35.64,81.54,40.05,14.78,21.73,6.9
