timestamp,Temprature (Kelvin),Feels like (Kelvin),Pressure (mb),Humidity (%),Min Temprature (Kelvin),Max Temprature (Kelvin),Wind speed (m/s),Wind degree,Wind gust (m/s),Clouds all (%),Rain 1h (mm),Weather details,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1701388800,301.16,306.75,1011,89,301.16,301.16,0.51,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,5661.01,128.75,42.5,0,56.74,246.02,294.09,29.64
1701392400,301.16,306.75,1011,89,301.16,301.16,0.51,300,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,4699.71,109.08,34.62,0,42.44,199.75,233.37,22.29
1701396000,301.16,306.75,1010,89,301.16,301.16,0.51,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,3791.81,84.94,26.73,0,29.8,157.48,177.82,17.23
1701399600,300.16,304.35,1009,94,300.16,300.16,0.51,330,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,3017.43,61.69,20.91,0,22.41,121.27,132.87,13.05
1701403200,299.16,299.16,1009,94,299.16,299.16,0.51,290,0,40,0,"id: 701, main: Mist, description: mist, icon: 50n",5,2456.67,46.04,17.82,0,19.55,96.76,104.39,10.26
1701406800,299.16,299.16,1009,100,299.16,299.16,0.51,330,0,40,0,"id: 701, main: Mist, description: mist, icon: 50n",4,1588.82,24.59,20.05,0,19.55,58.44,63.65,7.6
1701410400,299.16,299.16,1010,100,299.16,299.16,2.06,340,0,40,0,"id: 701, main: Mist, description: mist, icon: 50d",3,1241.68,17.43,20.56,0.01,21.46,43.58,49.6,7.6
1701414000,299.16,299.16,1010,100,299.16,299.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,1268.39,19.45,20.56,0.51,25.99,42.74,51.66,9.63
1701417600,301.16,307.65,1011,94,301.16,301.16,1.03,330,0,100,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04d",3,1482.01,28.61,22.62,1.63,35.29,44.84,56.52,10.64
1701421200,302.16,309.16,1012,89,302.16,302.16,1.03,0,0,100,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04d",3,1628.88,35.76,27.08,1.81,44.35,45.33,59.1,11.65
1701424800,304.16,311.16,1012,74,304.16,304.16,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",3,1535.42,37.1,31.87,1.41,53.41,41.7,55.7,12.54
1701428400,305.16,312.16,1011,70,305.16,305.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,660.9,6.03,30.16,15.91,29.8,14.07,19.56,5.7
1701432000,306.16,311.99,1010,58,306.16,306.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,567.44,3.41,28.45,24.32,29.56,10.78,15,5.07
1701435600,305.16,308.81,1009,55,305.16,305.16,3.09,70,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",2,554.08,3.24,26.73,30.04,29.33,10.02,13.95,4.88
1701439200,307.16,311.23,1008,49,307.16,307.16,4.63,70,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,520.71,2.18,26.39,31.11,28.37,8.56,12.2,4.69
1701442800,308.16,311.33,1008,43,308.16,308.16,3.6,70,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,534.06,1.56,31.19,25.03,32.9,8.5,12.16,5
1701446400,307.16,309.4,1007,43,307.16,307.16,2.06,40,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,587.46,0.86,37.01,18.42,37.67,9.28,13.45,5.64
1701450000,305.16,312.16,1008,66,305.16,305.16,3.6,170,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",3,1455.31,15.42,55.52,2.21,55.79,26.66,37.64,14.06
1701453600,303.16,309.22,1008,74,303.16,303.16,2.57,180,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",4,2670.29,47.83,59.63,0.02,69.62,56.9,78.13,24.57
1701457200,303.16,309.22,1009,74,303.16,303.16,2.57,160,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",4,2937.32,55.43,54.15,0,61.04,74.35,102.83,27.11
1701460800,303.16,309.22,1010,74,303.16,303.16,4.12,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,3150.94,55.88,46.61,0,52.45,97.88,134.45,25.08
1701464400,302.16,307.7,1010,79,302.16,302.16,3.09,120,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",5,3738.4,66.16,41.47,0,52.93,134.97,181.23,25.08
1701468000,302.16,306.67,1011,74,302.16,302.16,4.63,110,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",5,4165.65,75.1,38.04,0,54.36,167.61,222.2,26.09
1701471600,301.16,304.97,1011,78,301.16,301.16,3.09,90,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",5,4325.87,80.47,35.3,0,51.5,179.64,236.35,25.33
1701475200,300.16,303.2,1010,83,300.16,300.16,2.06,90,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,4219.06,85.83,32.9,0,45.3,175.79,228.33,19.76
1701478800,300.16,303.2,1010,83,300.16,300.16,2.06,60,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,4005.43,85.83,30.5,0,35.76,170.5,217.24,15.45
1701482400,300.16,303.2,1010,83,300.16,300.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,3231.05,67.06,26.73,0,23.84,141.53,177.63,13.05
1701486000,300.16,303.81,1009,89,300.16,300.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,2590.18,47.83,24.68,0,18.84,112.45,139.65,12.29
1701489600,299.16,299.16,1009,94,299.16,299.16,2.06,20,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,2243.04,38,24.33,0,18.12,95.93,117.38,12.03
1701493200,299.16,299.16,1010,89,299.16,299.16,1.54,40,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",5,2056.12,33.08,24.33,0,19.55,85.48,103.58,11.78
1701496800,299.16,299.16,1010,89,299.16,299.16,0.51,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",5,1949.31,31.29,23.65,0,22.41,77.15,95.45,12.16
1701500400,299.16,299.16,1010,89,299.16,299.16,2.06,50,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,2082.82,36.66,22.62,0.37,29.33,78.65,99.26,14.95
1701504000,300.16,303.2,1011,83,300.16,300.16,2.06,60,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",5,2563.48,55.88,24.33,0.94,46.25,90.99,115.09,18.24
1701507600,302.16,306.67,1012,74,302.16,302.16,0.51,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",5,3044.13,78.68,30.16,1.97,66.76,105.89,133.03,21.03
1701511200,303.16,308.21,1013,70,303.16,303.16,1.03,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",5,3097.53,87.62,43.87,4.02,89.65,112.17,140.27,23.31
1701514800,305.16,309.65,1012,58,305.16,305.16,1.54,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",5,1842.5,50.96,63.75,12.16,99.18,82.26,100.44,14.19
1701518400,304.16,307.53,1012,58,304.16,304.16,2.57,130,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",5,1602.17,31.74,85.68,23.25,105.86,91.69,107.16,11.27
1701522000,304.16,307.53,1010,58,304.16,304.16,2.06,110,0,75,0.46,"id: 500, main: Rain, description: light rain, icon: 10d",5,1762.39,25.26,106.93,30.4,117.3,113.03,128.92,11.02
1701525600,303.16,307.28,1009,66,303.16,303.16,2.57,120,0,75,20.51,"id: 503, main: Rain, description: very heavy rain, icon: 10d",5,1602.17,13.52,105.56,34.33,99.18,103.66,116.68,9.37
1701529200,303.16,307.28,1009,66,303.16,303.16,3.6,130,0,75,0.23,"id: 500, main: Rain, description: light rain, icon: 10d",5,1308.44,6.2,90.48,34.69,76.29,77.65,87.5,8.23
1701532800,303.16,308.21,1009,70,303.16,303.16,3.09,130,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",4,1094.82,2.74,76.77,32.54,62.94,57.05,64.66,7.47
1701536400,303.16,309.22,1009,74,303.16,303.16,2.06,170,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1708.98,7.1,86.37,8.94,62.94,66.36,77.75,12.67
1701540000,302.16,308.82,1010,84,302.16,302.16,2.57,180,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,2857.21,32.19,89.11,0.04,65.8,98.07,117.95,18.24
1701543600,301.16,307.65,1011,94,301.16,301.16,2.57,210,0,75,1.78,"id: 501, main: Rain, description: moderate rain, icon: 10n",5,3524.78,51.41,80.2,0,61.99,124,152.45,20.77
1701547200,301.16,307.65,1011,94,301.16,301.16,2.06,190,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,4005.43,63.48,67.86,0,61.99,145.81,181.17,22.55
1701550800,301.16,307.65,1012,94,301.16,301.16,4.12,180,0,75,0.85,"id: 500, main: Rain, description: light rain, icon: 10n",5,4486.08,70.63,65.12,0,64.85,167.32,206.97,20.27
1701554400,300.16,304.35,1012,94,300.16,300.16,5.66,140,0,75,2.9,"id: 501, main: Rain, description: moderate rain, icon: 10n",5,4646.3,65.27,78.14,0,63.9,183.9,227.16,16.72
1701558000,299.16,299.16,1012,100,299.16,299.16,5.14,120,0,75,5.31,"id: 502, main: Rain, description: heavy intensity rain, icon: 10n",5,3791.81,42.47,89.11,0,52.45,162.73,199.78,12.03
1701561600,299.16,299.16,1011,94,299.16,299.16,3.09,80,0,75,7.49,"id: 502, main: Rain, description: heavy intensity rain, icon: 10n",5,3524.78,35.76,87.74,0,40.05,161.49,192.59,9.75
1701565200,299.16,299.16,1011,94,299.16,299.16,5.14,50,0,75,0.87,"id: 500, main: Rain, description: light rain, icon: 10n",5,3471.37,34.87,85.68,0,35.29,171.86,199.84,10.01
1701568800,298.16,299.33,1010,100,298.16,298.16,4.12,40,0,75,0.46,"id: 500, main: Rain, description: light rain, icon: 10n",5,3471.37,34.87,84.31,0,33.38,194.89,219.6,12.41
1701572400,298.16,299.17,1009,94,298.16,298.16,2.57,50,0,75,2.05,"id: 501, main: Rain, description: moderate rain, icon: 10n",5,3471.37,36.21,78.83,0,35.29,212.9,236.28,17.48
1701576000,297.16,298.23,1009,100,297.16,297.16,1.54,70,0,75,3.99,"id: 501, main: Rain, description: moderate rain, icon: 10n",5,3471.37,42.47,74.03,0,44.82,228.35,251.64,25.33
1701579600,297.16,298.23,1010,100,297.16,297.16,1.03,0,0,40,0.42,"id: 500, main: Rain, description: light rain, icon: 10n",5,3578.19,53.64,72.66,0,61.04,244.96,268.7,33.44
1701583200,298.16,299.17,1010,94,298.16,298.16,1.54,100,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,3631.59,63.48,67.17,0,64.85,255.18,278.64,30.4
1701586800,298.16,299.33,1011,100,298.16,298.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,3738.4,69.74,61.69,0.28,64.85,262.05,285.92,25.08
1701590400,298.16,299.33,1011,100,298.16,298.16,2.06,270,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",5,3952.03,83.15,66.49,2.82,79.15,273.15,298.69,21.53
1701594000,300.16,303.81,1012,89,300.16,300.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,4592.9,95.67,95.96,9.66,106.81,314,345.21,21.03
1701597600,301.16,305.75,1012,83,301.16,301.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,4913.33,78.68,167.25,32.9,152.59,386.16,421.2,19.25
1701601200,302.16,307.7,1012,79,302.16,302.16,0.51,50,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,2857.21,28.39,150.8,103,148.77,293.02,315.38,6.08
1701604800,303.16,308.21,1011,70,303.16,303.16,0.51,210,0,75,0.23,"id: 500, main: Rain, description: light rain, icon: 10d",5,2162.93,10.62,101.45,183.11,120.16,256.63,274.93,4.43
1701608400,303.16,309.22,1010,74,303.16,303.16,1.03,0,0,75,1.06,"id: 501, main: Rain, description: moderate rain, icon: 10d",5,1735.69,4.02,57.58,248.91,90.6,236.2,253.97,4.88
1701612000,303.16,309.22,1010,74,303.16,303.16,1.03,0,0,75,3.99,"id: 501, main: Rain, description: moderate rain, icon: 10d",5,1268.39,1.13,37.36,231.74,63.9,171.66,187.48,6.59
1701615600,303.16,309.22,1009,74,303.16,303.16,1.54,0,0,100,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04d",5,1081.47,0.75,39.41,174.52,58.17,123.98,138.16,7.35
1701619200,303.16,309.22,1010,74,303.16,303.16,2.06,330,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,988.01,0.5,42.5,131.61,54.84,93.1,106.06,7.6
1701622800,303.16,309.22,1010,74,303.16,303.16,1.03,0,0,40,0.74,"id: 500, main: Rain, description: light rain, icon: 10d",5,1789.09,0.25,72.66,77.96,62.94,106.28,123.57,14.31
1701626400,302.16,307.7,1010,79,302.16,302.16,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",5,3124.24,0.72,116.53,21.1,73.43,144.48,167.98,20.77
1701630000,302.16,307.7,1011,79,302.16,302.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,4112.24,13.86,131.61,0.26,77.25,176.05,204.78,22.8
1701633600,301.16,306.75,1011,89,301.16,301.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,4966.74,34.42,123.38,0,78.2,208.54,245.07,25.08
1701637200,301.16,306.75,1012,89,301.16,301.16,2.57,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,5500.79,53.64,105.56,0,73.43,231.6,276.46,25.84
1701640800,300.16,304.35,1012,94,300.16,300.16,1.54,150,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,5554.2,67.95,81.57,0,63.9,239.46,289.87,24.83
1701644400,300.16,304.35,1012,94,300.16,300.16,2.06,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,5126.95,73.31,60.32,0,62.94,220.48,273.16,32.93
1701648000,300.16,304.35,1012,94,300.16,300.16,0.51,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,4592.9,75.1,50.72,0,70.57,197.41,249.62,45.09
1701651600,300.16,304.35,1011,94,300.16,300.16,0,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,4539.49,83.15,49.35,0,84.88,200.22,254.33,56.74
1701655200,300.16,304.35,1011,94,300.16,300.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,4646.3,87.62,50.72,0,93.46,219.38,274.44,65.86
1701658800,300.16,303.81,1011,89,300.16,300.16,2.06,130,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,4753.11,87.62,52.78,0,93.46,247.02,298.35,68.9
1701662400,299.16,299.16,1010,94,299.16,299.16,1.54,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,4859.92,84.04,52.09,0,81.06,274.84,317.79,61.81
1701666000,299.16,299.16,1011,94,299.16,299.16,2.06,10,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,4859.92,78.68,47.3,0,51.98,298.44,332.55,31.92
1701669600,299.16,299.16,1011,94,299.16,299.16,1.03,30,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",5,4699.71,73.31,40.1,0,42.92,301.83,331.32,23.05
1701673200,299.16,299.16,1012,94,299.16,299.16,0.51,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,4913.33,76.89,33.93,0.06,49.59,307.55,339.9,27.11
1701676800,300.16,304.35,1012,94,300.16,300.16,2.57,20,0,79,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",5,5340.58,91.2,37.7,0.32,63.9,310.78,347.95,28.88
1701680400,302.16,307.7,1013,79,302.16,302.16,3.09,60,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",5,5661.01,101.03,44.55,0.59,73.43,301.9,344.72,27.36
1701684000,303.16,308.21,1013,70,303.16,303.16,1.54,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",5,5126.95,86.72,57.58,1.32,76.29,257.49,301.27,27.36
1701687600,305.16,309.65,1012,58,305.16,305.16,1.03,290,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",4,1161.58,9.05,45.93,26.82,44.82,52.41,63.61,8.04
1701691200,305.16,309.65,1011,58,305.16,305.16,1.54,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",2,674.25,4.08,31.53,50.78,34.33,23.27,29.43,5.83
1701694800,306.16,310.99,1010,55,306.16,306.16,2.57,340,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,634.19,4.08,29.82,70.1,36.72,22.02,27.51,5.7
1701698400,306.16,310.05,1009,52,306.16,306.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,847.82,6.54,50.72,72.96,60.56,34.24,41.53,8.74
1701702000,306.16,310.99,1009,55,306.16,306.16,3.6,220,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",4,1401.9,12.18,104.19,43.99,109.67,64.78,75.92,14.57
1701705600,306.16,311.99,1008,58,306.16,306.16,3.09,220,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",5,1789.09,17.88,128.87,17.34,121.12,87.73,101.67,15.58
1701709200,304.16,310.78,1009,70,304.16,304.16,5.14,190,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",5,1815.8,21.9,98.71,4.56,84.88,76.1,91.76,13.17
1701712800,302.16,307.7,1009,79,302.16,302.16,4.63,190,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",4,1842.5,28.16,69.23,0.06,64.85,59.92,77.43,12.67
1701716400,302.16,306.67,1010,74,302.16,302.16,2.06,150,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",4,1815.8,32.19,56.21,0,60.56,55.67,76,13.43
1701720000,302.16,307.7,1011,79,302.16,302.16,2.57,140,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",4,1922.61,32.63,49.35,0,57.22,61.25,85.89,14.44
1701723600,301.16,305.75,1011,83,301.16,301.16,2.57,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",4,2056.12,32.63,44.55,0,52.93,71.27,100.54,15.45
1701727200,301.16,305.75,1011,83,301.16,301.16,2.06,140,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",5,2109.53,33.53,40.1,0,50.54,79.33,111.99,16.21
1701730800,301.16,306.75,1011,89,301.16,301.16,2.06,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",5,2109.53,34.87,36.33,0,47.21,80.43,113.98,15.58
1701734400,301.16,305.75,1011,83,301.16,301.16,1.54,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",4,1976.01,34.87,34.96,0,42.92,72.3,104.38,13.05
1701738000,300.16,303.81,1010,89,300.16,300.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",4,1869.2,35.32,35.64,0,41.01,67.51,98.47,12.29
1701741600,299.16,299.16,1010,94,299.16,299.16,1.54,80,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",4,1869.2,38.89,35.99,0,41.01,72.76,103.8,12.67
1701745200,300.16,303.81,1009,89,300.16,300.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,1976.01,45.6,34.62,0,39.58,86.68,118.7,12.92
1701748800,299.16,299.16,1009,94,299.16,299.16,0.51,50,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,2029.42,45.15,32.9,0,33.38,95.99,124.94,12.67
1701752400,299.16,299.16,1010,94,299.16,299.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,1922.61,38,30.5,0,26.7,93.28,115.65,11.53
1701756000,299.16,299.16,1010,94,299.16,299.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,1708.98,28.39,26.05,0,22.17,79.32,96.53,10.51
1701759600,299.16,299.16,1011,100,299.16,299.16,1.54,20,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1695.63,23.25,22.28,0.25,22.17,70.64,86.9,11.53
1701763200,300.16,304.35,1012,94,300.16,300.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1655.58,25.7,26.05,0.71,32.42,63.12,77.71,10.64
1701766800,302.16,309.16,1012,89,302.16,302.16,2.06,360,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1949.31,40.23,32.9,0.53,51.98,72.36,87.98,12.67
1701770400,304.16,311.16,1012,74,304.16,304.16,2.06,50,0,77,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",5,2296.45,61.69,43.87,0.29,82.97,88.17,106.29,15.96
1701774000,305.16,310.87,1011,62,305.16,305.16,0.51,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",3,1228.33,15.42,59.63,5.41,62.94,46.07,55.74,8.49
1701777600,306.16,310.99,1010,55,306.16,306.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,961.3,2.93,60.32,12.16,58.65,33.56,41.49,7.03
1701781200,306.16,310.05,1009,52,306.16,306.16,1.54,180,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,907.9,1.9,58.26,16.09,55.79,31.92,40.69,6.52
1701784800,307.16,311.23,1008,49,307.16,307.16,2.06,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,907.9,5.92,54.84,21.1,52.93,32.7,43.13,6.52
1701788400,307.16,311.23,1008,49,307.16,307.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,988.01,8.94,61.01,19.67,55.79,39,51.75,7.47
1701792000,306.16,311.99,1008,58,306.16,306.16,4.12,200,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,961.3,6.54,62.38,22.53,51.5,39.02,51.52,7.92
1701795600,305.16,310.87,1008,62,305.16,305.16,4.63,200,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,1014.71,3.74,65.12,15.38,53.41,33.21,44.13,9.63
1701799200,303.16,309.22,1009,74,303.16,303.16,3.6,180,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1108.17,4.86,61.69,2.5,54.84,28.92,40.1,11.4
1701802800,303.16,309.22,1010,74,303.16,303.16,2.57,200,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1094.82,6.54,51.41,1.21,48.64,28.41,41.61,11.27
1701806400,303.16,309.22,1011,74,303.16,303.16,2.06,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1108.17,5.76,45.24,1.56,42.92,31.17,47.33,11.02
1701810000,303.16,309.22,1011,74,303.16,303.16,2.06,150,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1174.93,8.05,42.16,0.75,43.39,35.63,54.73,11.78
1701813600,302.16,307.7,1012,79,302.16,302.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1268.39,12.96,40.1,0.17,46.73,40.97,62.53,12.41
1701817200,301.16,305.75,1012,83,301.16,301.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1361.85,19.67,38.73,0.02,49.11,45.14,68.55,12.41
1701820800,301.16,306.75,1011,89,301.16,301.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1361.85,24.81,37.36,0,48.64,44.04,67.21,11.02
1701824400,301.16,306.75,1011,89,301.16,301.16,2.06,140,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1308.44,28.39,36.33,0,48.64,43.55,66.52,10.89
1701828000,301.16,306.75,1011,89,301.16,301.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",4,1415.25,36.21,35.3,0,49.59,53.16,76.99,12.54
1701831600,300.16,304.35,1011,94,300.16,300.16,2.06,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",4,1708.98,49.17,34.96,0,50.07,73.88,100.75,14.44
1701835200,299.16,299.16,1010,100,299.16,299.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,2002.72,57.22,37.01,0,47.21,94.79,124.77,15.33
1701838800,299.16,299.16,1010,94,299.16,299.16,0.51,80,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",5,2189.64,60.8,39.76,0,44.35,111.21,143.69,15.58
1701842400,299.16,299.16,1011,94,299.16,299.16,1.03,70,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",5,2349.85,61.69,39.41,0,43.39,120.54,154.92,16.09
1701846000,300.16,304.35,1011,94,300.16,300.16,2.57,10,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",5,2777.1,66.16,36.67,0.28,48.16,135.46,174.19,19.51
1701849600,300.16,305.03,1012,100,300.16,300.16,2.57,10,0,81,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",5,3417.97,83.15,38.39,2.39,63.9,151.47,194.69,21.28
1701853200,302.16,309.16,1013,89,302.16,302.16,2.57,30,0,47,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,3791.81,89.41,51.41,4.38,76.29,159.79,204.27,21.53
1701856800,303.16,310.16,1013,84,303.16,303.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",5,3524.78,77.78,66.49,4.16,84.88,152.16,193.58,22.04
1701860400,304.16,311.16,1012,74,304.16,304.16,1.54,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",4,1522.06,17.88,67.17,4.43,60.56,71.26,90.03,10.26
1701864000,304.16,310.78,1011,70,304.16,304.16,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1161.58,4.53,65.8,7.06,54.36,52.13,64.06,8.49
1701867600,304.16,311.16,1010,74,304.16,304.16,2.06,30,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1201.63,3.32,71.29,4.96,61.99,53.14,63.94,8.74
1701871200,305.16,312.16,1009,66,305.16,305.16,0.51,280,0,75,0.17,"id: 500, main: Rain, description: light rain, icon: 10d",4,1268.39,4.58,76.77,1.74,67.71,57.49,68.47,8.99
1701874800,305.16,312.16,1009,70,305.16,305.16,2.06,170,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",4,1335.14,7.49,84.31,0.62,71.53,62.76,74.36,9.75
1701878400,305.16,312.16,1009,70,305.16,305.16,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1228.33,4.97,81.57,1.77,62.94,57.43,68.49,9.63
1701882000,304.16,311.16,1009,74,304.16,304.16,5.14,200,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,1228.33,8.27,70.6,1.13,60.08,46.16,58.45,11.53
