timestamp,Temprature (Kelvin),Feels like (Kelvin),Pressure (mb),Humidity (%),Min Temprature (Kelvin),Max Temprature (Kelvin),Wind speed (m/s),Wind degree,Wind gust (m/s),Clouds all (%),Rain 1h (mm),Weather details,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1714946400,300.97,304.95,1010,81,300.97,301.16,0.51,0,0,40,0.13,"id: 500, main: Rain, description: light rain, icon: 10n",5,3177.64,59.9,36.33,0,56.74,116.51,154.77,27.11
1714950000,301.52,305.84,1009,78,301.16,301.52,2.06,70,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,3524.78,68.84,33.59,0,53.88,135.83,181.08,26.85
1714953600,302.08,307.28,1008,78,301.16,302.08,2.06,100,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,3337.86,67.95,31.53,0,45.78,124.07,169.33,21.28
1714957200,301.52,306.02,1008,79,301.16,301.52,2.06,60,0,40,0.12,"id: 500, main: Rain, description: light rain, icon: 10n",5,2857.21,60.8,30.5,0,41.96,103.89,147.31,17.48
1714960800,301.52,305.84,1007,78,301.16,301.52,1.54,80,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,2429.96,56.33,29.47,0,41.96,89.75,130.41,14.69
1714964400,301.52,306.19,1007,80,301.16,301.52,1.34,359,1.34,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,2136.23,54.54,29.13,0,43.39,82.62,120.51,13.3
1714968000,301.52,306.19,1007,80,301.16,301.52,1.54,80,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",4,1842.5,51.86,29.13,0,45.78,74.93,108.66,12.16
1714971600,301.52,306.19,1008,80,300.16,301.52,1.54,50,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",4,1522.06,46.94,28.45,0,46.73,62.88,89.63,10.64
1714975200,301.52,306.37,1008,81,301.16,301.52,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1375.2,45.6,27.42,0.01,50.54,54.52,75.9,10.39
1714978800,302.63,308.77,1009,78,301.16,302.63,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1522.06,52.3,27.42,2.01,63.9,55.93,76.14,13.3
1714982400,304.3,311.3,1010,75,302.16,304.3,2.06,50,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,921.25,26.38,30.16,15.38,50.54,25.57,35.72,8.36
1714986000,305.41,312.41,1010,67,305.16,305.41,3.6,110,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,747.68,14.31,28.45,37.19,40.53,17.93,25.29,7.16
1714989600,305.97,312.97,1010,66,305.97,306.16,2.68,141,3.58,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,627.52,7.6,25.36,71.53,36.24,17.91,24.18,6.21
1714993200,307.63,314.63,1009,56,307.16,307.63,1.79,207,3.13,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,514.03,3.63,18.68,107.29,29.33,19.19,24.21,4.81
1714996800,308.19,315.19,1008,54,308.19,309.16,2.57,110,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",3,473.98,2.49,15.94,127.32,26.94,20.24,24.6,4.18
1715000400,307.63,314.63,1007,58,307.63,309.16,4.63,210,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",3,447.27,2.1,14.91,133.04,24.56,17.98,21.93,3.77
1715004000,308.19,315.19,1007,58,308.19,310.16,5.14,190,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",3,453.95,2.1,16.62,128.75,25.27,16.19,19.95,3.86
1715007600,308.19,315.19,1006,58,308.19,309.16,3.6,190,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",3,473.98,2.15,20.39,113.01,27.18,13.6,17.54,4.24
1715011200,307.08,314.08,1005,61,307.08,309.16,5.14,170,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,480.65,1.76,22.96,88.69,25.75,10.61,14.73,4.24
1715014800,306.52,313.52,1006,64,306.52,307.16,5.14,150,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,500.68,1.56,25.02,67.23,23.6,9.37,13.71,4.24
1715018400,304.86,311.86,1006,69,304.86,306.16,5.66,150,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,520.71,0.66,28.79,50.07,22.65,9.65,14.89,4.56
1715022000,304.3,311.15,1007,70,304.3,305.16,4.63,150,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,514.03,0,28.79,41.48,21.93,10.39,16.49,5.13
1715025600,304.3,310.85,1008,69,304.16,304.3,4.63,150,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",2,534.06,0.01,31.19,35.05,23.37,11.72,19.23,6.21
1715029200,303.75,309.97,1009,71,303.75,304.16,4.12,150,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",2,567.44,0.02,33.24,29.33,25.75,13.22,21.81,7.16
1715032800,303.75,310.26,1010,72,303.75,304.16,4.12,130,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",2,600.81,0.05,35.3,25.75,27.89,14.98,24.37,7.85
1715036400,303.19,309.04,1010,73,303.16,303.19,3.6,140,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,714.3,0.27,40.1,17.17,31.95,18.67,29.85,9.25
1715040000,303.19,309.3,1010,74,303.16,303.19,3.6,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,781.06,0.95,41.81,8.58,33.38,19.94,32.47,9.25
1715043600,302.63,308.06,1009,75,302.63,303.16,3.09,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,747.68,2.01,39.76,4.38,33.38,19.62,32.39,8.61
1715047200,302.63,308.06,1009,75,302.63,303.16,3.09,140,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,814.44,6.2,37.36,0.91,34.81,24.6,38.54,9.25
1715050800,302.63,308.29,1009,76,302.63,303.16,2.06,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",3,1014.71,16.32,34.27,0.03,38.62,35.63,52.13,10.51
1715054400,302.63,308.77,1009,78,302.16,302.63,2.57,140,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",3,1214.98,27.72,33.24,0,43.87,47.82,66.9,11.91
1715058000,302.08,307.49,1009,79,302.08,302.16,2.57,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",4,1348.5,36.66,34.27,0,48.64,56.3,77.3,13.17
1715061600,302.63,309.01,1010,79,302.16,302.63,1.54,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",4,1468.66,44.7,34.62,0.01,55.79,61.73,84.21,14.44
1715065200,303.75,310.75,1010,76,303.16,303.75,2.06,130,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",4,1815.8,59.9,35.3,2.08,74.39,72.76,97.94,17.99
1715068800,304.86,311.71,1011,67,304.86,305.16,3.6,140,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",4,1815.8,64.37,40.44,7.33,94.41,64.66,87.22,18.24
1715072400,305.97,312.92,1011,62,305.97,306.16,4.02,56,5.81,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",4,1869.2,52.75,52.09,14.66,92.51,60.03,81.46,18.49
1715076000,306.52,313.25,1010,59,306.52,307.16,4.47,130,4.92,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",3,1455.31,27.49,61.69,31.83,82.02,47.17,64.53,15.33
1715079600,308.19,315.19,1010,56,308.16,308.19,4.02,106,6.71,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,654.22,4.97,32.56,65.8,39.1,20.51,27.91,6.71
1715083200,309.3,316.3,1009,54,309.16,309.3,2.57,80,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,480.65,2.07,22.96,72.24,28.13,12.99,17.24,4.62
1715086800,307.16,312.26,1010,52,307.16,307.16,5.66,170,11.83,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,433.92,1.56,20.05,68.66,23.37,9.1,12.27,3.89
1715090400,308.16,315.16,1009,55,308.16,308.16,5.14,190,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,433.92,1.22,21.59,57.94,22.89,7.4,10.12,3.77
1715094000,307.08,314.08,1007,59,307.08,308.16,3.13,175,6.71,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,460.62,1.23,25.7,43.63,25.27,6.95,9.74,4.05
1715097600,304.86,311.86,1007,70,304.86,308.16,5.66,180,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,487.33,0.88,28.79,32.19,26.23,6.78,9.74,4.31
1715101200,302.16,309.16,1008,94,302.16,302.16,2.57,90,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,547.41,0.6,32.22,22.89,27.18,7.31,10.59,4.62
1715104800,303.16,310.16,1008,84,303.16,303.16,3.6,140,9.77,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",2,614.17,0.67,37.01,15.2,28.37,8.88,12.9,5.19
1715108400,299.16,299.16,1009,100,299.16,299.16,6.17,110,12.35,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",2,654.22,0.77,40.1,9.66,29.33,11.14,16.16,5.95
1715112000,300.97,305.54,1010,85,300.97,301.16,2.57,40,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1214.98,11.96,47.98,0.77,41.96,28.89,40.02,11.91
1715115600,300.97,305.54,1011,85,300.97,301.16,1.34,309,1.34,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",4,1842.5,29.95,45.93,0,51.5,54.13,72.13,16.21
1715119200,300.97,305.54,1011,85,300.97,301.16,1.03,330,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",5,2243.04,43.81,42.16,0,57.22,75.81,98.01,17.48
1715122800,301.52,306.74,1011,83,301.16,301.52,0.51,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,2456.67,56.33,39.07,0,61.99,89.1,114.1,17.99
1715126400,301.52,306.55,1011,82,301.16,301.52,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,2376.56,62.58,38.04,0,61.99,86.61,112.33,15.58
1715130000,301.52,306.55,1010,82,301.16,301.52,1.03,290,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,2216.34,62.58,38.73,0,58.17,81.77,107.98,14.19
1715133600,300.97,305.39,1009,84,300.97,301.16,1.03,0,0,75,0,"id: 701, main: Mist, description: mist, icon: 50n",5,2136.23,63.48,37.01,0,53.41,85.05,112.92,14.06
1715137200,300.41,304.28,1009,87,300.16,300.41,1.54,350,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,2243.04,70.63,34.27,0,52.45,98.3,128.76,16.09
1715140800,300.41,304.39,1009,88,300.16,300.41,2.24,330,2.68,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",5,2403.26,80.47,31.87,0,56.74,114.27,148.01,20.52
1715144400,300.41,304.28,1009,87,300.16,300.41,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",5,2590.18,92.98,31.53,0,64.85,130.34,165.03,22.55
1715148000,299.86,302.9,1010,88,299.86,300.16,2.06,20,0,40,0,"id: 701, main: Mist, description: mist, icon: 50d",5,2750.4,105.5,33.24,0,70.57,140.43,174.21,19.25
1715151600,301.52,306.74,1010,83,300.16,301.52,2.57,20,0,20,0,"id: 701, main: Mist, description: mist, icon: 50d",5,2910.61,112.65,39.76,0.85,84.88,145,177.41,18.24
1715155200,302.63,309.01,1010,79,302.16,302.63,2.06,30,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",5,1949.31,75.1,49.35,4.83,92.51,86.55,106.66,13.68
1715158800,304.3,311.3,1010,72,304.16,304.3,1.34,135,1.34,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",4,1655.58,47.39,54.15,11.44,81.06,63.5,79.26,13.68
1715162400,305.41,312.41,1010,66,305.41,306.16,3.09,90,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",4,1375.2,25.26,61.69,26.11,75.34,51.94,64.6,13.17
1715166000,307.08,314.08,1010,58,307.08,307.16,3.09,60,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,821.11,5.25,41.81,49.35,46.25,28.5,35.73,7.85
1715169600,308.19,315.19,1009,55,308.16,308.19,3.6,120,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,674.25,2.21,34.27,56.51,41.01,19.29,24.66,6.46
1715173200,309.16,313.79,1009,44,309.16,309.16,3.6,70,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,647.54,1.56,32.56,61.51,40.53,16.2,21.17,6.08
1715176800,310.16,314.79,1008,41,310.16,310.16,2.06,130,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",2,640.87,1.3,32.9,61.51,40.05,14.33,18.8,5.89
1715180400,308.19,315.19,1006,57,308.19,310.16,3.13,194,4.92,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,640.87,0.94,35.3,52.93,39.1,12.92,16.96,5.83
1715184000,307.08,314.08,1006,59,307.08,308.16,8.23,140,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,620.84,0.73,33.59,43.99,34.33,10.61,14.2,5.38
1715187600,306.52,313.52,1006,66,306.52,308.16,4.92,151,7.6,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,694.27,1.41,37.01,30.04,34.33,10.42,14.27,5.95
1715191200,302.63,306.14,1007,66,302.16,302.63,8.23,90,13.89,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,921.25,2.74,47.98,10.37,41.01,14.62,20.23,8.23
1715194800,304.3,310.25,1007,67,303.16,304.3,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n",2,1094.82,7.04,48.67,1.11,45.3,20.92,29.02,10.64
1715198400,303.75,310.75,1008,74,303.75,304.16,4.63,140,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1121.52,11.29,42.5,0.23,46.25,25.19,36.06,12.03
1715202000,303.75,310.75,1009,74,303.75,304.16,5.14,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",3,1028.06,11.85,37.7,0.18,43.87,25.07,37.79,11.78
1715205600,303.75,310.75,1009,74,303.75,304.16,4.63,140,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,961.3,11.51,35.64,0.19,42.44,24.79,38.21,11.15
1715209200,303.75,310.75,1009,75,303.75,304.16,5.66,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,881.2,9.95,34.62,0.31,39.58,22.4,35.18,9.75
1715212800,303.19,309.56,1009,75,303.19,304.16,5.66,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,700.95,6.15,32.9,1.03,32.9,15.85,26.32,7.41
1715216400,303.19,309.56,1008,75,303.16,303.19,4.12,140,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,547.41,2.65,30.5,3.62,28.13,11.48,19.23,6.14
1715220000,303.19,310.1,1008,77,303.16,303.19,4.63,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,487.33,1.36,29.47,6.26,27.18,10.31,16.51,5.83
1715223600,302.63,308.77,1008,78,302.63,303.16,3.6,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,473.98,1.22,29.47,6.88,28.13,10.66,16.53,5.76
1715227200,302.63,308.53,1008,77,302.63,303.16,2.57,90,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,473.98,1.15,29.47,7.33,28.85,11.13,17.12,5.7
1715230800,302.63,308.77,1008,78,302.63,303.16,4.63,120,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",2,480.65,1.2,30.16,7.51,29.56,11.54,17.31,5.57
1715234400,302.63,308.77,1009,78,302.16,302.63,2.57,90,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,527.38,2.88,33.93,3.89,35.29,13.2,19.13,6.21
1715238000,303.19,309.56,1009,75,303.16,303.19,3.09,110,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",2,714.3,11.4,34.27,3.4,45.3,18.54,25.98,8.23
1715241600,304.86,311.38,1010,66,304.16,304.86,3.6,70,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,894.55,16.54,36.67,7.33,51.02,21.42,30.53,9.5
1715245200,305.97,312.92,1010,62,305.97,306.16,4.63,110,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,974.66,17.88,40.78,9.03,56.74,22.45,33.04,10.39
1715248800,307.08,314.08,1010,58,307.08,308.16,5.14,90,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,947.95,16.54,45.24,9.03,61.99,22.68,34.04,10.64
1715252400,307.63,314.14,1009,54,307.16,307.63,4.47,135,6.26,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",3,1041.41,22.35,51.41,5.5,77.25,26.95,38.07,11.4
1715256000,308.19,315.19,1009,55,308.19,309.16,4.63,130,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",3,1121.52,31.29,52.78,4.16,80.11,30.29,40.41,11.15
1715259600,307.08,314.08,1007,64,307.08,307.16,4.63,150,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,894.55,21.23,45.24,6.62,53.88,21.5,28.71,7.79
1715263200,301.16,305.75,1008,83,301.16,301.16,5.66,120,11.83,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",2,754.36,11.73,41.13,5.81,41.01,16.14,21.61,6.33
1715266800,303.16,310.16,1007,89,303.16,303.16,2.57,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,807.76,13.08,42.16,2.64,45.78,17.03,22.61,6.78
1715270400,305.97,312.97,1005,64,305.97,306.16,4.47,234,8.05,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,881.2,15.87,43.87,0.96,49.11,17.8,23.73,6.9
1715274000,305.41,312.41,1006,68,305.41,306.16,7.6,155,10.73,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,907.9,11.06,47.98,0.87,45.78,16.63,23.21,7.03
1715277600,304.86,311.86,1007,70,304.86,305.16,6.69,180,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,988.01,11.06,47.98,0.4,46.73,18.64,26.28,7.6
1715281200,304.3,311.3,1008,74,304.16,304.3,4.12,160,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,1054.76,12.41,46.61,0.18,48.16,22.48,31.42,8.36
1715284800,303.75,310.75,1009,74,303.75,304.16,3.58,110,6.26,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",3,1161.58,15.2,44.55,0.09,49.11,28.61,40.13,9.5
1715288400,303.75,310.75,1009,74,303.75,304.16,3.6,140,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",3,1295.09,21.9,41.47,0.01,52.93,36.9,52.4,11.15
1715292000,303.16,310.16,1010,79,303.16,303.16,2.57,130,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",3,1441.96,28.61,40.1,0,58.17,45.86,64.43,12.54
1715295600,303.19,309.83,1010,76,303.16,303.19,3.6,110,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",3,1495.36,34.42,39.41,0,61.99,49.43,69.21,12.41
1715299200,303.19,310.1,1010,77,303.16,303.19,4.63,120,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",3,1281.74,30.4,38.39,0,55.79,39.2,56.7,9.5
1715302800,302.63,309.01,1009,79,302.63,303.16,4.63,110,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",3,988.01,22.13,35.64,0.01,46.73,28,42.76,7.6
1715306400,302.63,309.26,1008,80,302.63,303.16,4.47,83,5.81,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,807.76,18.1,32.9,0.02,43.87,23.15,35.38,6.9
1715310000,302.08,307.91,1008,81,302.08,302.16,2.57,100,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,734.33,17.43,31.87,0.02,43.87,22.48,33.33,6.59
1715313600,302.08,307.91,1008,81,302.08,302.16,3.09,100,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,694.27,17.66,30.16,0.02,43.87,21.95,32.1,6.33
1715317200,301.52,306.74,1009,83,301.16,301.52,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,667.57,18.55,28.45,0.02,42.44,20.79,29.63,5.89
1715320800,301.52,306.92,1009,84,301.16,301.52,1.54,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,734.33,24.81,30.16,0.02,50.07,23.66,32.13,6.65
1715324400,303.19,309.83,1010,76,302.16,303.19,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",3,974.66,35.32,33.93,1.33,61.99,32.95,43.14,8.99
1715328000,304.3,310.85,1010,69,303.16,304.3,2.57,80,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",3,1161.58,33.97,39.76,3.89,63.9,35.81,46.32,10.01
1715331600,305.41,311.49,1010,62,305.16,305.41,3.6,110,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",3,1295.09,33.97,46.61,11.18,72.48,38.22,48.97,11.15
1715335200,305.97,312.21,1010,60,305.97,307.16,6.17,100,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",3,1214.98,24.36,51.41,30.4,70.57,37.07,48.17,10.89
1715338800,307.63,313.36,1010,52,307.63,308.16,4.12,80,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,741,6.87,32.22,67.95,38.62,21.08,27.99,6.27
1715342400,308.75,315.71,1009,51,308.75,309.16,4.12,120,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,567.44,2.96,23.31,81.54,28.37,14.1,18.61,4.62
1715346000,309.3,316.22,1008,49,309.3,310.16,3.13,179,4.02,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,527.38,2.15,22.62,73.67,25.99,10.13,13.63,4.05
1715349600,311.16,316.14,1008,39,311.16,311.16,4.12,180,9.77,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,520.71,2.01,24.68,60.8,26.23,8.2,11.22,3.96
1715353200,308.75,315.75,1006,53,308.75,311.16,5.14,170,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,514.03,1.96,26.05,50.78,26.46,7.3,10.03,3.83
1715356800,307.63,314.63,1006,58,307.63,309.16,7.6,139,8.05,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,507.35,1.45,25.7,44.35,24.32,6.52,9.13,3.61
1715360400,306.52,313.52,1006,61,306.52,307.16,5.14,180,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,534.06,1.66,26.39,38.98,22.89,6.63,9.44,3.77
1715364000,305.41,312.41,1007,67,305.41,306.16,5.14,170,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,614.17,0.99,33.59,30.4,25.75,8.58,12.39,4.62
1715367600,304.86,311.86,1008,71,304.86,305.16,5.14,150,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,667.57,0.06,38.73,23.96,29.09,11.5,16.55,5.64
1715371200,304.3,311.3,1009,72,304.3,305.16,4.47,154,7.15,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",2,921.25,2.24,52.09,8.05,42.92,21.16,31.03,9.37
1715374800,303.75,310.75,1009,74,303.75,304.16,5.14,150,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n",3,1121.52,10.17,50.04,0.36,50.54,30.26,46.07,11.78
1715378400,303.75,310.75,1010,76,303.75,304.16,4.63,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",3,1161.58,15.87,42.16,0.06,48.64,33.77,52.48,11.91
1715382000,303.75,310.75,1010,76,303.75,304.16,3.09,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",3,1121.52,17.21,38.73,0.04,45.78,32.32,51.13,10.51
1715385600,303.19,310.1,1010,77,303.16,303.19,5.14,140,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,907.9,13.41,36.67,0.11,39.58,24.24,40.08,7.85
1715389200,303.19,310.19,1010,78,303.16,303.19,3.6,140,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,660.9,5.98,32.9,1.17,29.8,16.58,28.63,6.02
1715392800,303.19,310.19,1010,78,303.16,303.19,2.57,140,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,527.38,1.63,30.16,4.78,25.27,13.19,21.99,5.32
1715396400,303.19,310.19,1009,78,303.16,303.19,3.09,140,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,500.68,1.02,30.16,6.71,26.7,13.16,20.33,5.38
1715400000,303.19,309.83,1009,76,303.16,303.19,4.92,148,5.81,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n",2,500.68,1.19,31.53,6.08,29.33,13.92,20.78,5.51
1715403600,302.63,308.53,1010,77,302.63,303.16,4.12,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n",2,500.68,1.48,31.53,5.41,30.52,13.99,20.6,5.57
1715407200,303.19,310.1,1010,77,303.16,303.19,4.12,110,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,534.06,3.02,33.59,2.95,34.81,14.94,21.19,6.14
1715410800,303.19,309.56,1011,75,303.16,303.19,2.57,100,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d",2,700.95,11.06,33.24,3.89,43.39,19.78,26.82,7.98
1715414400,305.41,312.16,1012,64,304.16,305.41,2.57,70,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,881.2,14.98,38.04,3.62,49.59,22.88,30.91,9.37
1715418000,305.97,312.21,1012,60,305.97,306.16,4.63,80,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",2,921.25,15.65,39.41,5.28,52.93,22.44,31.5,10.13
1715421600,307.08,313.92,1011,57,307.08,307.16,4.02,162,4.47,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",2,847.82,13.63,38.73,8.4,52.45,20.21,29.64,9.75
1715425200,308.19,315.14,1011,53,308.16,308.19,2.57,100,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d",2,640.87,3.24,36.33,14.13,38.62,13.68,19.85,6.78
1715428800,308.75,315.75,1010,53,308.75,309.16,4.12,90,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,587.46,1.87,33.24,18.6,34.33,11.5,16.09,5.76
1715432400,309.3,316.3,1009,51,309.3,310.16,2.57,120,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,567.44,2.32,30.5,21.82,30.99,10.32,14.11,5.19
1715436000,309.86,316.86,1008,51,309.86,310.16,3.13,81,4.47,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d",2,534.06,1.87,28.79,22.89,27.89,8.7,11.73,4.62
1715439600,308.19,315.19,1007,58,308.19,309.16,4.63,170,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d",2,514.03,1.12,28.45,22.17,26.46,7.6,10.35,4.31
