aqi,dt,co,no,no2,o3,so2,pm2_5,pm10,nh3
3,1709647200,1041.41,0.41,42.16,13.95,37.67,32.98,53.67,12.92
3,1709650800,921.25,0.45,38.39,13.41,35.76,31.16,50.74,10.89
3,1709654400,801.09,0.32,35.3,15.74,32.42,27.38,45.41,8.74
2,1709658000,694.27,0.28,33.59,16.09,30.52,23.4,39.74,7.22
2,1709661600,620.84,0.37,33.59,14.31,31.47,22.3,37.56,6.78
2,1709665200,627.52,1.12,34.62,8.05,32.9,24.11,39.05,7.22
3,1709668800,680.92,4.58,32.9,1.77,34.33,27.52,42.32,7.79
3,1709672400,727.65,10.28,28.45,0.24,35.76,30.12,44.57,7.92
3,1709676000,774.38,15.2,26.73,0.06,38.62,32.02,46.09,8.04
3,1709679600,881.2,22.8,26.39,0.01,44.82,36.48,51.23,9.12
3,1709683200,1228.33,36.21,26.39,0.18,56.74,49.45,67.7,12.79
4,1709686800,1815.8,56.33,28.79,1.33,75.34,67.54,91.13,17.73
5,1709690400,2243.04,69.74,36.67,3.17,93.46,79.93,107.76,22.29
5,1709694000,2269.74,66.16,55.52,7.51,112.53,83.44,112.79,25.08
3,1709697600,1161.58,17.43,55.52,35.41,74.39,44.41,60.87,13.05
3,1709701200,974.66,6.26,54.15,66.52,69.62,41.96,55.95,11.15
4,1709704800,1028.06,4.14,56.89,98.71,78.2,50.72,65.34,11.27
4,1709708400,1054.76,3.05,56.21,137.33,80.11,62.07,76.59,11.02
4,1709712000,1041.41,2.37,53.47,155.93,79.15,66.97,80.54,10.64
4,1709715600,1041.41,1.73,49.35,173.09,78.2,70.21,83.51,10.51
5,1709719200,1361.85,1.51,69.23,154.5,94.41,78.4,94.32,14.31
5,1709722800,1762.39,0.34,87.74,89.41,102.04,75.73,96.05,19.0
4,1709726400,1695.63,0.1,78.14,28.97,76.29,57.62,80.45,19.76
3,1709730000,1321.79,2.1,52.78,5.45,48.16,39.85,62.07,17.23
3,1709733600,988.01,3.46,37.36,2.91,36.24,30.82,51.08,12.92
3,1709737200,827.79,2.21,33.59,5.14,32.42,26.92,45.32,9.88
2,1709740800,687.6,0.66,31.53,11.62,28.85,22.38,38.71,7.47
2,1709744400,600.81,0.37,30.5,14.48,27.66,19.4,33.7,6.33
2,1709748000,547.41,0.34,30.5,14.84,28.61,18.81,31.69,6.14
2,1709751600,534.06,0.45,31.19,13.05,29.33,19.72,31.93,6.52
2,1709755200,560.76,1.23,32.9,7.42,32.42,21.71,34.29,7.22
2,1709758800,594.14,3.8,33.59,2.37,36.24,23.69,36.79,7.54
3,1709762400,634.19,9.39,32.56,0.37,42.44,25.79,39.5,7.79
3,1709766000,687.6,17.66,30.5,0.04,51.02,28.69,43.39,8.36
3,1709769600,867.84,27.72,29.82,0.28,60.56,35.52,52.43,10.13
3,1709773200,921.25,16.09,38.04,9.48,51.98,34.28,49.68,9.25
3,1709776800,961.3,12.07,42.5,19.13,51.98,33.83,49.58,9.88
3,1709780400,961.3,7.49,52.09,16.63,56.74,33.76,50.41,10.77
3,1709784000,934.6,3.38,60.32,11.98,60.56,32.1,47.01,10.51
3,1709787600,921.25,2.85,64.43,14.66,62.94,29.9,42.53,10.01
3,1709791200,867.84,1.51,64.43,21.64,59.6,25.94,36.75,8.87
2,1709794800,814.44,1.26,57.58,35.41,55.31,22.23,31.75,7.79
2,1709798400,747.68,0.45,47.98,50.07,49.59,19.43,28.8,7.16
2,1709802000,660.9,0.24,37.01,60.08,36.24,15.71,24.72,6.08
2,1709805600,640.87,0.69,35.3,52.93,30.04,14.49,23.19,5.57
2,1709809200,667.57,0.41,37.36,39.34,28.85,15.48,24.57,5.76
2,1709812800,647.54,0.01,34.62,31.47,25.99,15.91,25.65,6.08
2,1709816400,587.46,0.03,30.5,27.89,22.41,14.97,24.47,5.89
2,1709820000,514.03,0.05,27.08,26.46,20.98,12.83,21.64,5.45
2,1709823600,473.98,0.04,25.36,27.18,20.27,11.27,19.74,5.19
1,1709827200,433.92,0.03,23.99,29.68,18.84,9.89,17.89,4.62
1,1709830800,377.18,0.02,22.28,32.54,16.93,8.21,15.39,3.67
1,1709834400,340.46,0.01,20.39,36.12,16.21,7.61,14.1,3.42
1,1709838000,327.11,0.0,20.05,38.62,16.69,7.38,13.47,3.55
1,1709841600,327.11,0.01,20.73,38.27,18.12,7.35,13.34,3.8
1,1709845200,337.12,0.01,21.93,35.76,19.55,7.55,13.57,4.02
2,1709848800,350.48,0.02,23.31,31.83,21.46,8.05,14.22,4.18
2,1709852400,383.85,0.06,25.7,26.82,24.08,9.11,15.53,4.37
2,1709856000,507.35,1.54,28.45,21.82,28.37,12.18,19.47,5.57
2,1709859600,647.54,8.27,24.68,28.61,30.99,13.86,21.82,6.4
2,1709863200,667.57,9.05,23.65,47.92,31.47,14.08,21.83,6.52
2,1709866800,607.49,5.42,21.76,90.12,30.99,15.68,22.91,6.21
3,1709870400,534.06,2.79,18.51,118.73,29.33,16.31,22.46,5.45
3,1709874000,500.68,2.01,18.34,117.3,28.37,14.44,19.83,5.19
3,1709877600,487.33,1.51,18.51,107.29,26.23,12.24,17.21,5.0
2,1709881200,487.33,1.63,18.51,98.71,25.03,11.54,16.2,4.88
3,1709884800,494.0,2.07,17.82,104.43,24.56,12.08,16.7,4.81
3,1709888400,480.65,2.24,16.45,101.57,21.93,11.17,15.6,4.43
2,1709892000,540.73,2.93,22.28,77.25,25.27,10.36,15.5,4.94
2,1709895600,600.81,1.27,29.82,44.35,26.7,9.78,16.62,5.7
2,1709899200,614.17,0.07,31.19,24.32,25.75,10.87,19.75,6.71
2,1709902800,594.14,0.23,29.82,17.52,24.08,11.81,22.0,7.22
2,1709906400,574.11,0.29,28.79,16.45,24.56,12.13,22.64,7.41
2,1709910000,574.11,0.3,29.47,16.09,25.75,12.99,23.7,7.85
2,1709913600,574.11,0.36,30.16,15.02,26.7,13.03,23.58,7.66
2,1709917200,527.38,0.42,30.16,13.77,27.18,11.42,20.85,6.71
2,1709920800,460.62,0.2,26.05,16.81,23.84,9.9,17.84,5.83
2,1709924400,440.6,0.21,25.7,16.27,24.56,10.34,17.61,6.02
2,1709928000,473.98,0.47,28.1,11.62,28.13,12.13,19.54,6.78
2,1709931600,500.68,1.08,30.16,7.15,30.99,13.77,21.6,7.35
2,1709935200,534.06,2.68,31.53,3.22,34.81,15.21,23.55,8.04
2,1709938800,574.11,6.54,32.56,0.8,40.53,16.93,25.68,8.74
2,1709942400,720.98,13.52,32.9,1.07,48.64,21.36,31.15,10.13
2,1709946000,881.2,19.22,30.5,10.82,49.59,23.14,33.5,10.77
2,1709949600,921.25,17.43,32.22,31.47,48.64,22.81,33.39,10.77
3,1709953200,841.14,8.61,32.9,88.69,48.16,25.72,35.96,9.75
4,1709956800,654.22,2.68,19.02,158.79,37.67,29.77,37.31,6.84
5,1709960400,594.14,1.38,13.19,197.41,34.81,35.0,41.22,5.7
5,1709964000,580.79,1.12,11.65,208.85,33.38,34.17,39.99,5.32
4,1709967600,574.11,0.68,14.91,177.38,31.47,26.23,31.46,5.26
3,1709971200,567.44,0.53,18.85,133.04,29.33,16.46,21.17,5.26
3,1709974800,540.73,0.33,19.54,107.29,25.27,11.59,16.48,5.0
2,1709978400,574.11,0.23,25.36,73.67,26.7,10.68,17.09,5.38
2,1709982000,607.49,0.05,27.08,47.21,25.03,10.88,18.91,5.51
2,1709985600,594.14,0.0,23.65,41.48,20.5,11.38,20.26,5.57
2,1709989200,567.44,0.0,21.25,43.27,17.4,11.77,21.13,5.57
2,1709992800,547.41,0.0,20.05,45.42,16.93,11.57,20.94,5.57
2,1709996400,540.73,0.0,19.88,46.49,17.17,11.74,21.18,5.7
2,1710000000,534.06,0.0,19.54,47.21,16.93,11.34,20.54,5.45
1,1710003600,487.33,0.0,17.99,49.35,15.26,9.79,18.17,4.56
1,1710007200,460.62,0.0,16.62,50.78,14.31,9.16,16.78,4.18
1,1710010800,447.27,0.0,16.96,50.07,15.14,9.32,16.75,4.24
1,1710014400,460.62,0.0,18.85,47.21,17.88,9.97,17.49,4.75
2,1710018000,473.98,0.0,20.73,43.63,20.5,10.46,17.99,5.32
2,1710021600,494.0,0.0,22.96,40.05,23.37,10.8,18.14,5.76
2,1710025200,534.06,0.01,26.05,36.12,26.94,11.37,18.55,6.33
2,1710028800,640.87,0.43,30.5,32.54,30.99,13.88,21.6,7.66
2,1710032400,761.03,4.36,28.45,40.41,32.42,14.95,23.14,8.23
2,1710036000,787.73,6.2,26.05,63.66,32.9,14.73,22.71,7.98
3,1710039600,727.65,3.8,21.42,113.01,32.42,15.52,22.72,7.22
4,1710043200,587.46,1.65,11.82,143.05,23.37,13.55,18.37,4.94
4,1710046800,540.73,1.33,9.77,150.2,20.98,12.06,15.77,4.18
4,1710050400,520.71,1.22,9.17,151.63,19.07,9.91,12.99,3.8
3,1710054000,520.71,0.94,12.0,133.04,19.31,8.14,11.1,3.89
3,1710057600,507.35,0.55,15.42,103.0,18.12,6.5,9.85,3.99
2,1710061200,480.65,0.28,15.42,85.12,14.78,6.69,10.49,3.7
2,1710064800,514.03,0.14,18.34,67.95,15.14,7.61,12.14,3.77
1,1710068400,554.08,0.03,21.42,55.79,16.93,8.07,13.33,4.24
1,1710072000,574.11,0.0,22.28,50.07,17.88,9.52,15.66,5.0
2,1710075600,560.76,0.0,21.93,47.21,17.88,10.44,17.35,5.57
2,1710079200,540.73,0.0,21.42,44.7,18.12,10.44,17.58,5.83
2,1710082800,540.73,0.0,21.76,42.92,19.07,10.76,18.15,6.21
2,1710086400,534.06,0.0,21.76,42.2,19.07,10.1,17.32,6.21
1,1710090000,487.33,0.0,20.56,42.2,17.88,8.02,14.12,5.51
2,1710093600,480.65,0.01,23.31,37.55,21.7,7.9,13.18,5.83
2,1710097200,480.65,0.01,25.7,33.26,25.51,8.5,13.69,6.27
2,1710100800,487.33,0.03,27.42,29.33,28.37,9.07,14.37,6.59
2,1710104400,494.0,0.05,28.79,26.46,30.52,9.49,14.83,6.71
2,1710108000,514.03,0.13,31.19,22.17,33.86,10.21,15.61,7.03
2,1710111600,594.14,0.75,38.39,12.16,42.92,12.98,19.14,8.23
2,1710115200,841.14,9.05,42.16,4.38,57.22,21.23,30.19,11.78
3,1710118800,1161.58,24.81,39.41,13.59,68.66,29.46,42.03,14.95
3,1710122400,1308.44,25.26,48.67,34.69,75.34,33.4,48.31,15.71
3,1710126000,1281.74,13.52,57.58,104.43,80.11,42.49,58.18,15.33
4,1710129600,700.95,3.21,21.42,153.06,40.05,27.13,34.11,6.71
4,1710133200,587.46,1.96,14.91,168.8,32.9,25.31,30.13,4.88
4,1710136800,580.79,1.75,14.39,175.95,31.95,23.96,28.34,4.62
5,1710140400,600.81,1.7,15.94,181.67,33.38,24.34,28.65,4.81
4,1710144000,627.52,1.79,18.34,171.66,33.86,21.68,26.29,5.13
3,1710147600,607.49,1.79,19.02,138.76,27.89,14.78,19.39,4.88
2,1710151200,634.19,1.96,22.62,95.84,25.51,10.95,15.84,4.94
2,1710154800,700.95,0.76,29.47,63.66,27.18,11.44,17.43,5.76
2,1710158400,727.65,0.0,30.85,48.64,27.89,13.3,20.44,6.78
2,1710162000,747.68,0.0,31.19,44.7,28.13,15.97,24.62,7.73
2,1710165600,747.68,0.0,31.53,40.41,28.85,17.94,27.76,8.36
2,1710169200,754.36,0.0,31.87,38.27,29.56,19.57,30.11,8.74
2,1710172800,747.68,0.0,32.22,36.84,30.04,20.08,31.27,8.36
2,1710176400,680.92,0.0,31.19,37.19,29.56,17.98,28.35,7.09
2,1710180000,627.52,0.0,30.16,38.62,29.09,17.1,26.14,6.52
2,1710183600,620.84,0.0,31.87,37.55,30.99,18.67,27.17,6.84
2,1710187200,660.9,0.02,36.33,31.83,35.76,21.75,30.73,7.73
2,1710190800,720.98,0.09,41.47,23.25,41.48,24.89,34.73,8.61
3,1710194400,781.06,0.81,48.67,11.18,49.59,28.18,38.8,9.63
3,1710198000,894.55,7.82,55.52,1.03,63.9,33.91,45.41,11.15
3,1710201600,1121.52,22.13,55.52,1.4,76.29,43.3,57.65,13.68
3,1710205200,1361.85,31.29,48.67,10.28,77.25,47.24,63.98,15.2
3,1710208800,1482.01,27.72,51.41,26.11,77.25,47.6,65.42,15.71
4,1710212400,1415.25,14.08,56.89,82.97,77.25,51.26,69.04,14.95
4,1710216000,794.41,2.93,24.33,143.05,40.05,30.98,39.5,7.35
3,1710219600,627.52,1.48,19.71,135.9,32.9,20.4,25.85,5.45
3,1710223200,594.14,0.92,21.93,110.15,32.42,13.13,17.68,5.07
2,1710226800,594.14,0.45,26.05,85.12,33.38,9.66,13.87,5.19
2,1710230400,607.49,0.75,27.42,77.25,32.42,8.87,13.13,5.45
2,1710234000,594.14,0.82,24.68,71.53,26.7,8.23,12.5,5.07
2,1710237600,660.9,0.66,28.79,59.37,26.7,11.94,17.59,5.38
2,1710241200,747.68,0.11,32.56,51.5,27.66,19.78,28.66,6.08
2,1710244800,754.36,0.0,31.19,49.35,25.75,23.67,34.86,6.65
2,1710248400,734.33,0.0,29.82,48.64,23.6,23.51,36.3,6.9
2,1710252000,700.95,0.0,28.79,46.49,22.89,21.6,34.76,6.84
2,1710255600,687.6,0.0,28.45,44.7,23.13,21.03,34.11,7.03
2,1710259200,667.57,0.0,27.76,43.27,22.41,20.19,32.67,6.52
2,1710262800,607.49,0.0,26.05,42.56,20.98,18.08,29.22,5.38
2,1710266400,560.76,0.0,24.68,42.2,20.5,16.96,26.72,5.0
2,1710270000,580.79,0.0,25.7,38.62,22.17,18.2,27.43,5.83
2,1710273600,660.9,0.02,30.16,30.4,26.46,21.89,31.89,7.47
3,1710277200,747.68,0.13,36.67,20.21,32.42,26.16,37.34,8.99
3,1710280800,854.49,1.3,45.24,7.78,41.96,31.27,43.84,10.51
3,1710284400,974.66,8.94,50.72,0.58,56.27,36.95,51.25,12.16
3,1710288000,1214.98,23.47,52.09,1.61,76.29,45.58,61.9,14.69
3,1710291600,1295.09,27.72,57.58,3.13,87.74,46.44,62.74,14.95
3,1710295200,1348.5,29.5,56.89,9.57,87.74,47.78,65.4,15.45
3,1710298800,1214.98,21.01,54.84,24.68,76.29,46.67,64.76,13.81
3,1710302400,821.11,5.25,34.62,62.94,41.48,32.67,44.48,7.73
3,1710306000,700.95,2.43,22.96,104.43,31.47,28.49,37.52,5.64
4,1710309600,674.25,1.54,17.65,141.62,29.09,30.44,38.62,5.07
4,1710313200,667.57,1.2,17.31,155.93,28.37,32.04,39.36,5.0
4,1710316800,727.65,1.05,24.68,148.77,35.76,33.48,40.73,5.83
3,1710320400,821.11,0.52,34.62,134.47,44.82,35.14,42.98,6.97
3,1710324000,1081.47,0.35,57.58,104.43,63.9,41.7,51.4,9.88
3,1710327600,1308.44,0.15,71.97,59.37,67.71,42.75,53.84,12.03
3,1710331200,1148.22,0.03,54.15,28.25,46.25,29.2,40.24,11.27
2,1710334800,934.6,0.08,39.07,22.71,32.42,21.71,33.99,10.26
2,1710338400,814.44,0.06,34.27,24.32,29.09,19.88,32.59,9.12
2,1710342000,754.36,0.05,32.22,25.75,27.42,18.02,29.9,8.11
2,1710345600,687.6,0.03,30.16,28.61,24.56,15.35,26.28,6.65
2,1710349200,594.14,0.02,27.42,32.19,21.7,12.25,21.92,4.94
2,1710352800,534.06,0.01,25.02,36.12,20.27,11.22,20.28,4.12
2,1710356400,507.35,0.01,24.33,38.27,20.74,11.5,20.83,3.99
2,1710360000,507.35,0.01,25.02,37.91,22.17,12.29,22.27,4.12
2,1710363600,507.35,0.01,26.39,36.48,23.84,12.92,23.51,4.31
2,1710367200,520.71,0.01,28.45,33.62,26.46,13.6,24.53,4.5
2,1710370800,567.44,0.05,33.59,27.18,31.95,15.3,26.65,5.32
2,1710374400,747.68,2.15,41.13,18.24,41.96,20.76,33.64,7.47
3,1710378000,988.01,12.29,39.07,23.6,51.02,25.81,40.59,9.63
3,1710381600,1054.76,14.53,40.44,38.98,54.36,26.94,42.56,10.39
3,1710385200,1001.36,9.72,42.5,71.53,56.74,28.02,43.56,10.13
3,1710388800,767.71,4.14,26.73,110.15,40.53,22.68,32.88,6.97
4,1710392400,707.63,2.26,19.19,150.2,35.76,25.66,33.21,5.89
4,1710396000,700.95,1.55,15.42,177.38,33.38,28.95,35.57,5.57
5,1710399600,714.3,1.27,15.94,188.83,33.38,31.0,37.02,5.64
4,1710403200,761.03,1.19,21.59,177.38,37.67,30.19,36.31,6.27
3,1710406800,767.71,0.85,26.73,138.76,35.76,23.11,28.98,6.52
2,1710410400,794.41,0.5,35.99,77.96,35.29,16.83,23.18,6.97
2,1710414000,787.73,0.11,39.07,40.05,32.9,14.65,22.86,6.97
2,1710417600,747.68,0.0,35.3,35.05,28.13,15.85,26.11,7.03
2,1710421200,700.95,0.0,31.87,39.34,24.32,16.76,28.09,6.78
2,1710424800,660.9,0.0,30.16,41.84,23.13,16.68,28.32,6.33
2,1710428400,640.87,0.0,29.47,41.84,23.13,16.04,27.64,6.02
2,1710432000,614.17,0.0,28.45,41.13,22.17,13.96,25.43,5.38
2,1710435600,554.08,0.0,26.05,42.92,19.79,11.39,22.4,4.18
2,1710439200,507.35,0.0,23.65,45.06,18.6,10.81,21.69,3.64
2,1710442800,487.33,0.0,22.96,44.35,18.84,10.78,21.58,3.61
2,1710446400,480.65,0.0,23.65,41.84,20.27,10.72,21.39,3.83
2,1710450000,467.3,0.0,24.33,39.7,21.7,10.52,20.82,4.12
2,1710453600,467.3,0.01,25.7,37.55,22.89,10.36,20.01,4.31
2,1710457200,487.33,0.02,28.1,33.97,25.75,10.96,20.39,4.81
2,1710460800,600.81,0.75,32.56,28.25,30.28,14.05,24.4,6.33
2,1710464400,741.0,7.15,28.79,34.33,32.42,16.06,27.01,7.16
2,1710468000,754.36,9.72,27.08,49.35,34.33,16.45,27.14,7.03
2,1710471600,700.95,6.82,25.36,85.83,34.81,18.07,28.38,6.52
3,1710475200,600.81,3.21,18.68,135.9,30.52,20.61,29.07,5.32
4,1710478800,554.08,2.04,14.74,163.08,28.61,21.93,28.48,4.62
4,1710482400,520.71,1.75,13.37,164.51,25.99,19.3,24.81,4.18
4,1710486000,520.71,1.75,14.05,161.65,25.51,17.77,22.84,4.12
4,1710489600,514.03,1.77,15.94,143.05,24.32,14.19,19.05,4.12
3,1710493200,500.68,1.48,17.14,108.72,20.74,9.93,14.53,3.83
2,1710496800,594.14,1.34,25.02,75.1,24.8,10.21,15.54,4.75
2,1710500400,700.95,0.34,32.22,51.5,27.66,13.3,20.42,5.95
