aqi,dt,co,no,no2,o3,so2,pm2_5,pm10,nh3
2,1710504000,734.33,0.01,33.59,34.69,26.94,16.2,24.73,6.97
2,1710507600,727.65,0.03,33.59,28.25,25.75,17.76,27.45,7.41
2,1710511200,687.6,0.03,32.56,29.33,25.03,18.07,28.22,7.03
2,1710514800,674.25,0.02,31.87,31.83,25.27,19.0,29.53,6.71
2,1710518400,654.22,0.01,31.19,34.33,24.56,19.13,29.64,5.83
2,1710522000,580.79,0.01,28.79,37.55,22.65,17.61,27.05,4.43
2,1710525600,500.68,0.0,22.96,44.35,18.12,16.36,24.64,3.48
2,1710529200,473.98,0.0,21.25,46.49,17.64,16.66,24.29,3.36
2,1710532800,480.65,0.0,22.28,44.7,19.55,17.62,25.26,3.64
2,1710536400,487.33,0.0,23.31,42.2,20.98,18.17,25.99,3.86
2,1710540000,500.68,0.0,25.02,39.34,22.89,18.53,26.43,4.12
2,1710543600,534.06,0.01,28.1,34.33,26.7,19.51,27.65,4.69
2,1710547200,680.92,0.68,34.62,25.75,32.9,23.65,33.07,6.33
3,1710550800,867.84,7.38,32.22,29.33,37.19,26.29,37.11,7.98
3,1710554400,881.2,9.72,29.82,51.5,38.62,25.28,36.2,8.61
3,1710558000,781.06,5.36,26.73,110.15,37.67,26.57,36.99,7.98
4,1710561600,554.08,1.84,13.02,143.05,24.56,21.24,27.72,5.0
4,1710565200,514.03,1.34,10.54,157.36,22.65,20.79,25.78,4.37
4,1710568800,527.38,1.19,10.45,170.23,23.13,21.73,26.37,4.37
4,1710572400,547.41,1.16,11.48,178.81,24.56,23.34,27.79,4.5
4,1710576000,547.41,1.24,12.68,167.37,24.56,21.17,25.59,4.62
3,1710579600,514.03,1.31,13.19,138.76,20.5,15.34,19.62,4.31
2,1710583200,534.06,1.68,18.34,95.84,20.74,11.11,16.01,4.5
2,1710586800,580.79,0.61,23.65,62.23,20.74,11.44,18.28,5.0
2,1710590400,594.14,0.0,23.31,49.35,19.07,13.93,22.56,5.45
2,1710594000,574.11,0.0,22.62,46.49,17.4,15.08,24.65,5.45
2,1710597600,547.41,0.0,21.93,46.49,17.4,15.23,25.25,5.26
2,1710601200,540.73,0.0,22.28,45.78,17.88,15.73,26.14,5.07
2,1710604800,534.06,0.0,22.62,43.63,18.12,15.52,26.18,4.62
2,1710608400,494.0,0.0,21.93,41.84,17.4,13.89,23.95,3.93
2,1710612000,460.62,0.0,21.08,40.41,17.17,12.88,21.9,3.7
2,1710615600,447.27,0.0,21.42,37.55,18.6,12.74,21.1,3.77
2,1710619200,447.27,0.01,22.28,34.69,20.03,12.97,21.11,3.93
2,1710622800,440.6,0.01,22.62,32.9,20.5,12.8,20.76,3.96
2,1710626400,447.27,0.02,23.99,29.68,21.7,12.8,20.57,4.02
2,1710630000,480.65,0.09,27.76,23.25,26.23,13.96,21.85,4.56
2,1710633600,627.52,2.43,32.22,16.45,33.86,18.46,27.71,6.21
2,1710637200,807.76,9.28,31.19,20.56,38.62,22.12,33.06,7.92
2,1710640800,847.82,11.51,30.5,34.69,40.05,22.59,34.27,8.61
2,1710644400,774.38,7.49,29.82,72.96,40.05,23.26,34.68,8.23
3,1710648000,567.44,2.37,16.45,120.16,26.46,19.12,26.14,5.45
4,1710651600,520.71,1.27,12.34,140.19,22.65,18.57,23.43,4.75
4,1710655200,527.38,1.03,11.82,145.91,21.46,17.75,21.83,4.62
4,1710658800,540.73,1.03,12.68,148.77,22.17,17.99,21.67,4.62
4,1710662400,574.11,1.12,14.74,161.65,25.03,20.0,23.72,4.94
4,1710666000,607.49,1.09,16.96,165.94,26.46,20.76,24.65,5.38
4,1710669600,727.65,1.15,26.39,153.06,32.9,21.56,26.3,7.03
3,1710673200,821.11,0.33,34.62,104.43,33.86,20.68,26.92,8.49
2,1710676800,714.3,0.0,29.82,52.21,25.99,18.41,26.1,7.79
2,1710680400,627.52,0.0,25.7,35.41,20.98,20.11,29.45,6.97
2,1710684000,607.49,0.01,24.68,33.62,20.74,21.77,31.71,6.9
2,1710687600,600.81,0.01,25.02,32.19,21.7,21.33,31.14,7.03
2,1710691200,587.46,0.01,24.68,31.47,21.46,19.92,29.4,6.27
2,1710694800,520.71,0.01,22.62,32.19,19.55,17.17,25.64,4.81
2,1710698400,494.0,0.03,25.02,29.68,22.41,17.05,25.26,4.5
2,1710702000,494.0,0.05,28.1,26.11,26.46,18.2,27.02,4.69
2,1710705600,500.68,0.1,29.82,22.35,29.56,19.22,28.77,5.0
2,1710709200,500.68,0.17,30.5,19.67,30.99,19.25,29.24,5.13
2,1710712800,514.03,0.34,32.22,15.91,33.38,19.24,29.61,5.38
2,1710716400,560.76,1.05,35.99,9.66,38.15,20.68,31.53,6.27
3,1710720000,747.68,5.76,38.39,4.74,45.78,25.84,38.37,8.49
3,1710723600,934.6,14.75,33.93,16.81,47.68,28.42,42.25,10.13
3,1710727200,947.95,14.75,35.3,40.77,48.64,28.31,42.37,10.26
3,1710730800,867.84,8.05,34.96,100.14,49.11,31.74,45.96,9.5
3,1710734400,594.14,1.84,21.25,114.44,30.99,20.97,29.25,5.76
2,1710738000,520.71,1.55,20.05,92.98,27.18,13.56,19.08,4.75
2,1710741600,500.68,1.77,19.71,87.98,26.23,11.26,16.07,4.5
2,1710745200,494.0,2.01,19.36,90.84,26.23,10.74,15.39,4.5
2,1710748800,467.3,2.26,18.51,87.26,23.13,10.23,15.69,4.24
2,1710752400,433.92,2.4,16.62,71.53,17.17,9.38,15.43,3.55
2,1710756000,500.68,2.65,22.28,49.35,19.55,11.08,18.18,4.05
2,1710759600,580.79,0.68,29.13,33.26,22.65,14.45,22.75,4.88
2,1710763200,627.52,0.03,30.85,28.25,24.32,19.23,29.37,5.95
2,1710766800,634.19,0.04,31.87,27.54,24.32,23.12,35.13,6.33
2,1710770400,614.17,0.03,31.19,28.61,24.32,24.68,37.52,6.08
2,1710774000,607.49,0.03,31.19,28.97,25.27,25.0,38.03,6.02
2,1710777600,580.79,0.02,30.5,30.04,24.8,22.93,35.47,5.51
2,1710781200,500.68,0.01,27.08,33.62,21.46,18.09,28.8,4.24
2,1710784800,447.27,0.0,23.65,38.27,19.55,15.48,24.29,3.77
2,1710788400,433.92,0.0,22.62,41.13,19.55,15.4,23.41,3.77
2,1710792000,440.6,0.0,23.31,40.77,20.98,16.68,24.85,3.93
2,1710795600,453.95,0.0,24.33,39.7,22.41,17.98,26.37,4.05
2,1710799200,467.3,0.01,25.36,37.91,24.08,18.66,26.89,4.31
2,1710802800,500.68,0.02,27.76,33.97,27.18,18.81,26.74,4.88
2,1710806400,640.87,1.29,31.87,28.97,31.95,21.18,29.9,6.52
2,1710810000,801.09,8.05,28.45,36.84,35.29,22.73,32.47,7.66
2,1710813600,834.47,8.94,28.45,60.8,38.15,23.44,33.27,7.85
3,1710817200,787.73,5.42,26.73,113.01,41.48,27.04,36.7,7.79
3,1710820800,587.46,2.18,16.28,130.18,29.33,18.56,24.28,5.13
3,1710824400,527.38,1.56,15.42,123.02,25.51,13.32,17.5,4.37
3,1710828000,507.35,1.27,15.42,118.73,23.84,10.94,14.68,4.12
3,1710831600,514.03,1.19,17.14,113.01,24.32,10.37,14.16,4.24
3,1710835200,507.35,1.56,17.65,111.58,22.41,10.57,14.99,4.24
3,1710838800,500.68,1.75,15.94,100.14,17.17,11.02,16.31,3.7
2,1710842400,547.41,1.9,18.51,80.11,17.17,12.23,18.78,3.74
2,1710846000,607.49,0.71,24.68,55.07,19.79,13.06,20.95,4.5
2,1710849600,640.87,0.0,28.1,38.98,21.7,14.96,24.61,5.51
2,1710853200,647.54,0.01,28.45,33.26,22.17,16.28,27.53,6.08
2,1710856800,620.84,0.02,27.42,31.11,21.93,16.23,28.17,6.21
2,1710860400,607.49,0.03,27.08,28.97,22.17,16.52,28.89,6.4
2,1710864000,634.19,0.1,30.16,23.25,25.51,17.7,31.26,6.97
2,1710867600,620.84,0.2,30.85,18.42,27.66,17.01,30.45,6.84
2,1710871200,580.79,0.23,29.47,17.34,27.89,15.69,27.4,6.65
2,1710874800,600.81,0.44,30.5,13.41,29.8,16.76,27.34,7.41
2,1710878400,667.57,1.49,33.93,6.35,33.38,20.15,31.05,8.36
2,1710882000,741.0,5.48,34.62,1.32,37.67,23.86,35.73,8.74
3,1710885600,807.76,12.41,32.9,0.14,41.01,27.26,40.45,9.12
3,1710889200,934.6,21.23,33.59,0.01,47.21,33.01,47.86,10.64
3,1710892800,1348.5,35.32,34.62,1.48,57.7,48.18,67.31,14.69
4,1710896400,1949.31,49.62,38.73,8.58,68.66,65.37,89.32,19.76
5,1710900000,2429.96,45.15,68.55,31.11,86.78,83.31,111.31,24.07
5,1710903600,2670.29,23.02,109.67,121.59,115.39,129.72,161.28,24.32
4,1710907200,1068.12,5.2,39.41,163.08,60.08,50.53,61.93,9.12
5,1710910800,747.68,1.77,18.34,183.11,36.72,33.35,39.98,5.57
4,1710914400,627.52,1.34,13.54,160.22,25.99,17.99,22.56,4.31
3,1710918000,600.81,1.41,13.71,135.9,21.93,11.07,14.49,4.05
3,1710921600,614.17,1.34,16.96,120.16,22.89,9.65,13.16,4.37
3,1710925200,607.49,0.94,18.85,100.14,21.46,8.06,11.68,4.37
2,1710928800,700.95,1.15,26.05,75.1,26.23,8.97,13.78,5.26
2,1710932400,774.38,0.61,32.22,50.78,28.37,10.82,18.06,6.21
2,1710936000,767.71,0.01,32.56,31.83,27.42,12.54,22.64,7.03
2,1710939600,727.65,0.04,30.85,26.46,25.75,13.22,25.34,7.47
2,1710943200,694.27,0.06,30.85,25.03,26.94,13.73,26.72,7.85
2,1710946800,707.63,0.09,32.9,22.71,29.56,15.33,29.0,8.61
2,1710950400,834.47,0.45,38.73,14.66,34.33,19.67,35.01,11.02
2,1710954000,947.95,1.96,42.84,5.32,38.62,22.4,38.95,12.41
2,1710957600,947.95,5.81,42.16,1.07,41.96,23.36,39.34,13.05
3,1710961200,974.66,13.75,40.78,0.07,48.64,26.68,41.94,14.19
3,1710964800,974.66,21.68,39.41,0.01,55.31,29.71,44.5,15.33
3,1710968400,947.95,24.36,38.73,0.0,57.22,30.32,44.57,15.58
3,1710972000,921.25,24.59,38.73,0.0,57.7,29.28,43.17,15.45
3,1710975600,1014.71,32.63,40.78,0.0,68.66,32.99,47.54,16.72
3,1710979200,1401.9,53.2,44.55,1.15,95.37,49.03,66.89,21.28
4,1710982800,1949.31,76.89,52.09,7.15,127.79,67.12,87.97,25.33
5,1710986400,2376.56,82.25,80.88,18.95,160.22,86.28,109.76,28.12
5,1710990000,2723.69,61.69,146.69,58.65,205.99,140.3,167.77,29.13
4,1710993600,1214.98,10.39,62.38,143.05,86.78,65.34,76.35,11.02
5,1710997200,854.49,2.54,29.82,181.67,52.45,48.95,55.95,6.59
5,1711000800,767.71,1.19,23.65,180.24,43.39,38.05,44.34,5.76
4,1711004400,720.98,1.12,23.65,160.22,38.62,26.03,31.46,5.51
4,1711008000,694.27,1.42,22.96,151.63,34.81,19.46,24.26,5.38
3,1711011600,660.9,1.41,20.73,137.33,28.13,14.47,19.05,5.0
3,1711015200,714.3,1.49,26.05,105.86,27.89,14.24,20.43,5.45
2,1711018800,761.03,0.46,32.56,70.81,28.37,16.81,25.74,6.08
2,1711022400,727.65,0.0,31.87,54.36,25.75,18.04,28.5,6.52
2,1711026000,667.57,0.0,29.47,53.64,23.13,17.98,29.71,6.65
2,1711029600,614.17,0.0,27.42,57.94,22.17,17.21,29.05,6.33
2,1711033200,594.14,0.0,26.39,60.8,21.7,17.23,28.72,6.14
2,1711036800,574.11,0.0,25.7,62.23,21.22,16.53,27.37,5.7
2,1711040400,520.71,0.0,24.33,62.23,20.27,15.08,24.51,4.75
2,1711044000,480.65,0.0,23.31,62.23,20.03,15.14,23.48,4.5
2,1711047600,473.98,0.0,23.99,60.08,21.7,16.02,23.78,4.62
2,1711051200,487.33,0.0,26.05,55.79,24.56,17.28,25.07,5.0
2,1711054800,507.35,0.0,28.45,51.5,27.66,18.37,26.39,5.32
2,1711058400,534.06,0.0,31.19,45.78,30.52,19.16,27.09,5.7
2,1711062000,587.46,0.01,35.99,38.62,35.76,20.64,28.6,6.52
3,1711065600,761.03,1.47,43.18,30.4,43.39,25.33,34.5,8.74
3,1711069200,974.66,4.86,46.61,28.25,49.11,28.33,39.15,10.51
3,1711072800,1014.71,7.26,44.55,38.98,51.02,26.97,38.34,10.51
3,1711076400,947.95,5.87,41.13,67.23,51.98,25.89,36.93,9.88
3,1711080000,734.33,2.74,25.7,110.15,37.67,19.27,26.74,6.78
4,1711083600,647.54,1.9,18.51,141.62,31.95,18.18,23.78,5.32
4,1711087200,620.84,1.56,15.25,160.22,28.61,18.68,23.62,4.75
4,1711090800,607.49,1.45,14.05,167.37,26.46,18.7,23.05,4.43
4,1711094400,567.44,1.51,14.22,148.77,21.93,14.21,18.27,3.99
3,1711098000,514.03,1.47,13.88,124.45,16.21,10.39,14.48,3.32
2,1711101600,540.73,1.82,19.71,92.98,18.12,10.62,15.8,3.64
2,1711105200,620.84,0.68,27.76,66.52,21.7,12.42,19.1,4.62
2,1711108800,654.22,0.0,30.85,50.78,23.6,14.43,22.46,5.83
2,1711112400,654.22,0.0,31.19,47.21,23.84,15.82,24.97,6.33
2,1711116000,620.84,0.0,30.16,47.21,23.6,15.9,25.24,6.14
2,1711119600,614.17,0.0,29.82,44.35,24.08,16.08,25.31,6.08
2,1711123200,600.81,0.0,30.16,40.41,24.08,15.04,23.89,5.64
2,1711126800,547.41,0.0,28.79,38.62,22.41,12.28,19.9,4.56
1,1711130400,473.98,0.0,22.96,42.2,17.88,9.9,15.91,3.7
1,1711134000,440.6,0.0,20.91,42.56,16.69,9.13,14.12,3.55
1,1711137600,440.6,0.0,21.42,39.7,17.88,8.98,13.74,3.64
1,1711141200,440.6,0.01,22.28,35.76,19.31,8.82,13.75,3.74
2,1711144800,447.27,0.02,23.31,31.11,20.5,8.44,13.61,3.86
2,1711148400,467.3,0.05,24.68,25.75,22.17,8.3,13.7,4.18
2,1711152000,567.44,1.34,26.73,21.46,25.51,10.17,16.58,5.26
2,1711155600,674.25,6.2,24.33,26.11,26.7,11.19,18.33,5.95
2,1711159200,667.57,7.15,22.96,40.41,26.23,10.65,17.85,5.95
2,1711162800,614.17,4.58,21.59,74.39,25.51,10.91,17.9,5.51
2,1711166400,480.65,1.87,12.34,95.84,16.45,7.79,12.07,3.36
2,1711170000,447.27,1.42,10.71,98.71,14.9,6.87,10.21,2.82
2,1711173600,433.92,1.34,10.45,94.41,13.95,6.03,9.07,2.63
2,1711177200,440.6,1.45,10.8,91.55,14.19,5.93,8.9,2.66
2,1711180800,440.6,1.56,10.97,90.84,13.95,5.99,9.15,2.63
2,1711184400,447.27,1.62,10.97,82.97,12.64,5.62,8.85,2.53
2,1711188000,494.0,1.79,15.25,67.95,14.78,6.14,10.14,3.04
1,1711191600,560.76,0.68,21.93,47.92,17.4,7.34,12.49,3.96
1,1711195200,594.14,0.01,25.02,34.69,19.07,8.78,14.91,5.0
1,1711198800,600.81,0.02,25.7,29.33,19.07,9.74,16.7,5.57
1,1711202400,574.11,0.02,25.02,28.61,18.6,9.77,16.97,5.32
2,1711206000,567.44,0.02,24.68,28.25,18.84,10.13,17.46,5.19
1,1711209600,540.73,0.02,24.33,29.33,18.12,9.53,16.71,4.69
1,1711213200,487.33,0.01,22.62,31.11,16.69,7.75,14.24,3.74
1,1711216800,440.6,0.01,20.56,32.9,15.74,6.78,12.65,3.29
1,1711220400,433.92,0.02,22.28,30.76,18.12,7.34,13.26,3.7
2,1711224000,467.3,0.05,25.7,25.39,22.17,8.88,15.39,4.56
2,1711227600,487.33,0.08,26.73,21.99,24.08,9.75,16.62,4.81
2,1711231200,494.0,0.15,27.08,19.13,25.03,10.02,16.91,4.75
2,1711234800,514.03,0.33,28.79,14.84,27.42,10.38,17.24,4.81
2,1711238400,587.46,2.54,28.45,13.77,29.56,11.96,19.16,5.32
2,1711242000,594.14,5.64,19.54,28.25,23.37,10.01,16.33,4.62
2,1711245600,580.79,5.42,17.48,45.78,21.7,9.27,15.17,4.5
2,1711249200,540.73,3.3,15.59,75.1,20.5,9.48,15.04,4.18
3,1711252800,487.33,1.87,12.17,105.86,18.36,9.65,14.43,3.58
3,1711256400,467.3,1.45,10.8,121.59,17.4,9.44,13.78,3.26
3,1711260000,453.95,1.29,9.68,127.32,15.74,8.79,12.87,2.98
3,1711263600,453.95,1.31,9.42,125.89,15.26,8.55,12.4,2.88
3,1711267200,447.27,1.45,10.02,113.01,15.26,7.61,11.28,2.88
2,1711270800,440.6,1.59,10.71,92.98,14.31,6.15,9.65,2.79
2,1711274400,520.71,2.37,17.14,65.8,19.31,6.97,11.28,3.93
2,1711278000,640.87,1.17,26.05,40.05,23.37,9.65,15.96,5.57
2,1711281600,694.27,0.05,28.79,24.68,24.56,12.73,20.81,6.97
2,1711285200,720.98,0.15,29.13,18.95,24.56,15.17,24.83,7.6
2,1711288800,707.63,0.21,29.47,16.99,24.8,16.35,27.05,7.03
2,1711292400,714.3,0.23,30.16,16.45,25.27,17.72,29.12,6.46
2,1711296000,694.27,0.24,30.16,16.27,24.8,17.57,28.88,5.64
2,1711299600,620.84,0.18,28.45,17.52,22.65,14.98,25.32,4.56
2,1711303200,580.79,0.41,30.5,14.13,25.99,14.65,24.23,4.5
2,1711306800,587.46,1.15,33.24,7.87,30.28,16.27,25.9,5.0
2,1711310400,634.19,3.55,33.59,2.57,33.86,18.78,29.18,5.7
2,1711314000,674.25,8.38,31.87,0.48,37.19,21.15,32.59,6.21
2,1711317600,707.63,13.97,29.82,0.1,41.48,22.81,35.26,6.65
2,1711321200,767.71,20.34,29.13,0.02,48.64,24.87,38.22,7.54
3,1711324800,974.66,29.95,30.16,1.18,60.56,31.23,46.19,9.75
3,1711328400,1054.76,29.95,31.87,9.48,60.08,29.29,43.04,9.88
2,1711332000,1001.36,20.79,34.62,28.97,53.41,24.85,36.86,9.63
2,1711335600,841.14,9.39,33.59,81.54,47.21,23.44,34.16,8.23
3,1711339200,600.81,2.71,18.68,125.89,29.56,18.25,25.63,5.13
3,1711342800,540.73,1.65,17.31,123.02,26.46,14.53,20.41,4.37
3,1711346400,527.38,1.01,19.54,103.0,25.75,10.88,16.29,4.18
2,1711350000,534.06,1.22,20.73,91.55,26.23,9.8,15.17,4.31
3,1711353600,534.06,1.68,19.36,100.14,25.27,10.62,16.48,4.31
2,1711357200,520.71,1.84,18.16,98.71,21.46,10.41,16.8,3.99
2,1711360800,600.81,2.54,25.36,72.96,25.51,11.42,19.01,4.94
2,1711364400,720.98,1.1,35.3,40.41,29.33,13.92,23.26,6.4
2,1711368000,774.38,0.12,37.7,21.82,30.04,17.34,28.57,7.73
2,1711371600,774.38,0.24,37.36,17.34,29.09,19.67,32.62,8.11
2,1711375200,727.65,0.21,35.64,18.24,27.89,19.49,32.82,7.41
2,1711378800,694.27,0.19,34.96,18.78,27.89,19.31,32.62,6.97
2,1711382400,654.22,0.17,33.59,19.31,26.94,17.92,30.94,6.08
2,1711386000,560.76,0.11,30.5,21.28,23.84,14.61,26.26,4.69
2,1711389600,487.33,0.09,27.42,22.35,21.7,12.87,23.16,4.12
2,1711393200,453.95,0.09,26.05,22.17,21.46,12.19,21.65,3.99
2,1711396800,433.92,0.1,25.36,22.17,21.46,11.71,21.0,3.99
2,1711400400,417.23,0.09,24.68,22.89,21.7,11.1,20.37,3.93
2,1711404000,410.56,0.08,24.33,23.96,21.93,10.48,19.69,3.99
2,1711407600,440.6,0.11,26.73,22.53,25.27,11.06,20.55,4.5
2,1711411200,567.44,0.76,31.87,18.24,30.99,14.46,24.98,6.14
2,1711414800,727.65,8.27,27.76,26.46,35.76,17.03,28.39,7.41
2,1711418400,774.38,10.17,27.42,48.64,39.58,18.21,29.32,7.6
3,1711422000,747.68,6.26,26.73,100.14,42.92,22.29,32.73,7.28
3,1711425600,614.17,2.49,19.02,127.32,33.86,20.96,28.5,5.64
3,1711429200,567.44,1.98,17.65,121.59,30.99,15.8,21.49,5.0
3,1711432800,547.41,1.82,16.11,128.75,28.37,14.05,18.98,4.56
4,1711436400,547.41,1.76,15.94,143.05,28.37,15.18,19.75,4.56
4,1711440000,527.38,1.87,16.96,140.19,26.46,14.0,18.62,4.62
3,1711443600,487.33,2.07,16.11,107.29,20.74,9.08,13.41,4.18
2,1711447200,514.03,2.24,19.19,69.38,19.31,7.26,11.93,4.18
2,1711450800,594.14,0.82,26.39,43.27,21.7,9.31,15.66,4.81
2,1711454400,634.19,0.01,28.79,32.54,23.13,12.48,20.53,5.7
2,1711458000,620.84,0.01,27.76,33.26,22.89,14.56,23.89,6.08
2,1711461600,580.79,0.01,25.7,34.33,22.41,14.64,24.4,6.08
2,1711465200,560.76,0.01,25.02,33.26,22.41,14.78,24.67,6.21
2,1711468800,540.73,0.01,24.33,33.62,21.93,14.26,23.89,5.89
2,1711472400,480.65,0.01,22.96,35.76,20.27,12.67,21.35,4.94
2,1711476000,440.6,0.01,21.59,36.48,19.55,12.31,20.07,4.62
2,1711479600,427.25,0.01,22.28,34.33,20.5,12.51,19.85,4.75
2,1711483200,433.92,0.03,24.33,29.68,23.37,13.2,20.69,5.13
2,1711486800,447.27,0.06,26.39,25.03,26.46,14.08,21.92,5.57
2,1711490400,473.98,0.16,29.47,20.38,30.28,15.15,23.24,6.14
2,1711494000,540.73,0.75,35.3,11.62,38.15,17.36,25.8,7.35
2,1711497600,754.36,9.16,37.7,7.24,51.98,23.92,34.12,10.26
3,1711501200,1054.76,22.58,37.01,13.59,64.85,30.45,43.04,12.79
3,1711504800,1134.87,19.45,44.55,22.17,66.76,31.04,44.75,12.92
3,1711508400,988.01,7.26,50.04,40.77,61.04,28.14,41.19,11.4
2,1711512000,620.84,2.12,27.42,60.08,34.81,15.28,22.4,6.33
2,1711515600,540.73,2.21,20.56,80.82,30.04,12.95,17.93,5.13
3,1711519200,540.73,1.98,18.68,108.72,30.52,14.71,19.34,5.0
3,1711522800,574.11,1.82,19.36,137.33,33.38,19.4,23.92,5.13
4,1711526400,607.49,1.63,21.42,155.93,35.76,23.07,27.95,5.38
3,1711530000,587.46,1.49,20.91,137.33,29.33,17.99,22.8,4.88
2,1711533600,634.19,1.9,26.39,92.98,27.89,14.58,20.02,5.19
2,1711537200,720.98,0.85,34.62,55.07,30.28,16.38,23.79,6.14
2,1711540800,754.36,0.01,36.67,34.33,30.99,18.62,28.16,7.28
2,1711544400,727.65,0.02,34.96,28.61,29.09,19.01,30.06,7.66
2,1711548000,674.25,0.02,32.56,28.61,27.42,18.17,29.88,7.41
2,1711551600,660.9,0.03,31.53,28.97,27.18,18.3,30.84,7.35
2,1711555200,634.19,0.02,30.85,30.04,25.99,17.77,30.77,6.59
2,1711558800,547.41,0.01,27.76,33.97,22.65,15.41,27.68,5.0
2,1711562400,487.33,0.0,25.02,37.19,20.5,14.4,25.79,4.24
2,1711566000,467.3,0.0,24.68,37.55,21.22,14.45,25.55,4.12
2,1711569600,473.98,0.01,26.73,34.33,23.6,15.32,26.81,4.31
2,1711573200,480.65,0.02,28.45,30.76,26.46,16.24,28.34,4.5
2,1711576800,500.68,0.05,30.5,26.46,29.33,16.87,29.24,4.69
2,1711580400,527.38,0.13,32.56,21.46,31.95,17.22,28.92,5.13
2,1711584000,654.22,1.79,35.64,16.27,35.76,19.76,31.91,6.71
2,1711587600,794.41,8.72,31.53,23.25,37.19,20.61,33.56,7.66
2,1711591200,814.44,10.62,30.85,45.42,39.1,20.86,34.65,7.85
3,1711594800,761.03,6.15,29.82,107.29,40.53,25.3,40.13,7.73
3,1711598400,580.79,1.96,22.62,117.3,30.99,19.03,29.28,5.57
2,1711602000,507.35,1.45,22.96,77.96,27.66,11.16,18.14,4.75
2,1711605600,480.65,1.2,22.96,62.23,25.27,8.48,14.43,4.31
2,1711609200,467.3,0.91,22.62,54.36,23.6,7.58,12.68,4.05
2,1711612800,460.62,0.77,22.28,50.07,22.65,7.44,12.24,3.99
2,1711616400,460.62,0.59,21.42,50.78,20.74,7.58,12.66,3.8
2,1711620000,634.19,0.96,33.93,38.98,32.42,11.56,19.23,5.95
2,1711623600,821.11,0.34,43.87,26.82,40.05,17.18,28.99,8.36
2,1711627200,854.49,0.13,42.5,20.56,37.67,21.09,35.77,9.5
2,1711630800,821.11,0.35,39.41,15.38,33.86,21.85,37.48,9.37
2,1711634400,747.68,0.54,37.36,12.52,31.47,20.55,35.88,8.36
2,1711638000,714.3,0.61,36.67,11.62,30.52,20.05,34.94,7.6
2,1711641600,667.57,0.49,35.3,12.87,28.13,18.39,32.17,6.52
2,1711645200,574.11,0.26,33.24,16.27,25.75,15.55,27.55,5.13
2,1711648800,500.68,0.11,31.19,20.92,24.56,14.62,25.25,4.43
2,1711652400,473.98,0.07,30.5,22.89,25.27,14.82,24.77,4.37
2,1711656000,467.3,0.1,31.87,21.64,27.42,15.33,25.17,4.5
2,1711659600,473.98,0.16,33.59,18.95,29.33,15.94,25.95,4.56
2,1711663200,480.65,0.27,34.96,16.45,30.99,16.2,26.4,4.69
2,1711666800,500.68,0.43,36.33,13.95,32.9,16.88,27.3,5.0
2,1711670400,620.84,1.87,39.07,11.09,36.72,20.16,31.66,6.27
2,1711674000,767.71,6.76,37.7,15.91,38.62,22.24,34.55,7.22
2,1711677600,787.73,9.39,35.64,25.75,38.62,22.07,34.34,7.35
2,1711681200,714.3,8.27,33.59,45.06,38.15,21.74,33.72,6.78
2,1711684800,600.81,3.91,29.47,65.09,32.9,18.6,28.59,5.57
2,1711688400,547.41,2.54,25.02,82.25,30.99,16.59,24.8,4.94
3,1711692000,527.38,1.87,20.22,108.72,28.37,16.72,23.92,4.31
3,1711695600,507.35,1.41,17.65,124.45,26.23,17.43,23.34,3.89
3,1711699200,507.35,1.15,19.02,115.87,24.32,15.84,20.92,3.8
2,1711702800,494.0,0.94,20.56,94.41,20.74,13.87,18.35,3.51
2,1711706400,600.81,1.48,31.19,57.22,26.23,15.32,20.93,4.75
2,1711710000,734.33,0.95,41.13,25.39,32.42,17.75,25.67,6.52
2,1711713600,794.41,0.77,42.5,11.09,33.86,20.24,30.13,7.98
2,1711717200,847.82,2.15,43.18,5.5,35.76,23.37,35.54,9.5
3,1711720800,867.84,4.41,42.84,2.15,38.62,25.93,40.25,10.64
3,1711724400,921.25,7.82,41.81,0.67,42.44,29.21,45.2,11.27
3,1711728000,934.6,10.17,40.44,0.3,43.39,29.94,46.71,10.39
2,1711731600,794.41,7.6,39.07,0.69,38.62,24.6,39.87,7.92
2,1711735200,620.84,2.07,35.3,5.28,30.04,19.51,32.07,5.89
2,1711738800,534.06,0.33,31.19,13.23,25.99,17.45,27.71,5.13
2,1711742400,514.03,0.24,31.53,15.2,27.18,17.62,27.03,5.07
2,1711746000,514.03,0.34,32.56,13.41,29.09,18.0,27.39,5.0
2,1711749600,520.71,0.73,33.93,9.48,31.95,18.24,27.74,5.0
2,1711753200,560.76,2.82,36.67,3.44,38.62,19.82,29.69,5.64
2,1711756800,707.63,12.41,34.27,4.2,48.64,24.97,35.99,7.28
3,1711760400,827.79,16.76,30.16,17.52,47.21,26.43,37.62,7.92
3,1711764000,827.79,11.73,31.53,37.55,43.87,25.71,36.6,8.11
3,1711767600,754.36,5.03,30.85,78.68,41.96,26.26,36.39,7.66
2,1711771200,540.73,1.9,18.34,92.98,27.66,17.85,23.81,5.07
2,1711774800,453.95,1.37,14.91,85.83,21.7,12.72,16.71,3.96
2,1711778400,423.91,1.1,14.22,79.39,18.6,10.06,13.36,3.58
2,1711782000,413.89,1.23,14.05,71.53,17.4,8.65,11.25,3.29
2,1711785600,410.56,1.61,14.22,70.81,17.17,8.41,10.76,3.17
