aqi,dt,co,no,no2,o3,so2,pm2_5,pm10,nh3
5,1704189600,1121.52,0.66,61.01,160.22,70.57,84.95,96.44,9.63
5,1704193200,1415.25,0.04,80.88,98.71,79.15,79.97,95.79,13.55
4,1704196800,1281.74,0.01,65.12,41.84,57.22,50.06,66.85,14.31
3,1704200400,1041.41,0.27,48.67,17.52,39.58,31.19,47.33,12.92
3,1704204000,974.66,0.29,43.87,16.45,37.19,32.72,49.57,11.53
3,1704207600,1028.06,0.1,43.18,22.35,38.15,43.3,61.8,11.02
4,1704211200,1108.17,0.05,43.53,25.75,38.15,52.74,72.39,10.39
4,1704214800,1134.87,0.05,43.87,25.39,37.19,55.46,75.13,9.12
4,1704218400,1108.17,0.08,45.24,21.99,37.19,55.6,75.01,8.61
4,1704222000,1228.33,0.81,52.09,10.64,37.67,63.48,84.48,9.5
5,1704225600,1535.42,9.05,58.95,0.5,41.48,83.18,107.93,11.27
5,1704229200,1869.2,23.47,63.06,0.0,45.3,107.05,136.59,12.92
5,1704232800,2109.53,31.74,66.49,0.0,43.39,123.36,156.93,13.3
5,1704236400,2216.34,34.87,63.06,0.0,39.1,128.28,163.33,12.16
5,1704240000,2403.26,37.55,55.52,0.34,37.67,131.58,169.06,12.92
5,1704243600,2243.04,40.68,50.04,1.54,49.59,115.66,151.85,12.29
5,1704247200,2243.04,42.47,47.3,4.87,58.65,101.06,132.68,15.2
5,1704250800,2029.42,31.74,59.63,15.56,68.66,87.96,114.54,17.23
3,1704254400,907.9,5.53,35.64,69.38,37.19,44.2,55.23,7.09
3,1704258000,714.3,3.24,25.7,103.0,32.9,36.5,43.74,5.51
3,1704261600,714.3,2.65,23.31,131.61,35.76,40.39,46.81,5.51
4,1704265200,714.3,2.21,23.31,150.2,37.67,44.23,50.09,5.51
4,1704268800,734.33,2.04,27.42,150.2,42.44,45.39,51.1,5.89
4,1704272400,787.73,1.56,33.59,143.05,47.21,46.84,53.06,6.46
4,1704276000,1121.52,1.1,63.06,115.87,70.57,59.44,68.82,10.26
5,1704279600,1562.12,0.1,93.22,73.67,88.69,78.06,93.37,15.33
4,1704283200,1441.96,0.01,73.34,39.34,62.94,62.9,81.16,15.71
3,1704286800,1134.87,0.15,49.35,20.74,40.53,39.75,57.69,13.81
3,1704290400,1068.12,0.37,46.61,15.02,39.58,36.51,56.56,12.79
3,1704294000,1108.17,0.71,50.04,11.27,43.39,40.02,63.29,12.67
4,1704297600,1762.39,8.83,56.89,1.68,46.25,65.32,95.61,16.72
5,1704301200,2456.67,26.6,56.21,0.01,45.3,91.3,127.08,17.48
5,1704304800,2857.21,41.57,56.89,0.0,46.73,110.13,150.46,18.49
5,1704308400,3097.53,52.75,58.26,0.0,46.25,130.81,175.9,19.25
5,1704312000,3150.94,54.54,61.69,0.0,41.96,145.27,191.53,16.47
5,1704315600,2857.21,46.04,62.38,0.0,37.67,140.85,182.46,13.81
5,1704319200,1668.93,26.82,47.98,0.0,38.62,81.39,104.74,11.4
4,1704322800,1201.63,23.92,33.59,0.0,37.67,52.63,67.85,12.92
3,1704326400,1268.39,29.95,27.08,0.38,42.92,47.64,62.45,18.24
4,1704330000,1815.8,48.73,27.08,3.58,59.6,58.49,77.2,24.57
5,1704333600,2376.56,65.27,41.13,9.75,85.83,75.77,98.71,28.88
5,1704337200,2857.21,67.06,84.31,26.11,125.89,110.31,137.86,32.42
5,1704340800,1615.52,25.03,87.74,45.42,112.53,75.63,92.0,16.97
4,1704344400,1401.9,13.97,84.31,67.95,104.9,73.12,86.76,13.55
5,1704348000,1495.36,10.95,84.31,100.14,108.72,84.95,98.2,12.67
5,1704351600,1201.63,5.53,65.8,121.59,85.83,76.97,87.76,10.01
4,1704355200,1014.71,2.77,57.58,115.87,72.48,66.78,76.07,8.87
4,1704358800,1028.06,1.15,61.01,105.86,71.53,65.42,74.76,9.12
5,1704362400,1361.85,0.62,90.48,77.96,95.37,78.57,90.95,12.79
5,1704366000,1842.5,0.09,123.38,48.64,113.49,98.9,117.37,17.73
5,1704369600,1655.58,0.0,93.22,36.84,79.15,75.22,98.16,17.99
3,1704373200,1174.93,0.02,54.84,30.76,44.82,43.77,69.67,14.82
3,1704376800,988.01,0.02,43.53,30.76,37.67,40.88,69.44,12.54
3,1704380400,947.95,0.01,40.78,33.62,37.19,46.25,76.42,11.53
3,1704384000,921.25,0.01,39.76,36.12,36.24,49.41,80.04,10.26
3,1704387600,881.2,0.01,40.1,35.76,36.24,49.74,80.01,8.61
4,1704391200,854.49,0.01,42.5,32.54,38.62,51.8,81.83,8.23
4,1704394800,1108.17,0.47,52.78,15.91,39.58,66.66,98.83,10.89
5,1704398400,1548.77,8.38,61.69,0.91,42.92,92.56,129.03,14.06
5,1704402000,1949.31,25.03,63.06,0.0,48.64,119.64,161.24,17.73
5,1704405600,2216.34,37.55,65.12,0.0,51.5,137.54,184.03,20.52
5,1704409200,2483.37,47.39,62.38,0.0,50.07,149.21,199.6,18.49
5,1704412800,3150.94,63.48,58.26,0.13,55.31,173.94,229.97,19.76
5,1704416400,3257.75,70.63,54.15,0.22,65.8,156.5,207.87,19.51
5,1704420000,3578.19,84.94,51.41,0.27,80.11,150.6,199.54,24.07
5,1704423600,3631.59,93.88,56.89,0.47,101.09,149.52,196.71,29.39
5,1704427200,1815.8,34.42,73.34,1.23,93.46,88.03,118.5,15.2
4,1704430800,1441.96,13.75,82.94,1.22,88.69,74.48,100.75,12.54
4,1704434400,1401.9,8.61,87.05,4.52,93.46,70.82,95.0,12.16
4,1704438000,1308.44,9.05,78.14,26.46,89.65,63.69,84.67,11.15
4,1704441600,1228.33,6.03,77.46,33.97,84.88,57.45,75.96,10.64
4,1704445200,1188.28,3.46,76.77,33.97,80.11,53.11,70.87,10.39
4,1704448800,1522.06,3.91,97.33,9.03,88.69,57.89,78.79,14.06
4,1704452400,1949.31,13.97,102.82,0.26,91.55,67.33,92.89,18.75
4,1704456000,1976.01,13.75,89.11,0.18,76.29,68.69,96.75,21.03
4,1704459600,1815.8,7.71,70.6,0.94,59.13,62.97,91.39,21.79
4,1704463200,1735.69,6.15,59.63,1.27,53.88,60.84,90.25,22.29
4,1704466800,1735.69,8.94,54.15,0.54,55.79,63.96,94.96,22.8
4,1704470400,1922.61,16.09,49.35,0.08,56.27,71.42,104.79,23.05
4,1704474000,2029.42,21.46,45.24,0.01,49.59,72.43,107.11,21.28
4,1704477600,1789.09,19.22,41.47,0.02,39.58,63.16,96.56,18.24
4,1704481200,1682.28,19.45,37.01,0.01,34.33,62.7,95.69,18.49
5,1704484800,1815.8,27.27,35.64,0.0,40.05,75.52,110.46,25.33
5,1704488400,2109.53,38.44,37.36,0.0,52.93,95.71,134.23,36.98
5,1704492000,2456.67,50.07,41.81,0.0,64.85,119.85,162.28,46.1
5,1704495600,2883.91,60.8,43.53,0.0,63.9,145.35,191.19,44.08
5,1704499200,3524.78,72.42,43.18,0.07,56.27,178.66,229.21,34.96
5,1704502800,4005.43,76.89,47.3,2.68,52.93,189.77,241.21,22.8
5,1704506400,4646.3,71.53,73.34,14.31,59.13,214.11,268.03,24.57
5,1704510000,5126.95,33.97,135.72,86.55,70.57,282.95,339.39,27.87
5,1704513600,1522.06,6.43,63.06,120.16,59.13,117.21,139.94,7.73
5,1704517200,1054.76,3.21,38.39,154.5,47.68,94.64,110.68,5.64
5,1704520800,1001.36,2.04,28.45,208.85,48.64,106.99,121.63,5.45
5,1704524400,921.25,1.12,21.59,234.6,43.39,110.7,123.09,4.94
5,1704528000,907.9,0.78,24.68,226.02,45.3,106.86,117.86,5.32
5,1704531600,961.3,0.41,31.87,214.58,52.45,105.09,116.39,6.08
5,1704535200,1028.06,0.14,39.07,185.97,55.31,93.27,104.52,6.78
4,1704538800,1014.71,0.01,39.76,150.2,49.11,73.83,84.77,7.16
4,1704542400,921.25,0.0,35.99,113.01,40.53,54.6,65.39,7.41
3,1704546000,1188.28,0.0,46.61,55.07,41.01,45.78,62.95,13.81
3,1704549600,1468.66,0.36,52.09,15.38,41.96,46.84,71.75,18.75
4,1704553200,1575.47,3.27,47.98,2.79,41.01,51.35,80.94,19.51
4,1704556800,1842.5,13.19,41.47,0.14,39.1,64.35,98.78,19.51
4,1704560400,2136.23,24.59,37.01,0.0,35.29,74.95,112.33,17.73
5,1704564000,2243.04,32.19,35.64,0.0,35.76,82.65,122.01,19.51
5,1704567600,2349.85,38.44,36.33,0.0,44.35,94.55,135.38,30.91
5,1704571200,2510.07,46.04,37.7,0.0,58.65,110.61,153.24,45.6
5,1704574800,2696.99,55.88,39.41,0.0,74.39,127.84,172.13,58.77
5,1704578400,2964.02,67.95,42.5,0.0,92.51,146.68,194.29,67.89
5,1704582000,3337.86,82.25,46.61,0.0,105.86,174.15,225.91,74.98
5,1704585600,4005.43,96.56,50.72,0.06,103.0,213.49,271.83,77.01
5,1704589200,4272.46,95.67,54.15,0.97,78.2,215.49,272.39,41.54
5,1704592800,4753.11,99.24,63.06,4.43,74.39,225.09,282.57,31.41
5,1704596400,5073.55,72.42,111.04,20.38,80.11,247.3,305.49,31.92
5,1704600000,2002.72,17.21,94.59,76.53,87.74,137.39,164.0,11.78
5,1704603600,1615.52,5.53,86.37,118.73,85.83,127.19,147.6,9.12
5,1704607200,1602.17,1.79,85.0,114.44,90.6,112.94,130.78,8.99
5,1704610800,1388.55,2.15,71.97,97.27,81.06,86.08,100.91,8.36
4,1704614400,1228.33,3.86,62.38,101.57,73.43,70.18,83.27,7.85
4,1704618000,1134.87,3.44,57.58,108.72,66.76,61.16,73.46,7.92
4,1704621600,1188.28,2.07,65.8,83.68,68.66,52.83,65.71,10.01
3,1704625200,1241.68,0.23,69.23,37.91,61.99,40.86,55.98,12.79
3,1704628800,1121.52,0.09,52.09,20.38,43.87,31.76,49.47,13.43
3,1704632400,934.6,0.07,37.7,22.35,31.47,27.68,47.5,12.29
2,1704636000,794.41,0.03,31.53,26.11,27.42,24.9,45.16,10.51
2,1704639600,720.98,0.03,29.13,26.82,26.23,23.59,43.88,9.37
2,1704643200,654.22,0.03,27.42,27.89,24.8,22.07,41.84,8.36
2,1704646800,580.79,0.02,26.05,28.61,23.37,19.27,37.27,7.22
2,1704650400,560.76,0.08,29.82,23.96,27.66,19.24,35.71,7.47
2,1704654000,594.14,0.36,35.99,15.02,34.81,22.22,38.45,8.74
3,1704657600,700.95,3.58,43.87,3.35,45.3,28.71,46.26,10.39
3,1704661200,847.82,16.32,46.61,0.04,59.6,38.36,58.2,11.91
3,1704664800,974.66,26.15,50.04,0.0,64.85,47.41,70.48,12.54
4,1704668400,1108.17,32.19,50.04,0.0,62.94,56.06,82.3,12.79
4,1704672000,1522.06,42.02,46.61,0.09,62.94,72.88,104.33,15.07
5,1704675600,2162.93,57.22,43.87,0.73,68.66,90.68,128.0,17.99
5,1704679200,2643.59,73.31,44.55,2.24,82.02,102.96,143.8,21.28
5,1704682800,2883.91,83.15,54.84,4.6,103.0,113.44,154.91,24.57
4,1704686400,1615.52,33.97,65.12,15.91,84.88,73.84,101.04,13.81
4,1704690000,1321.79,13.52,73.34,25.03,76.29,63.92,85.44,11.15
4,1704693600,1281.74,4.92,80.88,23.6,76.29,61.41,79.94,10.51
4,1704697200,1241.68,1.41,83.63,18.95,75.34,57.63,73.6,10.01
4,1704700800,1228.33,0.86,85.0,14.31,76.29,53.31,66.86,10.01
3,1704704400,1174.93,0.76,81.57,13.23,72.48,47.52,59.45,9.75
3,1704708000,1482.01,9.28,87.05,2.95,80.11,49.21,63.45,14.06
4,1704711600,1895.9,27.27,79.51,0.07,83.92,54.47,73.62,19.76
4,1704715200,1922.61,32.63,61.01,0.0,70.57,55.32,79.56,23.05
4,1704718800,1762.39,25.93,49.35,0.01,57.7,55.15,84.48,23.31
4,1704722400,1548.77,19.0,45.24,0.04,51.5,53.91,85.77,20.52
4,1704726000,1388.55,14.53,43.18,0.12,49.11,52.83,85.42,17.73
3,1704729600,1188.28,10.17,40.78,0.4,44.35,46.11,75.81,14.19
3,1704733200,1001.36,7.1,38.04,0.84,37.67,36.3,62.31,11.15
3,1704736800,841.14,5.09,35.99,1.48,33.86,29.46,52.36,9.5
3,1704740400,847.82,6.48,34.96,0.87,32.42,31.33,53.11,9.75
3,1704744000,1028.06,13.63,33.59,0.1,34.81,42.0,65.28,11.53
4,1704747600,1241.68,23.69,32.22,0.01,40.53,55.17,81.28,14.06
4,1704751200,1495.36,36.66,33.59,0.0,51.02,70.23,99.53,17.48
5,1704754800,1762.39,52.3,35.99,0.0,63.9,85.65,118.22,18.49
5,1704758400,2403.26,78.68,40.44,0.09,87.74,116.55,155.3,22.04
4,1704848400,1976.01,64.37,41.13,2.75,87.74,73.38,105.98,15.83
5,1704852000,2323.15,67.95,45.24,8.85,92.51,78.85,114.67,19.0
5,1704855600,2189.64,48.28,66.49,28.25,99.18,79.86,116.2,20.52
3,1704859200,1001.36,7.15,45.93,84.4,57.7,48.37,66.25,9.37
3,1704862800,794.41,2.32,34.62,101.57,45.78,41.14,54.6,7.54
3,1704866400,747.68,0.92,32.9,94.41,42.44,34.1,45.58,7.09
3,1704870000,734.33,0.41,35.3,76.53,41.01,28.2,38.26,7.16
3,1704873600,767.71,0.63,40.44,65.09,45.78,26.5,36.06,7.73
3,1704877200,834.47,0.61,47.3,56.51,52.45,26.71,36.42,8.49
3,1704880800,1241.68,1.22,82.25,26.46,82.97,37.77,50.93,12.92
4,1704884400,1762.39,7.93,108.3,1.72,105.86,54.56,74.08,18.24
3,1704888000,1602.17,14.19,74.71,0.12,73.43,47.84,69.74,17.73
3,1704891600,1161.58,8.16,45.93,0.95,42.44,32.93,53.59,14.44
3,1704895200,961.3,2.74,41.13,4.38,36.24,28.55,48.87,12.03
3,1704898800,881.2,1.98,38.39,5.59,36.24,26.97,46.75,10.64
2,1704902400,821.11,3.02,35.99,3.62,35.29,24.32,42.88,9.12
2,1704906000,747.68,4.41,33.93,1.94,33.38,20.9,37.82,7.41
2,1704909600,687.6,5.53,32.56,1.23,33.38,19.82,35.18,6.71
3,1704913200,781.06,9.83,31.19,0.27,32.9,25.98,41.96,7.6
3,1704916800,1001.36,19.0,30.16,0.02,35.29,38.57,57.08,9.75
4,1704920400,1268.39,31.29,31.53,0.0,42.92,54.73,76.88,13.43
4,1704924000,1535.42,44.26,35.99,0.0,51.98,72.24,98.88,17.73
5,1704927600,1789.09,54.99,41.13,0.0,57.22,88.41,118.86,17.99
5,1704931200,2296.45,67.06,44.55,0.09,61.99,111.32,147.67,18.49
5,1704934800,2777.1,78.68,45.93,0.45,70.57,120.43,159.33,18.24
5,1704938400,3097.53,87.62,45.24,1.9,81.06,119.55,159.22,21.28
5,1704942000,3044.13,84.94,56.89,5.72,101.09,115.94,155.16,25.59
3,1704945600,1214.98,19.67,50.72,38.27,62.94,49.55,65.17,10.77
3,1704949200,827.79,5.7,35.64,86.55,43.39,40.28,50.28,7.09
3,1704952800,727.65,3.05,26.73,125.89,36.72,43.23,51.27,5.95
3,1704956400,654.22,2.07,22.96,138.76,31.95,41.97,49.04,5.32
3,1704960000,640.87,1.82,25.36,120.16,32.42,35.37,41.85,5.45
3,1704963600,674.25,1.52,30.16,94.41,35.29,28.41,34.58,5.89
3,1704967200,1094.82,1.65,62.38,63.66,64.85,38.19,47.57,10.39
4,1704970800,1789.09,0.25,111.04,49.35,105.86,72.72,90.05,16.97
4,1704974400,1628.88,0.0,87.74,41.84,74.39,67.51,90.37,16.21
3,1704978000,1041.41,0.1,45.24,23.6,35.76,32.29,54.56,11.91
3,1704981600,881.2,0.2,38.04,18.95,32.9,26.42,48.87,10.89
3,1704985200,894.55,0.23,39.41,18.24,36.24,29.02,52.13,11.27
3,1704988800,1068.12,0.64,43.18,12.52,37.67,35.75,60.47,12.92
3,1704992400,1201.63,1.73,45.24,5.9,36.24,39.27,64.48,12.41
3,1704996000,1201.63,3.63,43.87,2.37,36.24,39.91,64.59,11.27
3,1704999600,1321.79,11.06,41.81,0.25,38.62,49.7,75.94,12.54
4,1705003200,1615.52,23.92,40.44,0.01,42.44,68.58,98.1,15.33
5,1705006800,1922.61,36.66,43.18,0.0,49.11,90.0,123.91,19.76
5,1705010400,2216.34,47.83,49.35,0.0,56.74,109.5,148.84,25.59
5,1705014000,2590.18,60.8,54.15,0.0,60.56,130.68,174.56,26.35
5,1705017600,3364.56,79.57,57.58,0.06,67.71,167.77,219.5,28.88
5,1705021200,4058.84,96.56,60.32,0.83,76.29,184.99,239.93,27.87
5,1705024800,5020.14,121.59,64.43,2.55,88.69,211.76,272.29,30.15
5,1705028400,5554.2,126.96,93.22,7.15,113.49,236.47,300.07,35.97
5,1705032000,1842.5,32.19,87.74,11.18,98.23,88.15,114.23,13.68
4,1705035600,1335.14,12.41,83.63,16.81,80.11,63.34,82.21,10.39
4,1705039200,1321.79,11.73,85.68,26.46,82.97,61.96,80.1,10.51
4,1705042800,1228.33,9.39,78.83,46.49,75.34,58.09,75.58,9.88
4,1705046400,1121.52,6.48,69.92,70.81,66.76,54.11,70.7,9.5
4,1705050000,1094.82,4.3,68.55,90.12,66.76,54.83,71.63,9.75
4,1705053600,1241.68,1.77,80.88,82.97,77.25,56.89,76.24,11.91
3,1705057200,1308.44,0.08,75.4,57.22,71.53,49.91,73.68,13.43
3,1705060800,1148.22,0.0,53.47,42.56,46.73,41.14,66.67,12.29
3,1705064400,1041.41,0.0,40.44,41.84,34.33,40.99,66.38,11.15
3,1705068000,1028.06,0.0,37.36,44.35,32.9,43.09,68.24,10.51
3,1705071600,1068.12,0.0,37.7,45.42,33.86,47.01,72.54,10.26
4,1705075200,1121.52,0.0,39.07,43.27,34.33,50.56,76.66,9.63
4,1705078800,1134.87,0.01,41.47,38.27,34.33,51.0,76.75,8.49
3,1705082400,1068.12,0.0,40.44,35.76,32.9,49.58,74.34,7.73
4,1705086000,1201.63,0.07,45.24,24.32,30.52,58.16,83.98,9.5
5,1705089600,1468.66,1.2,54.84,7.87,31.95,75.07,103.85,12.67
5,1705093200,1735.69,7.93,56.89,0.54,37.19,93.34,125.49,16.97
5,1705096800,1949.31,18.33,54.84,0.02,42.44,108.2,143.79,20.52
5,1705100400,2162.93,28.61,54.15,0.0,42.44,120.99,159.72,17.73
5,1705104000,2616.88,41.57,52.09,0.13,44.82,140.69,184.13,15.96
5,1705107600,2456.67,42.47,48.67,3.62,51.5,123.82,166.09,14.06
5,1705111200,2536.77,42.47,50.04,8.85,56.74,116.47,157.51,17.23
5,1705114800,2456.67,33.08,66.49,13.95,68.66,113.13,152.13,21.03
3,1705118400,1028.06,4.19,39.76,55.79,39.1,49.54,67.72,8.11
3,1705122000,801.09,1.63,33.59,67.23,35.29,38.27,52.56,6.21
3,1705125600,827.79,1.23,39.76,65.8,42.92,38.91,52.99,6.65
3,1705129200,867.84,0.55,45.24,62.94,47.21,40.6,55.06,7.16
3,1705132800,894.55,0.21,50.04,57.94,50.54,42.44,57.1,7.6
3,1705136400,934.6,0.14,54.15,51.5,54.36,43.45,58.05,8.11
4,1705140000,1361.85,0.31,84.31,25.75,77.25,55.52,73.18,13.17
4,1705143600,1949.31,3.07,111.04,3.76,93.46,73.92,96.67,19.76
4,1705147200,1922.61,3.63,90.48,2.66,69.62,69.47,92.95,21.03
3,1705150800,1495.36,0.42,57.58,15.74,40.05,48.28,69.4,17.99
3,1705154400,1174.93,0.01,41.13,33.26,32.42,36.35,57.19,15.07
3,1705158000,1041.41,0.0,35.99,39.7,32.42,32.82,54.31,13.3
3,1705161600,1188.28,0.02,39.07,33.62,31.47,39.17,62.6,14.19
3,1705165200,1468.66,0.16,46.61,19.67,30.04,47.65,73.2,14.69
4,1705168800,1562.12,0.68,51.41,10.37,30.99,52.78,80.07,15.33
4,1705172400,1642.23,3.27,56.89,2.64,34.81,62.12,91.65,16.97
4,1705176000,1762.39,10.62,60.32,0.09,37.67,73.6,105.1,15.58
5,1705179600,1842.5,17.43,60.32,0.0,34.81,83.0,116.13,13.3
5,1705183200,1789.09,19.22,54.15,0.01,28.13,84.83,116.3,10.77
5,1705186800,1695.63,19.45,42.16,0.01,24.08,81.73,108.72,10.13
5,1705190400,1708.98,21.9,32.9,0.18,25.99,78.72,102.05,12.29
4,1705194000,1602.17,26.38,28.1,2.7,34.81,62.62,81.22,14.44
4,1705197600,1642.23,29.95,32.56,10.91,44.82,56.72,75.05,18.24
4,1705201200,1655.58,24.36,47.98,34.33,55.31,59.65,79.65,20.77
3,1705204800,821.11,6.03,27.42,101.57,33.86,42.03,54.12,7.79
4,1705208400,694.27,2.57,18.68,155.93,30.28,48.89,58.98,5.83
5,1705212000,720.98,1.75,17.65,203.13,35.29,63.91,73.78,5.95
5,1705215600,741.0,1.24,18.68,231.74,38.15,74.01,83.93,6.21
5,1705219200,774.38,1.02,23.99,231.74,42.44,75.92,85.95,6.78
5,1705222800,841.14,0.69,32.22,223.16,49.11,75.67,85.98,7.66
5,1705226400,1949.31,0.46,75.4,161.65,69.62,109.21,126.49,19.0
5,1705230000,3898.62,0.07,132.98,76.53,88.69,185.34,216.36,35.97
5,1705233600,5126.95,0.31,161.77,21.64,91.55,261.74,307.98,50.16
5,1705237200,5233.76,3.91,146.69,3.04,82.97,276.36,330.31,55.22
5,1705240800,4325.87,7.49,105.56,0.77,62.94,215.44,265.59,47.12
5,1705244400,3124.24,7.6,71.97,0.71,46.73,140.27,182.49,38.0
5,1705248000,2296.45,8.83,52.09,0.66,36.72,90.36,125.49,29.39
5,1705251600,2323.15,19.0,44.55,0.03,33.86,85.33,119.45,24.07
5,1705255200,2616.88,33.53,43.53,0.0,40.05,99.04,136.07,22.8
5,1705258800,2964.02,46.04,47.3,0.0,45.3,125.95,167.51,24.57
5,1705262400,3284.45,49.62,54.84,0.0,41.96,156.03,201.54,20.01
5,1705266000,3578.19,43.81,64.43,0.0,36.72,186.36,233.73,15.45
5,1705269600,3044.13,27.49,63.75,0.0,32.42,168.89,209.53,12.03
5,1705273200,2429.96,23.69,48.67,0.0,30.04,134.53,165.74,12.54
5,1705276800,2136.23,29.06,36.67,0.16,35.76,106.78,133.26,17.73
5,1705280400,2216.34,45.15,32.22,3.35,52.93,87.11,112.22,23.81
5,1705284000,2429.96,54.54,43.53,10.55,72.48,83.09,109.24,27.87
5,1705287600,2590.18,48.28,76.09,30.76,99.18,97.87,126.47,29.89
5,1705291200,1668.93,21.01,82.25,82.25,107.77,90.41,112.26,16.97
5,1705294800,1522.06,10.17,82.94,150.2,118.26,117.83,139.52,13.17
5,1705298400,1615.52,5.59,82.25,228.88,135.42,157.24,180.45,11.91
5,1705302000,1321.79,1.93,61.69,214.58,104.9,126.77,145.78,10.26
5,1705305600,1148.22,1.7,53.47,180.24,86.78,99.34,115.23,9.5
5,1705309200,1121.52,1.52,52.78,168.8,82.02,87.9,102.97,9.63
5,1705312800,1642.23,1.09,80.2,121.59,94.41,91.6,109.94,15.45
5,1705316400,2483.37,0.12,116.53,49.35,102.04,101.57,125.84,23.81
5,1705320000,2777.1,2.32,115.16,7.51,86.78,96.74,126.11,29.39
5,1705323600,2590.18,10.62,82.25,0.34,65.8,83.24,116.19,31.41
5,1705327200,2429.96,18.1,63.06,0.04,58.65,78.27,114.78,31.66
5,1705330800,2429.96,25.26,55.52,0.01,59.13,83.48,123.7,31.92
5,1705334400,2883.91,39.34,53.47,0.0,61.04,105.59,151.63,32.42
5,1705338000,3524.78,58.11,56.21,0.0,59.6,134.93,186.89,29.13
5,1705341600,4005.43,69.74,64.43,0.0,55.79,166.46,224.14,25.59
5,1705345200,4112.24,64.37,70.6,0.0,46.73,185.35,244.09,24.07
5,1705348800,3791.81,54.99,66.49,0.0,40.53,178.24,230.51,23.05
5,1705352400,3070.83,47.39,56.89,0.0,38.62,146.27,187.76,22.04
5,1705356000,2243.04,39.34,46.61,0.0,38.15,104.75,135.5,21.03
5,1705359600,1789.09,37.1,38.39,0.0,39.1,81.39,105.8,21.28
5,1705363200,1922.61,42.92,33.59,0.11,44.35,81.23,105.75,25.84
5,1705366800,2723.69,63.48,34.27,2.19,58.17,100.34,130.19,32.93
5,1705370400,3738.4,81.36,52.09,7.69,77.25,132.45,169.33,40.02
5,1705374000,4646.3,65.27,115.16,34.33,102.04,190.4,234.45,44.08
5,1705377600,1762.39,29.95,102.82,50.78,125.89,99.55,119.68,15.07
5,1705381200,1415.25,15.2,98.71,82.97,118.26,94.23,111.22,11.53
5,1705384800,1415.25,9.39,95.96,123.02,121.12,110.79,127.7,10.89
