aqi,dt,co,no,no2,o3,so2,pm2_5,pm10,nh3
5,1696719600,6248.47,184.18,44.55,0.0,52.45,397.58,422.09,29.64
5,1696723200,6729.13,191.33,39.41,0.28,54.36,424.98,455.77,25.08
5,1696726800,2857.21,93.88,49.35,1.65,81.06,186.43,204.49,9.88
5,1696730400,2510.07,80.47,50.04,2.66,85.83,142.62,160.71,11.91
5,1696734000,2002.72,56.33,52.09,4.74,77.25,102.85,119.32,11.53
3,1696737600,1094.82,18.33,42.5,10.01,45.78,46.2,55.65,7.28
3,1696741200,827.79,8.49,36.67,12.52,35.76,28.32,35.46,6.46
2,1696744800,741.0,4.81,34.96,15.02,32.9,22.44,28.69,6.52
2,1696748400,694.27,1.56,32.56,18.06,28.61,19.49,24.44,6.27
2,1696752000,707.63,0.74,32.9,19.67,28.61,20.55,24.32,6.52
2,1696755600,694.27,0.18,30.16,21.64,25.27,20.17,23.0,6.02
2,1696759200,767.71,0.27,32.9,17.17,25.51,21.12,23.93,5.57
3,1696762800,934.6,1.59,38.39,6.62,28.37,26.12,29.8,5.76
3,1696766400,1041.41,5.2,37.36,1.27,29.56,32.38,37.4,6.4
3,1696770000,1335.14,13.75,34.27,0.08,31.95,47.26,56.48,9.5
4,1696773600,1668.93,21.68,31.19,0.01,32.42,64.7,79.5,12.29
5,1696777200,1842.5,24.14,28.1,0.0,30.04,75.18,92.9,13.93
4,1696780800,1842.5,23.47,25.7,0.0,25.75,74.98,91.07,13.81
4,1696784400,1735.69,21.9,24.33,0.0,21.46,67.91,80.84,11.65
4,1696788000,1682.28,23.47,23.31,0.0,22.89,66.88,78.54,11.27
4,1696791600,1602.17,23.02,21.93,0.0,22.65,66.26,77.33,11.27
4,1696795200,1548.77,23.47,20.91,0.0,23.84,66.07,76.79,10.77
4,1696798800,1535.42,27.05,20.56,0.0,27.18,67.79,78.52,10.39
4,1696802400,1508.71,30.85,20.39,0.0,30.99,67.35,78.08,9.88
4,1696806000,1455.31,33.53,19.19,0.0,34.33,62.73,73.92,10.01
4,1696809600,1588.82,39.79,18.85,0.31,42.44,63.25,77.82,12.29
4,1696813200,1495.36,41.13,25.7,1.61,57.7,52.77,66.17,11.15
3,1696816800,1415.25,29.5,38.04,11.09,58.65,47.38,60.55,10.64
3,1696820400,1148.22,11.62,43.18,57.94,49.59,43.3,55.3,9.63
2,1696824000,694.27,3.05,19.36,88.69,24.08,24.53,30.19,5.0
2,1696827600,560.76,1.84,14.91,70.81,18.36,15.62,19.24,4.05
2,1696831200,520.71,1.02,15.08,50.07,15.97,10.62,13.65,3.77
1,1696834800,500.68,0.76,14.57,36.84,14.31,8.12,10.98,3.74
1,1696838400,534.06,1.06,17.65,28.97,16.93,8.5,11.65,4.31
1,1696842000,574.11,1.44,20.56,22.17,19.55,9.05,12.55,4.81
2,1696845600,1148.22,9.83,31.53,4.96,28.13,20.34,28.49,10.39
3,1696849200,2002.72,31.74,28.45,0.06,34.33,38.5,54.1,15.45
4,1696852800,2536.77,44.26,26.05,0.0,37.67,57.77,80.59,16.72
5,1696856400,3204.35,59.01,26.73,0.0,45.78,90.74,122.88,18.75
5,1696860000,3898.62,75.1,27.08,0.0,50.54,129.82,171.26,19.51
5,1696863600,4379.27,86.72,26.05,0.0,50.54,167.36,214.86,19.51
5,1696867200,4325.87,88.51,22.96,0.0,43.39,175.32,218.16,16.97
5,1696870800,3952.03,85.83,20.56,0.0,37.19,161.25,194.32,13.3
5,1696874400,3685.0,86.72,19.54,0.0,37.67,154.1,181.34,12.29
5,1696878000,2349.85,59.01,20.91,0.0,41.48,95.48,110.03,9.75
4,1696881600,1762.39,45.6,21.76,0.0,42.44,70.07,79.73,8.99
4,1696885200,1522.06,40.68,23.99,0.0,44.82,61.05,69.09,8.61
4,1696888800,1428.6,38.89,28.45,0.0,51.5,59.0,66.57,8.49
4,1696892400,1455.31,38.44,32.56,0.0,57.7,60.86,69.13,8.61
4,1696896000,1682.28,42.92,34.62,0.05,64.85,69.74,81.03,10.51
4,1696899600,1762.39,44.26,34.96,0.25,68.66,64.26,74.98,9.88
4,1696903200,1842.5,54.09,37.01,0.15,81.06,62.8,73.4,10.01
4,1696906800,1869.2,64.37,39.76,0.05,99.18,67.04,77.98,11.27
4,1696910400,1548.77,52.75,37.7,0.48,90.6,55.03,63.77,9.37
4,1696914000,1508.71,54.54,41.47,0.01,97.27,53.76,62.03,9.25
4,1696917600,1628.88,56.77,53.47,0.0,103.95,60.58,69.9,8.87
4,1696921200,1642.23,50.07,66.49,0.0,99.18,63.26,73.05,7.85
4,1696924800,1548.77,36.21,79.51,0.0,87.74,61.37,71.27,7.22
3,1696928400,1295.09,14.75,80.2,0.22,65.8,47.29,55.9,6.52
3,1696932000,1335.14,11.73,68.55,0.54,58.17,37.55,46.64,7.92
3,1696935600,1735.69,25.93,60.32,0.05,67.71,43.01,54.78,10.13
4,1696939200,2082.82,43.36,54.84,0.0,80.11,56.64,71.56,12.03
5,1696942800,3578.19,78.68,50.72,0.0,85.83,113.04,143.33,21.03
5,1696946400,5287.17,113.55,45.93,0.0,81.06,188.9,241.07,28.37
5,1696950000,6195.07,130.53,40.78,0.0,74.39,243.13,312.08,30.91
5,1696953600,6248.47,130.53,35.64,0.0,63.9,256.28,328.03,25.33
5,1696957200,5500.79,116.23,31.19,0.0,49.59,221.16,280.81,15.96
5,1696960800,4219.06,88.51,28.1,0.0,41.01,167.04,209.46,11.02
4,1696964400,1869.2,38.0,28.45,0.0,41.48,69.74,84.34,7.35
4,1696968000,1415.25,28.16,28.79,0.0,40.53,54.46,62.88,7.09
4,1696971600,1348.5,28.16,30.16,0.0,42.44,54.98,61.77,7.35
4,1696975200,1348.5,32.63,31.53,0.0,49.59,58.33,64.67,7.54
4,1696978800,1361.85,36.21,32.22,0.0,55.31,62.06,68.52,7.6
4,1696982400,1441.96,36.66,32.56,0.01,57.7,65.96,73.48,8.49
4,1696986000,1562.12,38.44,35.99,1.45,66.76,66.05,74.86,9.12
5,1696989600,1815.8,48.73,49.35,7.6,91.55,76.17,87.19,11.02
5,1696993200,2136.23,47.83,82.25,27.18,120.16,104.53,117.64,12.67
5,1696996800,1922.61,21.01,89.11,81.54,103.0,115.07,125.85,8.87
5,1697000400,1735.69,8.05,76.09,133.04,89.65,128.64,137.66,6.97
5,1697004000,1762.39,3.69,69.92,171.66,90.6,149.98,158.76,6.52
5,1697007600,2483.37,3.1,89.11,145.91,98.23,199.65,213.31,11.15
5,1697011200,4058.84,3.41,131.61,89.41,123.98,292.78,314.24,16.21
5,1697014800,5874.63,2.54,180.96,34.33,167.85,390.31,417.12,19.25
5,1697018400,7370.0,14.08,213.86,6.79,196.46,442.63,473.4,22.29
5,1697022000,7904.05,29.06,213.86,0.47,175.48,437.71,473.13,21.03
5,1697025600,7797.24,34.87,200.15,0.0,143.05,427.44,468.92,20.01
5,1697029200,7156.37,32.19,174.11,0.0,110.63,413.65,462.57,20.52
5,1697032800,6408.69,31.74,141.2,0.0,87.74,377.2,430.78,20.01
5,1697036400,5767.82,38.0,111.04,0.0,75.34,333.11,389.01,19.51
5,1697040000,5126.95,47.83,85.68,0.0,66.76,279.04,333.09,17.23
5,1697043600,4165.65,50.96,62.38,0.0,54.36,203.35,250.91,13.43
5,1697047200,2964.02,43.81,43.87,0.0,42.92,132.35,172.1,10.77
5,1697050800,2590.18,46.94,32.22,0.0,34.81,118.51,155.52,11.27
5,1697054400,2990.72,65.27,26.39,0.0,35.29,147.7,180.07,14.95
5,1697058000,3524.78,84.94,24.33,0.0,42.44,188.09,220.0,22.55
5,1697061600,4005.43,100.14,25.7,0.0,51.5,226.92,259.3,32.17
5,1697065200,4539.49,118.02,24.68,0.0,53.41,267.82,301.15,31.16
5,1697068800,5714.42,146.63,25.36,0.03,65.8,327.36,367.29,28.88
5,1697072400,2670.29,102.82,58.26,1.02,150.68,155.34,179.4,14.06
5,1697076000,2777.1,102.82,67.17,4.16,165.94,148.55,173.84,15.33
5,1697079600,2750.4,89.41,87.05,12.16,167.85,144.34,169.46,16.47
5,1697083200,1949.31,33.53,93.22,39.7,119.21,108.66,126.65,10.77
5,1697086800,1735.69,14.08,98.71,56.51,108.72,107.55,123.29,9.12
5,1697090400,1762.39,5.48,108.3,47.21,111.58,111.66,127.52,8.99
5,1697094000,1922.61,3.97,130.24,9.66,125.89,114.31,130.3,10.77
5,1697097600,2429.96,27.05,137.09,0.41,156.4,129.98,148.22,13.93
5,1697101200,2964.02,51.86,132.98,0.2,181.2,141.03,161.29,15.96
5,1697104800,3337.86,69.74,119.27,0.08,177.38,145.07,166.67,15.71
5,1697108400,3524.78,76.0,108.3,0.0,154.5,148.65,170.9,14.57
5,1697112000,3337.86,71.53,100.08,0.0,127.79,148.33,170.78,13.81
5,1697115600,3738.4,72.42,85.0,0.0,93.46,166.51,195.44,16.47
5,1697119200,4592.9,84.04,69.92,0.0,74.39,211.46,252.48,21.03
5,1697122800,5287.17,97.45,59.63,0.0,68.66,255.0,306.25,25.33
5,1697126400,5554.2,108.18,52.09,0.0,62.94,281.11,334.69,26.6
5,1697130000,5500.79,116.23,47.3,0.0,52.93,286.17,329.52,21.53
5,1697133600,5340.58,119.81,45.24,0.0,46.25,294.2,328.7,18.49
5,1697137200,4806.52,103.71,46.61,0.0,38.62,284.09,308.82,15.45
5,1697140800,4112.24,78.68,52.78,0.0,34.33,256.64,273.46,12.54
5,1697144400,3471.37,59.01,57.58,0.0,33.38,226.89,238.94,10.51
5,1697148000,2857.21,47.39,67.17,0.0,44.82,195.13,205.2,7.66
5,1697151600,2536.77,41.13,64.43,0.0,45.78,175.22,185.29,7.41
5,1697155200,2456.67,37.1,57.58,0.32,45.3,163.82,175.17,8.87
5,1697158800,2189.64,34.87,52.78,1.9,54.84,140.23,151.0,7.6
5,1697162400,2296.45,44.7,58.95,1.97,77.25,139.83,152.46,10.26
5,1697166000,2429.96,56.33,69.23,0.83,103.0,147.14,161.87,13.05
5,1697169600,1842.5,27.49,75.4,1.79,83.92,114.58,125.0,8.36
5,1697173200,1655.58,21.9,78.83,4.52,83.92,105.35,114.59,6.9
5,1697176800,1789.09,26.38,85.0,6.44,95.37,109.57,119.04,7.22
5,1697180400,2056.12,33.53,91.85,5.1,106.81,117.92,129.02,9.37
5,1697184000,2269.74,38.0,94.59,2.15,108.72,130.92,144.11,11.4
5,1697187600,2296.45,26.6,90.48,0.6,89.65,131.99,145.06,10.89
5,1697191200,2964.02,29.06,80.88,0.01,66.76,143.63,158.8,12.54
5,1697194800,4592.9,64.37,74.71,0.0,67.71,187.59,210.45,18.24
5,1697198400,6141.66,101.92,74.71,0.0,86.78,252.31,286.81,28.88
5,1697202000,7476.81,130.53,98.71,0.0,122.07,346.21,393.74,45.09
5,1697205600,8651.73,150.2,120.64,0.0,141.14,440.01,498.71,52.69
5,1697209200,9399.41,169.87,128.87,0.0,146.87,519.97,587.99,55.22
5,1697212800,10574.34,202.06,119.27,0.0,137.33,611.01,680.88,56.24
5,1697216400,11322.02,228.88,98.71,0.0,109.67,665.38,725.94,49.14
5,1697220000,11001.59,232.46,80.2,0.0,81.06,663.97,706.37,39.52
5,1697223600,8972.17,187.75,61.01,0.0,51.5,567.78,595.27,32.93
5,1697227200,7049.56,144.84,46.61,0.0,34.81,469.81,489.62,24.83
5,1697230800,5928.04,119.81,43.18,0.0,30.52,417.08,433.4,17.23
5,1697234400,3845.21,73.31,94.59,0.0,53.88,360.76,375.56,1.69
5,1697238000,3150.94,57.22,90.48,0.0,52.45,320.69,335.14,2.44
5,1697241600,2777.1,43.81,71.97,0.44,48.16,269.99,284.91,5.89
5,1697245200,2296.45,35.76,61.69,1.39,56.27,203.78,216.26,4.88
5,1697248800,2243.04,36.66,61.69,2.26,65.8,176.59,188.84,7.35
5,1697252400,2216.34,33.53,63.75,3.08,70.57,152.66,164.91,10.13
5,1697256000,1441.96,5.53,49.35,18.95,40.53,81.95,88.48,6.52
4,1697259600,1201.63,1.56,40.44,27.54,35.29,58.73,63.34,5.7
4,1697263200,1201.63,1.19,43.53,23.96,39.1,54.14,58.41,6.14
4,1697266800,1214.98,0.91,43.87,17.52,39.58,50.04,53.96,6.4
3,1697270400,1214.98,1.2,42.84,10.82,37.67,47.52,51.23,6.4
3,1697274000,1214.98,1.12,37.7,8.4,32.42,44.06,47.48,5.57
3,1697277600,1348.5,4.08,38.39,2.86,34.33,47.36,51.62,6.02
4,1697281200,1562.12,12.18,38.73,0.11,40.05,54.99,60.53,6.97
4,1697284800,1695.63,16.76,38.04,0.02,41.48,61.36,68.12,7.85
5,1697288400,2269.74,27.27,39.76,0.0,42.92,86.25,99.18,12.03
5,1697292000,3124.24,45.15,41.13,0.0,47.21,129.05,149.78,16.72
5,1697295600,3952.03,63.48,42.84,0.0,52.93,174.24,199.62,20.77
5,1697299200,4486.08,76.0,44.55,0.0,56.74,199.89,225.51,21.03
5,1697302800,4379.27,77.78,46.61,0.0,55.79,192.16,213.12,16.72
5,1697306400,4058.84,74.21,50.72,0.0,59.6,176.62,193.85,14.19
5,1697310000,2670.29,56.33,48.67,0.0,68.66,119.48,129.61,8.99
5,1697313600,2243.04,51.86,43.18,0.0,66.76,101.73,110.58,9.12
5,1697317200,2162.93,55.43,40.44,0.0,71.53,99.96,109.04,10.64
5,1697320800,2189.64,63.48,42.16,0.0,82.02,105.98,116.11,12.41
5,1697324400,2189.64,70.63,41.47,0.0,90.6,110.27,121.56,12.92
5,1697328000,2296.45,78.68,39.41,0.01,97.27,116.92,130.66,14.19
5,1697331600,2590.18,88.51,41.13,0.02,109.67,130.79,147.08,15.33
5,1697335200,2830.51,93.88,42.16,0.03,116.35,138.54,156.24,15.58
5,1697338800,2777.1,88.51,40.44,0.12,112.53,129.48,146.94,15.58
5,1697342400,2109.53,38.0,49.35,7.78,72.48,86.38,97.21,10.77
4,1697346000,1789.09,13.86,55.52,16.63,55.79,67.78,75.12,8.49
4,1697349600,1735.69,8.72,55.52,25.39,53.41,65.17,71.4,7.98
4,1697353200,1708.98,7.15,54.84,24.68,53.41,60.64,66.41,7.92
4,1697356800,1735.69,9.16,58.95,16.99,60.08,61.16,67.39,8.61
4,1697360400,1815.8,12.85,63.75,8.85,67.71,64.41,71.23,8.87
4,1697364000,2029.42,23.02,69.23,1.97,79.15,74.23,82.27,9.63
5,1697367600,2296.45,36.66,65.12,0.05,85.83,84.28,94.18,10.39
5,1697371200,2349.85,42.47,57.58,0.0,81.06,89.2,100.96,11.4
5,1697374800,2403.26,43.81,54.84,0.0,78.2,96.39,110.13,12.92
5,1697378400,2323.15,44.7,51.41,0.0,75.34,99.58,114.49,13.55
5,1697382000,2189.64,41.13,47.3,0.0,67.71,96.49,110.7,13.55
5,1697385600,2082.82,35.32,43.18,0.0,54.36,91.12,103.82,12.79
5,1697389200,2082.82,33.08,39.76,0.0,44.82,88.49,99.56,11.4
5,1697392800,2136.23,34.87,38.04,0.0,43.87,89.77,100.14,11.02
5,1697396400,2056.12,33.53,36.33,0.0,41.96,88.65,98.44,10.77
5,1697400000,1895.9,29.95,33.93,0.0,39.58,82.9,91.88,10.13
5,1697403600,1789.09,27.27,33.24,0.0,41.96,78.03,85.95,9.37
4,1697407200,1668.93,24.59,35.3,0.0,49.11,73.28,79.76,8.11
4,1697410800,1682.28,25.7,34.27,0.0,51.5,74.75,81.47,8.49
5,1697414400,1789.09,29.5,31.53,0.25,53.41,80.18,88.36,9.88
5,1697418000,1895.9,30.85,32.9,0.82,57.22,77.84,86.49,9.63
4,1697421600,1949.31,32.19,39.07,1.32,64.85,71.95,80.84,9.37
4,1697425200,1976.01,36.21,44.55,1.86,77.25,69.67,79.26,10.01
4,1697428800,1842.5,26.82,51.41,5.72,74.39,61.51,70.63,8.99
4,1697432400,1642.23,12.63,58.26,8.14,66.76,52.27,60.45,8.49
3,1697436000,1522.06,5.87,58.26,13.77,63.9,47.33,54.81,8.23
4,1697439600,1575.47,8.49,59.63,18.24,69.62,51.96,60.02,9.25
4,1697443200,1815.8,13.19,67.86,11.98,83.92,67.37,76.72,10.64
5,1697446800,2029.42,16.09,71.97,7.6,88.69,81.34,91.51,10.89
5,1697450400,2216.34,18.33,74.03,1.22,86.78,89.11,99.86,10.89
5,1697454000,2323.15,25.93,71.29,0.02,86.78,94.56,106.36,11.27
5,1697457600,2349.85,29.95,69.23,0.0,86.78,100.22,112.72,11.91
5,1697461200,2349.85,29.95,67.86,0.0,83.92,105.38,118.46,12.29
