Date,Temprature (Kelvin),Feels like (Kelvin),Pressure (mb),Humidity (%),Min Temprature (Kelvin),Max Temprature (Kelvin),Wind speed (m/s),Wind degree,Wind gust (m/s),Clouds all (%),Rain 1h (mm),Weather details
1/6/2024 0:00,299.86,302.74,1010,86,299.86,300.16,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
1/6/2024 1:00,299.86,302.74,1009,86,299.86,300.16,1.34,122,1.79,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
1/6/2024 2:00,299.86,302.9,1009,88,299.86,300.16,1.79,174,2.68,40,0.14,"id: 500, main: Rain, description: light rain, icon: 10n"
1/6/2024 3:00,299.86,302.99,1009,89,299.86,300.16,0.51,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
1/6/2024 4:00,299.86,302.99,1009,89,299.16,299.86,1.03,110,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
1/6/2024 5:00,299.3,299.3,1009,90,299.16,299.3,0.51,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
1/6/2024 6:00,300.41,304.28,1010,87,299.16,300.41,0.51,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
1/6/2024 7:00,302.63,309.01,1010,79,300.16,302.63,1.54,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
1/6/2024 8:00,303.75,310.55,1011,73,302.16,303.75,0.51,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
1/6/2024 9:00,304.3,310.54,1011,68,303.16,304.3,1.79,298,2.68,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
1/6/2024 10:00,304.86,311.06,1011,65,304.16,304.86,2.57,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
1/6/2024 11:00,307.08,314.08,1010,60,306.16,307.08,3.58,199,4.92,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
1/6/2024 12:00,307.08,314.08,1010,58,306.16,307.08,2.57,250,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
1/6/2024 13:00,305.97,312.97,1009,63,305.97,306.16,2.24,221,2.68,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
1/6/2024 14:00,307.08,314.08,1008,59,307.08,307.16,1.54,280,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
1/6/2024 15:00,307.63,314.63,1008,57,307.63,308.16,2.06,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
1/6/2024 16:00,308.19,315.19,1008,57,308.16,308.19,3.09,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
1/6/2024 17:00,305.97,312.97,1008,68,305.97,306.16,4.12,200,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
1/6/2024 18:00,304.86,311.86,1008,70,304.86,305.16,3.6,200,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
1/6/2024 19:00,301.52,305.84,1010,78,301.52,302.16,6.69,270,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
1/6/2024 20:00,300.97,305.39,1011,84,300.16,300.97,2.57,300,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
1/6/2024 21:00,302.08,307.49,1011,79,300.16,302.08,0.89,193,1.34,75,0.23,"id: 500, main: Rain, description: light rain, icon: 10n"
1/6/2024 22:00,302.08,307.07,1012,77,300.16,302.08,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
1/6/2024 23:00,301.52,306.02,1012,79,301.16,301.52,1.03,280,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
2/6/2024 0:00,302.08,307.7,1011,80,301.16,302.08,1.03,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
2/6/2024 1:00,301.52,306.37,1011,81,300.16,301.52,1.03,340,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
2/6/2024 2:00,301.52,307.11,1010,85,300.16,301.52,0.51,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
2/6/2024 3:00,300.97,305.54,1010,85,300.16,300.97,1.54,60,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
2/6/2024 4:00,300.97,305.7,1010,86,300.16,300.97,0.51,350,0,20,0,"id: 701, main: Mist, description: mist, icon: 50n"
2/6/2024 5:00,300.41,304.39,1010,88,300.16,300.41,1.03,340,0,20,0,"id: 701, main: Mist, description: mist, icon: 50n"
2/6/2024 6:00,300.97,306.01,1011,88,300.16,300.97,1.03,350,0,20,0,"id: 701, main: Mist, description: mist, icon: 50d"
2/6/2024 7:00,300.97,305.85,1011,87,300.16,300.97,1.34,309,1.79,99,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04d"
2/6/2024 8:00,302.08,308.13,1011,82,301.16,302.08,1.79,325,3.13,91,0,"id: 701, main: Mist, description: mist, icon: 50d"
2/6/2024 9:00,303.19,310.19,1012,78,302.16,303.19,2.06,320,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
2/6/2024 10:00,303.75,310.75,1011,75,303.16,303.75,3.6,280,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
2/6/2024 11:00,305.41,312.41,1011,68,304.16,305.41,3.6,330,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
2/6/2024 12:00,305.41,312.41,1010,67,305.16,305.41,3.6,320,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
2/6/2024 13:00,306.52,313.52,1009,63,306.16,306.52,4.47,311,5.81,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
2/6/2024 14:00,307.08,314.08,1008,62,306.16,307.08,3.09,330,0,75,0.97,"id: 500, main: Rain, description: light rain, icon: 10d"
2/6/2024 15:00,306.52,313.52,1008,63,306.52,307.16,3.09,300,0,40,0.1,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
2/6/2024 16:00,307.08,314.08,1007,61,307.08,307.16,3.09,320,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
2/6/2024 17:00,307.08,314.08,1007,59,307.08,307.16,3.09,330,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
2/6/2024 18:00,305.97,312.92,1008,62,305.97,306.16,3.13,322,4.02,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
2/6/2024 19:00,305.41,311.82,1009,63,305.16,305.41,1.79,308,3.13,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
2/6/2024 20:00,304.86,310.75,1009,64,304.16,304.86,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
2/6/2024 21:00,304.86,310.75,1010,64,304.16,304.86,0.89,318,1.34,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
2/6/2024 22:00,304.3,310.54,1010,68,304.16,304.3,2.06,310,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
2/6/2024 23:00,303.75,309.15,1011,68,303.75,304.16,1.54,300,0,20,0.25,"id: 500, main: Rain, description: light rain, icon: 10n"
3/6/2024 0:00,303.75,309.69,1010,70,302.16,303.75,2.06,290,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
3/6/2024 1:00,303.75,309.97,1010,71,303.16,303.75,1.54,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
3/6/2024 2:00,302.63,309.01,1009,79,302.16,302.63,3.09,250,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
3/6/2024 3:00,302.63,309.51,1009,81,301.16,302.63,2.06,270,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
3/6/2024 4:00,302.08,308.57,1009,84,301.16,302.08,1.54,260,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
3/6/2024 5:00,301.52,307.3,1009,86,301.16,301.52,2.06,290,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
3/6/2024 6:00,301.52,307.69,1009,88,301.16,301.52,1.54,300,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
3/6/2024 7:00,302.08,308.35,1009,83,302.08,302.16,1.79,322,2.68,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
3/6/2024 8:00,303.75,310.75,1010,77,303.16,303.75,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
3/6/2024 9:00,305.41,312.41,1010,68,304.16,305.41,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
3/6/2024 10:00,307.63,314.63,1010,59,306.16,307.63,2.06,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/6/2024 11:00,307.63,314.63,1009,56,307.16,307.63,3.09,300,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/6/2024 12:00,308.19,315.19,1009,55,308.16,308.19,3.6,280,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/6/2024 13:00,308.75,315.75,1009,55,308.16,308.75,5.14,280,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/6/2024 14:00,308.75,315.75,1008,54,308.16,308.75,3.6,280,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/6/2024 15:00,308.75,315.75,1006,52,308.16,308.75,4.12,300,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/6/2024 16:00,308.75,315.75,1006,53,308.75,309.16,6.17,280,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/6/2024 17:00,308.19,315.19,1006,54,308.16,308.19,4.12,320,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
3/6/2024 18:00,307.63,314.63,1007,56,307.16,307.63,3.6,330,0,20,0.11,"id: 500, main: Rain, description: light rain, icon: 10d"
3/6/2024 19:00,307.08,313.92,1007,57,306.16,307.08,3.13,299,4.02,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
3/6/2024 20:00,305.41,312.41,1008,67,305.41,306.16,2.57,310,0,20,0.65,"id: 500, main: Rain, description: light rain, icon: 10n"
3/6/2024 21:00,303.75,309.42,1009,69,303.75,304.16,4.63,280,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
3/6/2024 22:00,304.3,311.3,1009,72,303.16,304.3,4.63,280,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
3/6/2024 23:00,303.75,310.75,1009,74,303.16,303.75,3.09,250,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
4/6/2024 0:00,303.19,308.53,1009,71,302.16,303.19,3.09,260,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
4/6/2024 1:00,302.63,307.61,1008,73,301.16,302.63,3.09,260,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
4/6/2024 2:00,302.08,307.07,1008,77,301.16,302.08,1.54,260,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
4/6/2024 3:00,302.08,307.07,1008,77,301.16,302.08,1.79,210,2.68,20,0.11,"id: 500, main: Rain, description: light rain, icon: 10n"
4/6/2024 4:00,302.08,307.07,1008,77,301.16,302.08,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
4/6/2024 5:00,302.08,307.49,1008,79,301.16,302.08,1.54,260,0,20,0.12,"id: 500, main: Rain, description: light rain, icon: 10n"
4/6/2024 6:00,302.08,307.49,1008,79,301.16,302.08,1.54,250,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
4/6/2024 7:00,303.19,310.1,1009,77,302.16,303.19,1.54,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
4/6/2024 8:00,304.3,311.15,1009,70,303.16,304.3,2.06,260,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
4/6/2024 9:00,304.86,311.86,1009,69,304.16,304.86,3.09,280,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
4/6/2024 10:00,305.97,312.97,1009,66,305.97,306.16,1.03,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
4/6/2024 11:00,307.63,314.63,1008,60,307.63,308.16,2.57,310,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
4/6/2024 12:00,308.19,315.19,1008,58,308.16,308.19,2.06,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
4/6/2024 13:00,308.75,315.75,1007,57,308.16,308.75,2.57,250,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
4/6/2024 14:00,309.3,316.3,1007,54,309.16,309.3,2.68,227,3.58,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
4/6/2024 15:00,309.86,316.86,1006,53,309.86,310.16,3.58,310,4.92,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
4/6/2024 16:00,309.86,316.86,1005,51,309.86,310.16,2.57,330,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
4/6/2024 17:00,309.86,316.86,1006,51,309.86,310.16,2.57,300,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
4/6/2024 18:00,308.19,315.19,1006,62,308.19,309.16,2.68,168,4.02,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
4/6/2024 19:00,307.08,314.08,1007,65,307.08,307.16,3.09,200,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
4/6/2024 20:00,305.97,312.97,1007,73,305.97,306.16,2.57,180,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
4/6/2024 21:00,305.97,312.97,1008,73,305.97,306.16,3.09,170,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
4/6/2024 22:00,305.41,312.41,1009,73,305.16,305.41,5.14,220,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
4/6/2024 23:00,304.3,311.3,1009,77,304.16,304.3,5.14,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
5/6/2024 0:00,303.75,310.75,1009,79,303.75,304.16,5.66,240,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
5/6/2024 1:00,303.19,310.19,1008,80,303.16,303.19,4.63,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
5/6/2024 2:00,303.19,310.19,1008,81,302.16,303.19,3.6,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
5/6/2024 3:00,303.19,310.19,1008,81,302.16,303.19,3.6,240,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
5/6/2024 4:00,302.63,309.63,1007,82,302.16,302.63,5.14,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
5/6/2024 5:00,302.63,309.63,1008,83,302.16,302.63,3.6,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
5/6/2024 6:00,302.63,309.63,1009,83,302.16,302.63,4.12,220,0,40,0.18,"id: 500, main: Rain, description: light rain, icon: 10d"
5/6/2024 7:00,303.19,310.19,1009,81,303.16,303.19,3.09,220,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
5/6/2024 8:00,303.75,310.75,1010,79,303.16,303.75,3.09,240,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
5/6/2024 9:00,304.3,311.3,1010,77,304.16,304.3,4.12,240,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
5/6/2024 10:00,305.41,312.41,1010,72,305.16,305.41,5.14,250,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
5/6/2024 11:00,306.52,313.52,1009,67,306.52,307.16,5.14,240,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
5/6/2024 12:00,307.63,314.63,1009,60,307.16,307.63,5.14,240,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
5/6/2024 13:00,308.75,315.75,1008,57,308.16,308.75,5.66,240,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
5/6/2024 14:00,307.63,314.63,1007,58,307.16,307.63,5.14,240,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
5/6/2024 15:00,307.08,314.08,1006,58,307.08,307.16,4.63,280,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
5/6/2024 16:00,306.52,313.52,1006,63,306.16,306.52,4.63,230,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
5/6/2024 17:00,304.86,311.86,1007,69,302.16,304.86,6.17,250,0,75,0.35,"id: 521, main: Rain, description: shower rain, icon: 09d"
5/6/2024 18:00,304.3,311.3,1008,71,303.16,304.3,4.63,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
5/6/2024 19:00,304.86,310.75,1008,64,303.16,304.86,1.54,270,0,75,0.98,"id: 500, main: Rain, description: light rain, icon: 10n"
5/6/2024 20:00,305.41,312.41,1009,65,303.16,305.41,0.45,305,1.34,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
5/6/2024 21:00,304.86,311.86,1010,72,303.16,304.86,1.79,238,2.68,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
5/6/2024 22:00,303.75,310.75,1011,76,303.16,303.75,2.57,280,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
5/6/2024 23:00,303.75,310.75,1011,79,303.16,303.75,2.57,280,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
6/6/2024 0:00,303.19,310.19,1011,80,303.16,303.19,0.51,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
6/6/2024 1:00,303.19,310.19,1010,80,302.16,303.19,0.51,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
6/6/2024 2:00,303.19,310.19,1009,82,302.16,303.19,2.57,280,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
6/6/2024 3:00,302.63,309.63,1009,84,302.16,302.63,1.54,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
6/6/2024 4:00,302.63,309.63,1009,85,302.16,302.63,2.06,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
6/6/2024 5:00,302.08,309.03,1009,86,301.16,302.08,2.06,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
6/6/2024 6:00,302.08,309.03,1010,86,301.16,302.08,1.54,270,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
6/6/2024 7:00,303.19,310.19,1010,84,302.16,303.19,1.54,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
6/6/2024 8:00,304.3,311.3,1010,78,303.16,304.3,3.09,260,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
6/6/2024 9:00,304.86,311.86,1011,75,304.16,304.86,3.13,280,4.47,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
6/6/2024 10:00,306.52,313.52,1010,66,305.16,306.52,2.68,302,4.02,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
6/6/2024 11:00,307.08,314.08,1010,61,307.08,307.16,3.13,324,4.47,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
6/6/2024 12:00,307.63,314.63,1009,58,307.63,308.16,4.02,288,4.92,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
6/6/2024 13:00,309.3,316.3,1008,53,309.16,309.3,2.57,280,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
6/6/2024 14:00,309.3,316.3,1007,55,309.16,309.3,3.6,300,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
6/6/2024 15:00,308.75,315.75,1006,56,308.16,308.75,4.12,300,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
6/6/2024 16:00,308.75,315.75,1006,59,308.16,308.75,3.6,300,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
6/6/2024 17:00,307.16,313.36,1007,55,307.16,307.16,4.12,280,0,40,0.13,"id: 520, main: Rain, description: light intensity shower rain, icon: 09d"
6/6/2024 18:00,306.52,313.52,1007,65,305.16,306.52,3.09,290,0,40,7.13,"id: 502, main: Rain, description: heavy intensity rain, icon: 10d"
6/6/2024 19:00,305.97,312.97,1008,67,305.16,305.97,2.57,270,0,40,0.55,"id: 500, main: Rain, description: light rain, icon: 10n"
6/6/2024 20:00,305.97,312.97,1008,66,305.16,305.97,0.51,0,0,20,9.99,"id: 502, main: Rain, description: heavy intensity rain, icon: 10n"
6/6/2024 21:00,304.3,311.3,1010,75,304.3,305.16,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
6/6/2024 22:00,304.3,311.3,1010,72,304.16,304.3,2.24,223,3.58,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
6/6/2024 23:00,304.3,311.3,1010,73,303.16,304.3,3.6,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
7/6/2024 0:00,303.75,310.55,1009,73,303.16,303.75,3.09,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
7/6/2024 1:00,303.75,310.75,1009,75,303.16,303.75,4.12,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
7/6/2024 2:00,303.19,310.19,1008,78,303.16,303.19,5.66,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
7/6/2024 3:00,302.63,308.77,1008,78,302.16,302.63,4.63,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
7/6/2024 4:00,302.63,309.26,1007,80,302.16,302.63,4.12,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
7/6/2024 5:00,302.08,308.35,1008,83,302.08,302.16,3.09,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
7/6/2024 6:00,302.08,308.35,1008,83,301.16,302.08,3.09,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
7/6/2024 7:00,302.63,309.26,1009,80,302.16,302.63,2.57,260,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
7/6/2024 8:00,303.19,310.1,1009,77,302.16,303.19,2.57,270,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
7/6/2024 9:00,304.3,311.3,1009,73,303.16,304.3,1.79,306,2.68,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
7/6/2024 10:00,305.41,312.41,1009,67,305.16,305.41,2.06,290,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
7/6/2024 11:00,305.41,312.41,1008,69,305.41,306.16,4.12,280,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
7/6/2024 12:00,305.16,312.16,1009,74,305.16,305.16,3.09,140,0,75,10.6,"id: 201, main: Thunderstorm, description: thunderstorm with rain, icon: 11d
id: 502, main: Rain, description: heavy intensity rain, icon: 10d"
7/6/2024 13:00,299.16,299.16,1009,94,299.16,299.16,5.14,140,0,75,1,"id: 500, main: Rain, description: light rain, icon: 10d"
7/6/2024 14:00,300.16,305.03,1008,100,300.16,300.16,3.09,150,0,75,0.79,"id: 500, main: Rain, description: light rain, icon: 10d"
7/6/2024 15:00,301.16,307.65,1007,94,301.16,301.16,0.51,0,0,75,0.2,"id: 500, main: Rain, description: light rain, icon: 10d"
7/6/2024 16:00,301.16,307.65,1006,94,301.16,301.16,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
7/6/2024 17:00,301.16,307.65,1006,94,301.16,301.16,1.54,0,0,75,0.61,"id: 500, main: Rain, description: light rain, icon: 10d"
7/6/2024 18:00,300.16,305.03,1007,100,300.16,300.16,4.12,50,0,75,3.99,"id: 701, main: Mist, description: mist, icon: 50d
id: 501, main: Rain, description: moderate rain, icon: 10d"
7/6/2024 19:00,300.16,305.03,1007,100,300.16,300.16,2.57,30,0,75,0,"id: 701, main: Mist, description: mist, icon: 50n"
7/6/2024 20:00,300.16,304.35,1007,94,300.16,300.16,1.54,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
7/6/2024 21:00,300.16,304.35,1008,94,300.16,300.16,3.09,60,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
7/6/2024 22:00,300.41,303.48,1008,80,299.16,300.41,1.54,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
7/6/2024 23:00,300.97,304.38,1008,77,300.16,300.97,0,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
8/6/2024 0:00,300.16,304.35,1008,94,300.16,300.16,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
8/6/2024 1:00,300.97,304.38,1007,77,300.16,300.97,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
8/6/2024 2:00,300.16,304.35,1007,94,300.16,300.16,0,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
8/6/2024 3:00,300.97,304.52,1006,78,299.16,300.97,1.03,60,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
8/6/2024 4:00,300.97,304.95,1006,81,299.16,300.97,2.06,90,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
8/6/2024 5:00,300.41,303.81,1007,83,300.16,300.41,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
8/6/2024 6:00,300.41,303.7,1007,82,299.16,300.41,0.51,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
8/6/2024 7:00,301.52,306.02,1008,79,300.16,301.52,1.34,333,1.79,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
8/6/2024 8:00,302.63,308.77,1008,78,302.16,302.63,0.89,312,0.89,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
8/6/2024 9:00,304.3,311.3,1008,75,303.16,304.3,0.51,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
8/6/2024 10:00,305.41,312.41,1008,67,305.16,305.41,2.57,290,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
8/6/2024 11:00,305.97,312.97,1007,63,305.97,306.16,3.6,300,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
8/6/2024 12:00,307.08,314.08,1007,61,306.16,307.08,4.12,310,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
8/6/2024 13:00,307.08,314.08,1006,61,307.08,307.16,4.12,310,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
8/6/2024 14:00,307.63,314.63,1005,59,307.16,307.63,3.6,310,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
8/6/2024 15:00,308.19,315.19,1004,58,308.16,308.19,3.13,315,4.02,40,1.09,"id: 501, main: Rain, description: moderate rain, icon: 10d"
8/6/2024 16:00,307.63,314.63,1004,59,307.16,307.63,3.09,310,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
8/6/2024 17:00,303.16,308.21,1005,70,303.16,303.16,8.75,280,16.98,40,0.13,"id: 500, main: Rain, description: light rain, icon: 10d
id: 771, main: Squall, description: squalls, icon: 50d"
8/6/2024 18:00,300.16,304.35,1006,94,300.16,300.16,2.57,210,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
8/6/2024 19:00,301.16,306.75,1006,89,301.16,301.16,2.06,210,0,75,1.22,"id: 501, main: Rain, description: moderate rain, icon: 10n"
