Date,Temprature (Kelvin),Feels like (Kelvin),Pressure (mb),Humidity (%),Min Temprature (Kelvin),Max Temprature (Kelvin),Wind speed (m/s),Wind degree,Wind gust (m/s),Clouds all (%),Rain 1h (mm),Weather details
27/06/2024 10:00:00,304.86,311.86,1010,69,303.16,304.86,1.54,10,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
27/06/2024 11:00:00,305.41,312.16,1009,64,304.16,305.41,1.54,10,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
27/06/2024 12:00:00,304.86,311.86,1008,68,304.86,305.16,3.09,270,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
27/06/2024 13:00:00,303.16,309.22,1008,74,303.16,303.16,4.63,200,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
27/06/2024 14:00:00,302.16,307.7,1007,79,302.16,302.16,7.2,230,0,75,0,"id: 211, main: Thunderstorm, description: thunderstorm, icon: 11d"
27/06/2024 15:00:00,302.16,307.7,1007,79,302.16,302.16,3.6,260,0,40,1.15,"id: 501, main: Rain, description: moderate rain, icon: 10d"
27/06/2024 16:00:00,302.63,309.26,1006,80,302.63,303.16,3.09,210,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
27/06/2024 17:00:00,302.08,308.35,1007,83,302.08,302.16,3.09,180,0,0,0.56,"id: 500, main: Rain, description: light rain, icon: 10d"
27/06/2024 18:00:00,302.63,309.01,1008,79,302.63,303.16,2.57,170,0,40,2.73,"id: 501, main: Rain, description: moderate rain, icon: 10d"
27/06/2024 19:00:00,298.75,299.64,1010,87,298.75,300.16,9.26,70,0,75,5.62,"id: 201, main: Thunderstorm, description: thunderstorm with rain, icon: 11n
id: 502, main: Rain, description: heavy intensity rain, icon: 10n"
27/06/2024 20:00:00,297.63,298.59,1010,94,297.63,298.16,4.12,60,0,100,0.44,"id: 500, main: Rain, description: light rain, icon: 10n
id: 201, main: Thunderstorm, description: thunderstorm with rain, icon: 11n"
27/06/2024 21:00:00,298.19,299.18,1009,93,298.16,298.19,2.06,330,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
27/06/2024 22:00:00,298.19,299.1,1010,90,298.19,298.19,2.28,117,4.09,100,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04n"
27/06/2024 23:00:00,298.75,299.66,1010,88,298.16,298.75,0.51,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
28/06/2024 00:00:00,298.19,299.07,1009,89,298.16,298.19,2.06,20,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
28/06/2024 01:00:00,298.19,299.07,1009,89,298.16,298.19,1.03,350,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
28/06/2024 02:00:00,298.19,299.07,1008,89,298.16,298.19,1.03,20,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
28/06/2024 03:00:00,298.75,299.69,1008,89,298.16,298.75,2.06,100,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
28/06/2024 04:00:00,298.75,299.69,1008,89,298.75,299.16,1.03,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
28/06/2024 05:00:00,298.75,299.69,1009,89,298.16,298.75,0.51,340,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
28/06/2024 06:00:00,298.75,299.72,1009,90,298.16,298.75,1.03,20,0,91,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04d"
28/06/2024 07:00:00,299.86,302.65,1010,85,299.16,299.86,1.54,30,0,92,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04d"
28/06/2024 08:00:00,302.08,307.28,1010,78,300.16,302.08,2.06,50,0,27,0,"id: 701, main: Mist, description: mist, icon: 50d"
28/06/2024 09:00:00,303.75,309.69,1010,70,302.16,303.75,1.54,70,0,53,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
28/06/2024 10:00:00,304.86,311.86,1010,68,304.16,304.86,2.57,40,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
28/06/2024 11:00:00,304.86,311.71,1010,67,304.86,305.16,2.06,90,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
28/06/2024 12:00:00,304.3,311.15,1009,70,304.3,305.16,3.6,130,0,40,1.31,"id: 501, main: Rain, description: moderate rain, icon: 10d"
28/06/2024 13:00:00,305.41,312.41,1008,66,305.16,305.41,3.6,130,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
28/06/2024 14:00:00,304.3,310.85,1007,69,304.3,305.16,4.63,110,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
28/06/2024 15:00:00,305.41,312.41,1006,66,305.16,305.41,4.63,100,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
28/06/2024 16:00:00,304.86,311.71,1006,67,304.86,305.16,5.14,100,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
28/06/2024 17:00:00,304.86,311.38,1007,66,304.86,305.16,4.63,130,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
28/06/2024 18:00:00,303.19,309.56,1007,75,303.19,305.16,5.66,170,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
28/06/2024 19:00:00,303.19,310.1,1008,77,303.16,303.19,4.63,150,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
28/06/2024 20:00:00,302.63,309.01,1009,79,302.63,303.16,3.6,160,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
28/06/2024 21:00:00,302.08,307.49,1009,79,302.08,302.16,2.06,160,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
28/06/2024 22:00:00,302.08,307.28,1010,78,302.08,302.16,4.47,111,4.92,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
28/06/2024 23:00:00,302.08,307.7,1010,80,302.08,302.16,3.09,130,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
29/06/2024 00:00:00,302.08,308.13,1009,82,302.08,302.16,2.06,110,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
29/06/2024 01:00:00,301.52,306.92,1009,84,301.52,302.16,2.06,140,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
29/06/2024 02:00:00,301.52,307.11,1009,85,301.16,301.52,2.06,120,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
29/06/2024 03:00:00,300.97,305.85,1008,87,300.97,301.16,2.57,110,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
29/06/2024 04:00:00,300.97,305.7,1008,86,300.97,301.16,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
29/06/2024 05:00:00,300.97,305.7,1009,86,300.16,300.97,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
29/06/2024 06:00:00,300.97,305.54,1009,85,300.16,300.97,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
29/06/2024 07:00:00,302.63,309.26,1010,80,300.16,302.63,1.34,175,1.34,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
29/06/2024 08:00:00,302.08,307.7,1010,80,301.16,302.08,2.06,210,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
29/06/2024 09:00:00,302.08,307.7,1011,80,301.16,302.08,3.09,180,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
29/06/2024 10:00:00,304.3,311.3,1010,72,303.16,304.3,4.47,205,4.92,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
29/06/2024 11:00:00,304.3,311.3,1010,71,303.16,304.3,3.09,150,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
29/06/2024 12:00:00,305.41,312.41,1009,68,305.41,306.16,3.09,150,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
29/06/2024 13:00:00,305.97,312.97,1008,65,305.97,306.16,4.12,160,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
29/06/2024 14:00:00,306.52,313.52,1007,60,306.16,306.52,4.63,180,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
29/06/2024 15:00:00,305.97,311.53,1007,58,305.97,306.16,5.66,170,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
29/06/2024 16:00:00,305.41,312.16,1007,64,305.41,306.16,5.14,160,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
29/06/2024 17:00:00,304.86,311.38,1007,66,304.86,306.16,6.17,180,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
29/06/2024 18:00:00,304.3,311.3,1008,71,304.3,305.16,5.66,170,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
29/06/2024 19:00:00,303.19,309.83,1009,76,303.19,304.16,5.66,170,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
29/06/2024 20:00:00,303.19,310.1,1010,77,303.16,303.19,4.12,150,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
29/06/2024 21:00:00,302.63,308.53,1010,77,302.63,303.16,3.6,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
29/06/2024 22:00:00,302.63,308.77,1011,78,302.63,303.16,4.63,170,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
29/06/2024 23:00:00,302.63,309.01,1011,79,302.16,302.63,3.6,160,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
30/06/2024 00:00:00,302.08,307.49,1011,79,302.08,302.16,3.6,160,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
30/06/2024 01:00:00,302.08,307.91,1010,81,302.08,302.16,3.09,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
30/06/2024 02:00:00,302.08,307.07,1010,77,302.08,302.16,4.12,180,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
30/06/2024 03:00:00,301.52,306.02,1010,79,301.16,301.52,3.6,200,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
30/06/2024 04:00:00,301.52,306.19,1009,80,301.16,301.52,3.09,200,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
30/06/2024 05:00:00,301.52,306.37,1010,81,301.16,301.52,2.06,210,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
30/06/2024 06:00:00,301.52,306.55,1010,82,301.16,301.52,1.54,200,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
30/06/2024 07:00:00,302.08,307.28,1011,78,301.16,302.08,1.79,229,1.79,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
30/06/2024 08:00:00,303.19,309.04,1011,73,302.16,303.19,1.54,270,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
30/06/2024 09:00:00,304.86,311.38,1011,66,304.16,304.86,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
30/06/2024 10:00:00,305.97,312.56,1011,61,305.16,305.97,3.09,240,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
30/06/2024 11:00:00,305.97,312.92,1010,62,305.97,306.16,2.57,0,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
30/06/2024 12:00:00,307.08,314.08,1009,58,305.16,307.08,2.06,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
30/06/2024 13:00:00,307.08,313.92,1008,57,307.08,307.16,3.6,280,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
30/06/2024 14:00:00,308.19,315.19,1008,55,308.16,308.19,3.6,290,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
30/06/2024 15:00:00,307.08,314.08,1007,59,307.08,307.16,4.12,280,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
30/06/2024 16:00:00,304.3,309.95,1007,66,304.3,307.16,3.58,184,5.81,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
30/06/2024 17:00:00,305.41,311.82,1007,63,305.16,305.41,5.66,180,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
30/06/2024 18:00:00,304.3,310.25,1008,67,304.3,305.16,3.6,190,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
30/06/2024 19:00:00,303.75,309.15,1009,68,303.75,304.16,5.66,210,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
30/06/2024 20:00:00,301.52,306.02,1010,79,301.52,303.16,5.66,230,0,75,0.13,"id: 500, main: Rain, description: light rain, icon: 10n"
30/06/2024 21:00:00,302.08,305.72,1011,70,301.16,302.08,5.14,240,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
30/06/2024 22:00:00,302.08,305.54,1011,69,301.16,302.08,2.57,240,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
30/06/2024 23:00:00,302.08,305.91,1011,71,301.16,302.08,4.12,240,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 0:00,301.52,305.34,1010,75,301.16,301.52,3.6,240,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 1:00,301.52,305.51,1010,76,301.16,301.52,3.09,250,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 2:00,300.97,304.52,1009,78,300.97,301.16,3.6,210,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 3:00,300.97,304.8,1009,80,300.16,300.97,2.06,240,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 4:00,300.97,304.95,1009,81,300.16,300.97,1.54,250,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 5:00,300.97,305.24,1009,83,299.16,300.97,2.57,260,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 6:00,300.97,305.39,1009,84,299.16,300.97,1.03,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
1/7/2024 7:00,301.52,306.37,1010,81,300.16,301.52,2.57,230,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
1/7/2024 8:00,303.19,310.1,1010,77,302.16,303.19,3.09,230,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
1/7/2024 9:00,304.3,311.15,1010,70,303.16,304.3,4.12,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
1/7/2024 10:00,304.86,311.86,1010,68,304.16,304.86,5.66,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
1/7/2024 11:00,304.3,310.54,1009,68,304.3,305.16,6.17,260,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
1/7/2024 12:00,305.16,312.16,1008,66,305.16,305.16,6.69,250,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
1/7/2024 13:00,304.86,311.71,1007,67,304.16,304.86,7.2,250,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
1/7/2024 14:00,305.97,312.97,1006,64,305.16,305.97,7.72,250,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
1/7/2024 15:00,306.52,313.52,1006,62,306.16,306.52,6.17,260,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
1/7/2024 16:00,306.52,313.52,1005,60,306.16,306.52,6.17,270,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
1/7/2024 17:00,306.52,313.52,1005,61,306.16,306.52,4.12,290,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
1/7/2024 18:00,305.41,312.16,1005,64,305.16,305.41,4.12,310,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
1/7/2024 19:00,304.86,311.86,1006,68,304.16,304.86,3.6,280,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 20:00,304.3,310.85,1007,69,303.16,304.3,2.57,290,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 21:00,304.3,311.3,1008,71,303.16,304.3,1.54,280,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 22:00,304.3,311.3,1008,72,302.16,304.3,1.79,313,3.13,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
1/7/2024 23:00,303.75,310.75,1008,75,302.16,303.75,2.06,280,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
2/7/2024 0:00,302.63,309.26,1007,80,302.63,303.16,2.57,280,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
2/7/2024 1:00,302.63,309.26,1007,80,302.16,302.63,3.09,300,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
2/7/2024 2:00,302.08,306.87,1006,76,302.08,302.16,1.54,340,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
2/7/2024 3:00,302.08,307.07,1006,77,301.16,302.08,1.03,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
2/7/2024 4:00,302.08,307.07,1006,77,301.16,302.08,1.34,331,1.79,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
2/7/2024 5:00,301.52,306.19,1006,80,301.16,301.52,1.54,270,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
2/7/2024 6:00,300.97,305.24,1007,83,299.16,300.97,2.57,280,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
2/7/2024 7:00,302.08,307.49,1007,79,300.16,302.08,2.06,260,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
2/7/2024 8:00,304.3,311.3,1007,71,302.16,304.3,2.57,290,0,100,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04d"
2/7/2024 9:00,304.3,310.85,1008,69,304.16,304.3,1.03,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
2/7/2024 10:00,305.41,312.41,1007,67,305.16,305.41,2.57,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
2/7/2024 11:00,305.97,312.97,1006,64,305.97,306.16,2.57,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
2/7/2024 12:00,307.08,314.08,1006,61,306.16,307.08,3.13,341,4.47,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
2/7/2024 13:00,307.08,314.08,1005,61,307.08,307.16,3.09,300,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
2/7/2024 14:00,307.08,314.08,1004,62,307.08,308.16,4.63,300,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
2/7/2024 15:00,305.97,312.97,1003,67,305.97,306.16,3.6,290,0,40,0.32,"id: 500, main: Rain, description: light rain, icon: 10d"
2/7/2024 16:00,304.16,311.16,1003,74,304.16,304.16,2.57,270,0,100,0.13,"id: 500, main: Rain, description: light rain, icon: 10d"
2/7/2024 17:00,303.19,310.19,1003,80,303.16,303.19,2.57,50,0,75,5.16,"id: 502, main: Rain, description: heavy intensity rain, icon: 10d"
2/7/2024 18:00,302.08,306.28,1004,73,302.08,303.16,6.17,190,0,75,8.18,"id: 502, main: Rain, description: heavy intensity rain, icon: 10d"
2/7/2024 19:00,300.97,304.66,1006,79,300.97,301.16,6.17,140,0,100,2.73,"id: 501, main: Rain, description: moderate rain, icon: 10n"
2/7/2024 20:00,300.41,303.81,1006,83,300.41,301.16,2.57,170,0,75,2.99,"id: 501, main: Rain, description: moderate rain, icon: 10n"
2/7/2024 21:00,299.86,302.74,1008,86,299.86,300.16,2.57,250,0,100,3.87,"id: 501, main: Rain, description: moderate rain, icon: 10n"
2/7/2024 22:00,299.86,302.9,1009,88,299.16,299.86,1.03,0,0,100,3.87,"id: 501, main: Rain, description: moderate rain, icon: 10n"
2/7/2024 23:00,298.75,299.64,1009,87,298.75,299.16,1.54,310,0,75,3.65,"id: 501, main: Rain, description: moderate rain, icon: 10n"
3/7/2024 0:00,299.3,299.3,1009,88,299.16,299.3,3.09,350,0,20,3.16,"id: 501, main: Rain, description: moderate rain, icon: 10n"
3/7/2024 1:00,298.19,299.13,1008,91,298.16,298.19,2.06,360,0,40,3.65,"id: 501, main: Rain, description: moderate rain, icon: 10n"
3/7/2024 2:00,298.75,299.72,1007,90,298.16,298.75,1.54,80,0,40,0.32,"id: 500, main: Rain, description: light rain, icon: 10n"
3/7/2024 3:00,299.3,299.3,1007,89,299.16,299.3,1.54,40,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
3/7/2024 4:00,299.3,299.3,1008,87,298.16,299.3,1.03,0,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
3/7/2024 5:00,298.75,299.72,1008,90,298.75,299.16,1.79,11,2.68,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
3/7/2024 6:00,298.75,299.64,1009,87,298.75,299.16,2.57,30,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
3/7/2024 7:00,299.86,302.49,1009,83,299.16,299.86,1.03,200,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
3/7/2024 8:00,301.52,306.19,1010,80,300.16,301.52,0.51,0,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01d"
3/7/2024 9:00,303.19,309.3,1010,74,302.16,303.19,1.79,333,3.13,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
3/7/2024 10:00,303.19,309.04,1009,73,303.16,303.19,4.63,240,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/7/2024 11:00,303.75,310.26,1009,72,303.16,303.75,4.12,220,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/7/2024 12:00,305.97,312.56,1008,61,304.16,305.97,3.09,250,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
3/7/2024 13:00,305.41,311.82,1008,63,305.16,305.41,3.6,270,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
3/7/2024 14:00,305.97,312.97,1007,63,304.16,305.97,3.6,290,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
3/7/2024 15:00,306.52,313.52,1006,64,305.16,306.52,3.09,230,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/7/2024 16:00,305.41,312.41,1006,65,305.16,305.41,4.12,250,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
3/7/2024 17:00,300.41,304.28,1007,87,300.41,304.16,4.63,250,0,40,0.87,"id: 520, main: Rain, description: light intensity shower rain, icon: 09d"
3/7/2024 18:00,299.86,302.74,1007,86,299.86,300.16,1.34,203,4.02,100,0.92,"id: 500, main: Rain, description: light rain, icon: 10d
id: 201, main: Thunderstorm, description: thunderstorm with rain, icon: 11d"
3/7/2024 19:00,298.75,299.69,1008,89,298.75,300.16,3.09,180,0,75,2.37,"id: 501, main: Rain, description: moderate rain, icon: 10n"
3/7/2024 20:00,299.3,299.3,1009,88,299.16,299.3,2.57,200,0,40,2.37,"id: 501, main: Rain, description: moderate rain, icon: 10n"
3/7/2024 21:00,299.3,299.3,1010,90,299.16,299.3,1.79,135,3.13,100,2.73,"id: 501, main: Rain, description: moderate rain, icon: 10n"
3/7/2024 22:00,299.3,299.3,1011,89,299.16,299.3,3.09,190,0,100,1,"id: 500, main: Rain, description: light rain, icon: 10n"
3/7/2024 23:00,299.3,299.3,1011,89,299.16,299.3,2.06,170,0,100,1.06,"id: 501, main: Rain, description: moderate rain, icon: 10n"
4/7/2024 0:00,299.3,299.3,1010,87,299.3,300.16,1.03,0,0,100,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04n"
4/7/2024 1:00,299.3,299.3,1010,87,299.16,299.3,1.03,0,0,40,0.49,"id: 500, main: Rain, description: light rain, icon: 10n"
4/7/2024 2:00,299.3,299.3,1010,90,299.16,299.3,2.57,30,0,75,0.12,"id: 500, main: Rain, description: light rain, icon: 10n"
4/7/2024 3:00,298.75,299.72,1010,90,298.75,299.16,1.54,10,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
4/7/2024 4:00,298.75,299.77,1010,92,298.75,299.16,2.06,20,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
4/7/2024 5:00,298.75,299.72,1010,90,298.16,298.75,2.57,80,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02n"
4/7/2024 6:00,298.75,299.72,1010,90,298.16,298.75,1.54,80,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
4/7/2024 7:00,299.86,302.82,1011,87,299.16,299.86,1.03,100,0,20,0,"id: 801, main: Clouds, description: few clouds, icon: 02d"
4/7/2024 8:00,299.86,302.65,1011,85,299.86,300.16,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
4/7/2024 9:00,300.97,305.24,1011,83,300.97,301.16,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
4/7/2024 10:00,302.63,308.53,1011,77,302.16,302.63,0.51,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
4/7/2024 11:00,303.75,309.97,1011,71,303.16,303.75,1.03,0,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
4/7/2024 12:00,304.3,310.85,1010,69,303.16,304.3,4.63,250,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
4/7/2024 13:00,303.75,309.97,1009,71,303.16,303.75,5.14,270,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04d"
4/7/2024 14:00,303.19,309.04,1008,73,303.16,303.19,4.12,220,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03d"
4/7/2024 15:00,301.16,305.75,1008,83,301.16,301.16,1.03,0,0,75,4.86,"id: 502, main: Rain, description: heavy intensity rain, icon: 10d"
4/7/2024 16:00,301.16,305.75,1008,83,301.16,301.16,4.63,160,0,20,3.65,"id: 501, main: Rain, description: moderate rain, icon: 10d"
4/7/2024 17:00,301.52,306.55,1008,82,301.16,301.52,4.12,150,0,40,1.63,"id: 501, main: Rain, description: moderate rain, icon: 10d"
4/7/2024 18:00,300.97,304.66,1008,79,300.97,301.16,4.63,180,0,75,0.75,"id: 500, main: Rain, description: light rain, icon: 10d"
4/7/2024 19:00,300.41,303.37,1010,79,299.16,300.41,2.57,230,0,20,0.34,"id: 500, main: Rain, description: light rain, icon: 10n"
4/7/2024 20:00,300.41,303.48,1010,80,300.16,300.41,2.57,210,0,0,0,"id: 800, main: Clear, description: clear sky, icon: 01n"
4/7/2024 21:00,300.41,303.15,1010,77,300.16,300.41,2.57,240,0,100,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04n"
4/7/2024 22:00,300.97,304.38,1010,77,299.16,300.97,1.03,0,0,20,0.1,"id: 500, main: Rain, description: light rain, icon: 10n"
4/7/2024 23:00,299.86,302.34,1010,81,299.16,299.86,2.68,352,3.13,40,0.75,"id: 500, main: Rain, description: light rain, icon: 10n"
5/7/2024 0:00,299.86,302.42,1010,82,299.16,299.86,2.06,340,0,100,0.17,"id: 500, main: Rain, description: light rain, icon: 10n"
5/7/2024 1:00,299.3,299.3,1009,88,299.16,299.3,2.57,20,0,100,0,"id: 804, main: Clouds, description: overcast clouds, icon: 04n"
5/7/2024 2:00,299.3,299.3,1009,89,299.16,299.3,2.57,30,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
5/7/2024 3:00,299.3,299.3,1008,89,299.16,299.3,1.54,60,0,75,0,"id: 803, main: Clouds, description: broken clouds, icon: 04n"
5/7/2024 4:00,299.3,299.3,1008,88,299.16,299.3,1.54,10,0,40,0,"id: 802, main: Clouds, description: scattered clouds, icon: 03n"
