date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
18-08-2024 19:00:00,2,841.14,0.04,30.85,24.32,27.42,21.95,28.91,10.64
18-08-2024 20:00:00,3,934.6,0.14,31.19,19.67,26.94,29.66,38.24,11.02
18-08-2024 21:00:00,3,1014.71,1.1,32.9,7.96,28.61,34.63,45.58,11.65
18-08-2024 22:00:00,3,1081.47,4.41,31.87,1.45,28.13,37.62,49.95,11.78
18-08-2024 23:00:00,3,1161.58,8.38,30.5,0.26,25.51,40.8,53.78,11.15
19-08-2024 00:00:00,3,1228.33,11.51,29.82,0.06,22.89,42.66,55.38,10.01
19-08-2024 01:00:00,3,1295.09,16.32,29.13,0.01,25.27,47.23,60.17,10.13
19-08-2024 02:00:00,4,1308.44,18.55,27.08,0.0,25.27,50.89,64.04,10.51
19-08-2024 03:00:00,4,1308.44,19.67,24.33,0.0,24.8,53.56,66.82,10.51
19-08-2024 04:00:00,4,1348.5,22.58,22.28,0.0,25.99,57.18,70.79,10.64
19-08-2024 05:00:00,4,1428.6,27.49,21.25,0.0,30.04,62.0,75.38,10.77
19-08-2024 06:00:00,4,1508.71,33.53,21.42,0.0,36.24,66.6,81.64,11.65
19-08-2024 07:00:00,5,1815.8,43.81,22.28,1.54,48.64,79.18,97.75,15.71
19-08-2024 08:00:00,5,2296.45,59.9,29.82,2.01,69.62,93.44,115.32,19.51
19-08-2024 09:00:00,5,2403.26,63.48,37.01,3.76,80.11,95.89,118.95,20.77
19-08-2024 10:00:00,5,1895.9,45.15,44.55,10.01,77.25,77.42,97.51,19.25
19-08-2024 11:00:00,2,761.03,9.5,27.76,26.82,36.72,24.7,31.85,7.66
19-08-2024 12:00:00,2,574.11,4.47,22.96,27.54,29.09,14.39,18.89,5.7
19-08-2024 13:00:00,2,560.76,3.49,23.99,23.25,29.09,12.46,16.58,5.64
19-08-2024 14:00:00,2,540.73,2.74,22.62,21.28,26.46,10.61,14.39,5.45
19-08-2024 15:00:00,2,540.73,2.6,23.65,18.24,26.94,9.99,13.7,5.7
19-08-2024 16:00:00,2,567.44,2.24,26.05,15.02,28.37,10.23,14.2,6.21
19-08-2024 17:00:00,2,707.63,3.52,32.56,8.76,34.81,13.27,18.33,8.11
19-08-2024 18:00:00,2,947.95,6.93,38.04,2.19,41.48,19.65,26.69,11.53
19-08-2024 19:00:00,3,1094.82,9.5,37.7,0.35,41.96,26.82,35.85,14.31
19-08-2024 20:00:00,3,1428.6,16.99,37.01,0.05,44.35,41.44,55.0,17.48
19-08-2024 21:00:00,4,1762.39,26.15,35.64,0.0,45.3,58.92,78.53,20.01
19-08-2024 22:00:00,4,1869.2,27.94,34.96,0.0,40.05,66.46,89.09,19.76
19-08-2024 23:00:00,4,1842.5,27.27,34.27,0.0,34.81,65.67,87.83,17.23
20-08-2024 00:00:00,4,1708.98,26.38,32.9,0.0,30.99,58.8,77.7,13.43
20-08-2024 01:00:00,4,1575.47,25.93,30.85,0.0,29.56,55.46,72.02,11.53
20-08-2024 02:00:00,4,1482.01,24.14,27.76,0.0,26.7,55.31,70.71,10.89
20-08-2024 03:00:00,4,1522.06,25.48,25.02,0.0,25.99,60.4,76.51,11.91
20-08-2024 04:00:00,4,1628.88,29.95,22.96,0.0,28.37,69.03,86.53,13.68
20-08-2024 05:00:00,5,1762.39,38.0,21.93,0.0,33.86,78.99,98.37,15.2
20-08-2024 06:00:00,5,1949.31,47.83,21.59,0.0,41.48,88.27,109.29,16.21
20-08-2024 07:00:00,5,2349.85,61.69,22.96,0.47,57.7,105.02,129.8,19.51
20-08-2024 08:00:00,5,2803.8,83.15,28.79,0.73,82.02,118.38,145.99,22.04
20-08-2024 09:00:00,5,2937.32,87.62,33.93,1.77,87.74,118.14,146.25,22.55
20-08-2024 10:00:00,5,2376.56,61.69,40.44,5.14,75.34,92.86,115.86,20.52
20-08-2024 11:00:00,2,807.76,7.6,29.82,26.46,31.47,23.19,29.32,6.59
20-08-2024 12:00:00,2,620.84,2.88,26.05,28.97,27.89,13.87,17.67,5.32
20-08-2024 13:00:00,2,634.19,1.51,31.19,21.1,31.95,13.59,17.37,5.76
20-08-2024 14:00:00,2,660.9,0.84,34.62,11.98,35.29,13.87,17.92,6.33
20-08-2024 15:00:00,2,727.65,2.74,36.67,6.71,39.58,16.06,20.99,7.54
20-08-2024 16:00:00,2,781.06,4.58,37.01,4.29,41.01,17.44,23.06,8.23
20-08-2024 17:00:00,2,867.84,8.94,36.33,1.74,43.39,18.52,24.6,8.87
20-08-2024 18:00:00,2,974.66,15.42,32.9,0.21,43.39,21.11,27.7,9.75
20-08-2024 19:00:00,2,1001.36,16.54,29.82,0.03,38.15,23.52,30.64,10.13
20-08-2024 20:00:00,3,1522.06,27.27,29.82,0.0,42.44,44.53,57.94,15.2
20-08-2024 21:00:00,4,2162.93,39.79,30.85,0.0,45.78,72.88,95.48,19.25
20-08-2024 22:00:00,5,2456.67,44.26,32.56,0.0,44.35,91.2,119.39,20.52
20-08-2024 23:00:00,5,2696.99,49.62,32.56,0.0,42.44,102.43,133.18,21.03
21-08-2024 00:00:00,5,2803.8,56.33,30.85,0.0,40.05,105.46,135.05,19.76
21-08-2024 01:00:00,5,2830.51,63.48,29.13,0.0,42.44,111.46,140.35,21.53
21-08-2024 02:00:00,5,2696.99,64.37,26.73,0.0,43.39,115.5,143.46,24.07
21-08-2024 03:00:00,5,2563.48,62.58,24.33,0.0,41.96,116.46,143.25,24.07
21-08-2024 04:00:00,5,2536.77,65.27,22.62,0.0,42.44,121.18,147.98,23.81
21-08-2024 05:00:00,5,2616.88,70.63,21.59,0.0,44.35,129.99,157.49,22.04
21-08-2024 06:00:00,5,2723.69,76.0,21.08,0.0,46.73,135.26,163.46,20.27
21-08-2024 07:00:00,5,3044.13,80.47,22.62,0.33,55.31,144.34,175.58,21.53
21-08-2024 08:00:00,5,2723.69,79.57,30.16,0.82,78.2,119.9,147.0,19.25
21-08-2024 09:00:00,5,2883.91,85.83,36.67,1.32,93.46,120.25,149.01,21.28
21-08-2024 10:00:00,5,2696.99,80.47,45.24,2.3,103.0,112.18,140.05,22.55
21-08-2024 11:00:00,3,1161.58,15.42,45.93,12.16,52.45,40.88,50.89,9.5
21-08-2024 12:00:00,2,841.14,6.03,36.67,25.75,40.05,24.55,30.34,6.9
21-08-2024 13:00:00,2,821.11,5.25,35.64,39.34,41.01,24.01,29.32,6.9
21-08-2024 14:00:00,3,821.11,3.63,34.62,52.93,40.05,25.25,30.33,6.84
21-08-2024 15:00:00,3,881.2,2.54,37.7,55.07,42.44,28.68,34.05,7.41
21-08-2024 16:00:00,3,947.95,1.37,38.39,55.07,41.48,31.16,36.65,7.73
21-08-2024 17:00:00,3,1121.52,1.72,46.61,45.42,45.3,35.14,41.16,8.99
21-08-2024 18:00:00,3,1321.79,1.37,57.58,21.99,47.68,40.35,47.66,10.89
21-08-2024 19:00:00,3,1335.14,1.79,54.15,6.44,40.53,41.65,50.12,11.27
21-08-2024 20:00:00,3,1428.6,6.76,46.61,1.14,39.1,47.8,59.16,12.16
21-08-2024 21:00:00,4,1588.82,13.63,41.81,0.09,40.05,58.17,73.85,13.68
21-08-2024 22:00:00,4,1695.63,17.43,40.1,0.02,39.1,66.62,85.57,14.95
21-08-2024 23:00:00,4,1735.69,19.67,39.76,0.01,38.15,70.74,90.64,15.45
22-08-2024 00:00:00,4,1695.63,21.68,39.41,0.0,37.67,70.5,88.31,14.31
22-08-2024 01:00:00,4,1655.58,25.26,38.73,0.0,40.05,73.21,90.11,14.69
22-08-2024 02:00:00,5,1682.28,29.06,35.99,0.0,40.53,79.14,95.8,16.97
22-08-2024 03:00:00,5,1842.5,35.76,33.24,0.0,43.87,90.98,108.09,22.55
22-08-2024 04:00:00,5,2056.12,46.94,32.22,0.0,54.84,108.32,126.37,30.15
22-08-2024 05:00:00,5,2349.85,64.37,32.56,0.0,70.57,129.96,148.92,35.97
22-08-2024 06:00:00,5,2536.77,79.57,31.19,0.0,75.34,142.02,162.38,29.89
22-08-2024 07:00:00,5,2777.1,92.09,31.19,0.09,86.78,147.48,171.1,26.6
22-08-2024 08:00:00,5,2750.4,110.86,35.3,0.12,120.16,135.51,158.19,23.05
22-08-2024 09:00:00,5,3284.45,143.05,39.41,0.08,150.68,150.76,176.93,25.33
22-08-2024 10:00:00,5,3364.56,155.57,42.84,0.21,173.57,145.83,173.39,27.36
22-08-2024 11:00:00,4,1735.69,69.74,43.53,2.48,106.81,65.87,80.01,15.07
22-08-2024 12:00:00,3,1241.68,36.21,44.55,4.56,78.2,41.44,51.37,11.15
22-08-2024 13:00:00,3,1014.71,21.23,43.53,6.71,61.04,29.92,38.46,9.37
22-08-2024 14:00:00,2,934.6,15.42,43.87,0.39,55.79,23.63,31.11,8.87
22-08-2024 15:00:00,2,934.6,20.34,36.33,0.05,55.31,22.38,29.16,9.37
22-08-2024 16:00:00,2,894.55,16.99,31.87,0.06,45.3,19.78,25.62,8.87
22-08-2024 17:00:00,3,1188.28,21.23,29.13,0.03,40.05,25.03,32.63,11.27
22-08-2024 18:00:00,3,1815.8,36.66,27.76,0.0,43.39,40.79,52.71,15.07
22-08-2024 19:00:00,4,2189.64,44.26,29.82,0.0,44.82,59.07,74.94,16.47
22-08-2024 20:00:00,5,2643.59,51.86,33.93,0.0,49.59,86.0,108.86,19.0
22-08-2024 21:00:00,5,3097.53,59.9,36.67,0.0,53.41,115.18,145.95,21.79
22-08-2024 22:00:00,5,3337.86,63.48,37.7,0.0,53.88,135.92,171.82,24.07
22-08-2024 23:00:00,5,3578.19,69.74,37.01,0.0,53.88,153.38,192.08,26.35
23-08-2024 00:00:00,5,3952.03,84.94,35.64,0.0,58.17,170.2,210.76,29.39
23-08-2024 01:00:00,5,4379.27,106.39,35.3,0.0,72.48,201.03,240.66,38.0
23-08-2024 02:00:00,5,4432.68,114.44,34.62,0.0,78.2,215.43,248.54,41.54
23-08-2024 03:00:00,5,3845.21,101.92,30.85,0.0,57.7,191.42,215.91,26.85
23-08-2024 04:00:00,5,2990.72,77.78,27.76,0.0,39.58,148.93,164.12,14.57
23-08-2024 05:00:00,4,1668.93,41.57,27.08,0.0,36.72,74.26,81.38,7.66
23-08-2024 06:00:00,4,1508.71,43.81,25.7,0.0,46.25,62.73,69.72,8.36
23-08-2024 07:00:00,5,1895.9,67.95,28.1,0.01,72.48,79.59,90.47,12.29
23-08-2024 08:00:00,5,2803.8,116.23,38.04,0.1,113.49,119.89,135.54,16.47
23-08-2024 09:00:00,5,3257.75,146.63,44.55,0.13,139.24,141.18,159.86,18.24
23-08-2024 10:00:00,5,3070.83,144.84,45.24,0.33,144.96,129.85,148.99,18.75
23-08-2024 11:00:00,3,1388.55,45.6,38.39,1.42,65.8,46.05,54.68,9.12
23-08-2024 12:00:00,3,947.95,22.58,34.62,0.98,49.11,25.15,30.93,7.41
23-08-2024 13:00:00,2,974.66,26.6,33.93,0.5,56.27,24.82,30.71,8.23
23-08-2024 14:00:00,3,1188.28,45.15,33.24,0.47,78.2,32.09,39.79,11.4
23-08-2024 15:00:00,3,1428.6,61.69,31.53,0.59,89.65,40.34,50.37,14.44
23-08-2024 16:00:00,3,1415.25,51.86,31.19,0.85,71.53,38.7,49.07,13.17
23-08-2024 17:00:00,3,1335.14,35.76,31.87,0.62,52.45,32.76,43.01,11.53
23-08-2024 18:00:00,3,1348.5,31.29,32.22,0.14,46.25,31.71,42.19,11.27
23-08-2024 19:00:00,3,1335.14,28.61,32.22,0.0,42.92,34.01,44.73,11.53
23-08-2024 20:00:00,4,1922.61,38.44,31.87,0.0,45.78,58.81,75.81,15.96
23-08-2024 21:00:00,5,2883.91,58.11,31.53,0.0,52.45,104.02,132.67,22.55
23-08-2024 22:00:00,5,3685.0,76.0,31.53,0.0,62.94,148.99,189.04,31.92
23-08-2024 23:00:00,5,4165.65,91.2,31.87,0.0,72.48,177.47,224.51,41.54
24-08-2024 00:00:00,5,3952.03,92.98,30.85,0.0,64.85,165.66,208.97,34.96
24-08-2024 01:00:00,5,3311.16,82.25,29.13,0.0,50.54,139.16,172.23,27.11
24-08-2024 02:00:00,5,2563.48,60.8,26.39,0.0,35.29,106.13,128.72,22.29
24-08-2024 03:00:00,5,2109.53,46.94,24.33,0.0,27.66,85.54,101.84,19.51
24-08-2024 04:00:00,5,1922.61,41.13,23.31,0.0,26.46,76.87,90.39,17.48
24-08-2024 05:00:00,4,1815.8,40.68,22.62,0.0,28.85,73.48,86.18,15.07
24-08-2024 06:00:00,4,1789.09,43.81,21.76,0.0,34.33,73.22,86.86,13.81
24-08-2024 07:00:00,5,2002.72,52.75,22.62,0.33,47.21,83.3,100.07,15.83
24-08-2024 08:00:00,5,2296.45,74.21,32.56,0.42,81.06,96.5,114.68,17.23
24-08-2024 09:00:00,5,2670.29,101.92,39.76,0.32,112.53,114.84,135.11,19.51
24-08-2024 10:00:00,5,2643.59,109.97,42.16,0.5,129.7,114.52,135.03,20.52
24-08-2024 11:00:00,4,1321.79,44.26,39.41,1.68,75.34,50.65,60.45,10.77
24-08-2024 12:00:00,3,961.3,21.01,41.13,2.08,54.84,32.61,39.2,8.23
24-08-2024 13:00:00,3,894.55,14.19,43.87,1.7,50.07,28.9,34.8,7.79
24-08-2024 14:00:00,3,854.49,8.27,45.24,0.54,47.68,26.72,32.27,7.79
24-08-2024 15:00:00,3,894.55,6.15,43.87,0.82,47.68,28.8,34.52,8.61
24-08-2024 16:00:00,3,894.55,4.36,39.41,1.54,41.48,28.78,34.15,8.49
24-08-2024 17:00:00,3,1121.52,10.73,35.99,0.41,38.15,32.19,38.72,10.01
24-08-2024 18:00:00,3,1482.01,22.13,35.64,0.03,39.58,42.13,50.51,11.78
24-08-2024 19:00:00,4,1655.58,26.15,36.67,0.0,38.15,51.81,61.84,12.41
24-08-2024 20:00:00,4,1895.9,31.74,38.39,0.0,42.44,68.57,82.44,15.2
24-08-2024 21:00:00,5,2323.15,44.26,39.76,0.0,51.98,93.57,113.61,19.51
24-08-2024 22:00:00,5,2830.51,60.8,41.47,0.0,64.85,124.03,151.06,25.08
24-08-2024 23:00:00,5,3364.56,78.68,45.24,0.0,77.25,155.65,188.74,30.91
25-08-2024 00:00:00,5,3685.0,93.88,47.3,0.0,82.97,174.76,209.7,33.94
25-08-2024 01:00:00,5,3738.4,101.92,47.98,0.0,89.65,187.27,221.28,39.52
25-08-2024 02:00:00,5,3391.27,92.09,44.55,0.0,81.06,180.82,210.41,44.08
25-08-2024 03:00:00,5,2910.61,74.21,38.04,0.0,59.13,161.28,185.05,38.5
25-08-2024 04:00:00,5,2483.37,59.01,33.59,0.0,45.3,140.1,158.52,30.15
25-08-2024 05:00:00,5,2109.53,48.28,29.47,0.0,38.15,118.93,133.51,23.05
25-08-2024 06:00:00,5,1922.61,40.68,25.36,0.0,34.33,103.2,116.15,19.51
25-08-2024 07:00:00,5,1895.9,37.1,22.62,0.05,36.24,92.19,105.73,17.99
25-08-2024 08:00:00,5,1735.69,37.55,24.33,0.96,46.25,75.45,87.83,15.07
25-08-2024 09:00:00,4,1615.52,36.66,28.1,3.93,52.45,67.4,79.43,13.55
25-08-2024 10:00:00,4,1388.55,26.82,35.99,13.59,53.41,61.86,72.97,12.67
25-08-2024 11:00:00,3,720.98,5.76,22.28,41.84,25.03,28.24,33.22,6.33
25-08-2024 12:00:00,2,567.44,2.26,18.16,47.92,19.55,19.67,22.96,5.07
25-08-2024 13:00:00,2,554.08,1.06,20.39,40.41,20.03,17.46,20.63,5.26
25-08-2024 14:00:00,2,560.76,0.14,21.93,29.33,19.79,15.44,18.22,5.26
25-08-2024 15:00:00,2,594.14,0.06,23.65,23.25,20.03,15.79,18.28,5.64
25-08-2024 16:00:00,2,614.17,0.08,23.31,19.13,17.88,15.45,17.82,5.64
25-08-2024 17:00:00,2,821.11,2.49,32.56,5.72,24.8,20.57,24.31,7.35
25-08-2024 18:00:00,3,1148.22,11.96,35.3,0.16,31.47,30.0,35.89,9.37
25-08-2024 19:00:00,3,1375.2,20.79,33.93,0.01,36.24,40.55,48.94,11.02
25-08-2024 20:00:00,4,1668.93,31.29,34.96,0.0,45.78,57.21,69.67,14.31
25-08-2024 21:00:00,4,1922.61,38.89,36.33,0.0,52.45,74.3,91.54,17.48
25-08-2024 22:00:00,5,2109.53,42.47,37.01,0.0,53.88,87.93,109.13,20.52
25-08-2024 23:00:00,5,2296.45,46.49,36.33,0.0,52.93,99.61,123.84,23.31
26-08-2024 00:00:00,5,2429.96,51.86,34.62,0.0,50.07,105.75,129.75,23.81
26-08-2024 01:00:00,5,2536.77,59.9,33.59,0.0,54.36,115.1,137.94,26.09
26-08-2024 02:00:00,5,2456.67,62.58,32.22,0.0,55.79,117.4,138.84,26.85
26-08-2024 03:00:00,5,2162.93,56.77,30.5,0.0,51.5,106.34,124.98,24.32
26-08-2024 04:00:00,5,1869.2,49.17,28.79,0.0,47.68,91.68,107.06,21.03
26-08-2024 05:00:00,5,1642.23,44.26,27.08,0.0,45.3,79.37,92.07,17.23
26-08-2024 06:00:00,4,1508.71,39.34,23.99,0.0,41.48,69.52,81.41,14.82
26-08-2024 07:00:00,4,1548.77,37.1,21.76,0.11,41.48,65.08,77.55,14.57
26-08-2024 08:00:00,4,1602.17,40.23,22.28,0.76,46.25,60.84,72.39,13.05
26-08-2024 09:00:00,4,1575.47,38.44,24.33,2.48,46.25,56.79,67.31,12.16
26-08-2024 10:00:00,3,1321.79,27.49,29.47,7.87,43.39,48.45,57.47,11.15
26-08-2024 11:00:00,2,627.52,5.25,20.56,28.61,21.93,18.82,22.56,5.19
26-08-2024 12:00:00,2,487.33,2.01,19.02,33.26,20.03,11.81,14.48,4.24
26-08-2024 13:00:00,2,480.65,0.89,22.28,29.68,21.7,10.55,13.13,4.5
26-08-2024 14:00:00,2,634.19,2.77,35.3,11.44,35.29,14.67,18.52,6.84
26-08-2024 15:00:00,2,894.55,16.54,39.41,1.81,52.93,24.23,30.36,9.88
26-08-2024 16:00:00,3,1241.68,37.55,38.39,1.1,70.57,37.75,46.61,11.78
26-08-2024 17:00:00,4,1668.93,59.9,40.78,0.23,86.78,53.66,65.08,12.67
26-08-2024 18:00:00,4,1655.58,55.88,36.67,0.03,72.48,51.94,63.48,10.77
26-08-2024 19:00:00,3,1361.85,33.53,35.64,0.0,47.21,42.25,51.92,8.87
26-08-2024 20:00:00,3,1455.31,27.49,38.04,0.0,40.53,48.57,59.99,10.13
26-08-2024 21:00:00,4,1762.39,33.08,38.73,0.0,41.96,65.16,81.25,12.79
26-08-2024 22:00:00,5,2002.72,37.1,38.04,0.0,43.39,78.87,98.69,15.2
26-08-2024 23:00:00,5,2189.64,42.47,36.67,0.0,45.3,89.66,112.98,17.48
27-08-2024 00:00:00,5,2296.45,48.73,34.96,0.0,44.82,92.74,115.59,16.72
27-08-2024 01:00:00,5,2349.85,57.22,33.24,0.0,48.16,99.1,120.55,16.72
27-08-2024 02:00:00,5,2269.74,60.8,30.5,0.0,47.21,102.26,122.32,16.97
27-08-2024 03:00:00,5,2136.23,59.9,27.08,0.0,44.82,101.47,119.68,17.23
27-08-2024 04:00:00,5,2109.53,62.58,24.68,0.0,45.78,103.69,120.96,17.99
27-08-2024 05:00:00,5,2109.53,67.95,22.62,0.0,48.16,105.94,121.59,17.48
27-08-2024 06:00:00,5,1922.61,59.01,20.05,0.0,42.92,90.21,104.01,16.09
27-08-2024 07:00:00,4,1762.39,44.7,18.51,0.01,38.15,69.82,82.83,15.45
27-08-2024 08:00:00,3,1321.79,31.74,18.85,0.09,36.72,43.3,53.55,12.03
27-08-2024 09:00:00,3,1228.33,30.4,18.34,0.26,37.67,37.38,47.86,11.78
27-08-2024 10:00:00,3,1134.87,27.72,18.85,0.51,38.62,34.57,45.17,11.78
27-08-2024 11:00:00,3,1041.41,23.69,21.93,0.88,39.58,32.77,43.06,11.27
27-08-2024 12:00:00,3,988.01,18.1,27.76,1.54,39.58,33.22,43.06,10.77
27-08-2024 13:00:00,3,988.01,11.4,34.62,3.08,38.15,38.57,48.04,10.39
27-08-2024 14:00:00,3,1028.06,5.98,40.44,5.99,38.15,48.67,58.13,10.13
27-08-2024 15:00:00,4,1041.41,2.74,43.87,10.28,38.15,60.08,69.55,10.13
27-08-2024 16:00:00,4,1068.12,1.2,44.55,14.66,37.19,68.72,78.31,10.01
27-08-2024 17:00:00,4,1134.87,0.62,45.93,16.09,35.76,72.55,82.4,10.01
27-08-2024 18:00:00,4,1174.93,0.37,46.61,16.63,34.81,72.92,83.3,10.39
27-08-2024 19:00:00,4,1148.22,0.2,43.87,19.13,33.86,71.12,82.56,11.15
27-08-2024 20:00:00,4,1081.47,0.13,40.44,21.1,32.9,66.26,78.64,11.53
27-08-2024 21:00:00,4,1001.36,0.14,36.67,20.38,30.99,57.68,70.26,11.4
27-08-2024 22:00:00,3,947.95,0.31,34.27,15.56,29.56,49.55,62.1,11.27
27-08-2024 23:00:00,3,894.55,0.94,32.22,8.94,27.42,40.93,52.6,10.39
28-08-2024 00:00:00,3,767.71,1.98,28.1,4.25,24.56,31.43,41.24,8.61
28-08-2024 01:00:00,3,694.27,3.63,23.99,1.7,23.13,26.69,35.57,8.11
28-08-2024 02:00:00,2,660.9,5.7,20.56,0.66,22.65,24.54,33.19,7.98
28-08-2024 03:00:00,2,647.54,7.6,18.51,0.31,22.65,23.49,32.17,7.98
28-08-2024 04:00:00,2,640.87,9.28,17.82,0.18,23.6,22.79,31.61,8.04
28-08-2024 05:00:00,2,654.22,12.63,17.99,0.07,26.46,23.18,31.22,7.41
28-08-2024 06:00:00,2,674.25,13.97,17.48,0.06,26.23,22.39,28.73,6.4
28-08-2024 07:00:00,2,761.03,14.98,17.14,0.18,26.23,23.16,29.11,6.46
28-08-2024 08:00:00,2,827.79,15.2,16.11,3.08,24.8,22.36,28.77,6.78
28-08-2024 09:00:00,2,894.55,15.2,17.14,7.69,25.75,24.63,32.13,7.28
28-08-2024 10:00:00,3,934.6,13.3,19.88,15.56,26.94,29.34,37.99,7.79
28-08-2024 11:00:00,3,921.25,9.16,23.65,33.26,27.66,36.2,45.72,7.85
28-08-2024 12:00:00,3,894.55,5.14,25.02,60.8,27.89,48.25,58.47,7.47
28-08-2024 13:00:00,4,867.84,3.19,23.65,85.12,26.94,58.58,69.19,7.16
28-08-2024 14:00:00,4,867.84,2.49,23.99,91.55,26.94,62.39,73.45,7.28
28-08-2024 15:00:00,4,867.84,2.01,25.36,89.41,27.18,62.99,74.08,7.47
28-08-2024 16:00:00,4,867.84,1.36,26.73,82.25,26.46,60.62,71.62,7.6
28-08-2024 17:00:00,4,894.55,0.64,29.13,70.81,25.51,55.69,66.44,7.6
28-08-2024 18:00:00,3,921.25,0.09,30.16,57.22,24.56,49.39,60.01,7.73
28-08-2024 19:00:00,3,907.9,0.0,29.47,46.49,24.08,43.04,53.78,8.11
28-08-2024 20:00:00,3,881.2,0.01,28.45,34.69,23.37,36.72,47.61,8.23
28-08-2024 21:00:00,3,841.14,0.09,27.42,22.89,21.93,30.88,41.67,8.11
28-08-2024 22:00:00,3,821.11,0.5,27.08,12.16,20.98,27.0,37.65,8.04
28-08-2024 23:00:00,2,794.41,1.54,25.7,5.45,19.79,23.74,34.09,7.6
29-08-2024 00:00:00,2,734.33,2.63,23.31,2.66,18.12,20.47,30.12,6.84
29-08-2024 01:00:00,2,694.27,3.49,21.59,1.63,17.17,19.36,28.99,6.65
29-08-2024 02:00:00,2,667.57,4.02,20.39,1.25,16.93,18.97,28.78,6.59
29-08-2024 03:00:00,2,647.54,4.41,19.71,1.08,17.17,18.61,28.64,6.59
29-08-2024 04:00:00,2,627.52,4.92,19.19,0.95,17.64,18.09,28.33,6.59
29-08-2024 05:00:00,2,620.84,5.98,18.85,0.68,18.36,17.57,26.26,6.02
29-08-2024 06:00:00,2,640.87,8.38,18.51,0.31,20.03,17.87,24.76,5.57
29-08-2024 07:00:00,2,767.71,13.41,17.99,0.38,23.6,21.53,28.51,6.4
29-08-2024 08:00:00,3,961.3,21.01,18.85,0.61,29.56,25.86,33.67,7.41
29-08-2024 09:00:00,2,934.6,21.68,19.36,0.97,30.52,24.69,31.88,7.47
29-08-2024 10:00:00,2,814.44,17.43,20.56,1.32,28.61,21.23,27.2,7.09
29-08-2024 11:00:00,2,567.44,4.3,20.22,7.69,17.88,12.3,15.74,4.56
29-08-2024 12:00:00,2,514.03,1.93,19.36,12.34,16.93,10.16,13.04,4.24
29-08-2024 13:00:00,1,520.71,1.44,19.54,15.2,16.69,9.77,12.47,4.43
29-08-2024 14:00:00,2,547.41,2.18,19.88,19.31,18.36,10.02,12.49,4.56
29-08-2024 15:00:00,2,600.81,2.91,23.65,18.78,22.17,11.9,14.61,5.0
29-08-2024 16:00:00,2,660.9,4.08,26.73,14.66,25.03,13.44,16.52,5.26
29-08-2024 17:00:00,2,847.82,9.05,29.47,10.19,29.09,17.54,21.78,6.27
29-08-2024 18:00:00,2,1054.76,14.31,30.85,1.25,31.47,22.67,28.53,7.66
29-08-2024 19:00:00,3,1174.93,19.89,26.05,0.02,31.95,28.17,36.0,8.99
29-08-2024 20:00:00,3,1268.39,23.92,26.05,0.0,36.24,35.43,46.42,10.51
29-08-2024 21:00:00,3,1134.87,20.56,25.36,0.01,33.38,33.71,45.67,10.13
29-08-2024 22:00:00,3,961.3,14.98,23.65,0.04,27.66,28.31,39.16,9.25
29-08-2024 23:00:00,2,827.79,10.62,21.93,0.12,22.65,22.55,31.45,7.92
30-08-2024 00:00:00,2,741.0,9.61,20.56,0.15,20.74,18.73,26.12,6.78
30-08-2024 01:00:00,2,707.63,9.95,19.54,0.11,20.74,18.07,24.92,6.52
30-08-2024 02:00:00,2,680.92,9.28,18.51,0.14,19.31,17.69,24.24,6.27
30-08-2024 03:00:00,2,660.9,8.94,17.65,0.15,18.84,17.23,23.43,6.08
30-08-2024 04:00:00,2,647.54,9.28,17.31,0.14,19.31,17.01,22.99,6.02
30-08-2024 05:00:00,2,660.9,10.84,16.96,0.09,20.5,17.61,23.24,6.02
30-08-2024 06:00:00,2,727.65,14.53,16.79,0.03,23.37,19.85,25.6,6.65
30-08-2024 07:00:00,3,947.95,21.68,16.62,0.51,29.56,27.09,34.8,8.99
30-08-2024 08:00:00,3,1321.79,34.42,18.34,0.57,40.05,36.59,46.5,11.27
30-08-2024 09:00:00,3,1281.74,33.97,18.85,0.47,39.58,33.74,42.69,10.64
30-08-2024 10:00:00,2,947.95,23.02,19.36,0.45,32.9,23.07,29.31,9.12
30-08-2024 11:00:00,1,574.11,3.27,20.73,5.63,17.88,9.61,12.21,5.13
30-08-2024 12:00:00,1,520.71,1.65,19.36,9.83,17.17,7.28,9.34,4.69
30-08-2024 13:00:00,1,520.71,1.36,19.71,11.8,17.17,6.72,8.69,4.69
30-08-2024 14:00:00,2,567.44,1.98,22.62,10.55,20.74,7.64,9.92,5.13
30-08-2024 15:00:00,2,647.54,3.91,27.76,6.88,26.7,10.74,13.58,6.21
30-08-2024 16:00:00,2,754.36,5.14,31.87,5.14,29.8,14.63,17.82,6.9
30-08-2024 17:00:00,2,894.55,6.54,35.3,3.4,30.99,18.94,22.68,7.54
30-08-2024 18:00:00,2,1014.71,8.49,37.7,0.91,32.9,22.56,27.18,8.11
30-08-2024 19:00:00,3,1108.17,10.62,37.36,0.23,34.33,27.12,33.2,9.12
30-08-2024 20:00:00,3,1655.58,25.03,38.73,0.01,44.82,49.62,61.53,13.43
30-08-2024 21:00:00,5,2349.85,42.92,35.99,0.0,50.54,81.36,100.71,17.23
30-08-2024 22:00:00,5,2643.59,50.51,30.85,0.0,47.68,99.39,122.23,18.49
30-08-2024 23:00:00,5,2670.29,51.86,26.05,0.0,41.48,101.34,123.95,18.49
