date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
07-07-2024 15:00:00,2,720.98,4.02,29.82,11.44,29.33,18.74,23.2,6.52
07-07-2024 16:00:00,2,781.06,2.93,31.19,10.82,28.37,21.4,25.75,6.78
07-07-2024 17:00:00,3,907.9,4.69,34.62,5.19,30.52,25.56,30.71,8.04
07-07-2024 18:00:00,3,1148.22,12.63,36.67,0.6,39.1,34.65,41.67,9.88
07-07-2024 19:00:00,3,1375.2,21.46,36.67,0.01,46.73,45.02,54.13,10.89
07-07-2024 20:00:00,4,1895.9,30.4,38.39,0.0,51.02,66.89,81.82,13.81
07-07-2024 21:00:00,5,2510.07,39.34,38.73,0.0,51.5,95.98,119.53,17.48
07-07-2024 22:00:00,5,2937.32,48.28,37.36,0.0,53.88,123.26,154.03,21.79
07-07-2024 23:00:00,5,3257.75,58.11,34.27,0.0,54.36,143.33,179.22,24.57
08-07-2024 00:00:00,5,3231.05,62.58,30.85,0.0,48.16,142.9,178.33,22.04
08-07-2024 01:00:00,5,3097.53,64.37,28.1,0.0,44.82,140.14,172.31,21.03
08-07-2024 02:00:00,5,2803.8,59.01,26.05,0.0,40.05,132.84,159.43,20.01
08-07-2024 03:00:00,5,2616.88,56.33,25.02,0.0,39.1,128.68,151.54,19.0
08-07-2024 04:00:00,5,2536.77,57.22,25.7,0.0,41.96,128.59,149.36,18.75
08-07-2024 05:00:00,5,2456.67,58.11,26.73,0.0,44.82,124.34,143.94,17.73
08-07-2024 06:00:00,5,2323.15,58.11,26.73,0.0,48.16,114.71,135.26,16.97
08-07-2024 07:00:00,5,2510.07,66.16,27.42,0.18,61.04,116.13,141.1,20.01
08-07-2024 08:00:00,5,2002.72,75.1,31.19,0.35,92.51,82.64,102.96,17.23
08-07-2024 09:00:00,4,1976.01,80.47,32.22,0.53,98.23,74.17,93.55,17.23
08-07-2024 10:00:00,4,1869.2,73.31,33.59,0.53,95.37,69.2,86.96,17.23
08-07-2024 11:00:00,3,961.3,24.81,29.13,0.91,46.25,30.26,38.1,8.87
08-07-2024 12:00:00,2,747.68,15.87,27.42,1.08,39.1,21.08,26.41,7.47
08-07-2024 13:00:00,2,767.71,17.66,27.76,1.25,42.92,21.66,26.93,8.04
08-07-2024 14:00:00,2,854.49,22.35,28.79,1.27,50.07,24.74,30.7,9.25
08-07-2024 15:00:00,3,1014.71,28.16,30.5,0.96,55.31,30.0,37.47,10.77
08-07-2024 16:00:00,3,1094.82,25.93,31.53,1.45,48.64,31.45,39.74,10.13
08-07-2024 17:00:00,3,1134.87,20.56,32.9,2.26,40.05,30.75,39.03,9.37
08-07-2024 18:00:00,3,1214.98,19.67,35.3,0.42,39.58,33.51,41.79,9.88
08-07-2024 19:00:00,3,1241.68,19.22,37.7,0.03,38.15,38.16,47.15,10.64
08-07-2024 20:00:00,4,1535.42,24.59,39.76,0.0,42.44,53.58,66.87,13.68
08-07-2024 21:00:00,5,1922.61,32.19,39.76,0.0,45.78,75.18,95.22,16.47
08-07-2024 22:00:00,5,2189.64,36.21,38.73,0.0,45.78,91.14,116.08,18.24
08-07-2024 23:00:00,5,2403.26,42.02,37.36,0.0,46.25,102.92,131.12,19.25
09-07-2024 00:00:00,5,2510.07,50.07,35.64,0.0,46.73,107.9,135.87,18.75
09-07-2024 01:00:00,5,2563.48,59.01,34.27,0.0,50.54,115.03,142.76,20.01
09-07-2024 02:00:00,5,2456.67,61.69,32.22,0.0,51.5,118.25,143.19,21.28
09-07-2024 03:00:00,5,2323.15,62.58,30.16,0.0,50.54,118.9,139.65,19.76
09-07-2024 04:00:00,5,2296.45,67.06,29.47,0.0,51.98,123.76,142.41,17.73
09-07-2024 05:00:00,5,2323.15,73.31,29.13,0.0,54.84,128.88,146.84,15.71
09-07-2024 06:00:00,5,2189.64,71.53,27.08,0.0,54.36,120.8,138.77,14.06
09-07-2024 07:00:00,5,2029.42,60.8,25.36,0.01,55.31,101.14,119.14,14.57
09-07-2024 08:00:00,4,1628.88,49.62,27.42,0.08,63.9,66.89,80.63,12.03
09-07-2024 09:00:00,4,1642.23,50.07,29.47,0.18,70.57,56.91,70.31,12.67
09-07-2024 10:00:00,3,1495.36,41.13,31.53,0.67,67.71,44.07,56.41,12.16
09-07-2024 11:00:00,2,881.2,8.49,32.56,19.67,37.19,21.92,29.19,7.6
09-07-2024 12:00:00,2,714.3,1.93,27.76,36.48,29.33,15.51,20.66,6.21
09-07-2024 13:00:00,2,694.27,0.68,25.02,49.35,27.42,14.69,19.14,6.02
09-07-2024 14:00:00,2,680.92,0.15,22.96,57.94,24.32,13.81,17.53,5.83
09-07-2024 15:00:00,2,700.95,0.06,24.68,53.64,24.8,13.91,17.51,6.21
09-07-2024 16:00:00,2,727.65,0.02,26.39,44.35,25.03,14.07,17.79,6.71
09-07-2024 17:00:00,3,1628.88,7.04,48.67,8.94,39.1,33.4,42.03,13.17
09-07-2024 18:00:00,4,3231.05,44.7,48.67,0.05,56.74,74.41,91.65,21.53
09-07-2024 19:00:00,5,4539.49,78.68,46.61,0.0,79.15,128.37,156.56,36.48
09-07-2024 20:00:00,5,5874.63,112.65,50.72,0.0,119.21,203.81,244.33,62.82
09-07-2024 21:00:00,5,6515.5,134.11,52.09,0.0,133.51,255.92,302.04,66.88
09-07-2024 22:00:00,5,6301.88,143.05,52.09,0.0,129.7,265.05,308.83,54.72
09-07-2024 23:00:00,5,5607.6,143.05,50.04,0.0,122.07,243.85,283.45,41.04
10-07-2024 00:00:00,5,5340.58,148.42,45.24,0.0,106.81,238.86,275.2,31.92
10-07-2024 01:00:00,5,4859.92,141.26,39.76,0.0,85.83,222.32,253.54,24.57
10-07-2024 02:00:00,5,3791.81,107.29,33.59,0.0,57.7,175.79,199.32,19.25
10-07-2024 03:00:00,5,2857.21,76.89,28.79,0.0,43.39,133.41,151.36,18.49
10-07-2024 04:00:00,5,2403.26,63.48,26.39,0.0,40.53,112.84,128.24,19.76
10-07-2024 05:00:00,5,2216.34,58.11,25.02,0.0,41.48,104.74,119.46,20.01
10-07-2024 06:00:00,5,2002.72,50.07,23.99,0.0,40.53,90.16,104.81,16.97
10-07-2024 07:00:00,5,1949.31,42.92,24.33,0.34,44.35,78.03,94.73,16.21
10-07-2024 08:00:00,4,1548.77,38.0,28.1,0.96,56.74,54.45,67.84,13.3
10-07-2024 09:00:00,4,1535.42,40.68,29.82,1.79,62.94,51.12,65.07,14.31
10-07-2024 10:00:00,3,1361.85,35.76,32.22,3.89,61.99,44.4,57.62,14.31
10-07-2024 11:00:00,2,841.14,11.06,28.79,20.56,35.29,22.43,28.96,7.98
10-07-2024 12:00:00,2,700.95,5.42,23.65,42.56,27.89,18.22,22.68,6.14
10-07-2024 13:00:00,2,660.9,3.52,19.71,67.95,25.03,19.86,23.83,5.7
10-07-2024 14:00:00,2,607.49,2.15,15.25,80.82,19.79,18.54,21.67,4.88
10-07-2024 15:00:00,2,587.46,1.7,14.39,73.67,17.4,16.59,19.13,4.5
10-07-2024 16:00:00,2,607.49,1.27,14.39,67.95,15.26,18.4,20.65,4.18
10-07-2024 17:00:00,3,741.0,1.22,22.62,57.22,19.79,25.37,28.54,5.38
10-07-2024 18:00:00,3,974.66,0.57,35.99,36.84,26.7,32.81,37.88,7.41
10-07-2024 19:00:00,3,1148.22,0.45,44.55,16.09,32.42,37.62,44.78,9.37
10-07-2024 20:00:00,3,1388.55,5.59,51.41,2.3,43.87,48.0,59.12,12.54
10-07-2024 21:00:00,4,1615.52,16.76,47.98,0.03,53.41,60.15,76.29,15.2
10-07-2024 22:00:00,4,1815.8,27.27,43.18,0.0,58.65,71.25,91.84,17.23
10-07-2024 23:00:00,5,1869.2,34.87,39.41,0.0,58.65,76.5,99.21,16.97
11-07-2024 00:00:00,4,1735.69,36.21,35.3,0.0,51.02,70.57,91.23,13.68
11-07-2024 01:00:00,4,1535.42,33.08,31.19,0.0,41.48,62.31,78.8,11.15
11-07-2024 02:00:00,4,1361.85,26.15,26.39,0.0,30.99,55.03,68.02,10.01
11-07-2024 03:00:00,4,1321.79,24.14,23.31,0.0,27.42,54.57,66.53,10.51
11-07-2024 04:00:00,4,1375.2,26.15,22.28,0.0,29.33,58.72,70.84,11.91
11-07-2024 05:00:00,4,1455.31,30.85,22.28,0.0,34.33,64.98,77.57,12.67
11-07-2024 06:00:00,4,1495.36,33.53,21.93,0.0,38.15,67.21,80.84,12.29
11-07-2024 07:00:00,4,1628.88,36.21,22.28,0.34,44.82,69.01,85.23,13.43
11-07-2024 08:00:00,4,1615.52,38.89,25.02,1.08,52.45,61.81,76.94,12.79
11-07-2024 09:00:00,4,1508.71,35.32,25.7,1.61,48.64,54.22,67.45,12.03
11-07-2024 10:00:00,3,1148.22,23.25,26.73,2.68,40.53,40.79,50.84,10.39
11-07-2024 11:00:00,2,741.0,7.49,25.7,9.21,27.89,23.4,28.59,6.08
11-07-2024 12:00:00,2,714.3,7.82,26.73,11.98,30.52,20.19,24.38,5.7
11-07-2024 13:00:00,2,767.71,10.06,28.1,18.6,34.81,21.3,25.5,5.95
11-07-2024 14:00:00,3,781.06,8.94,27.76,46.49,33.86,25.68,29.9,5.95
11-07-2024 15:00:00,3,781.06,6.15,30.5,53.64,32.9,27.81,31.89,6.08
11-07-2024 16:00:00,3,807.76,4.86,32.22,43.27,31.47,26.84,30.84,6.02
11-07-2024 17:00:00,2,854.49,3.16,35.99,25.75,29.33,24.84,28.88,5.89
11-07-2024 18:00:00,2,907.9,1.93,38.39,11.98,27.42,23.68,27.95,5.76
11-07-2024 19:00:00,2,907.9,1.77,36.67,6.17,25.75,24.66,29.51,5.95
11-07-2024 20:00:00,3,947.95,4.02,34.96,2.44,26.46,27.42,33.15,6.52
11-07-2024 21:00:00,3,921.25,7.71,29.82,0.47,25.75,27.73,33.87,6.59
11-07-2024 22:00:00,3,894.55,10.17,25.36,0.16,23.6,26.52,32.65,6.52
11-07-2024 23:00:00,2,847.82,10.62,22.62,0.12,21.46,23.51,28.65,5.89
12-07-2024 00:00:00,2,741.0,9.39,21.42,0.16,19.31,19.07,22.8,4.81
12-07-2024 01:00:00,2,674.25,8.27,20.91,0.23,18.36,17.48,20.62,4.5
12-07-2024 02:00:00,2,634.19,6.65,20.05,0.41,16.93,16.52,19.34,4.31
12-07-2024 03:00:00,2,620.84,6.65,19.36,0.41,16.93,16.17,18.83,4.24
12-07-2024 04:00:00,2,614.17,7.6,18.85,0.3,18.12,15.79,18.39,4.31
12-07-2024 05:00:00,2,600.81,9.28,18.34,0.19,20.27,15.18,17.72,4.31
12-07-2024 06:00:00,2,594.14,10.17,17.31,0.16,20.98,14.24,16.86,4.5
12-07-2024 07:00:00,2,660.9,11.85,16.45,0.46,22.41,15.41,19.01,5.26
12-07-2024 08:00:00,2,781.06,15.42,16.79,1.45,26.23,17.42,22.62,6.52
12-07-2024 09:00:00,2,767.71,14.53,17.99,2.95,27.18,16.8,22.83,7.22
12-07-2024 10:00:00,2,674.25,10.06,19.54,6.35,25.03,15.34,21.33,7.28
12-07-2024 11:00:00,2,580.79,5.53,19.02,17.88,20.27,13.73,18.21,5.95
12-07-2024 12:00:00,2,574.11,3.13,21.08,25.39,19.55,14.38,17.93,5.32
12-07-2024 13:00:00,2,580.79,1.9,21.08,32.9,18.36,14.77,17.82,5.0
12-07-2024 14:00:00,2,587.46,1.9,19.88,44.7,18.12,16.55,19.28,4.81
12-07-2024 15:00:00,2,620.84,2.1,21.76,45.78,19.79,18.29,20.98,4.88
12-07-2024 16:00:00,2,660.9,2.51,23.99,35.05,20.5,17.51,20.24,4.75
12-07-2024 17:00:00,2,734.33,2.68,27.42,20.56,21.22,16.81,19.91,5.0
12-07-2024 18:00:00,2,794.41,2.43,30.16,8.05,21.46,17.13,20.86,5.57
12-07-2024 19:00:00,2,814.44,3.52,28.79,2.75,21.7,18.82,23.55,6.33
12-07-2024 20:00:00,2,821.11,5.48,27.42,1.15,23.84,21.07,27.27,7.16
12-07-2024 21:00:00,2,754.36,4.69,24.68,1.39,21.46,19.8,26.35,6.97
12-07-2024 22:00:00,2,694.27,2.88,22.96,2.91,18.36,18.24,24.62,6.46
12-07-2024 23:00:00,2,647.54,1.73,21.76,4.96,15.97,16.67,22.25,5.7
13-07-2024 00:00:00,2,600.81,1.72,21.08,4.78,15.5,14.55,18.97,5.0
13-07-2024 01:00:00,2,540.73,1.27,18.51,5.19,13.35,12.64,16.27,4.69
13-07-2024 02:00:00,2,500.68,1.08,16.62,5.72,11.56,11.08,13.98,4.43
13-07-2024 03:00:00,2,487.33,1.16,16.28,5.54,11.32,10.27,12.78,4.37
13-07-2024 04:00:00,2,480.65,1.42,16.45,4.69,11.8,10.11,12.36,4.24
13-07-2024 05:00:00,2,487.33,1.98,16.62,3.44,12.64,10.14,12.15,4.05
13-07-2024 06:00:00,1,494.0,2.46,16.11,2.82,12.64,9.95,11.84,3.93
13-07-2024 07:00:00,2,547.41,3.49,15.59,2.77,13.11,10.89,13.31,4.31
13-07-2024 08:00:00,2,594.14,5.36,15.77,4.34,15.14,11.2,14.26,4.94
13-07-2024 09:00:00,2,560.76,5.76,15.25,7.42,16.21,10.34,13.55,5.51
13-07-2024 10:00:00,1,494.0,4.64,14.05,13.23,15.5,9.12,12.2,5.76
13-07-2024 11:00:00,1,380.52,1.9,10.37,22.89,10.73,5.62,7.4,3.77
13-07-2024 12:00:00,1,363.83,1.2,10.71,23.96,10.37,4.82,6.21,3.39
13-07-2024 13:00:00,1,383.85,1.02,11.65,23.96,10.61,5.18,6.47,3.48
13-07-2024 14:00:00,1,480.65,2.18,16.28,20.74,14.54,7.95,9.81,4.56
13-07-2024 15:00:00,2,614.17,3.63,21.42,15.91,18.36,12.48,15.22,5.7
13-07-2024 16:00:00,2,767.71,5.42,25.02,11.8,20.98,17.16,20.75,6.02
13-07-2024 17:00:00,2,907.9,8.72,26.05,16.99,22.65,21.33,25.65,6.33
13-07-2024 18:00:00,2,894.55,4.02,31.19,9.48,21.22,20.94,25.33,6.14
13-07-2024 19:00:00,2,787.73,2.01,28.45,4.74,19.07,18.98,23.31,5.95
13-07-2024 20:00:00,2,714.3,3.13,24.33,2.5,18.6,17.42,21.92,5.95
13-07-2024 21:00:00,2,640.87,4.08,20.05,1.33,16.45,14.95,19.4,5.7
13-07-2024 22:00:00,2,574.11,3.63,17.65,1.54,13.71,12.62,16.78,5.26
13-07-2024 23:00:00,2,507.35,2.24,16.45,3.08,11.68,10.06,13.88,4.88
14-07-2024 00:00:00,1,447.27,1.33,15.25,5.01,10.37,7.84,11.11,4.43
14-07-2024 01:00:00,1,407.22,0.98,14.05,6.26,9.89,6.96,9.9,4.31
14-07-2024 02:00:00,1,383.85,0.78,12.85,7.24,8.58,6.26,8.52,3.99
14-07-2024 03:00:00,1,373.84,0.78,12.68,7.24,8.34,5.89,7.59,3.67
14-07-2024 04:00:00,1,367.16,0.8,12.51,7.33,8.46,5.61,6.99,3.48
14-07-2024 05:00:00,1,363.83,0.92,13.02,6.97,9.54,5.45,6.88,3.7
14-07-2024 06:00:00,1,377.18,1.24,13.54,5.81,10.85,5.83,7.51,4.12
14-07-2024 07:00:00,1,447.27,2.71,13.88,4.34,12.87,7.65,10.11,4.94
14-07-2024 08:00:00,1,527.38,6.54,12.68,6.17,15.74,9.3,12.4,5.64
14-07-2024 09:00:00,1,500.68,6.15,11.82,9.75,15.26,8.52,11.31,5.45
14-07-2024 10:00:00,1,433.92,4.08,10.45,16.99,12.87,7.09,9.3,4.75
14-07-2024 11:00:00,1,343.8,1.62,7.71,24.32,7.87,4.25,5.49,3.07
14-07-2024 12:00:00,1,337.12,1.27,8.14,23.25,6.97,3.66,4.65,2.75
14-07-2024 13:00:00,1,347.14,0.87,8.48,23.96,6.44,3.54,4.41,2.6
14-07-2024 14:00:00,1,357.15,0.23,9.77,23.96,6.79,3.97,4.78,2.37
14-07-2024 15:00:00,1,383.85,0.16,11.48,25.03,8.23,5.17,6.09,2.53
14-07-2024 16:00:00,1,403.88,0.11,12.68,25.39,9.18,6.06,7.1,2.63
14-07-2024 17:00:00,1,460.62,0.12,15.77,23.25,11.21,7.6,8.95,3.07
14-07-2024 18:00:00,1,514.03,0.18,18.51,18.42,12.52,9.13,10.92,3.55
14-07-2024 19:00:00,2,554.08,0.41,19.19,13.05,12.87,10.55,12.89,3.93
14-07-2024 20:00:00,2,574.11,1.22,19.71,6.71,13.71,11.56,14.49,4.37
14-07-2024 21:00:00,2,534.06,1.79,17.31,4.02,12.04,10.35,13.13,4.24
14-07-2024 22:00:00,1,494.0,1.77,15.08,3.84,10.25,8.9,11.38,3.93
14-07-2024 23:00:00,1,453.95,1.49,13.88,4.43,9.3,7.56,9.9,3.83
15-07-2024 00:00:00,1,427.25,1.44,13.54,4.47,9.3,6.62,8.73,3.8
15-07-2024 01:00:00,1,433.92,2.54,14.57,2.84,12.28,7.37,9.81,4.24
15-07-2024 02:00:00,1,440.6,3.16,14.39,1.97,13.11,7.97,10.69,4.56
15-07-2024 03:00:00,1,460.62,4.3,14.57,1.16,14.66,9.09,12.2,5.0
15-07-2024 04:00:00,2,487.33,6.31,14.57,0.52,16.69,10.42,13.9,5.45
15-07-2024 05:00:00,2,514.03,9.05,14.57,0.19,19.55,11.73,15.55,5.83
15-07-2024 06:00:00,2,534.06,10.28,14.39,0.14,20.98,12.56,16.62,6.21
15-07-2024 07:00:00,2,620.84,12.07,14.22,0.87,22.41,14.73,19.67,7.22
15-07-2024 08:00:00,2,694.27,13.63,15.42,1.06,23.84,15.53,20.63,7.66
15-07-2024 09:00:00,2,654.22,12.63,15.59,0.62,23.6,13.8,18.29,7.54
15-07-2024 10:00:00,2,560.76,8.94,15.42,0.84,20.98,11.05,14.75,7.03
15-07-2024 11:00:00,1,407.22,1.9,14.05,5.68,13.35,5.91,7.92,4.31
15-07-2024 12:00:00,1,383.85,1.03,14.22,7.42,12.99,4.77,6.39,3.64
15-07-2024 13:00:00,1,397.21,0.91,14.91,7.96,13.11,4.88,6.46,3.67
15-07-2024 14:00:00,1,433.92,1.98,17.48,5.59,16.21,5.96,7.78,4.05
15-07-2024 15:00:00,2,487.33,4.92,20.05,2.77,21.7,7.87,10.09,4.62
15-07-2024 16:00:00,2,554.08,7.15,20.56,3.58,24.08,9.58,12.14,4.94
15-07-2024 17:00:00,2,687.6,10.17,22.62,2.66,26.7,12.74,16.0,5.57
15-07-2024 18:00:00,2,787.73,12.41,22.28,0.41,26.23,15.58,19.42,5.89
15-07-2024 19:00:00,2,821.11,11.06,21.59,0.19,23.84,18.07,22.61,6.02
15-07-2024 20:00:00,2,881.2,11.51,22.28,0.14,24.8,22.14,27.85,6.71
15-07-2024 21:00:00,2,907.9,13.08,21.76,0.05,25.03,24.67,31.25,7.22
15-07-2024 22:00:00,3,934.6,15.42,20.22,0.02,24.8,26.75,34.1,7.79
15-07-2024 23:00:00,3,894.55,15.87,18.85,0.01,24.08,25.49,33.31,7.6
16-07-2024 00:00:00,2,741.0,13.41,17.48,0.03,21.22,19.37,25.69,6.21
16-07-2024 01:00:00,2,620.84,10.62,16.45,0.09,19.55,15.41,20.52,5.51
16-07-2024 02:00:00,2,534.06,7.38,15.59,0.32,16.93,12.56,16.92,5.13
16-07-2024 03:00:00,2,494.0,5.98,15.42,0.55,16.21,11.37,15.4,5.0
16-07-2024 04:00:00,2,473.98,5.7,15.42,0.66,16.45,10.75,14.51,4.94
16-07-2024 05:00:00,2,460.62,6.03,15.42,0.64,17.4,10.22,13.85,4.88
16-07-2024 06:00:00,1,453.95,5.92,15.08,0.76,17.64,9.63,13.19,4.94
16-07-2024 07:00:00,2,514.03,6.82,14.91,1.43,18.36,10.81,14.97,5.7
16-07-2024 08:00:00,2,594.14,9.39,15.42,3.08,20.27,12.03,16.23,6.02
16-07-2024 09:00:00,2,594.14,10.17,16.11,4.87,21.7,12.1,15.93,6.02
16-07-2024 10:00:00,2,547.41,8.49,16.28,8.14,21.22,11.3,14.63,5.7
16-07-2024 11:00:00,2,514.03,5.64,17.31,9.83,20.03,10.29,12.95,4.88
16-07-2024 12:00:00,2,527.38,4.81,18.34,11.98,19.55,10.54,12.93,4.43
16-07-2024 13:00:00,2,554.08,3.58,19.54,15.91,17.88,11.2,13.44,4.02
16-07-2024 14:00:00,2,560.76,2.07,19.19,23.96,15.5,11.78,13.84,3.64
16-07-2024 15:00:00,2,547.41,1.36,19.36,28.25,15.26,11.86,13.81,3.36
16-07-2024 16:00:00,2,527.38,0.87,19.36,27.18,14.54,11.04,12.95,3.1
16-07-2024 17:00:00,2,540.73,0.5,20.73,25.03,14.42,10.77,12.8,3.17
16-07-2024 18:00:00,2,574.11,0.37,22.62,17.88,14.66,11.06,13.41,3.48
16-07-2024 19:00:00,2,580.79,0.77,22.62,10.46,14.78,11.55,14.39,3.86
16-07-2024 20:00:00,2,614.17,2.37,22.96,4.29,16.69,12.9,16.61,4.56
16-07-2024 21:00:00,2,620.84,4.08,21.08,1.74,16.93,13.61,17.76,4.81
16-07-2024 22:00:00,2,620.84,5.25,19.36,0.96,16.93,14.29,18.73,5.0
16-07-2024 23:00:00,2,614.17,6.09,18.34,0.63,16.45,13.9,17.94,4.75
17-07-2024 00:00:00,2,567.44,6.09,17.65,0.55,15.5,12.11,15.04,4.02
17-07-2024 01:00:00,2,540.73,5.98,17.31,0.55,15.5,11.71,14.09,3.86
17-07-2024 02:00:00,2,514.03,5.03,16.45,0.82,14.42,10.99,12.99,3.67
17-07-2024 03:00:00,2,500.68,4.69,15.94,0.96,14.19,10.42,12.25,3.55
17-07-2024 04:00:00,2,494.0,5.14,15.77,0.85,14.78,10.19,11.99,3.55
17-07-2024 05:00:00,2,494.0,5.87,15.42,0.66,15.97,10.18,12.21,3.74
17-07-2024 06:00:00,1,487.33,5.81,15.08,0.77,16.21,9.79,12.09,3.89
17-07-2024 07:00:00,2,534.06,6.37,14.57,1.88,16.45,10.65,13.75,4.5
17-07-2024 08:00:00,2,587.46,6.71,16.96,1.77,17.88,11.15,14.6,4.75
17-07-2024 09:00:00,2,574.11,6.31,17.31,2.73,18.12,10.98,14.21,4.75
17-07-2024 10:00:00,2,527.38,4.02,17.82,5.68,16.93,10.27,13.09,4.5
17-07-2024 11:00:00,1,453.95,0.88,16.28,14.84,13.23,8.06,10.07,3.42
17-07-2024 12:00:00,1,473.98,0.59,18.34,18.42,14.78,9.36,11.31,3.48
17-07-2024 13:00:00,2,514.03,0.41,20.56,20.56,16.69,11.28,13.33,3.74
17-07-2024 14:00:00,2,547.41,0.41,22.28,25.75,18.84,13.8,15.97,3.96
17-07-2024 15:00:00,2,580.79,0.68,23.99,30.4,20.74,15.92,18.32,4.18
17-07-2024 16:00:00,2,607.49,1.13,25.02,32.19,21.7,16.79,19.42,4.24
17-07-2024 17:00:00,2,700.95,1.59,29.47,25.75,23.13,18.45,21.62,4.69
17-07-2024 18:00:00,2,821.11,1.77,35.64,10.73,25.27,20.58,24.56,5.38
17-07-2024 19:00:00,2,907.9,4.08,35.64,2.53,26.46,23.72,28.8,6.14
17-07-2024 20:00:00,3,1028.06,9.5,34.27,0.35,30.04,29.93,36.82,7.41
17-07-2024 21:00:00,3,1068.12,12.63,32.22,0.09,30.52,33.96,42.02,7.85
17-07-2024 22:00:00,3,1081.47,12.85,30.85,0.08,28.61,35.95,44.13,7.92
17-07-2024 23:00:00,3,1054.76,11.73,29.47,0.1,26.7,34.56,42.17,7.6
18-07-2024 00:00:00,3,947.95,10.17,28.45,0.15,24.56,30.0,36.34,6.65
18-07-2024 01:00:00,3,881.2,9.05,27.42,0.19,23.84,28.6,34.26,6.4
18-07-2024 02:00:00,3,827.79,6.98,26.39,0.43,20.98,27.25,31.94,5.95
18-07-2024 03:00:00,3,794.41,5.7,25.7,0.71,19.55,26.02,29.8,5.38
18-07-2024 04:00:00,3,774.38,5.48,25.7,0.83,20.03,25.18,28.51,5.07
18-07-2024 05:00:00,3,774.38,6.59,25.7,0.59,21.93,25.11,28.36,5.07
18-07-2024 06:00:00,3,807.76,8.94,24.68,0.28,24.08,26.17,29.98,5.57
18-07-2024 07:00:00,3,974.66,13.75,23.99,0.84,27.89,31.25,36.87,7.22
18-07-2024 08:00:00,2,934.6,19.45,17.82,1.48,27.89,24.11,29.18,6.21
18-07-2024 09:00:00,2,881.2,19.22,16.11,3.98,27.18,20.82,25.4,5.83
18-07-2024 10:00:00,2,761.03,14.19,15.94,9.66,24.8,17.36,21.1,5.19
18-07-2024 11:00:00,2,540.73,5.25,15.59,23.25,17.64,12.51,15.2,4.12
18-07-2024 12:00:00,2,467.3,2.71,14.91,30.76,15.74,10.22,12.44,3.8
18-07-2024 13:00:00,1,453.95,1.27,14.05,35.41,13.35,9.34,11.24,3.61
18-07-2024 14:00:00,1,460.62,0.87,14.05,36.48,12.99,8.87,10.54,3.51
18-07-2024 15:00:00,2,507.35,1.06,17.31,35.76,15.5,10.51,12.32,3.77
18-07-2024 16:00:00,2,560.76,0.91,20.56,35.05,17.17,12.72,14.78,3.89
18-07-2024 17:00:00,2,667.57,0.87,25.7,30.04,19.07,15.65,18.29,4.43
18-07-2024 18:00:00,2,801.09,0.51,32.22,19.67,21.93,19.84,23.47,5.38
18-07-2024 19:00:00,3,894.55,0.68,35.99,11.8,24.56,25.02,30.0,6.46
18-07-2024 20:00:00,3,1028.06,2.46,40.44,4.78,30.28,32.24,38.96,7.66
18-07-2024 21:00:00,3,1094.82,5.76,40.1,1.16,33.38,37.56,45.51,8.23
18-07-2024 22:00:00,3,1161.58,9.83,37.36,0.24,34.33,41.39,49.82,8.61
18-07-2024 23:00:00,3,1201.63,13.63,34.96,0.05,33.86,42.96,50.8,8.23
19-07-2024 00:00:00,3,1174.93,14.98,33.24,0.03,30.04,40.37,46.57,6.84
19-07-2024 01:00:00,3,1121.52,14.19,32.22,0.03,27.66,38.48,43.46,6.14
19-07-2024 02:00:00,3,1068.12,11.29,30.85,0.08,23.6,37.08,41.42,6.02
19-07-2024 03:00:00,3,1028.06,9.39,29.13,0.14,22.17,36.19,40.13,5.89
19-07-2024 04:00:00,3,988.01,9.05,27.76,0.17,22.17,35.03,38.72,5.64
19-07-2024 05:00:00,3,961.3,9.95,26.73,0.14,24.8,34.04,37.89,5.7
19-07-2024 06:00:00,3,961.3,11.29,25.7,0.11,26.94,34.07,38.48,6.33
19-07-2024 07:00:00,3,1068.12,13.52,25.7,0.46,29.56,36.65,42.67,7.79
19-07-2024 08:00:00,3,1214.98,18.1,27.76,1.72,34.81,39.02,46.92,8.99
19-07-2024 09:00:00,3,1174.93,16.76,30.16,4.96,36.72,36.47,44.85,9.12
19-07-2024 10:00:00,3,988.01,11.06,31.53,11.62,34.81,31.44,39.15,8.61
19-07-2024 11:00:00,2,781.06,4.64,25.7,31.11,25.99,24.35,29.91,6.4
19-07-2024 12:00:00,3,754.36,2.37,25.7,43.99,25.51,26.12,31.61,6.21
19-07-2024 13:00:00,3,774.38,1.02,25.36,52.21,24.8,29.3,35.11,6.33
19-07-2024 14:00:00,3,747.68,0.79,24.68,55.79,24.8,28.39,33.27,5.7
19-07-2024 15:00:00,2,707.63,1.33,26.73,47.92,26.23,24.3,27.84,5.0
19-07-2024 16:00:00,2,734.33,1.62,28.1,39.7,26.46,22.76,25.91,4.81
19-07-2024 17:00:00,2,847.82,2.15,32.22,29.68,27.18,24.12,27.83,5.45
19-07-2024 18:00:00,3,1028.06,1.36,40.78,15.2,29.33,28.55,33.63,6.78
19-07-2024 19:00:00,3,1174.93,1.61,45.93,6.97,31.95,35.65,42.66,8.36
19-07-2024 20:00:00,3,1348.5,4.02,50.72,2.53,38.15,45.79,56.04,10.26
19-07-2024 21:00:00,3,1348.5,5.92,47.3,0.98,37.67,49.95,62.46,10.64
